"Last5EventsPower_RANKTHISWEEK_2012","Last5EventsPower_RANKLASTWEEK_2012","Last5EventsPower_PLAYERNAME_2012","Last5EventsPower_EVENTS_2012","Last5EventsPower_RATING_2012","stat_name","year"
147,147,"Andres Gonzales",1,5.9,"Last5EventsPower",2012
147,147,"Padraig Harrington",3,5.9,"Last5EventsPower",2012
147,147,"Marc Leishman",2,5.9,"Last5EventsPower",2012
147,147,"Jarrod Lyle",2,5.9,"Last5EventsPower",2012
147,147,"Webb Simpson",3,5.9,"Last5EventsPower",2012
147,147,"Brendan Steele",3,5.9,"Last5EventsPower",2012
155,155,"Tommy Biershenk",1,5.8,"Last5EventsPower",2012
155,155,"Chad Campbell",2,5.8,"Last5EventsPower",2012
155,155,"Marco Dawson",2,5.8,"Last5EventsPower",2012
155,155,"Tom Gillis",4,5.8,"Last5EventsPower",2012
155,155,"Neal Lancaster",1,5.8,"Last5EventsPower",2012
155,155,"George McNeill",3,5.8,"Last5EventsPower",2012
155,155,"Hennie Otto",1,5.8,"Last5EventsPower",2012
155,155,"Tim Petrovic",1,5.8,"Last5EventsPower",2012
155,155,"Chez Reavie",3,5.8,"Last5EventsPower",2012
155,155,"Lee Slattery",1,5.8,"Last5EventsPower",2012
155,155,"Duffy Waldorf",3,5.8,"Last5EventsPower",2012
166,166,"Brian Harman",3,5.7,"Last5EventsPower",2012
166,166,"Hunter Mahan",3,5.7,"Last5EventsPower",2012
166,166,"Billy Mayfair",2,5.7,"Last5EventsPower",2012
166,166,"Fran Quinn",1,5.7,"Last5EventsPower",2012
170,170,"Matt Bettencourt",2,5.6,"Last5EventsPower",2012
170,170,"Alex Cejka",1,5.6,"Last5EventsPower",2012
170,170,"John Senden",3,5.6,"Last5EventsPower",2012
173,173,"Darren Clarke",1,5.5,"Last5EventsPower",2012
173,173,"Will Claxton",4,5.5,"Last5EventsPower",2012
173,173,"Juvic Pagunsan",1,5.5,"Last5EventsPower",2012
173,173,"Jonathan Randolph",1,5.5,"Last5EventsPower",2012
173,173,"Vaughn Taylor",3,5.5,"Last5EventsPower",2012
178,178,"Thomas Bjorn",1,5.4,"Last5EventsPower",2012
178,178,"Jonathan Byrd",2,5.4,"Last5EventsPower",2012
178,178,"Paul Casey",1,5.4,"Last5EventsPower",2012
178,178,"Hunter Haas",3,5.4,"Last5EventsPower",2012
178,178,"Anthony Kim",1,5.4,"Last5EventsPower",2012
178,178,"Toshinori Muto",1,5.4,"Last5EventsPower",2012
184,184,"Jonas Blixt",4,5.3,"Last5EventsPower",2012
184,184,"Albin Choi",1,5.3,"Last5EventsPower",2012
184,184,"Martin Kaymer",1,5.3,"Last5EventsPower",2012
184,184,"Robert Rock",1,5.3,"Last5EventsPower",2012
184,184,"Andres Romero",1,5.3,"Last5EventsPower",2012
184,184,"Patrick Sheehan",1,5.3,"Last5EventsPower",2012
184,184,"Brandt Snedeker",2,5.3,"Last5EventsPower",2012
191,191,"Freddie Jacobson",2,5.2,"Last5EventsPower",2012
191,191,"Zack Miller",2,5.2,"Last5EventsPower",2012
191,191,"Alexandre Rocha",3,5.2,"Last5EventsPower",2012
194,194,"Blake Adams",4,5.1,"Last5EventsPower",2012
194,194,"Sangmoon Bae",2,5.1,"Last5EventsPower",2012
194,194,"WC Liang",1,5.1,"Last5EventsPower",2012
194,194,"Paul Stankowski",2,5.1,"Last5EventsPower",2012
198,198,"Cameron Beckman",4,5,"Last5EventsPower",2012
198,198,"James Driscoll",2,5,"Last5EventsPower",2012
198,198,"Ryan Moore",5,5,"Last5EventsPower",2012
198,198,"DA Points",2,5,"Last5EventsPower",2012
198,198,"Kevin Sutherland",3,5,"Last5EventsPower",2012
203,203,"Todd Hamilton",1,4.9,"Last5EventsPower",2012
203,203,"KT Kim",2,4.9,"Last5EventsPower",2012
205,205,"Fred Couples",2,4.8,"Last5EventsPower",2012
205,205,"Jeev Milkha Singh",1,4.8,"Last5EventsPower",2012
207,207,"Rickie Fowler",3,4.7,"Last5EventsPower",2012
207,207,"John Huh",4,4.7,"Last5EventsPower",2012
207,207,"Pat Perez",3,4.7,"Last5EventsPower",2012
207,207,"Steve Wheatcroft",1,4.7,"Last5EventsPower",2012
211,211,"Rich Beem",1,4.6,"Last5EventsPower",2012
211,211,"Joe Durant",1,4.6,"Last5EventsPower",2012
211,211,"Trevor Immelman",1,4.6,"Last5EventsPower",2012
211,211,"Richard Lee",2,4.6,"Last5EventsPower",2012
215,215,"Jason Bohn",2,4.5,"Last5EventsPower",2012
215,215,"Brian Davis",1,4.5,"Last5EventsPower",2012
215,215,"Lee Janzen",2,4.5,"Last5EventsPower",2012
215,215,"Steve Lowery",1,4.5,"Last5EventsPower",2012
215,215,"Ted Potter Jr",2,4.5,"Last5EventsPower",2012
215,215,"Kyle Thompson",2,4.5,"Last5EventsPower",2012
215,215,"YE Yang",3,4.5,"Last5EventsPower",2012
222,222,"Craig Barlow",1,4.4,"Last5EventsPower",2012
223,223,"Eric Axley",1,4.3,"Last5EventsPower",2012
223,223,"Briny Baird",3,4.3,"Last5EventsPower",2012
223,223,"Oliver Bekker",1,4.3,"Last5EventsPower",2012
223,223,"Michael Bradley",1,4.3,"Last5EventsPower",2012
223,223,"KJ Choi",2,4.3,"Last5EventsPower",2012
223,223,"Ben Crane",2,4.3,"Last5EventsPower",2012
223,223,"Ben Kohles",1,4.3,"Last5EventsPower",2012
223,223,"Scott Langley",2,4.3,"Last5EventsPower",2012
223,223,"Jeff Maggert",3,4.3,"Last5EventsPower",2012
232,232,"Kent Jones",1,4.2,"Last5EventsPower",2012
232,232,"Graeme McDowell",2,4.2,"Last5EventsPower",2012
232,232,"Tadahiro Takayama",1,4.2,"Last5EventsPower",2012
235,235,"Ken Duke",3,4.1,"Last5EventsPower",2012
235,235,"Ryuji Imada",3,4.1,"Last5EventsPower",2012
235,235,"Rocco Mediate",3,4.1,"Last5EventsPower",2012
235,235,"Omar Uresti",2,4.1,"Last5EventsPower",2012
239,239,"Arjun Atwal",1,4,"Last5EventsPower",2012
239,239,"Scott Dunlap",2,4,"Last5EventsPower",2012
239,239,"Steve Elkington",1,4,"Last5EventsPower",2012
239,239,"Robert Gamez",2,4,"Last5EventsPower",2012
239,239,"Chris Riley",4,4,"Last5EventsPower",2012
244,244,"Yoshinori Fujimoto",1,3.9,"Last5EventsPower",2012
244,244,"David Hearn",4,3.9,"Last5EventsPower",2012
244,244,"Kelly Kraft",1,3.9,"Last5EventsPower",2012
244,244,"William McGirt",3,3.9,"Last5EventsPower",2012
244,244,"Chris Stroud",1,3.9,"Last5EventsPower",2012
244,244,"Michael Thompson",3,3.9,"Last5EventsPower",2012
250,250,"Bob Estes",4,3.8,"Last5EventsPower",2012
250,250,"Miguel Angel Jimenez",1,3.8,"Last5EventsPower",2012
250,250,"Francesco Molinari",1,3.8,"Last5EventsPower",2012
250,250,"Garrett Willis",2,3.8,"Last5EventsPower",2012
254,254,"Charlie Wi",2,3.7,"Last5EventsPower",2012
255,255,"Matt Hill",1,3.6,"Last5EventsPower",2012
255,255,"Michael Hoey",1,3.6,"Last5EventsPower",2012
255,255,"Doug LaBelle II",1,3.6,"Last5EventsPower",2012
255,255,"David Mathis",4,3.6,"Last5EventsPower",2012
259,259,"Spencer Levin",2,3.5,"Last5EventsPower",2012
259,259,"John Mallinger",2,3.5,"Last5EventsPower",2012
261,261,"Greg Chalmers",3,3.4,"Last5EventsPower",2012
261,261,"Luke Donald",3,3.4,"Last5EventsPower",2012
261,261,"Jose Maria Olazabal",1,3.4,"Last5EventsPower",2012
264,264,"Shane Bertsch",1,3.3,"Last5EventsPower",2012
264,264,"Nathan Green",4,3.3,"Last5EventsPower",2012
264,264,"Colt Knost",2,3.3,"Last5EventsPower",2012
267,267,"Gary Christian",1,3.2,"Last5EventsPower",2012
267,267,"Tim Clark",3,3.2,"Last5EventsPower",2012
267,267,"Skip Kendall",3,3.2,"Last5EventsPower",2012
270,270,"Len Mattiace",1,3.1,"Last5EventsPower",2012
270,270,"Dicky Pride",2,3.1,"Last5EventsPower",2012
270,270,"Jeff Quinney",1,3.1,"Last5EventsPower",2012
273,273,"Jim Furyk",4,3,"Last5EventsPower",2012
273,273,"Kevin Na",3,3,"Last5EventsPower",2012
273,273,"Heath Slocum",3,3,"Last5EventsPower",2012
273,273,"Tom Watson",1,3,"Last5EventsPower",2012
277,277,"Stephen Ames",1,2.9,"Last5EventsPower",2012
277,277,"Ben Curtis",4,2.9,"Last5EventsPower",2012
277,277,"Matt Kuchar",4,2.9,"Last5EventsPower",2012
277,277,"Bryce Molder",4,2.9,"Last5EventsPower",2012
277,277,"Johnson Wagner",2,2.9,"Last5EventsPower",2012
282,282,"Brian Gay",4,2.8,"Last5EventsPower",2012
282,282,"Billy Hurley III",1,2.8,"Last5EventsPower",2012
282,282,"Justin Leonard",3,2.8,"Last5EventsPower",2012
282,282,"Shigeki Maruyama",1,2.8,"Last5EventsPower",2012
286,286,"Carl Paulson",2,2.7,"Last5EventsPower",2012
287,287,"Robert Damron",1,2.6,"Last5EventsPower",2012
287,287,"Hunter Hamrick",2,2.6,"Last5EventsPower",2012
287,287,"Yuta Ikeda",1,2.6,"Last5EventsPower",2012
287,287,"Nick OHern",2,2.6,"Last5EventsPower",2012
287,287,"David Toms",2,2.6,"Last5EventsPower",2012
292,292,"Guy Boros",1,2.5,"Last5EventsPower",2012
293,293,"Tetsuji Hiratsuka",1,2.4,"Last5EventsPower",2012
294,294,"Ian Poulter",1,2.3,"Last5EventsPower",2012
295,295,"Zach Johnson",3,2.2,"Last5EventsPower",2012
295,295,"Tom Pernice Jr",1,2.2,"Last5EventsPower",2012
297,297,"Mark Wilson",3,2.1,"Last5EventsPower",2012
298,298,"Gavin Coles",2,2,"Last5EventsPower",2012
298,298,"Brett Quigley",1,2,"Last5EventsPower",2012
300,300,"Jerry Kelly",2,1.9,"Last5EventsPower",2012
301,301,"Fred Funk",1,1.7,"Last5EventsPower",2012
302,302,"Paul Goydos",2,1.5,"Last5EventsPower",2012
303,303,"Glen Day",1,1.4,"Last5EventsPower",2012
303,303,"Matt McQuillan",1,1.4,"Last5EventsPower",2012
303,303,"Gene Sauers",1,1.4,"Last5EventsPower",2012
306,306,"Mark Brooks",1,1.3,"Last5EventsPower",2012
307,307,"Corey Pavin",2,1.2,"Last5EventsPower",2012
307,307,"Willie Wood",1,1.2,"Last5EventsPower",2012
309,309,"Chris DiMarco",1,1.1,"Last5EventsPower",2012
