"Total1Putts1520_RANKTHISWEEK_2013","Total1Putts1520_RANKLASTWEEK_2013","Total1Putts1520_PLAYERNAME_2013","Total1Putts1520_ROUNDS_2013","Total1Putts1520_TOTAL_2013","Total1Putts1520_TOTALFORALLDISTANCES_2013","Total1Putts1520_PCTOFALL1PUTTS_2013","stat_name","year"
1,1,"Harris English",95,46,603,7.6,"Total1Putts1520",2013
2,2,"Brendon de Jonge",110,41,656,6.3,"Total1Putts1520",2013
2,2,"Charles Howell III",87,41,596,6.9,"Total1Putts1520",2013
2,2,"Chris Kirk",89,41,643,6.4,"Total1Putts1520",2013
5,5,"Webb Simpson",92,36,512,7,"Total1Putts1520",2013
6,6,"Billy Horschel",96,34,595,5.7,"Total1Putts1520",2013
7,7,"Stuart Appleby",88,33,576,5.7,"Total1Putts1520",2013
7,7,"Brian Davis",91,33,634,5.2,"Total1Putts1520",2013
7,7,"DA Points",87,33,488,6.8,"Total1Putts1520",2013
10,10,"Ken Duke",87,32,538,5.9,"Total1Putts1520",2013
11,11,"Russell Henley",80,31,476,6.5,"Total1Putts1520",2013
12,12,"Brian Harman",89,30,552,5.4,"Total1Putts1520",2013
12,12,"Scott Stallings",79,30,491,6.1,"Total1Putts1520",2013
14,14,"Martin Flores",83,29,554,5.2,"Total1Putts1520",2013
14,14,"Zach Johnson",84,29,464,6.3,"Total1Putts1520",2013
14,14,"Richard Lee",81,29,508,5.7,"Total1Putts1520",2013
14,14,"Phil Mickelson",78,29,461,6.3,"Total1Putts1520",2013
14,14,"Jordan Spieth",82,29,515,5.6,"Total1Putts1520",2013
19,19,"Sangmoon Bae",83,28,533,5.3,"Total1Putts1520",2013
19,19,"Charley Hoffman",84,28,518,5.4,"Total1Putts1520",2013
19,19,"John Huh",88,28,506,5.5,"Total1Putts1520",2013
19,19,"Nicholas Thompson",99,28,589,4.8,"Total1Putts1520",2013
19,19,"Jimmy Walker",84,28,552,5.1,"Total1Putts1520",2013
24,24,"Roberto Castro",97,27,579,4.7,"Total1Putts1520",2013
24,24,"Graham DeLaet",94,27,539,5,"Total1Putts1520",2013
24,24,"James Driscoll",76,27,469,5.8,"Total1Putts1520",2013
24,24,"Rickie Fowler",75,27,439,6.2,"Total1Putts1520",2013
24,24,"Ben Kohles",75,27,412,6.6,"Total1Putts1520",2013
24,24,"Hunter Mahan",91,27,457,5.9,"Total1Putts1520",2013
24,24,"Ryan Palmer",79,27,518,5.2,"Total1Putts1520",2013
24,24,"Nick Watney",88,27,479,5.6,"Total1Putts1520",2013
32,32,"Matt Every",89,26,593,4.4,"Total1Putts1520",2013
32,32,"Tommy Gainey",84,26,535,4.9,"Total1Putts1520",2013
32,32,"David Hearn",88,26,554,4.7,"Total1Putts1520",2013
32,32,"JJ Henry",83,26,451,5.8,"Total1Putts1520",2013
32,32,"Jason Kokrak",78,26,517,5,"Total1Putts1520",2013
32,32,"Justin Leonard",86,26,571,4.6,"Total1Putts1520",2013
32,32,"Bryce Molder",82,26,540,4.8,"Total1Putts1520",2013
32,32,"Brandt Snedeker",79,26,463,5.6,"Total1Putts1520",2013
40,40,"Jeff Overton",78,25,543,4.6,"Total1Putts1520",2013
40,40,"Pat Perez",69,25,427,5.9,"Total1Putts1520",2013
40,40,"Daniel Summerhays",83,25,554,4.5,"Total1Putts1520",2013
43,43,"Erik Compton",74,24,469,5.1,"Total1Putts1520",2013
43,43,"Bob Estes",66,24,461,5.2,"Total1Putts1520",2013
43,43,"Colt Knost",69,24,412,5.8,"Total1Putts1520",2013
43,43,"Greg Owen",73,24,418,5.7,"Total1Putts1520",2013
43,43,"Cameron Tringale",80,24,525,4.6,"Total1Putts1520",2013
48,48,"Ricky Barnes",74,23,406,5.7,"Total1Putts1520",2013
48,48,"Chad Campbell",78,23,470,4.9,"Total1Putts1520",2013
48,48,"Fabian Gomez",65,23,393,5.9,"Total1Putts1520",2013
48,48,"James Hahn",78,23,469,4.9,"Total1Putts1520",2013
48,48,"Marc Leishman",77,23,458,5,"Total1Putts1520",2013
48,48,"Rory Sabbatini",86,23,508,4.5,"Total1Putts1520",2013
48,48,"Lee Westwood",70,23,349,6.6,"Total1Putts1520",2013
55,55,"Stephen Ames",49,22,335,6.6,"Total1Putts1520",2013
55,55,"Jonas Blixt",76,22,513,4.3,"Total1Putts1520",2013
55,55,"Stewart Cink",71,22,361,6.1,"Total1Putts1520",2013
55,55,"Tim Clark",64,22,336,6.5,"Total1Putts1520",2013
55,55,"Jim Furyk",80,22,448,4.9,"Total1Putts1520",2013
55,55,"Luke Guthrie",82,22,482,4.6,"Total1Putts1520",2013
55,55,"Seung Yul Noh",71,22,411,5.4,"Total1Putts1520",2013
55,55,"Ted Potter Jr",65,22,400,5.5,"Total1Putts1520",2013
55,55,"John Rollins",77,22,452,4.9,"Total1Putts1520",2013
55,55,"Charl Schwartzel",69,22,385,5.7,"Total1Putts1520",2013
55,55,"Adam Scott",61,22,294,7.5,"Total1Putts1520",2013
55,55,"Robert Streb",75,22,425,5.2,"Total1Putts1520",2013
55,55,"Brian Stuard",78,22,431,5.1,"Total1Putts1520",2013
55,55,"Camilo Villegas",79,22,472,4.7,"Total1Putts1520",2013
55,55,"Gary Woodland",94,22,574,3.8,"Total1Putts1520",2013
70,70,"Aaron Baddeley",68,21,477,4.4,"Total1Putts1520",2013
70,70,"Justin Hicks",79,21,437,4.8,"Total1Putts1520",2013
70,70,"Doug LaBelle II",72,21,423,5,"Total1Putts1520",2013
70,70,"Scott Langley",79,21,455,4.6,"Total1Putts1520",2013
70,70,"Dicky Pride",71,21,404,5.2,"Total1Putts1520",2013
70,70,"Patrick Reed",83,21,558,3.8,"Total1Putts1520",2013
70,70,"Justin Rose",62,21,320,6.6,"Total1Putts1520",2013
70,70,"Shawn Stefani",63,21,365,5.8,"Total1Putts1520",2013
70,70,"Boo Weekley",100,21,531,4,"Total1Putts1520",2013
79,79,"Jason Bohn",70,20,479,4.2,"Total1Putts1520",2013
79,79,"Greg Chalmers",77,20,547,3.7,"Total1Putts1520",2013
