"ProximitytoHolefromOtherLocations_RANKTHISWEEK_2007","ProximitytoHolefromOtherLocations_RANKLASTWEEK_2007","ProximitytoHolefromOtherLocations_PLAYERNAME_2007","ProximitytoHolefromOtherLocations_ROUNDS_2007","ProximitytoHolefromOtherLocations_AVGDTP_2007","ProximitytoHolefromOtherLocations_TOTALDISTANCEFEET_2007","ProximitytoHolefromOtherLocations_OFSHOTS_2007","ProximitytoHolefromOtherLocations_SCRAMBLINGRANK_2007","stat_name","year"
83,83,"Freddie Jacobson",70,NA,9.314,111,96,"ProximitytoHolefromOtherLocations",2007
83,83,"Doug LaBelle II",104,NA,12.531,150,34,"ProximitytoHolefromOtherLocations",2007
83,83,"John Merrick",92,NA,11.079,132,150,"ProximitytoHolefromOtherLocations",2007
83,83,"Henrik Stenson",52,NA,5.297,63,167,"ProximitytoHolefromOtherLocations",2007
91,91,"Brian Bateman",55,NA,7.988,94,83,"ProximitytoHolefromOtherLocations",2007
91,91,"Bob Estes",88,NA,13.924,164,105,"ProximitytoHolefromOtherLocations",2007
91,91,"Justin Rose",63,NA,5.119,60,41,"ProximitytoHolefromOtherLocations",2007
91,91,"Scott Verplank",82,NA,8.718,103,18,"ProximitytoHolefromOtherLocations",2007
95,95,"Mark Hensby",81,NA,11.027,128,85,"ProximitytoHolefromOtherLocations",2007
95,95,"Will Ma Kenzie",100,NA,13.728,160,128,"ProximitytoHolefromOtherLocations",2007
95,95,"John Mallinger",96,NA,11.457,134,12,"ProximitytoHolefromOtherLocations",2007
95,95,"Rocco Mediate",72,NA,9.174,107,142,"ProximitytoHolefromOtherLocations",2007
95,95,"Jesper Parnevik",88,NA,10.734,125,103,"ProximitytoHolefromOtherLocations",2007
95,95,"Jim Rutledge",59,NA,6.621,77,114,"ProximitytoHolefromOtherLocations",2007
95,95,"Michael Sim",52,NA,7.764,90,8,"ProximitytoHolefromOtherLocations",2007
95,95,"Vaughn Taylor",91,NA,9.799,114,154,"ProximitytoHolefromOtherLocations",2007
95,95,"Chris Tidland",59,NA,7.821,91,126,"ProximitytoHolefromOtherLocations",2007
95,95,"Dean Wilson",92,NA,10.288,120,52,"ProximitytoHolefromOtherLocations",2007
105,105,"Ryan Armour",107,NA,12.033,139,152,"ProximitytoHolefromOtherLocations",2007
105,105,"Rich Barcelo",80,NA,9.751,112,130,"ProximitytoHolefromOtherLocations",2007
105,105,"Mark Calcavecchia",93,NA,8.413,97,117,"ProximitytoHolefromOtherLocations",2007
105,105,"Daniel Chopra",106,NA,14.639,169,31,"ProximitytoHolefromOtherLocations",2007
105,105,"Stewart Cink",91,NA,8.893,102,107,"ProximitytoHolefromOtherLocations",2007
105,105,"Todd Hamilton",76,NA,8.8,101,189,"ProximitytoHolefromOtherLocations",2007
105,105,"Cliff Kresge",107,NA,14.077,162,65,"ProximitytoHolefromOtherLocations",2007
105,105,"Joe Ogilvie",102,NA,12.891,149,104,"ProximitytoHolefromOtherLocations",2007
105,105,"Kevin Sutherland",85,NA,12.925,149,101,"ProximitytoHolefromOtherLocations",2007
105,105,"Mike Weir",82,NA,8.14,94,70,"ProximitytoHolefromOtherLocations",2007
115,115,"Woody Austin",95,NA,13.7,155,24,"ProximitytoHolefromOtherLocations",2007
115,115,"Ryan Moore",92,NA,12.362,141,87,"ProximitytoHolefromOtherLocations",2007
115,115,"Kyle Reifers",71,NA,8.956,102,165,"ProximitytoHolefromOtherLocations",2007
115,115,"Joey Sindelar",75,NA,7.967,91,164,"ProximitytoHolefromOtherLocations",2007
119,119,"Matt Hendrix",63,NA,9.748,110,193,"ProximitytoHolefromOtherLocations",2007
119,119,"Jeff Maggert",79,NA,11.952,135,118,"ProximitytoHolefromOtherLocations",2007
119,119,"Shigeki Maruyama",84,NA,11.848,133,64,"ProximitytoHolefromOtherLocations",2007
119,119,"Corey Pavin",81,NA,10.453,117,14,"ProximitytoHolefromOtherLocations",2007
119,119,"Bo Van Pelt",104,NA,15.554,174,35,"ProximitytoHolefromOtherLocations",2007
119,119,"Charles Warren",101,NA,14.481,162,157,"ProximitytoHolefromOtherLocations",2007
119,119,"Jay Williamson",50,NA,6.42,72,89,"ProximitytoHolefromOtherLocations",2007
119,119,"Tiger Woods",63,NA,4.47,50,20,"ProximitytoHolefromOtherLocations",2007
127,127,"Rich Beem",89,NA,10.059,112,170,"ProximitytoHolefromOtherLocations",2007
127,127,"Craig Bowden",78,NA,11.008,122,12,"ProximitytoHolefromOtherLocations",2007
127,127,"Jeff Brehaut",59,NA,7.829,87,95,"ProximitytoHolefromOtherLocations",2007
127,127,"Chad Campbell",96,NA,10.516,117,188,"ProximitytoHolefromOtherLocations",2007
127,127,"Brian Davis",101,NA,16.11,179,47,"ProximitytoHolefromOtherLocations",2007
127,127,"Paul Gow",70,NA,9.858,110,146,"ProximitytoHolefromOtherLocations",2007
127,127,"Peter Lonard",85,NA,13.697,153,42,"ProximitytoHolefromOtherLocations",2007
127,127,"Bryce Molder",56,NA,8.853,98,134,"ProximitytoHolefromOtherLocations",2007
127,127,"John Rollins",102,NA,12.723,141,56,"ProximitytoHolefromOtherLocations",2007
136,136,"Tommy Armour III",81,NA,10.243,112,131,"ProximitytoHolefromOtherLocations",2007
136,136,"Gavin Coles",87,NA,11.116,122,10,"ProximitytoHolefromOtherLocations",2007
136,136,"Chris Couch",76,NA,11.66,128,162,"ProximitytoHolefromOtherLocations",2007
136,136,"Mathias Gronberg",95,NA,13.958,153,122,"ProximitytoHolefromOtherLocations",2007
136,136,"Kent Jones",97,NA,16.507,181,129,"ProximitytoHolefromOtherLocations",2007
136,136,"Troy Matteson",87,NA,11.33,125,121,"ProximitytoHolefromOtherLocations",2007
136,136,"Pat Perez",84,NA,7.987,88,168,"ProximitytoHolefromOtherLocations",2007
136,136,"Ted Purdy",102,NA,10.986,121,136,"ProximitytoHolefromOtherLocations",2007
136,136,"DJ Trahan",99,NA,14.635,160,63,"ProximitytoHolefromOtherLocations",2007
136,136,"Kirk Triplett",77,NA,10.726,118,86,"ProximitytoHolefromOtherLocations",2007
146,146,"Stephen Ames",81,NA,8.151,89,68,"ProximitytoHolefromOtherLocations",2007
146,146,"Bubba Watson",80,NA,10.89,119,113,"ProximitytoHolefromOtherLocations",2007
148,148,"Michael Boyd",61,NA,8.529,92,73,"ProximitytoHolefromOtherLocations",2007
148,148,"Tom Byrum",50,NA,6.521,70,102,"ProximitytoHolefromOtherLocations",2007
148,148,"Tom Johnson",74,NA,10.375,111,157,"ProximitytoHolefromOtherLocations",2007
148,148,"George McNeill",95,NA,13.488,145,74,"ProximitytoHolefromOtherLocations",2007
148,148,"Brett Quigley",79,NA,8.286,89,190,"ProximitytoHolefromOtherLocations",2007
153,153,"Tripp Isenhour",86,NA,12.221,130,109,"ProximitytoHolefromOtherLocations",2007
153,153,"Davis Love III",66,NA,7.25,77,174,"ProximitytoHolefromOtherLocations",2007
153,153,"Shaun Micheel",91,NA,10.248,109,100,"ProximitytoHolefromOtherLocations",2007
156,156,"DJ Brigman",67,NA,7.852,83,185,"ProximitytoHolefromOtherLocations",2007
156,156,"Anders Hansen",55,NA,6.26,66,137,"ProximitytoHolefromOtherLocations",2007
156,156,"Richard Johnson",93,NA,12.602,132,118,"ProximitytoHolefromOtherLocations",2007
156,156,"Tom Lehman",62,NA,6.267,66,160,"ProximitytoHolefromOtherLocations",2007
156,156,"Steve Marino",106,NA,13.654,144,55,"ProximitytoHolefromOtherLocations",2007
156,156,"Dicky Pride",71,NA,8.883,94,26,"ProximitytoHolefromOtherLocations",2007
156,156,"Michael Putnam",96,NA,14.362,151,194,"ProximitytoHolefromOtherLocations",2007
156,156,"John Senden",97,NA,10.313,109,112,"ProximitytoHolefromOtherLocations",2007
164,164,"Steve Lowery",74,NA,11.739,122,125,"ProximitytoHolefromOtherLocations",2007
164,164,"Ryan Palmer",91,NA,11.423,119,135,"ProximitytoHolefromOtherLocations",2007
164,164,"Jeff Sluman",60,NA,5.399,56,187,"ProximitytoHolefromOtherLocations",2007
167,167,"Steve Allan",63,NA,9.296,96,138,"ProximitytoHolefromOtherLocations",2007
167,167,"Tim Clark",66,NA,6.7,69,4,"ProximitytoHolefromOtherLocations",2007
167,167,"Glen Day",85,NA,12.169,125,62,"ProximitytoHolefromOtherLocations",2007
167,167,"Jason Dufner",100,NA,16.662,171,127,"ProximitytoHolefromOtherLocations",2007
167,167,"Scott Gutschewski",67,NA,10.021,103,171,"ProximitytoHolefromOtherLocations",2007
167,167,"JJ Henry",86,NA,10.709,110,184,"ProximitytoHolefromOtherLocations",2007
173,173,"Robert Allenby",90,NA,9.67,99,163,"ProximitytoHolefromOtherLocations",2007
173,173,"Jeff Gove",103,NA,15.671,160,151,"ProximitytoHolefromOtherLocations",2007
173,173,"Craig Lile",77,NA,11.642,119,38,"ProximitytoHolefromOtherLocations",2007
173,173,"Jason Schultz",63,NA,9.809,100,43,"ProximitytoHolefromOtherLocations",2007
173,173,"Kevin Stadler",95,NA,14.663,150,186,"ProximitytoHolefromOtherLocations",2007
178,178,"David Branshaw",83,NA,11.769,119,173,"ProximitytoHolefromOtherLocations",2007
178,178,"Brendon de Jonge",76,NA,11.138,113,192,"ProximitytoHolefromOtherLocations",2007
178,178,"Robert Garrigus",95,NA,14.601,147,183,"ProximitytoHolefromOtherLocations",2007
178,178,"Bill Haas",93,NA,13.268,134,88,"ProximitytoHolefromOtherLocations",2007
182,182,"Cameron Beckman",96,NA,15.669,157,132,"ProximitytoHolefromOtherLocations",2007
182,182,"JB Holmes",71,NA,11.947,119,182,"ProximitytoHolefromOtherLocations",2007
182,182,"Lee Janzen",66,NA,9.236,92,140,"ProximitytoHolefromOtherLocations",2007
185,185,"Tag Ridings",52,NA,7.808,77,94,"ProximitytoHolefromOtherLocations",2007
186,186,"Billy Andrade",88,NA,13.769,135,177,"ProximitytoHolefromOtherLocations",2007
186,186,"Steve Wheatcroft",73,NA,14.838,145,148,"ProximitytoHolefromOtherLocations",2007
188,188,"Andrew Buckle",77,NA,12.176,117,91,"ProximitytoHolefromOtherLocations",2007
188,188,"Robert Gamez",88,NA,11.703,112,191,"ProximitytoHolefromOtherLocations",2007
190,190,"Chris DiMarco",79,NA,13.606,130,156,"ProximitytoHolefromOtherLocations",2007
190,190,"Daisuke Maruyama",86,NA,16.2,154,149,"ProximitytoHolefromOtherLocations",2007
190,190,"Greg Owen",81,NA,12.799,122,181,"ProximitytoHolefromOtherLocations",2007
190,190,"Jaco Van Zyl",51,NA,8.51,81,77,"ProximitytoHolefromOtherLocations",2007
194,194,"Hunter Mahan",91,NA,13.196,125,145,"ProximitytoHolefromOtherLocations",2007
195,195,"Duffy Waldorf",69,NA,10.282,95,159,"ProximitytoHolefromOtherLocations",2007
196,196,"Jason Gore",86,NA,19.655,175,72,"ProximitytoHolefromOtherLocations",2007
