"1125FinalRoundPerformance_RANKTHISWEEK_2015","1125FinalRoundPerformance_RANKLASTWEEK_2015","1125FinalRoundPerformance_PLAYERNAME_2015","1125FinalRoundPerformance_EVENTS_2015","1125FinalRoundPerformance_PctTIMESIMPROVED_2015","1125FinalRoundPerformance_OFTIMESIMPROVED_2015","stat_name","year"
1,1,"Robert Allenby",25,100,1,"1125FinalRoundPerformance",2015
1,1,"Blayne Barber",26,100,2,"1125FinalRoundPerformance",2015
1,1,"Chad Collins",24,100,1,"1125FinalRoundPerformance",2015
1,1,"Jon Curran",28,100,1,"1125FinalRoundPerformance",2015
1,1,"Brian Davis",31,100,4,"1125FinalRoundPerformance",2015
1,1,"Jamie Donaldson",16,100,3,"1125FinalRoundPerformance",2015
1,1,"Oscar Fraustro",21,100,1,"1125FinalRoundPerformance",2015
1,1,"Jim Furyk",19,100,2,"1125FinalRoundPerformance",2015
1,1,"Brice Garnett",29,100,2,"1125FinalRoundPerformance",2015
1,1,"Lucas Glover",26,100,2,"1125FinalRoundPerformance",2015
1,1,"Russell Henley",24,100,3,"1125FinalRoundPerformance",2015
1,1,"Martin Laird",24,100,1,"1125FinalRoundPerformance",2015
1,1,"David Lingmerth",28,100,2,"1125FinalRoundPerformance",2015
1,1,"Davis Love III",18,100,1,"1125FinalRoundPerformance",2015
1,1,"Carl Pettersson",32,100,2,"1125FinalRoundPerformance",2015
1,1,"Kyle Reifers",31,100,2,"1125FinalRoundPerformance",2015
1,1,"Scott Stallings",19,100,3,"1125FinalRoundPerformance",2015
1,1,"Henrik Stenson",16,100,1,"1125FinalRoundPerformance",2015
1,1,"Tyrone Van Aswegen",20,100,1,"1125FinalRoundPerformance",2015
1,1,"Bo Van Pelt",28,100,1,"1125FinalRoundPerformance",2015
1,1,"Lee Westwood",15,100,2,"1125FinalRoundPerformance",2015
1,1,"Will Wilcox",17,100,1,"1125FinalRoundPerformance",2015
23,23,"Robert Streb",30,87.5,7,"1125FinalRoundPerformance",2015
24,24,"Brooks Koepka",23,85.7,6,"1125FinalRoundPerformance",2015
24,24,"Brandt Snedeker",27,85.7,6,"1125FinalRoundPerformance",2015
26,26,"Jason Day",20,80,4,"1125FinalRoundPerformance",2015
26,26,"Rickie Fowler",21,80,4,"1125FinalRoundPerformance",2015
26,26,"Charles Howell III",30,80,4,"1125FinalRoundPerformance",2015
26,26,"Zach Johnson",25,80,4,"1125FinalRoundPerformance",2015
26,26,"Kevin Kisner",30,80,4,"1125FinalRoundPerformance",2015
26,26,"Hideki Matsuyama",25,80,8,"1125FinalRoundPerformance",2015
