"Par4BirdieorBetterLeaders_RANKTHISWEEK_2016","Par4BirdieorBetterLeaders_RANKLASTWEEK_2016","Par4BirdieorBetterLeaders_PLAYERNAME_2016","Par4BirdieorBetterLeaders_ROUNDS_2016","Par4BirdieorBetterLeaders_Pct_2016","Par4BirdieorBetterLeaders_PAR4BIRDIESORBETTER_2016","Par4BirdieorBetterLeaders_PAR4HOLES_2016","stat_name","year"
1,2,"Jordan Spieth",34,22.26,67,301,"Par4BirdieorBetterLeaders",2016
2,1,"Hideki Matsuyama",40,21.84,83,380,"Par4BirdieorBetterLeaders",2016
3,4,"Rory McIlroy",37,21.1,65,308,"Par4BirdieorBetterLeaders",2016
4,3,"Graham DeLaet",50,20.88,109,522,"Par4BirdieorBetterLeaders",2016
5,5,"Kevin Kisner",49,20.56,102,496,"Par4BirdieorBetterLeaders",2016
6,6,"Dustin Johnson",37,20.49,67,327,"Par4BirdieorBetterLeaders",2016
7,9,"Rickie Fowler",42,20,82,410,"Par4BirdieorBetterLeaders",2016
7,7,"Billy Horschel",45,20,88,440,"Par4BirdieorBetterLeaders",2016
9,8,"Brooks Koepka",39,19.89,71,357,"Par4BirdieorBetterLeaders",2016
10,15,"Adam Scott",39,19.74,75,380,"Par4BirdieorBetterLeaders",2016
11,10,"Branden Grace",31,19.72,56,284,"Par4BirdieorBetterLeaders",2016
12,13,"Kevin Na",52,19.53,99,507,"Par4BirdieorBetterLeaders",2016
13,16,"Brandt Snedeker",47,19.29,87,451,"Par4BirdieorBetterLeaders",2016
14,21,"Webb Simpson",34,19.27,69,358,"Par4BirdieorBetterLeaders",2016
15,17,"Jason Day",36,19.19,57,297,"Par4BirdieorBetterLeaders",2016
16,12,"Brian Stuard",24,19.18,47,245,"Par4BirdieorBetterLeaders",2016
17,34,"Andrew Loupe",50,19.03,98,515,"Par4BirdieorBetterLeaders",2016
18,20,"Jason Dufner",53,18.95,101,533,"Par4BirdieorBetterLeaders",2016
19,28,"Tim Wilkinson",40,18.94,79,417,"Par4BirdieorBetterLeaders",2016
20,24,"Marc Leishman",41,18.69,74,396,"Par4BirdieorBetterLeaders",2016
21,14,"Emiliano Grillo",47,18.67,87,466,"Par4BirdieorBetterLeaders",2016
22,23,"Jason Gore",51,18.63,98,526,"Par4BirdieorBetterLeaders",2016
23,18,"Kevin Chappell",49,18.61,94,505,"Par4BirdieorBetterLeaders",2016
24,11,"JB Holmes",39,18.6,69,371,"Par4BirdieorBetterLeaders",2016
25,29,"Brice Garnett",29,18.52,55,297,"Par4BirdieorBetterLeaders",2016
26,31,"Bernd Wiesberger",23,18.45,38,206,"Par4BirdieorBetterLeaders",2016
27,45,"Vaughn Taylor",30,18.36,56,305,"Par4BirdieorBetterLeaders",2016
28,33,"Jimmy Walker",43,18.35,78,425,"Par4BirdieorBetterLeaders",2016
29,27,"Sean OHair",45,18.28,87,476,"Par4BirdieorBetterLeaders",2016
30,22,"Jamie Lovemark",57,18.23,109,598,"Par4BirdieorBetterLeaders",2016
31,37,"Sergio Garcia",28,18.08,47,260,"Par4BirdieorBetterLeaders",2016
31,25,"Cameron Smith",45,18.08,83,459,"Par4BirdieorBetterLeaders",2016
33,26,"Will Wilcox",47,18.05,89,493,"Par4BirdieorBetterLeaders",2016
34,37,"William McGirt",54,18.04,103,571,"Par4BirdieorBetterLeaders",2016
35,39,"Scott Piercy",45,18.02,80,444,"Par4BirdieorBetterLeaders",2016
36,34,"Anirban Lahiri",44,18.01,76,422,"Par4BirdieorBetterLeaders",2016
37,19,"Jason Bohn",37,17.99,70,389,"Par4BirdieorBetterLeaders",2016
38,44,"Bubba Watson",30,17.79,50,281,"Par4BirdieorBetterLeaders",2016
39,47,"Charles Howell III",63,17.77,118,664,"Par4BirdieorBetterLeaders",2016
40,49,"Shane Bertsch",30,17.67,56,317,"Par4BirdieorBetterLeaders",2016
41,41,"Daniel Berger",52,17.66,89,504,"Par4BirdieorBetterLeaders",2016
41,40,"Phil Mickelson",37,17.66,62,351,"Par4BirdieorBetterLeaders",2016
43,50,"Ryan Palmer",46,17.6,85,483,"Par4BirdieorBetterLeaders",2016
44,55,"Patrick Rodgers",49,17.58,90,512,"Par4BirdieorBetterLeaders",2016
45,32,"Brendan Steele",48,17.53,88,502,"Par4BirdieorBetterLeaders",2016
46,55,"Seung Yul Noh",54,17.48,100,572,"Par4BirdieorBetterLeaders",2016
47,29,"Alex Cejka",47,17.43,87,499,"Par4BirdieorBetterLeaders",2016
48,54,"Ricky Barnes",57,17.41,105,603,"Par4BirdieorBetterLeaders",2016
48,57,"Miguel Angel Carballo",24,17.41,43,247,"Par4BirdieorBetterLeaders",2016
50,41,"Kyle Reifers",63,17.4,114,655,"Par4BirdieorBetterLeaders",2016
51,43,"John Senden",48,17.39,88,506,"Par4BirdieorBetterLeaders",2016
52,66,"Paul Casey",39,17.38,65,374,"Par4BirdieorBetterLeaders",2016
53,59,"Steve Stricker",25,17.37,45,259,"Par4BirdieorBetterLeaders",2016
54,45,"Lucas Glover",53,17.36,96,553,"Par4BirdieorBetterLeaders",2016
55,48,"Patton Kizzire",57,17.32,97,560,"Par4BirdieorBetterLeaders",2016
56,60,"Russell Henley",42,17.23,76,441,"Par4BirdieorBetterLeaders",2016
57,58,"Daniel Summerhays",55,17.22,99,575,"Par4BirdieorBetterLeaders",2016
58,61,"DJ Trahan",23,17.17,40,233,"Par4BirdieorBetterLeaders",2016
59,51,"David Hearn",55,17.16,99,577,"Par4BirdieorBetterLeaders",2016
59,62,"Zach Johnson",42,17.16,70,408,"Par4BirdieorBetterLeaders",2016
61,63,"Aaron Baddeley",51,17.14,90,525,"Par4BirdieorBetterLeaders",2016
61,71,"Brian Harman",60,17.14,108,630,"Par4BirdieorBetterLeaders",2016
61,76,"Kyle Stanley",57,17.14,103,601,"Par4BirdieorBetterLeaders",2016
64,102,"James Hahn",45,17.13,80,467,"Par4BirdieorBetterLeaders",2016
65,51,"Ben Martin",48,17.09,87,509,"Par4BirdieorBetterLeaders",2016
65,53,"Ryan Moore",40,17.09,61,357,"Par4BirdieorBetterLeaders",2016
67,69,"Matt Kuchar",46,16.97,75,442,"Par4BirdieorBetterLeaders",2016
68,63,"Hunter Mahan",43,16.94,73,431,"Par4BirdieorBetterLeaders",2016
69,73,"Charl Schwartzel",29,16.92,44,260,"Par4BirdieorBetterLeaders",2016
70,74,"Russell Knox",48,16.91,80,473,"Par4BirdieorBetterLeaders",2016
71,82,"Greg Owen",56,16.89,100,592,"Par4BirdieorBetterLeaders",2016
71,68,"Henrik Stenson",30,16.89,50,296,"Par4BirdieorBetterLeaders",2016
73,100,"Roberto Castro",55,16.87,96,569,"Par4BirdieorBetterLeaders",2016
74,93,"Danny Lee",53,16.86,87,516,"Par4BirdieorBetterLeaders",2016
75,36,"Byeong Hun An",23,16.84,32,190,"Par4BirdieorBetterLeaders",2016
75,77,"Smylie Kaufman",57,16.84,96,570,"Par4BirdieorBetterLeaders",2016
77,85,"Brian Gay",22,16.74,38,227,"Par4BirdieorBetterLeaders",2016
77,65,"Martin Laird",46,16.74,80,478,"Par4BirdieorBetterLeaders",2016
77,66,"Davis Love III",40,16.74,72,430,"Par4BirdieorBetterLeaders",2016
80,75,"Spencer Levin",62,16.69,109,653,"Par4BirdieorBetterLeaders",2016
81,70,"Harold Varner III",58,16.67,102,612,"Par4BirdieorBetterLeaders",2016
82,77,"Nick Taylor",57,16.61,98,590,"Par4BirdieorBetterLeaders",2016
83,87,"Graeme McDowell",33,16.56,54,326,"Par4BirdieorBetterLeaders",2016
84,83,"Jim Herman",55,16.52,95,575,"Par4BirdieorBetterLeaders",2016
84,83,"Will Ma Kenzie",54,16.52,93,563,"Par4BirdieorBetterLeaders",2016
86,79,"Jeff Overton",51,16.51,90,545,"Par4BirdieorBetterLeaders",2016
87,72,"Justin Thomas",53,16.48,87,528,"Par4BirdieorBetterLeaders",2016
88,94,"David Lingmerth",54,16.45,89,541,"Par4BirdieorBetterLeaders",2016
89,86,"Ben Crane",48,16.33,82,502,"Par4BirdieorBetterLeaders",2016
90,97,"Hudson Swafford",52,16.3,89,546,"Par4BirdieorBetterLeaders",2016
91,87,"Michael Thompson",46,16.29,79,485,"Par4BirdieorBetterLeaders",2016
92,80,"Carlos Ortiz",47,16.26,79,486,"Par4BirdieorBetterLeaders",2016
93,106,"Tom Hoge",47,16.23,80,493,"Par4BirdieorBetterLeaders",2016
94,89,"Padraig Harrington",38,16.21,65,401,"Par4BirdieorBetterLeaders",2016
95,90,"Scott Stallings",46,16.18,78,482,"Par4BirdieorBetterLeaders",2016
96,99,"Johnson Wagner",44,16.16,75,464,"Par4BirdieorBetterLeaders",2016
97,101,"Jonas Blixt",46,16.14,76,471,"Par4BirdieorBetterLeaders",2016
98,105,"Jon Curran",55,16.12,93,577,"Par4BirdieorBetterLeaders",2016
99,103,"Morgan Hoffmann",43,16.09,74,460,"Par4BirdieorBetterLeaders",2016
99,90,"Martin Piller",37,16.09,61,379,"Par4BirdieorBetterLeaders",2016
101,108,"Freddie Jacobson",54,16.04,90,561,"Par4BirdieorBetterLeaders",2016
102,80,"Brett Stegmaier",57,16.03,96,599,"Par4BirdieorBetterLeaders",2016
103,110,"Cameron Percy",22,16,36,225,"Par4BirdieorBetterLeaders",2016
104,111,"Rory Sabbatini",40,15.98,66,413,"Par4BirdieorBetterLeaders",2016
105,107,"Ollie Schniederjans",23,15.97,38,238,"Par4BirdieorBetterLeaders",2016
106,112,"DA Points",32,15.9,52,327,"Par4BirdieorBetterLeaders",2016
107,115,"Charley Hoffman",49,15.89,75,472,"Par4BirdieorBetterLeaders",2016
108,92,"Derek Fathauer",58,15.88,97,611,"Par4BirdieorBetterLeaders",2016
