"ShortGameRating_RANKTHISWEEK_2012","ShortGameRating_RANKLASTWEEK_2012","ShortGameRating_PLAYERNAME_2012","ShortGameRating_EVENTS_2012","ShortGameRating_RATING_2012","stat_name","year"
1,1,"Glen Day",1,8.7,"ShortGameRating",2012
2,2,"Albin Choi",1,8.1,"ShortGameRating",2012
3,3,"Woody Austin",2,8,"ShortGameRating",2012
3,3,"Darren Clarke",1,8,"ShortGameRating",2012
3,3,"Len Mattiace",1,8,"ShortGameRating",2012
3,3,"Jesper Parnevik",1,8,"ShortGameRating",2012
7,7,"Jonathan Randolph",1,7.9,"ShortGameRating",2012
8,8,"Paul Goydos",2,7.7,"ShortGameRating",2012
8,8,"Zack Miller",3,7.7,"ShortGameRating",2012
8,8,"Omar Uresti",2,7.7,"ShortGameRating",2012
11,11,"Corey Pavin",2,7.6,"ShortGameRating",2012
12,12,"Robert Damron",1,7.5,"ShortGameRating",2012
12,12,"Brett Quigley",1,7.5,"ShortGameRating",2012
14,14,"Hunter Haas",6,7.4,"ShortGameRating",2012
14,14,"Paul Stankowski",3,7.4,"ShortGameRating",2012
14,14,"Duffy Waldorf",5,7.4,"ShortGameRating",2012
17,17,"Jamie Donaldson",1,7.3,"ShortGameRating",2012
17,17,"Marcus Fraser",1,7.3,"ShortGameRating",2012
19,19,"Eric Axley",1,7.2,"ShortGameRating",2012
19,19,"Rich Beem",1,7.2,"ShortGameRating",2012
19,19,"Greg Chalmers",17,7.2,"ShortGameRating",2012
19,19,"Jim Furyk",13,7.2,"ShortGameRating",2012
19,19,"Jeff Quinney",1,7.2,"ShortGameRating",2012
19,19,"Webb Simpson",11,7.2,"ShortGameRating",2012
19,19,"Tadahiro Takayama",1,7.2,"ShortGameRating",2012
19,19,"Steve Wheatcroft",4,7.2,"ShortGameRating",2012
27,27,"Mark Anderson",10,7.1,"ShortGameRating",2012
27,27,"Jason Dufner",16,7.1,"ShortGameRating",2012
27,27,"Brian Gay",15,7.1,"ShortGameRating",2012
27,27,"Retief Goosen",5,7.1,"ShortGameRating",2012
27,27,"Lee Janzen",5,7.1,"ShortGameRating",2012
27,27,"Rocco Mediate",9,7.1,"ShortGameRating",2012
27,27,"Phil Mickelson",13,7.1,"ShortGameRating",2012
27,27,"Gene Sauers",1,7.1,"ShortGameRating",2012
35,35,"Jonathan Byrd",12,7,"ShortGameRating",2012
35,35,"Matt Every",12,7,"ShortGameRating",2012
35,35,"Billy Hurley III",6,7,"ShortGameRating",2012
35,35,"Jarrod Lyle",4,7,"ShortGameRating",2012
35,35,"Nick OHern",11,7,"ShortGameRating",2012
35,35,"Justin Rose",12,7,"ShortGameRating",2012
35,35,"Rory Sabbatini",12,7,"ShortGameRating",2012
42,42,"Brian Davis",15,6.9,"ShortGameRating",2012
42,42,"Ryuji Imada",8,6.9,"ShortGameRating",2012
42,42,"Matt Kuchar",15,6.9,"ShortGameRating",2012
42,42,"Neal Lancaster",1,6.9,"ShortGameRating",2012
42,42,"Scott Langley",2,6.9,"ShortGameRating",2012
42,42,"Marcel Siem",1,6.9,"ShortGameRating",2012
42,42,"Henrik Stenson",8,6.9,"ShortGameRating",2012
42,42,"Steve Stricker",13,6.9,"ShortGameRating",2012
42,42,"Bo Van Pelt",15,6.9,"ShortGameRating",2012
51,51,"Stuart Appleby",12,6.8,"ShortGameRating",2012
51,51,"Jason Bohn",10,6.8,"ShortGameRating",2012
51,51,"KJ Choi",9,6.8,"ShortGameRating",2012
51,51,"Tim Clark",10,6.8,"ShortGameRating",2012
51,51,"Andres Gonzales",1,6.8,"ShortGameRating",2012
51,51,"Hunter Hamrick",2,6.8,"ShortGameRating",2012
51,51,"Tetsuji Hiratsuka",1,6.8,"ShortGameRating",2012
51,51,"Michael Hoey",1,6.8,"ShortGameRating",2012
51,51,"Zach Johnson",19,6.8,"ShortGameRating",2012
51,51,"Doug LaBelle II",1,6.8,"ShortGameRating",2012
51,51,"Rory McIlroy",7,6.8,"ShortGameRating",2012
51,51,"Jeev Milkha Singh",1,6.8,"ShortGameRating",2012
51,51,"Brandt Snedeker",16,6.8,"ShortGameRating",2012
64,64,"Thomas Bjorn",3,6.7,"ShortGameRating",2012
64,64,"Jonas Blixt",12,6.7,"ShortGameRating",2012
64,64,"Bart Bryant",1,6.7,"ShortGameRating",2012
64,64,"Bud Cauley",18,6.7,"ShortGameRating",2012
64,64,"Jason Gore",1,6.7,"ShortGameRating",2012
64,64,"Luke Guthrie",3,6.7,"ShortGameRating",2012
64,64,"Bill Haas",12,6.7,"ShortGameRating",2012
64,64,"Freddie Jacobson",10,6.7,"ShortGameRating",2012
64,64,"Sung Kang",6,6.7,"ShortGameRating",2012
64,64,"Kevin Kisner",8,6.7,"ShortGameRating",2012
64,64,"Paul Lawrie",2,6.7,"ShortGameRating",2012
64,64,"Justin Leonard",10,6.7,"ShortGameRating",2012
64,64,"Davis Love III",7,6.7,"ShortGameRating",2012
64,64,"Steve Lowery",1,6.7,"ShortGameRating",2012
64,64,"Bill Lunde",13,6.7,"ShortGameRating",2012
64,64,"Carl Pettersson",18,6.7,"ShortGameRating",2012
64,64,"Dicky Pride",8,6.7,"ShortGameRating",2012
64,64,"John Senden",14,6.7,"ShortGameRating",2012
64,64,"Chris Stroud",11,6.7,"ShortGameRating",2012
64,64,"Camilo Villegas",13,6.7,"ShortGameRating",2012
84,84,"Aaron Baddeley",12,6.6,"ShortGameRating",2012
84,84,"Craig Barlow",1,6.6,"ShortGameRating",2012
84,84,"Erik Compton",10,6.6,"ShortGameRating",2012
84,84,"Peter Hanson",4,6.6,"ShortGameRating",2012
84,84,"Padraig Harrington",10,6.6,"ShortGameRating",2012
84,84,"Martin Kaymer",3,6.6,"ShortGameRating",2012
84,84,"Jerry Kelly",10,6.6,"ShortGameRating",2012
84,84,"Danny Lee",10,6.6,"ShortGameRating",2012
84,84,"Spencer Levin",14,6.6,"ShortGameRating",2012
84,84,"Matt McQuillan",2,6.6,"ShortGameRating",2012
84,84,"Geoff Ogilvy",14,6.6,"ShortGameRating",2012
84,84,"Scott Piercy",17,6.6,"ShortGameRating",2012
84,84,"Patrick Reed",7,6.6,"ShortGameRating",2012
84,84,"Scott Stallings",10,6.6,"ShortGameRating",2012
84,84,"Tiger Woods",9,6.6,"ShortGameRating",2012
99,99,"Keegan Bradley",13,6.5,"ShortGameRating",2012
99,99,"Scott Brown",5,6.5,"ShortGameRating",2012
99,99,"Chris DiMarco",11,6.5,"ShortGameRating",2012
99,99,"David Duval",2,6.5,"ShortGameRating",2012
99,99,"Tom Gillis",15,6.5,"ShortGameRating",2012
99,99,"JJ Killeen",14,6.5,"ShortGameRating",2012
99,99,"Marc Leishman",15,6.5,"ShortGameRating",2012
99,99,"John Mallinger",10,6.5,"ShortGameRating",2012
99,99,"Kevin Na",13,6.5,"ShortGameRating",2012
99,99,"Greg Owen",16,6.5,"ShortGameRating",2012
99,99,"Juvic Pagunsan",1,6.5,"ShortGameRating",2012
99,99,"Carl Paulson",1,6.5,"ShortGameRating",2012
99,99,"Pat Perez",15,6.5,"ShortGameRating",2012
99,99,"Tim Petrovic",4,6.5,"ShortGameRating",2012
99,99,"Kyle Reifers",12,6.5,"ShortGameRating",2012
99,99,"Jimmy Walker",17,6.5,"ShortGameRating",2012
115,115,"Thomas Aiken",1,6.4,"ShortGameRating",2012
115,115,"Gavin Coles",9,6.4,"ShortGameRating",2012
115,115,"Jason Day",10,6.4,"ShortGameRating",2012
115,115,"Brendon de Jonge",21,6.4,"ShortGameRating",2012
115,115,"James Driscoll",12,6.4,"ShortGameRating",2012
115,115,"Bob Estes",12,6.4,"ShortGameRating",2012
115,115,"Martin Flores",14,6.4,"ShortGameRating",2012
115,115,"Branden Grace",3,6.4,"ShortGameRating",2012
115,115,"Todd Hamilton",2,6.4,"ShortGameRating",2012
115,115,"Charles Howell III",17,6.4,"ShortGameRating",2012
115,115,"Ryo Ishikawa",7,6.4,"ShortGameRating",2012
115,115,"Chris Kirk",19,6.4,"ShortGameRating",2012
115,115,"Colt Knost",9,6.4,"ShortGameRating",2012
115,115,"Russell Knox",9,6.4,"ShortGameRating",2012
115,115,"David Mathis",10,6.4,"ShortGameRating",2012
115,115,"Seung Yul Noh",18,6.4,"ShortGameRating",2012
115,115,"Ian Poulter",9,6.4,"ShortGameRating",2012
115,115,"John Rollins",12,6.4,"ShortGameRating",2012
115,115,"Andres Romero",8,6.4,"ShortGameRating",2012
115,115,"Patrick Sheehan",5,6.4,"ShortGameRating",2012
115,115,"Vijay Singh",20,6.4,"ShortGameRating",2012
115,115,"Shawn Stefani",1,6.4,"ShortGameRating",2012
115,115,"David Toms",8,6.4,"ShortGameRating",2012
138,138,"Briny Baird",4,6.3,"ShortGameRating",2012
138,138,"Luke Donald",11,6.3,"ShortGameRating",2012
138,138,"Ken Duke",19,6.3,"ShortGameRating",2012
138,138,"Joe Durant",2,6.3,"ShortGameRating",2012
138,138,"Ernie Els",14,6.3,"ShortGameRating",2012
138,138,"Tim Herron",15,6.3,"ShortGameRating",2012
138,138,"JB Holmes",16,6.3,"ShortGameRating",2012
138,138,"Robert Karlsson",8,6.3,"ShortGameRating",2012
138,138,"Skip Kendall",3,6.3,"ShortGameRating",2012
138,138,"Will Ma Kenzie",1,6.3,"ShortGameRating",2012
138,138,"Hunter Mahan",15,6.3,"ShortGameRating",2012
138,138,"Billy Mayfair",13,6.3,"ShortGameRating",2012
138,138,"Garth Mulroy",8,6.3,"ShortGameRating",2012
138,138,"Joe Ogilvie",6,6.3,"ShortGameRating",2012
138,138,"Vaughn Taylor",11,6.3,"ShortGameRating",2012
138,138,"Josh Teater",17,6.3,"ShortGameRating",2012
138,138,"Nick Watney",18,6.3,"ShortGameRating",2012
138,138,"YE Yang",10,6.3,"ShortGameRating",2012
156,156,"Roberto Castro",16,6.2,"ShortGameRating",2012
156,156,"Daniel Chopra",6,6.2,"ShortGameRating",2012
156,156,"Gary Christian",13,6.2,"ShortGameRating",2012
156,156,"Tommy Gainey",15,6.2,"ShortGameRating",2012
156,156,"Mathew Goggin",7,6.2,"ShortGameRating",2012
156,156,"Anders Hansen",1,6.2,"ShortGameRating",2012
156,156,"Brian Harman",19,6.2,"ShortGameRating",2012
156,156,"Charley Hoffman",13,6.2,"ShortGameRating",2012
156,156,"Matt Jones",6,6.2,"ShortGameRating",2012
156,156,"Shaun Micheel",5,6.2,"ShortGameRating",2012
156,156,"Hennie Otto",1,6.2,"ShortGameRating",2012
156,156,"Ryan Palmer",15,6.2,"ShortGameRating",2012
156,156,"Tom Pernice Jr",6,6.2,"ShortGameRating",2012
156,156,"DA Points",11,6.2,"ShortGameRating",2012
156,156,"Ted Potter Jr",11,6.2,"ShortGameRating",2012
156,156,"Brendon Todd",7,6.2,"ShortGameRating",2012
156,156,"Cameron Tringale",17,6.2,"ShortGameRating",2012
156,156,"Charlie Wi",14,6.2,"ShortGameRating",2012
156,156,"Mark Wilson",14,6.2,"ShortGameRating",2012
175,175,"Stephen Ames",3,6.1,"ShortGameRating",2012
175,175,"Steven Bowditch",4,6.1,"ShortGameRating",2012
175,175,"Rafa Cabrera Bello",2,6.1,"ShortGameRating",2012
175,175,"Patrick Cantlay",3,6.1,"ShortGameRating",2012
175,175,"Stewart Cink",11,6.1,"ShortGameRating",2012
175,175,"Scott Dunlap",6,6.1,"ShortGameRating",2012
175,175,"Harrison Frazar",6,6.1,"ShortGameRating",2012
175,175,"Sergio Garcia",9,6.1,"ShortGameRating",2012
175,175,"Lucas Glover",4,6.1,"ShortGameRating",2012
175,175,"Nathan Green",10,6.1,"ShortGameRating",2012
175,175,"David Hearn",17,6.1,"ShortGameRating",2012
175,175,"Troy Kelly",8,6.1,"ShortGameRating",2012
175,175,"Kelly Kraft",2,6.1,"ShortGameRating",2012
175,175,"Jbe Kruger",1,6.1,"ShortGameRating",2012
175,175,"Derek Lamely",6,6.1,"ShortGameRating",2012
175,175,"Edward Loar",3,6.1,"ShortGameRating",2012
175,175,"Bryce Molder",13,6.1,"ShortGameRating",2012
175,175,"Jeff Overton",20,6.1,"ShortGameRating",2012
175,175,"Adam Scott",8,6.1,"ShortGameRating",2012
175,175,"Jordan Spieth",2,6.1,"ShortGameRating",2012
175,175,"Brendan Steele",13,6.1,"ShortGameRating",2012
175,175,"Willie Wood",1,6.1,"ShortGameRating",2012
197,197,"Sangmoon Bae",8,6,"ShortGameRating",2012
197,197,"Ricky Barnes",16,6,"ShortGameRating",2012
197,197,"Cameron Beckman",10,6,"ShortGameRating",2012
197,197,"Shane Bertsch",5,6,"ShortGameRating",2012
197,197,"Graham DeLaet",13,6,"ShortGameRating",2012
197,197,"Robert Gamez",2,6,"ShortGameRating",2012
197,197,"Randall Hutchison",1,6,"ShortGameRating",2012
197,197,"Trevor Immelman",11,6,"ShortGameRating",2012
197,197,"Miguel Angel Jimenez",1,6,"ShortGameRating",2012
197,197,"Dustin Johnson",12,6,"ShortGameRating",2012
197,197,"KT Kim",3,6,"ShortGameRating",2012
197,197,"Jamie Lovemark",3,6,"ShortGameRating",2012
197,197,"Graeme McDowell",7,6,"ShortGameRating",2012
197,197,"John Merrick",12,6,"ShortGameRating",2012
197,197,"Rod Pampling",14,6,"ShortGameRating",2012
197,197,"Heath Slocum",14,6,"ShortGameRating",2012
213,213,"Matt Bettencourt",6,5.9,"ShortGameRating",2012
213,213,"Angel Cabrera",3,5.9,"ShortGameRating",2012
213,213,"Alex Cejka",5,5.9,"ShortGameRating",2012
213,213,"Ben Crane",13,5.9,"ShortGameRating",2012
213,213,"John Daly",7,5.9,"ShortGameRating",2012
213,213,"Rickie Fowler",16,5.9,"ShortGameRating",2012
213,213,"Robert Garrigus",15,5.9,"ShortGameRating",2012
213,213,"Jason Kokrak",8,5.9,"ShortGameRating",2012
213,213,"Troy Matteson",13,5.9,"ShortGameRating",2012
213,213,"George McNeill",15,5.9,"ShortGameRating",2012
213,213,"Charl Schwartzel",8,5.9,"ShortGameRating",2012
213,213,"Kevin Streelman",16,5.9,"ShortGameRating",2012
213,213,"Michael Thompson",10,5.9,"ShortGameRating",2012
213,213,"Tom Watson",1,5.9,"ShortGameRating",2012
213,213,"Bubba Watson",12,5.9,"ShortGameRating",2012
213,213,"Boo Weekley",8,5.9,"ShortGameRating",2012
229,229,"Kris Blanks",8,5.8,"ShortGameRating",2012
229,229,"Chad Campbell",12,5.8,"ShortGameRating",2012
229,229,"Miguel Angel Carballo",9,5.8,"ShortGameRating",2012
229,229,"Simon Dyson",2,5.8,"ShortGameRating",2012
229,229,"Jim Herman",1,5.8,"ShortGameRating",2012
229,229,"John Huh",17,5.8,"ShortGameRating",2012
229,229,"Ben Kohles",1,5.8,"ShortGameRating",2012
229,229,"Martin Laird",11,5.8,"ShortGameRating",2012
229,229,"Chez Reavie",13,5.8,"ShortGameRating",2012
229,229,"Robert Rock",2,5.8,"ShortGameRating",2012
229,229,"Daniel Summerhays",11,5.8,"ShortGameRating",2012
229,229,"Jhonattan Vegas",13,5.8,"ShortGameRating",2012
241,241,"Blake Adams",18,5.7,"ShortGameRating",2012
241,241,"Nicolas Colsaerts",5,5.7,"ShortGameRating",2012
241,241,"Ben Curtis",10,5.7,"ShortGameRating",2012
241,241,"Marco Dawson",7,5.7,"ShortGameRating",2012
241,241,"Harris English",17,5.7,"ShortGameRating",2012
241,241,"JJ Henry",12,5.7,"ShortGameRating",2012
241,241,"Billy Horschel",10,5.7,"ShortGameRating",2012
241,241,"Hank Kuehne",2,5.7,"ShortGameRating",2012
241,241,"Ryan Moore",17,5.7,"ShortGameRating",2012
241,241,"Sean OHair",17,5.7,"ShortGameRating",2012
241,241,"Chris Riley",6,5.7,"ShortGameRating",2012
241,241,"Johnson Wagner",14,5.7,"ShortGameRating",2012
241,241,"Garrett Willis",4,5.7,"ShortGameRating",2012
254,254,"Charlie Beljan",6,5.6,"ShortGameRating",2012
254,254,"Michael Bradley",6,5.6,"ShortGameRating",2012
254,254,"Chris Couch",7,5.6,"ShortGameRating",2012
254,254,"Francesco Molinari",2,5.6,"ShortGameRating",2012
254,254,"Louis Oosthuizen",9,5.6,"ShortGameRating",2012
254,254,"Kevin Stadler",13,5.6,"ShortGameRating",2012
254,254,"Brett Wetterich",1,5.6,"ShortGameRating",2012
261,261,"Robert Allenby",7,5.5,"ShortGameRating",2012
261,261,"Will Claxton",18,5.5,"ShortGameRating",2012
261,261,"Bobby Gates",10,5.5,"ShortGameRating",2012
261,261,"Jeff Maggert",12,5.5,"ShortGameRating",2012
261,261,"William McGirt",14,5.5,"ShortGameRating",2012
261,261,"Toshinori Muto",1,5.5,"ShortGameRating",2012
261,261,"Jose Maria Olazabal",1,5.5,"ShortGameRating",2012
261,261,"Kyle Stanley",11,5.5,"ShortGameRating",2012
261,261,"Kevin Sutherland",2,5.5,"ShortGameRating",2012
261,261,"Lee Westwood",10,5.5,"ShortGameRating",2012
261,261,"Bernd Wiesberger",1,5.5,"ShortGameRating",2012
272,272,"Kevin Chappell",14,5.4,"ShortGameRating",2012
272,272,"Fred Couples",2,5.4,"ShortGameRating",2012
272,272,"Pablo Larrazabal",1,5.4,"ShortGameRating",2012
272,272,"Richard Lee",9,5.4,"ShortGameRating",2012
272,272,"Alexandre Rocha",6,5.4,"ShortGameRating",2012
277,277,"Alexander Noren",1,5.3,"ShortGameRating",2012
277,277,"Fran Quinn",1,5.3,"ShortGameRating",2012
277,277,"Marc Turnesa",2,5.3,"ShortGameRating",2012
280,280,"Tommy Biershenk",7,5.2,"ShortGameRating",2012
280,280,"Yoshinori Fujimoto",1,5.2,"ShortGameRating",2012
280,280,"Brandt Jobe",8,5.2,"ShortGameRating",2012
280,280,"Steve Marino",2,5.2,"ShortGameRating",2012
280,280,"Gary Woodland",10,5.2,"ShortGameRating",2012
285,285,"Guy Boros",1,5.1,"ShortGameRating",2012
285,285,"Ted Purdy",2,5.1,"ShortGameRating",2012
287,287,"Anthony Kim",2,5,"ShortGameRating",2012
287,287,"Roland Thatcher",4,5,"ShortGameRating",2012
287,287,"Kyle Thompson",3,5,"ShortGameRating",2012
287,287,"DJ Trahan",6,5,"ShortGameRating",2012
291,291,"Derek Ernst",1,4.9,"ShortGameRating",2012
291,291,"Mathias Gronberg",1,4.9,"ShortGameRating",2012
291,291,"Kenny Perry",4,4.9,"ShortGameRating",2012
291,291,"Peter Tomasulo",1,4.9,"ShortGameRating",2012
295,295,"Dustin Morris",1,4.8,"ShortGameRating",2012
295,295,"Alvaro Quiros",3,4.8,"ShortGameRating",2012
295,295,"Joey Snyder III",1,4.8,"ShortGameRating",2012
298,298,"Stephen Gangluff",2,4.7,"ShortGameRating",2012
298,298,"Kent Jones",1,4.7,"ShortGameRating",2012
298,298,"John Peterson",1,4.7,"ShortGameRating",2012
298,298,"Danny Willett",1,4.7,"ShortGameRating",2012
302,302,"Arjun Atwal",9,4.6,"ShortGameRating",2012
303,303,"Paul Casey",2,4.4,"ShortGameRating",2012
304,304,"Justin Thomas",1,4.3,"ShortGameRating",2012
305,305,"Gonzalo Fdez Castano",2,4.2,"ShortGameRating",2012
306,306,"Frank Lickliter II",2,4.1,"ShortGameRating",2012
307,307,"Koumei Oda",1,4,"ShortGameRating",2012
308,308,"Tom Lewis",1,3.8,"ShortGameRating",2012
309,309,"Oliver Bekker",1,3.6,"ShortGameRating",2012
310,310,"Joost Luiten",1,3.5,"ShortGameRating",2012
311,311,"Jonathan Fly",1,3.3,"ShortGameRating",2012
312,312,"Joseph Bramlett",1,2.8,"ShortGameRating",2012
313,313,"Matt Hill",1,2,"ShortGameRating",2012
