"LowestRound_RANKTHISWEEK_2014","LowestRound_RANKLASTWEEK_2014","LowestRound_PLAYERNAME_2014","LowestRound_ROUNDS_2014","LowestRound_VALUE_2014","LowestRound_TOURNCOURSE_2014","LowestRound_ROUND_2014","stat_name","year"
68,68,"Andrew Svoboda",77,64,NA,2,"LowestRound",2014
68,68,"Hudson Swafford",75,64,NA,2,"LowestRound",2014
68,68,"Justin Thomas",21,64,NA,2,"LowestRound",2014
68,68,"Michael Thompson",74,64,NA,3,"LowestRound",2014
68,68,"David Toms",64,64,NA,2,"LowestRound",2014
68,68,"Cameron Tringale",111,64,NA,3,"LowestRound",2014
68,68,"Nick Watney",80,64,NA,2,"LowestRound",2014
68,68,"Bubba Watson",76,64,NA,4,"LowestRound",2014
68,68,"Will Wilcox",51,64,NA,3,"LowestRound",2014
68,68,"YE Yang",79,64,NA,1,"LowestRound",2014
129,129,"Robert Allenby",83,65,NA,3,"LowestRound",2014
129,129,"Stephen Ames",48,65,NA,3,"LowestRound",2014
129,129,"Mark Anderson",22,65,NA,2,"LowestRound",2014
129,129,"Aaron Baddeley",74,65,NA,3,"LowestRound",2014
129,129,"Keegan Bradley",89,65,NA,1,"LowestRound",2014
129,129,"Josh Broadaway",4,65,NA,4,"LowestRound",2014
129,129,"KJ Choi",80,65,NA,2,"LowestRound",2014
129,129,"Will Claxton",25,65,NA,1,"LowestRound",2014
129,129,"Chad Collins",78,65,NA,4,"LowestRound",2014
129,129,"Austin Cook",4,65,NA,3,"LowestRound",2014
129,129,"Ben Curtis",77,65,NA,4,"LowestRound",2014
129,129,"Glen Day",12,65,NA,2,"LowestRound",2014
129,129,"Jamie Donaldson",39,65,NA,1,"LowestRound",2014
129,129,"Ken Duke",80,65,NA,1,"LowestRound",2014
129,129,"Ernie Els",85,65,NA,4,"LowestRound",2014
129,129,"Bob Estes",6,65,NA,3,"LowestRound",2014
129,129,"Matt Every",85,65,NA,3,"LowestRound",2014
129,129,"Martin Flores",85,65,NA,2,"LowestRound",2014
129,129,"Tommy Gainey",73,65,NA,2,"LowestRound",2014
129,129,"Scott Gardiner",46,65,NA,1,"LowestRound",2014
129,129,"Chesson Hadley",84,65,NA,2,"LowestRound",2014
129,129,"James Hahn",82,65,NA,1,"LowestRound",2014
129,129,"Peter Hanson",37,65,NA,1,"LowestRound",2014
129,129,"David Hearn",97,65,NA,4,"LowestRound",2014
129,129,"JB Holmes",86,65,NA,2,"LowestRound",2014
129,129,"Charles Howell III",106,65,NA,4,"LowestRound",2014
129,129,"Steven Ihm",4,65,NA,2,"LowestRound",2014
129,129,"Trevor Immelman",84,65,NA,4,"LowestRound",2014
129,129,"Matt Jones",83,65,NA,2,"LowestRound",2014
129,129,"Jerry Kelly",80,65,NA,3,"LowestRound",2014
129,129,"Jason Kokrak",65,65,NA,2,"LowestRound",2014
129,129,"Doug LaBelle II",34,65,NA,2,"LowestRound",2014
129,129,"Martin Laird",66,65,NA,1,"LowestRound",2014
129,129,"Danny Lee",84,65,NA,2,"LowestRound",2014
129,129,"Richard Lee",80,65,NA,1,"LowestRound",2014
129,129,"Justin Leonard",75,65,NA,4,"LowestRound",2014
129,129,"Spencer Levin",59,65,NA,3,"LowestRound",2014
129,129,"Davis Love III",74,65,NA,3,"LowestRound",2014
129,129,"Shane Lowry",10,65,NA,4,"LowestRound",2014
129,129,"Hunter Mahan",88,65,NA,4,"LowestRound",2014
129,129,"Peter Malnati",48,65,NA,1,"LowestRound",2014
129,129,"Steve Marino",40,65,NA,2,"LowestRound",2014
129,129,"John Merrick",87,65,NA,1,"LowestRound",2014
129,129,"Seung Yul Noh",92,65,NA,3,"LowestRound",2014
129,129,"Geoff Ogilvy",84,65,NA,4,"LowestRound",2014
129,129,"Greg Owen",28,65,NA,2,"LowestRound",2014
129,129,"Taylor Pendrith",4,65,NA,1,"LowestRound",2014
129,129,"Kevin Penner",4,65,NA,2,"LowestRound",2014
129,129,"John Peterson",62,65,NA,3,"LowestRound",2014
129,129,"Carl Pettersson",91,65,NA,2,"LowestRound",2014
129,129,"DA Points",75,65,NA,2,"LowestRound",2014
129,129,"Ted Potter Jr",68,65,NA,3,"LowestRound",2014
129,129,"Jim Renner",61,65,NA,1,"LowestRound",2014
129,129,"Wes Roach",67,65,NA,4,"LowestRound",2014
129,129,"Patrick Rodgers",23,65,NA,1,"LowestRound",2014
129,129,"John Rollins",84,65,NA,1,"LowestRound",2014
129,129,"Justin Rose",70,65,NA,1,"LowestRound",2014
129,129,"Vijay Singh",83,65,NA,3,"LowestRound",2014
129,129,"Heath Slocum",71,65,NA,2,"LowestRound",2014
129,129,"Kyle Stanley",87,65,NA,1,"LowestRound",2014
129,129,"Robert Streb",75,65,NA,1,"LowestRound",2014
129,129,"Brian Stuard",91,65,NA,3,"LowestRound",2014
129,129,"Hideto Tanihara",8,65,NA,2,"LowestRound",2014
129,129,"Kevin Tway",64,65,NA,1,"LowestRound",2014
129,129,"Johnson Wagner",69,65,NA,2,"LowestRound",2014
129,129,"Charlie Wi",72,65,NA,1,"LowestRound",2014
129,129,"Bernd Wiesberger",9,65,NA,3,"LowestRound",2014
129,129,"Chris Wood",12,65,NA,4,"LowestRound",2014
129,129,"Tiger Woods",21,65,NA,3,"LowestRound",2014
198,198,"Blake Adams",25,66,NA,3,"LowestRound",2014
198,198,"Kiradech Aphibarnrat",27,66,NA,1,"LowestRound",2014
198,198,"Woody Austin",63,66,NA,4,"LowestRound",2014
198,198,"Daniel Berger",4,66,NA,4,"LowestRound",2014
198,198,"Thomas Bjorn",30,66,NA,2,"LowestRound",2014
198,198,"Daniel Chopra",37,66,NA,2,"LowestRound",2014
198,198,"Erik Compton",88,66,NA,1,"LowestRound",2014
198,198,"Joel Dahmen",4,66,NA,1,"LowestRound",2014
198,198,"Luke Donald",57,66,NA,3,"LowestRound",2014
198,198,"Victor Dubuisson",40,66,NA,4,"LowestRound",2014
198,198,"Jason Dufner",57,66,NA,4,"LowestRound",2014
198,198,"David Duval",33,66,NA,1,"LowestRound",2014
198,198,"Derek Ernst",80,66,NA,1,"LowestRound",2014
198,198,"Gonzalo Fdez Castano",83,66,NA,4,"LowestRound",2014
198,198,"Rickie Fowler",91,66,NA,3,"LowestRound",2014
198,198,"Brice Garnett",92,66,NA,4,"LowestRound",2014
198,198,"Lucas Glover",68,66,NA,2,"LowestRound",2014
198,198,"Fabian Gomez",11,66,NA,3,"LowestRound",2014
198,198,"Jason Gore",24,66,NA,3,"LowestRound",2014
198,198,"Oliver Goss",22,66,NA,2,"LowestRound",2014
198,198,"Emiliano Grillo",4,66,NA,4,"LowestRound",2014
198,198,"Padraig Harrington",46,66,NA,3,"LowestRound",2014
198,198,"Scott Hend",12,66,NA,3,"LowestRound",2014
198,198,"Jim Herman",62,66,NA,1,"LowestRound",2014
198,198,"Tim Herron",48,66,NA,2,"LowestRound",2014
198,198,"Max Homa",25,66,NA,3,"LowestRound",2014
198,198,"John Huh",87,66,NA,3,"LowestRound",2014
198,198,"Ryuji Imada",28,66,NA,1,"LowestRound",2014
198,198,"Miguel Angel Jimenez",23,66,NA,3,"LowestRound",2014
198,198,"Hyung Sung Kim",18,66,NA,3,"LowestRound",2014
198,198,"Bronson La Cassie",51,66,NA,2,"LowestRound",2014
198,198,"DH Lee",54,66,NA,3,"LowestRound",2014
198,198,"WC Liang",6,66,NA,4,"LowestRound",2014
198,198,"David Lynn",33,66,NA,2,"LowestRound",2014
198,198,"Scott McCarron",27,66,NA,3,"LowestRound",2014
198,198,"Troy Merritt",62,66,NA,1,"LowestRound",2014
198,198,"Edoardo Molinari",8,66,NA,1,"LowestRound",2014
198,198,"Jordan Niebrugge",6,66,NA,3,"LowestRound",2014
198,198,"Brett Quigley",4,66,NA,1,"LowestRound",2014
198,198,"Alvaro Quiros",6,66,NA,3,"LowestRound",2014
198,198,"David Skinns",4,66,NA,2,"LowestRound",2014
198,198,"Josh Teater",90,66,NA,3,"LowestRound",2014
198,198,"Nicholas Thompson",85,66,NA,4,"LowestRound",2014
198,198,"Derek Tolan",4,66,NA,2,"LowestRound",2014
198,198,"Marc Turnesa",18,66,NA,3,"LowestRound",2014
198,198,"Tyrone Van Aswegen",79,66,NA,2,"LowestRound",2014
198,198,"Marc Warren",8,66,NA,3,"LowestRound",2014
198,198,"Boo Weekley",73,66,NA,4,"LowestRound",2014
198,198,"Mike Weir",69,66,NA,1,"LowestRound",2014
198,198,"Danny Willett",10,66,NA,3,"LowestRound",2014
198,198,"Mark Wilson",69,66,NA,4,"LowestRound",2014
249,249,"Cameron Beckman",33,67,NA,2,"LowestRound",2014
249,249,"Matt Bettencourt",37,67,NA,1,"LowestRound",2014
249,249,"Justin Bolli",15,67,NA,3,"LowestRound",2014
249,249,"Gregory Bourdy",8,67,NA,3,"LowestRound",2014
249,249,"Rafa Cabrera Bello",15,67,NA,2,"LowestRound",2014
249,249,"Rafael Campos",4,67,NA,3,"LowestRound",2014
249,249,"Alex Cejka",19,67,NA,1,"LowestRound",2014
249,249,"Darren Clarke",39,67,NA,3,"LowestRound",2014
249,249,"Jose Coceres",17,67,NA,3,"LowestRound",2014
249,249,"Nicolas Colsaerts",32,67,NA,4,"LowestRound",2014
249,249,"Derek Fathauer",4,67,NA,1,"LowestRound",2014
249,249,"Kevin Foley",38,67,NA,3,"LowestRound",2014
249,249,"Branden Grace",32,67,NA,3,"LowestRound",2014
249,249,"Nathan Green",10,67,NA,1,"LowestRound",2014
249,249,"Mikko Ilonen",15,67,NA,1,"LowestRound",2014
249,249,"Lee Janzen",25,67,NA,2,"LowestRound",2014
249,249,"Johan Kok",2,67,NA,2,"LowestRound",2014
249,249,"Hao Tong Li",4,67,NA,4,"LowestRound",2014
249,249,"Frank Lickliter II",8,67,NA,2,"LowestRound",2014
249,249,"Joost Luiten",26,67,NA,4,"LowestRound",2014
249,249,"John Mallinger",42,67,NA,3,"LowestRound",2014
249,249,"Matteo Manassero",30,67,NA,1,"LowestRound",2014
249,249,"Billy Mayfair",12,67,NA,1,"LowestRound",2014
249,249,"Paul McGinley",3,67,NA,1,"LowestRound",2014
249,249,"Jay McLuen",6,67,NA,1,"LowestRound",2014
249,249,"Francesco Molinari",45,67,NA,4,"LowestRound",2014
249,249,"Koumei Oda",8,67,NA,4,"LowestRound",2014
249,249,"Joe Ogilvie",35,67,NA,2,"LowestRound",2014
249,249,"Thorbjorn Olesen",37,67,NA,4,"LowestRound",2014
249,249,"Alex Prugh",40,67,NA,1,"LowestRound",2014
249,249,"Mark Silvers",2,67,NA,2,"LowestRound",2014
249,249,"Vaughn Taylor",10,67,NA,1,"LowestRound",2014
249,249,"Scott Verplank",24,67,NA,2,"LowestRound",2014
249,249,"Lee Williams",37,67,NA,1,"LowestRound",2014
249,249,"Bobby Wyatt",14,67,NA,1,"LowestRound",2014
284,284,"Benjamin Alvarado",14,68,NA,1,"LowestRound",2014
284,284,"Alex Aragon",41,68,NA,1,"LowestRound",2014
284,284,"Seukhyun Baek",8,68,NA,2,"LowestRound",2014
284,284,"Shane Bertsch",2,68,NA,2,"LowestRound",2014
284,284,"Mark Brown",4,68,NA,2,"LowestRound",2014
284,284,"Mark Calcavecchia",24,68,NA,1,"LowestRound",2014
284,284,"Patrick Cantlay",14,68,NA,4,"LowestRound",2014
284,284,"George Coetzee",21,68,NA,4,"LowestRound",2014
284,284,"Will Collins",2,68,NA,2,"LowestRound",2014
284,284,"Chris DiMarco",16,68,NA,2,"LowestRound",2014
284,284,"Eric Dugas",3,68,NA,2,"LowestRound",2014
284,284,"Tommy Fleetwood",8,68,NA,1,"LowestRound",2014
284,284,"Oscar Fraustro",4,68,NA,2,"LowestRound",2014
284,284,"Harrison Frazar",38,68,NA,1,"LowestRound",2014
284,284,"Hiroyuki Fujita",4,68,NA,3,"LowestRound",2014
284,284,"Stephen Gallacher",33,68,NA,4,"LowestRound",2014
284,284,"David Gossett",6,68,NA,2,"LowestRound",2014
284,284,"Adam Hadwin",4,68,NA,3,"LowestRound",2014
284,284,"Dudley Hart",12,68,NA,2,"LowestRound",2014
284,284,"Mike Hendry",4,68,NA,4,"LowestRound",2014
284,284,"David Howell",12,68,NA,4,"LowestRound",2014
284,284,"Yuta Ikeda",2,68,NA,2,"LowestRound",2014
284,284,"Thongchai Jaidee",27,68,NA,4,"LowestRound",2014
284,284,"Kent Jones",6,68,NA,2,"LowestRound",2014
284,284,"Masahiro Kawamura",6,68,NA,2,"LowestRound",2014
284,284,"Anirban Lahiri",8,68,NA,4,"LowestRound",2014
284,284,"Alexander Levy",8,68,NA,3,"LowestRound",2014
284,284,"Bill Lunde",2,68,NA,2,"LowestRound",2014
284,284,"Len Mattiace",12,68,NA,2,"LowestRound",2014
284,284,"Carlos Ortiz",4,68,NA,2,"LowestRound",2014
284,284,"Garrett Osborn",2,68,NA,2,"LowestRound",2014
284,284,"Rod Pampling",22,68,NA,1,"LowestRound",2014
284,284,"Kenny Perry",14,68,NA,4,"LowestRound",2014
284,284,"Fran Quinn",4,68,NA,1,"LowestRound",2014
284,284,"Kyle Reifers",6,68,NA,2,"LowestRound",2014
284,284,"Scottie Scheffler",6,68,NA,4,"LowestRound",2014
284,284,"Ryan Sullivan",4,68,NA,3,"LowestRound",2014
284,284,"DJ Trahan",13,68,NA,2,"LowestRound",2014
284,284,"Jaco Van Zyl",4,68,NA,4,"LowestRound",2014
284,284,"Tom Watson",14,68,NA,4,"LowestRound",2014
284,284,"Cameron Wilson",6,68,NA,2,"LowestRound",2014
284,284,"Fabrizio Zanotti",8,68,NA,3,"LowestRound",2014
326,326,"Thomas Aiken",8,69,NA,2,"LowestRound",2014
326,326,"Neal Ajubita",2,69,NA,2,"LowestRound",2014
326,326,"Byeong Hun An",4,69,NA,3,"LowestRound",2014
326,326,"Gaganjeet Bhullar",8,69,NA,1,"LowestRound",2014
326,326,"Kris Blanks",17,69,NA,1,"LowestRound",2014
326,326,"Michael Block",5,69,NA,2,"LowestRound",2014
326,326,"Gary Christian",6,69,NA,1,"LowestRound",2014
326,326,"Fred Couples",8,69,NA,2,"LowestRound",2014
326,326,"Jeff Curl",6,69,NA,2,"LowestRound",2014
326,326,"Jon Curran",4,69,NA,3,"LowestRound",2014
326,326,"Darren Fichardt",8,69,NA,4,"LowestRound",2014
326,326,"Matthew Fitzpatrick",12,69,NA,4,"LowestRound",2014
326,326,"Steve Flesch",14,69,NA,3,"LowestRound",2014
326,326,"Fred Funk",21,69,NA,1,"LowestRound",2014
326,326,"Bobby Gates",31,69,NA,1,"LowestRound",2014
326,326,"Cody Gribble",4,69,NA,4,"LowestRound",2014
326,326,"Wenyi Huang",4,69,NA,3,"LowestRound",2014
326,326,"Mark Hubbard",4,69,NA,1,"LowestRound",2014
326,326,"Jin Jeong",10,69,NA,4,"LowestRound",2014
326,326,"Shiv Kapur",8,69,NA,1,"LowestRound",2014
326,326,"Troy Kelly",4,69,NA,1,"LowestRound",2014
326,326,"Ben Kohles",8,69,NA,3,"LowestRound",2014
326,326,"Bernhard Langer",4,69,NA,4,"LowestRound",2014
326,326,"Pablo Larrazabal",11,69,NA,2,"LowestRound",2014
326,326,"Yusaku Miyazato",4,69,NA,1,"LowestRound",2014
326,326,"Toshinori Muto",3,69,NA,2,"LowestRound",2014
326,326,"Wade Ormsby",4,69,NA,2,"LowestRound",2014
326,326,"Rod Perry",15,69,NA,1,"LowestRound",2014
326,326,"Daniel Popovic",4,69,NA,3,"LowestRound",2014
326,326,"Siddikur Rahman",4,69,NA,3,"LowestRound",2014
326,326,"Chez Reavie",6,69,NA,1,"LowestRound",2014
326,326,"Tag Ridings",32,69,NA,1,"LowestRound",2014
326,326,"Sam Saunders",4,69,NA,1,"LowestRound",2014
326,326,"Chris Smith",19,69,NA,1,"LowestRound",2014
326,326,"Chris Thompson",6,69,NA,2,"LowestRound",2014
326,326,"Martin Trainer",2,69,NA,2,"LowestRound",2014
326,326,"Austen Truslow",2,69,NA,2,"LowestRound",2014
326,326,"Yoshinobu Tsukada",2,69,NA,1,"LowestRound",2014
326,326,"Peter Uihlein",18,69,NA,1,"LowestRound",2014
326,326,"James Vargas",2,69,NA,1,"LowestRound",2014
326,326,"Harold Varner III",6,69,NA,1,"LowestRound",2014
326,326,"Armando Villarreal",4,69,NA,2,"LowestRound",2014
326,326,"Brady Watt",12,69,NA,2,"LowestRound",2014
326,326,"Cory Whitsett",2,69,NA,2,"LowestRound",2014
326,326,"Chris Williams",11,69,NA,1,"LowestRound",2014
326,326,"Eugene Wong",2,69,NA,1,"LowestRound",2014
372,372,"Wu Ashun",6,70,NA,3,"LowestRound",2014
372,372,"Arjun Atwal",10,70,NA,1,"LowestRound",2014
372,372,"Lucas Bjerregaard",4,70,NA,1,"LowestRound",2014
372,372,"Guy Boros",4,70,NA,1,"LowestRound",2014
372,372,"Michael Bradley",4,70,NA,2,"LowestRound",2014
372,372,"Kristoffer Broberg",4,70,NA,3,"LowestRound",2014
372,372,"Brian Campbell",2,70,NA,2,"LowestRound",2014
372,372,"David Carr",7,70,NA,2,"LowestRound",2014
372,372,"Kevin Carrigan",2,70,NA,1,"LowestRound",2014
372,372,"Ashley Chesters",2,70,NA,1,"LowestRound",2014
372,372,"Case Cochran",2,70,NA,2,"LowestRound",2014
372,372,"Marco Dawson",4,70,NA,1,"LowestRound",2014
372,372,"Bubba Dickerson",6,70,NA,2,"LowestRound",2014
372,372,"Nicholas Fung",4,70,NA,4,"LowestRound",2014
372,372,"Hiroshi Iwata",2,70,NA,1,"LowestRound",2014
372,372,"Raphael Jacquelin",4,70,NA,2,"LowestRound",2014
372,372,"Michael Kim",4,70,NA,1,"LowestRound",2014
372,372,"Dave Levesque",2,70,NA,2,"LowestRound",2014
372,372,"Tom Lewis",2,70,NA,2,"LowestRound",2014
372,372,"Timothy Madigan",2,70,NA,2,"LowestRound",2014
372,372,"Jamie McLeary",4,70,NA,4,"LowestRound",2014
372,372,"Rocco Mediate",5,70,NA,1,"LowestRound",2014
372,372,"Colin Montgomerie",4,70,NA,1,"LowestRound",2014
372,372,"Alan Morin",2,70,NA,1,"LowestRound",2014
372,372,"Garth Mulroy",4,70,NA,3,"LowestRound",2014
372,372,"Henrik Norlander",2,70,NA,1,"LowestRound",2014
372,372,"Corey Pavin",2,70,NA,1,"LowestRound",2014
372,372,"Andrew Ruthkoski",2,70,NA,2,"LowestRound",2014
372,372,"Alan Scheer",3,70,NA,3,"LowestRound",2014
372,372,"Marcel Siem",8,70,NA,4,"LowestRound",2014
372,372,"John Singleton",2,70,NA,2,"LowestRound",2014
372,372,"Paul Stankowski",7,70,NA,2,"LowestRound",2014
372,372,"Adam Svensson",2,70,NA,1,"LowestRound",2014
405,405,"Zac Blair",4,71,NA,4,"LowestRound",2014
405,405,"Mark Brooks",5,71,NA,3,"LowestRound",2014
405,405,"Olin Browne",2,71,NA,1,"LowestRound",2014
405,405,"Corey Conners",2,71,NA,2,"LowestRound",2014
405,405,"Franklin Corpening",2,71,NA,2,"LowestRound",2014
405,405,"Stuart Deane",4,71,NA,2,"LowestRound",2014
405,405,"Nick Faldo",6,71,NA,1,"LowestRound",2014
405,405,"Michael Gligic",2,71,NA,1,"LowestRound",2014
405,405,"Aaron Goldberg",2,71,NA,1,"LowestRound",2014
405,405,"Talor Gooch",2,71,NA,1,"LowestRound",2014
405,405,"Tano Goya",4,71,NA,3,"LowestRound",2014
405,405,"Robbie Greenwell",2,71,NA,2,"LowestRound",2014
405,405,"Ryan Helminen",2,71,NA,2,"LowestRound",2014
405,405,"Berry Henson",4,71,NA,2,"LowestRound",2014
405,405,"Peter Jacobsen",3,71,NA,3,"LowestRound",2014
405,405,"Raymond Knoll",2,71,NA,2,"LowestRound",2014
405,405,"Derek Lamely",4,71,NA,2,"LowestRound",2014
405,405,"Ken Looper",2,71,NA,1,"LowestRound",2014
405,405,"Sam Love",4,71,NA,1,"LowestRound",2014
