"DrivingPct300320Measured_RANKTHISWEEK_2014","DrivingPct300320Measured_RANKLASTWEEK_2014","DrivingPct300320Measured_PLAYERNAME_2014","DrivingPct300320Measured_ROUNDS_2014","DrivingPct300320Measured_Pct_2014","DrivingPct300320Measured_TOTALDRIVESFOR300320_2014","DrivingPct300320Measured_TOTALDRVSOVERALL_2014","DrivingPct300320Measured_RELATIVETOPAR_2014","stat_name","year"
1,1,"Lucas Glover",68,46.43,52,112,3.92,"DrivingPct300320Measured",2014
2,2,"Jhonattan Vegas",77,46,69,150,3.77,"DrivingPct300320Measured",2014
3,3,"Jason Day",54,45.83,33,72,4,"DrivingPct300320Measured",2014
4,4,"Justin Rose",70,41.35,43,104,3.93,"DrivingPct300320Measured",2014
5,5,"Adam Scott",68,40.18,45,112,3.82,"DrivingPct300320Measured",2014
6,6,"Gary Woodland",93,40.13,61,152,3.75,"DrivingPct300320Measured",2014
7,7,"Ryan Palmer",85,40,60,150,3.8,"DrivingPct300320Measured",2014
8,8,"Jason Kokrak",65,39.23,51,130,3.94,"DrivingPct300320Measured",2014
9,9,"Robert Streb",75,38.73,55,142,3.76,"DrivingPct300320Measured",2014
10,10,"Hudson Swafford",75,38.41,53,138,3.75,"DrivingPct300320Measured",2014
11,11,"Charlie Beljan",76,38.19,55,144,3.84,"DrivingPct300320Measured",2014
12,12,"JB Holmes",86,38.13,61,160,3.92,"DrivingPct300320Measured",2014
13,13,"Martin Laird",66,37.93,44,116,3.45,"DrivingPct300320Measured",2014
14,14,"Charley Hoffman",93,37.65,64,170,3.94,"DrivingPct300320Measured",2014
15,15,"Charles Howell III",106,37.25,76,204,3.82,"DrivingPct300320Measured",2014
16,16,"Martin Kaymer",65,36.46,35,96,3.86,"DrivingPct300320Measured",2014
17,17,"Nick Watney",80,36.44,43,118,3.63,"DrivingPct300320Measured",2014
18,18,"Bubba Watson",76,35.96,41,114,3.8,"DrivingPct300320Measured",2014
19,19,"Jamie Lovemark",64,35.83,43,120,3.79,"DrivingPct300320Measured",2014
20,20,"Will Wilcox",51,35.71,35,98,3.91,"DrivingPct300320Measured",2014
21,21,"Brendan Steele",89,35.44,56,158,3.59,"DrivingPct300320Measured",2014
22,22,"Scott Stallings",77,35.29,48,136,3.58,"DrivingPct300320Measured",2014
23,23,"Keegan Bradley",89,35,49,140,3.8,"DrivingPct300320Measured",2014
24,24,"Steven Bowditch",93,34.83,62,178,3.63,"DrivingPct300320Measured",2014
25,25,"Ryo Ishikawa",75,34.78,48,138,3.79,"DrivingPct300320Measured",2014
26,26,"Graham DeLaet",80,34.62,45,130,3.8,"DrivingPct300320Measured",2014
