"ProximitytoHoleARG_RANKTHISWEEK_2012","ProximitytoHoleARG_RANKLASTWEEK_2012","ProximitytoHoleARG_PLAYERNAME_2012","ProximitytoHoleARG_ROUNDS_2012","ProximitytoHoleARG_AVGDTP_2012","ProximitytoHoleARG_TOTALDISTANCEFEET_2012","ProximitytoHoleARG_OFSHOTS_2012","ProximitytoHoleARG_SCRAMBLINGRANK_2012","stat_name","year"
142,142,"Patrick Sheehan",58,NA,2642.333,336,131,"ProximitytoHoleARG",2012
142,142,"Henrik Stenson",51,NA,2367.083,301,47,"ProximitytoHoleARG",2012
142,142,"Brendon Todd",78,NA,3606.333,459,129,"ProximitytoHoleARG",2012
142,142,"YE Yang",64,NA,3055.5,391,87,"ProximitytoHoleARG",2012
151,151,"Daniel Chopra",55,NA,2580.167,327,165,"ProximitytoHoleARG",2012
151,151,"James Driscoll",83,NA,4235.167,535,153,"ProximitytoHoleARG",2012
151,151,"Tommy Gainey",98,NA,5299.083,668,162,"ProximitytoHoleARG",2012
151,151,"Charley Hoffman",88,NA,4362.75,549,181,"ProximitytoHoleARG",2012
151,151,"Garth Mulroy",59,NA,2473.333,314,180,"ProximitytoHoleARG",2012
151,151,"Sean OHair",84,NA,4082.083,517,121,"ProximitytoHoleARG",2012
151,151,"Dicky Pride",62,NA,2701.917,343,93,"ProximitytoHoleARG",2012
158,158,"Robert Allenby",76,NA,3575.083,445,183,"ProximitytoHoleARG",2012
158,158,"Michael Bradley",63,NA,2776.917,347,156,"ProximitytoHoleARG",2012
158,158,"Stewart Cink",71,NA,2951.25,368,169,"ProximitytoHoleARG",2012
158,158,"Harris English",98,NA,4771.917,595,159,"ProximitytoHoleARG",2012
158,158,"Bobby Gates",87,NA,4375.667,546,127,"ProximitytoHoleARG",2012
158,158,"Ryan Moore",89,NA,4314.417,537,107,"ProximitytoHoleARG",2012
158,158,"John Senden",81,NA,3495.333,436,94,"ProximitytoHoleARG",2012
158,158,"Heath Slocum",93,NA,3717.917,467,70,"ProximitytoHoleARG",2012
166,166,"Nathan Green",73,NA,3277.083,407,88,"ProximitytoHoleARG",2012
166,166,"Richard Lee",71,NA,3007.25,371,143,"ProximitytoHoleARG",2012
166,166,"Louis Oosthuizen",65,NA,2596.167,321,137,"ProximitytoHoleARG",2012
166,166,"Kyle Thompson",51,NA,2038.083,253,189,"ProximitytoHoleARG",2012
166,166,"Jhonattan Vegas",77,NA,4022.333,497,187,"ProximitytoHoleARG",2012
171,171,"Will Claxton",99,NA,4701.333,576,102,"ProximitytoHoleARG",2012
171,171,"Robert Garrigus",89,NA,4162.167,511,133,"ProximitytoHoleARG",2012
171,171,"John Merrick",83,NA,3758.333,458,146,"ProximitytoHoleARG",2012
171,171,"Lee Westwood",60,NA,2163.5,265,191,"ProximitytoHoleARG",2012
175,175,"Jeff Maggert",83,NA,4485.417,545,64,"ProximitytoHoleARG",2012
175,175,"Kyle Reifers",86,NA,3822.583,463,100,"ProximitytoHoleARG",2012
175,175,"Kevin Stadler",85,NA,3983,483,58,"ProximitytoHoleARG",2012
175,175,"Brendan Steele",77,NA,3598.75,435,135,"ProximitytoHoleARG",2012
179,179,"Sangmoon Bae",81,NA,3833.833,462,182,"ProximitytoHoleARG",2012
179,179,"Roland Thatcher",55,NA,2444.25,292,186,"ProximitytoHoleARG",2012
181,181,"Martin Laird",77,NA,3415.917,406,125,"ProximitytoHoleARG",2012
181,181,"Edward Loar",59,NA,2741.417,325,190,"ProximitytoHoleARG",2012
181,181,"Johnson Wagner",88,NA,4212.333,499,104,"ProximitytoHoleARG",2012
181,181,"Gary Woodland",70,NA,3274.583,388,171,"ProximitytoHoleARG",2012
185,185,"Scott Dunlap",57,NA,2539.667,298,65,"ProximitytoHoleARG",2012
185,185,"Alexandre Rocha",62,NA,2610.917,308,160,"ProximitytoHoleARG",2012
185,185,"Steve Wheatcroft",56,NA,2318.5,274,101,"ProximitytoHoleARG",2012
188,188,"Derek Lamely",64,NA,3560.333,414,95,"ProximitytoHoleARG",2012
188,188,"Hunter Mahan",88,NA,3560.333,414,157,"ProximitytoHoleARG",2012
190,190,"Blake Adams",107,NA,5177.917,597,123,"ProximitytoHoleARG",2012
190,190,"Charlie Beljan",61,NA,2416.333,279,167,"ProximitytoHoleARG",2012
