"AveragePuttingDistanceAll3putts_RANKTHISWEEK_2009","AveragePuttingDistanceAll3putts_RANKLASTWEEK_2009","AveragePuttingDistanceAll3putts_PLAYERNAME_2009","AveragePuttingDistanceAll3putts_ROUNDS_2009","AveragePuttingDistanceAll3putts_AVG_2009","AveragePuttingDistanceAll3putts_DISTANCEFEET_2009","AveragePuttingDistanceAll3putts_TOTALPUTTS_2009","stat_name","year"
1,1,"Ben Curtis",63,NA,1114,21,"AveragePuttingDistanceAll3putts",2009
2,2,"Luke Donald",79,NA,855.167,18,"AveragePuttingDistanceAll3putts",2009
3,3,"Bob Estes",78,NA,1269.083,27,"AveragePuttingDistanceAll3putts",2009
4,4,"JJ Henry",97,NA,2009.25,43,"AveragePuttingDistanceAll3putts",2009
5,5,"Bill Haas",91,NA,2397.833,52,"AveragePuttingDistanceAll3putts",2009
5,5,"Geoff Ogilvy",78,NA,1060.75,23,"AveragePuttingDistanceAll3putts",2009
7,7,"Martin Laird",72,NA,1731.583,38,"AveragePuttingDistanceAll3putts",2009
8,8,"Steve Elkington",70,NA,1312.5,29,"AveragePuttingDistanceAll3putts",2009
8,8,"Matt Jones",56,NA,1040.833,23,"AveragePuttingDistanceAll3putts",2009
8,8,"Rick Price",54,NA,1311.667,29,"AveragePuttingDistanceAll3putts",2009
11,11,"Tiger Woods",64,NA,717.5,16,"AveragePuttingDistanceAll3putts",2009
12,12,"Corey Pavin",73,NA,757.333,17,"AveragePuttingDistanceAll3putts",2009
13,13,"John Rollins",92,NA,1819.583,41,"AveragePuttingDistanceAll3putts",2009
13,13,"Mike Weir",85,NA,1332.417,30,"AveragePuttingDistanceAll3putts",2009
15,15,"Greg Chalmers",85,NA,1196.833,27,"AveragePuttingDistanceAll3putts",2009
15,15,"Matt Kuchar",82,NA,1286.333,29,"AveragePuttingDistanceAll3putts",2009
17,17,"Jason Day",61,NA,1151.333,26,"AveragePuttingDistanceAll3putts",2009
18,18,"Brian Vranesh",51,NA,1629.583,37,"AveragePuttingDistanceAll3putts",2009
19,19,"Charley Hoffman",97,NA,1804,41,"AveragePuttingDistanceAll3putts",2009
20,20,"KJ Choi",65,NA,875.167,20,"AveragePuttingDistanceAll3putts",2009
21,21,"Eric Axley",71,NA,910.833,21,"AveragePuttingDistanceAll3putts",2009
21,21,"Kent Jones",73,NA,1386.167,32,"AveragePuttingDistanceAll3putts",2009
23,23,"Brendon de Jonge",90,NA,2249.333,52,"AveragePuttingDistanceAll3putts",2009
24,24,"Chris DiMarco",97,NA,1507.833,35,"AveragePuttingDistanceAll3putts",2009
24,24,"Nathan Green",104,NA,1853.75,43,"AveragePuttingDistanceAll3putts",2009
24,24,"Cliff Kresge",78,NA,1723.75,40,"AveragePuttingDistanceAll3putts",2009
27,27,"Richard Johnson",85,NA,1420.333,33,"AveragePuttingDistanceAll3putts",2009
27,27,"Hunter Mahan",94,NA,1677.083,39,"AveragePuttingDistanceAll3putts",2009
29,29,"Brad Adamonis",70,NA,1201.417,28,"AveragePuttingDistanceAll3putts",2009
29,29,"Charles Warren",63,NA,1673.583,39,"AveragePuttingDistanceAll3putts",2009
31,31,"John Merrick",91,NA,985.75,23,"AveragePuttingDistanceAll3putts",2009
32,32,"Kevin Streelman",97,NA,2346.583,55,"AveragePuttingDistanceAll3putts",2009
33,33,"Ryuji Imada",85,NA,1020.833,24,"AveragePuttingDistanceAll3putts",2009
