"Par3Performance_RANKTHISWEEK_2007","Par3Performance_RANKLASTWEEK_2007","Par3Performance_PLAYERNAME_2007","Par3Performance_ROUNDS_2007","Par3Performance_STATUS_2007","Par3Performance_PAR3AVG_2007","Par3Performance_TOTALPAR_2007","stat_name","year"
1,1,"Tim Clark",66,-11,2.96,780,"Par3Performance",2007
2,2,"Justin Rose",63,-4,2.98,699,"Par3Performance",2007
3,3,"Tiger Woods",63,0,3,708,"Par3Performance",2007
4,4,"Jose Coceres",50,2,3.01,600,"Par3Performance",2007
5,5,"Henrik Stenson",52,3,3.02,546,"Par3Performance",2007
6,6,"Steve Elkington",87,4,3.01,1068,"Par3Performance",2007
7,7,"Jonathan Byrd",73,5,3.02,879,"Par3Performance",2007
7,7,"Craig Kanada",109,5,3.01,1320,"Par3Performance",2007
9,9,"Tommy Armour III",81,6,3.02,978,"Par3Performance",2007
9,9,"Kenny Perry",83,6,3.02,1023,"Par3Performance",2007
9,9,"Heath Slocum",101,6,3.01,1233,"Par3Performance",2007
12,12,"Michael Allen",74,7,3.02,903,"Par3Performance",2007
12,12,"Jay Williamson",50,7,3.04,600,"Par3Performance",2007
14,14,"Sergio Garcia",68,8,3.03,792,"Par3Performance",2007
14,14,"Retief Goosen",50,8,3.04,564,"Par3Performance",2007
14,14,"Freddie Jacobson",70,8,3.03,828,"Par3Performance",2007
14,14,"Scott Verplank",82,8,3.02,963,"Par3Performance",2007
18,18,"Jim Furyk",84,9,3.03,963,"Par3Performance",2007
18,18,"Tom Lehman",62,9,3.04,747,"Par3Performance",2007
18,18,"Jeff Overton",60,9,3.04,729,"Par3Performance",2007
18,18,"Dicky Pride",71,9,3.03,855,"Par3Performance",2007
22,22,"Arron Oberholser",69,10,3.04,813,"Par3Performance",2007
22,22,"Michael Sim",52,10,3.05,618,"Par3Performance",2007
24,24,"Mark Brooks",53,11,3.05,642,"Par3Performance",2007
24,24,"Anders Hansen",55,11,3.05,651,"Par3Performance",2007
24,24,"Dean Wilson",92,11,3.03,1110,"Par3Performance",2007
27,27,"Padraig Harrington",64,13,3.05,735,"Par3Performance",2007
28,28,"Ernie Els",59,14,3.06,684,"Par3Performance",2007
28,28,"Mark Hensby",81,14,3.04,984,"Par3Performance",2007
30,30,"Stewart Cink",91,15,3.04,1044,"Par3Performance",2007
31,31,"Rocco Mediate",72,16,3.05,873,"Par3Performance",2007
31,31,"Rory Sabbatini",81,16,3.05,933,"Par3Performance",2007
33,33,"Fred Funk",65,17,3.07,783,"Par3Performance",2007
33,33,"Brian Gay",107,17,3.04,1293,"Par3Performance",2007
35,35,"Craig Barlow",52,18,3.09,633,"Par3Performance",2007
35,35,"George McNeill",95,18,3.05,1167,"Par3Performance",2007
35,35,"Chris Stroud",66,18,3.07,789,"Par3Performance",2007
38,38,"Kevin Na",84,19,3.06,1011,"Par3Performance",2007
39,39,"Bart Bryant",87,20,3.06,1035,"Par3Performance",2007
39,39,"Matt Kuchar",85,20,3.06,1014,"Par3Performance",2007
39,39,"Steve Stricker",81,20,3.06,954,"Par3Performance",2007
42,42,"KJ Choi",87,21,3.06,1011,"Par3Performance",2007
42,42,"Daniel Chopra",106,21,3.05,1284,"Par3Performance",2007
42,42,"Marco Dawson",73,21,3.07,885,"Par3Performance",2007
42,42,"Lee Janzen",66,21,3.08,798,"Par3Performance",2007
42,42,"Phil Mickelson",73,21,3.07,852,"Par3Performance",2007
42,42,"David Toms",80,21,3.07,906,"Par3Performance",2007
48,48,"Briny Baird",115,22,3.05,1395,"Par3Performance",2007
48,48,"Steve Flesch",100,22,3.05,1209,"Par3Performance",2007
48,48,"Richard Johnson",93,22,3.06,1140,"Par3Performance",2007
48,48,"Stephen Leaney",82,22,3.07,1005,"Par3Performance",2007
