"DistancefromCenterofFairway_RANKTHISWEEK_2012","DistancefromCenterofFairway_RANKLASTWEEK_2012","DistancefromCenterofFairway_PLAYERNAME_2012","DistancefromCenterofFairway_EVENTS_2012","DistancefromCenterofFairway_AVG_2012","DistancefromCenterofFairway_TOTALDISTANCEFEET_2012","DistancefromCenterofFairway_TOTALSTROKES_2012","stat_name","year"
1,1,"Lee Westwood",15,NA,7417.667,337,"DistancefromCenterofFairway",2012
2,2,"Adam Scott",16,NA,7675.167,337,"DistancefromCenterofFairway",2012
3,3,"Graeme McDowell",16,NA,8600.75,377,"DistancefromCenterofFairway",2012
3,3,"Bo Van Pelt",24,NA,12883.25,564,"DistancefromCenterofFairway",2012
5,5,"Ben Curtis",19,NA,10453.5,456,"DistancefromCenterofFairway",2012
5,5,"Jeff Overton",29,NA,17780.25,776,"DistancefromCenterofFairway",2012
7,7,"Boo Weekley",25,NA,12267.167,533,"DistancefromCenterofFairway",2012
8,8,"Tommy Biershenk",27,NA,10760.083,466,"DistancefromCenterofFairway",2012
9,9,"Stephen Ames",20,NA,7774.083,334,"DistancefromCenterofFairway",2012
9,9,"Sergio Garcia",16,NA,8665.417,373,"DistancefromCenterofFairway",2012
11,11,"Miguel Angel Carballo",25,NA,10427.667,446,"DistancefromCenterofFairway",2012
12,12,"Gary Christian",28,NA,16879.167,717,"DistancefromCenterofFairway",2012
12,12,"Tom Gillis",23,NA,14471.583,616,"DistancefromCenterofFairway",2012
12,12,"John Huh",28,NA,18694.917,796,"DistancefromCenterofFairway",2012
12,12,"Phil Mickelson",22,NA,10574.75,450,"DistancefromCenterofFairway",2012
12,12,"John Senden",22,NA,12875.917,548,"DistancefromCenterofFairway",2012
12,12,"Heath Slocum",29,NA,17687.333,752,"DistancefromCenterofFairway",2012
18,18,"Will Claxton",28,NA,18366.417,778,"DistancefromCenterofFairway",2012
18,18,"Charley Hoffman",27,NA,14985.083,635,"DistancefromCenterofFairway",2012
18,18,"Brandt Snedeker",22,NA,12822.083,543,"DistancefromCenterofFairway",2012
21,21,"Carl Pettersson",26,NA,14791.167,626,"DistancefromCenterofFairway",2012
21,21,"Andres Romero",22,NA,9598.5,405,"DistancefromCenterofFairway",2012
21,21,"Vijay Singh",27,NA,16325.583,690,"DistancefromCenterofFairway",2012
24,24,"Robert Allenby",27,NA,12589.583,530,"DistancefromCenterofFairway",2012
24,24,"Kevin Chappell",29,NA,13138.083,553,"DistancefromCenterofFairway",2012
24,24,"Brian Harman",30,NA,19008.083,800,"DistancefromCenterofFairway",2012
24,24,"Rod Pampling",26,NA,14475.083,610,"DistancefromCenterofFairway",2012
28,28,"Sangmoon Bae",25,NA,10635.167,446,"DistancefromCenterofFairway",2012
28,28,"Roberto Castro",27,NA,15930,669,"DistancefromCenterofFairway",2012
28,28,"Kevin Kisner",24,NA,10646.083,446,"DistancefromCenterofFairway",2012
31,31,"Hunter Mahan",23,NA,14067.5,588,"DistancefromCenterofFairway",2012
31,31,"Kyle Stanley",27,NA,13508.833,564,"DistancefromCenterofFairway",2012
31,31,"YE Yang",20,NA,9482.417,397,"DistancefromCenterofFairway",2012
34,34,"Jonas Blixt",21,NA,12299.917,512,"DistancefromCenterofFairway",2012
34,34,"John Merrick",26,NA,15156.333,632,"DistancefromCenterofFairway",2012
34,34,"Geoff Ogilvy",20,NA,11055,461,"DistancefromCenterofFairway",2012
37,37,"Tim Herron",27,NA,15016.167,624,"DistancefromCenterofFairway",2012
37,37,"Russell Knox",23,NA,12433.167,516,"DistancefromCenterofFairway",2012
37,37,"Nick Watney",26,NA,14850.75,616,"DistancefromCenterofFairway",2012
40,40,"Arjun Atwal",27,NA,13725.75,568,"DistancefromCenterofFairway",2012
40,40,"Harris English",27,NA,17144.667,709,"DistancefromCenterofFairway",2012
40,40,"Billy Horschel",17,NA,10820.083,447,"DistancefromCenterofFairway",2012
40,40,"Rory McIlroy",16,NA,7520.917,311,"DistancefromCenterofFairway",2012
40,40,"Daniel Summerhays",26,NA,14030.417,581,"DistancefromCenterofFairway",2012
45,45,"Luke Donald",17,NA,10025.167,414,"DistancefromCenterofFairway",2012
45,45,"William McGirt",30,NA,16006.167,659,"DistancefromCenterofFairway",2012
45,45,"Charl Schwartzel",16,NA,8386.583,346,"DistancefromCenterofFairway",2012
48,48,"Tommy Gainey",32,NA,16608.5,682,"DistancefromCenterofFairway",2012
48,48,"David Mathis",29,NA,14619.667,600,"DistancefromCenterofFairway",2012
48,48,"Cameron Tringale",26,NA,16437.083,675,"DistancefromCenterofFairway",2012
48,48,"Steve Wheatcroft",22,NA,8829.583,363,"DistancefromCenterofFairway",2012
52,52,"Jason Dufner",22,NA,14208.75,582,"DistancefromCenterofFairway",2012
52,52,"Charles Howell III",29,NA,13889.333,568,"DistancefromCenterofFairway",2012
52,52,"Zach Johnson",25,NA,17094.833,699,"DistancefromCenterofFairway",2012
