"DistancefromCenterofFairway_RANKTHISWEEK_2012","DistancefromCenterofFairway_RANKLASTWEEK_2012","DistancefromCenterofFairway_PLAYERNAME_2012","DistancefromCenterofFairway_EVENTS_2012","DistancefromCenterofFairway_AVG_2012","DistancefromCenterofFairway_TOTALDISTANCEFEET_2012","DistancefromCenterofFairway_TOTALSTROKES_2012","stat_name","year"
52,52,"Matt Kuchar",22,NA,13977.167,573,"DistancefromCenterofFairway",2012
52,52,"Jeff Maggert",27,NA,17361.167,710,"DistancefromCenterofFairway",2012
52,52,"Kevin Streelman",26,NA,15970.417,654,"DistancefromCenterofFairway",2012
58,58,"Mathew Goggin",23,NA,10749.167,438,"DistancefromCenterofFairway",2012
58,58,"Bill Lunde",25,NA,13266.5,542,"DistancefromCenterofFairway",2012
60,60,"Robert Karlsson",17,NA,7559.75,308,"DistancefromCenterofFairway",2012
60,60,"Dicky Pride",19,NA,10322.5,420,"DistancefromCenterofFairway",2012
60,60,"Chez Reavie",26,NA,15102,614,"DistancefromCenterofFairway",2012
60,60,"Chris Stroud",28,NA,15606.75,634,"DistancefromCenterofFairway",2012
60,60,"Michael Thompson",25,NA,13206.25,538,"DistancefromCenterofFairway",2012
60,60,"Brendon Todd",29,NA,12323.667,502,"DistancefromCenterofFairway",2012
66,66,"Tim Clark",20,NA,12268.75,497,"DistancefromCenterofFairway",2012
66,66,"Davis Love III",20,NA,10533.583,427,"DistancefromCenterofFairway",2012
66,66,"Billy Mayfair",28,NA,17161.583,696,"DistancefromCenterofFairway",2012
66,66,"Rocco Mediate",23,NA,12230.583,495,"DistancefromCenterofFairway",2012
66,66,"Patrick Sheehan",21,NA,8853.167,359,"DistancefromCenterofFairway",2012
71,71,"Freddie Jacobson",17,NA,8749.667,354,"DistancefromCenterofFairway",2012
72,72,"Erik Compton",26,NA,12422.167,500,"DistancefromCenterofFairway",2012
72,72,"Bill Haas",23,NA,13261.833,534,"DistancefromCenterofFairway",2012
72,72,"Jerry Kelly",26,NA,18461.833,744,"DistancefromCenterofFairway",2012
72,72,"Ted Potter Jr",25,NA,13248.75,533,"DistancefromCenterofFairway",2012
72,72,"Ian Poulter",15,NA,8947.25,360,"DistancefromCenterofFairway",2012
72,72,"Josh Teater",30,NA,17260,695,"DistancefromCenterofFairway",2012
78,78,"Jason Bohn",28,NA,15006,602,"DistancefromCenterofFairway",2012
78,78,"Marco Dawson",22,NA,8804.917,353,"DistancefromCenterofFairway",2012
78,78,"Ernie Els",22,NA,12680.25,509,"DistancefromCenterofFairway",2012
78,78,"Hunter Haas",24,NA,11005.5,441,"DistancefromCenterofFairway",2012
78,78,"Edward Loar",23,NA,8221.333,330,"DistancefromCenterofFairway",2012
78,78,"Louis Oosthuizen",19,NA,10323.833,414,"DistancefromCenterofFairway",2012
78,78,"Webb Simpson",22,NA,13666.833,549,"DistancefromCenterofFairway",2012
85,85,"Blake Adams",32,NA,20147.667,806,"DistancefromCenterofFairway",2012
85,85,"Rickie Fowler",23,NA,14755.5,591,"DistancefromCenterofFairway",2012
85,85,"Jim Furyk",24,NA,16133.75,646,"DistancefromCenterofFairway",2012
85,85,"David Hearn",28,NA,18803.333,752,"DistancefromCenterofFairway",2012
85,85,"Sung Kang",30,NA,12003.917,480,"DistancefromCenterofFairway",2012
85,85,"Troy Matteson",32,NA,14678.167,588,"DistancefromCenterofFairway",2012
85,85,"Camilo Villegas",25,NA,15316,612,"DistancefromCenterofFairway",2012
92,92,"Brendon de Jonge",31,NA,22244.667,887,"DistancefromCenterofFairway",2012
93,93,"Kris Blanks",23,NA,13697.333,545,"DistancefromCenterofFairway",2012
93,93,"Bud Cauley",28,NA,18936.833,752,"DistancefromCenterofFairway",2012
93,93,"Matt Every",25,NA,13323,529,"DistancefromCenterofFairway",2012
93,93,"Martin Flores",30,NA,15256.333,606,"DistancefromCenterofFairway",2012
93,93,"Richard Lee",24,NA,13289.083,528,"DistancefromCenterofFairway",2012
93,93,"Kyle Reifers",27,NA,15787.833,628,"DistancefromCenterofFairway",2012
93,93,"Tiger Woods",19,NA,10543.833,419,"DistancefromCenterofFairway",2012
100,100,"Ben Crane",23,NA,13877.333,549,"DistancefromCenterofFairway",2012
100,100,"Brian Gay",28,NA,16953.417,672,"DistancefromCenterofFairway",2012
100,100,"Garth Mulroy",20,NA,9519.5,377,"DistancefromCenterofFairway",2012
100,100,"Ryan Palmer",24,NA,13940.5,553,"DistancefromCenterofFairway",2012
100,100,"Steve Stricker",19,NA,12211.417,484,"DistancefromCenterofFairway",2012
105,105,"Chris Couch",21,NA,12442.25,491,"DistancefromCenterofFairway",2012
105,105,"Graham DeLaet",23,NA,14900.417,588,"DistancefromCenterofFairway",2012
105,105,"Troy Kelly",23,NA,9235.417,365,"DistancefromCenterofFairway",2012
105,105,"Seung Yul Noh",28,NA,17273.583,681,"DistancefromCenterofFairway",2012
109,109,"Cameron Beckman",26,NA,14932.083,588,"DistancefromCenterofFairway",2012
109,109,"Greg Chalmers",25,NA,16157.667,635,"DistancefromCenterofFairway",2012
109,109,"Ken Duke",30,NA,20674.417,813,"DistancefromCenterofFairway",2012
109,109,"Bob Estes",23,NA,13909.25,548,"DistancefromCenterofFairway",2012
109,109,"Ryan Moore",24,NA,18648.417,734,"DistancefromCenterofFairway",2012
109,109,"John Rollins",26,NA,15779.083,621,"DistancefromCenterofFairway",2012
109,109,"Roland Thatcher",21,NA,9573.917,377,"DistancefromCenterofFairway",2012
116,116,"JB Holmes",25,NA,14640.583,575,"DistancefromCenterofFairway",2012
116,116,"Sean OHair",24,NA,15954.667,625,"DistancefromCenterofFairway",2012
116,116,"Kyle Thompson",22,NA,8218.75,322,"DistancefromCenterofFairway",2012
119,119,"Chris Kirk",27,NA,18008.25,703,"DistancefromCenterofFairway",2012
119,119,"Vaughn Taylor",26,NA,13661.75,534,"DistancefromCenterofFairway",2012
121,121,"Stuart Appleby",24,NA,14901.333,581,"DistancefromCenterofFairway",2012
121,121,"Brian Davis",29,NA,18663.167,728,"DistancefromCenterofFairway",2012
123,123,"Chad Campbell",27,NA,15451.75,600,"DistancefromCenterofFairway",2012
123,123,"Scott Dunlap",20,NA,10528.417,409,"DistancefromCenterofFairway",2012
125,125,"Jason Day",17,NA,8788.583,340,"DistancefromCenterofFairway",2012
126,126,"Gavin Coles",23,NA,13148,508,"DistancefromCenterofFairway",2012
126,126,"Chris DiMarco",29,NA,17709,683,"DistancefromCenterofFairway",2012
126,126,"Robert Garrigus",26,NA,14820,571,"DistancefromCenterofFairway",2012
126,126,"DJ Trahan",27,NA,13425.083,518,"DistancefromCenterofFairway",2012
126,126,"Johnson Wagner",27,NA,16810.167,648,"DistancefromCenterofFairway",2012
131,131,"Keegan Bradley",25,NA,15523.75,598,"DistancefromCenterofFairway",2012
131,131,"Trevor Immelman",24,NA,12059.25,464,"DistancefromCenterofFairway",2012
133,133,"Mark Anderson",25,NA,11223,430,"DistancefromCenterofFairway",2012
133,133,"Bobby Gates",29,NA,15881.167,609,"DistancefromCenterofFairway",2012
133,133,"Brandt Jobe",18,NA,10104.333,388,"DistancefromCenterofFairway",2012
133,133,"Spencer Levin",26,NA,13132.583,503,"DistancefromCenterofFairway",2012
133,133,"John Mallinger",25,NA,15262,586,"DistancefromCenterofFairway",2012
138,138,"Colt Knost",29,NA,16319,623,"DistancefromCenterofFairway",2012
138,138,"Martin Laird",22,NA,11470.167,438,"DistancefromCenterofFairway",2012
138,138,"Justin Leonard",26,NA,15002,573,"DistancefromCenterofFairway",2012
141,141,"Scott Piercy",28,NA,17351.583,660,"DistancefromCenterofFairway",2012
141,141,"Kevin Stadler",25,NA,16407.583,626,"DistancefromCenterofFairway",2012
143,143,"Pat Perez",23,NA,15444.167,586,"DistancefromCenterofFairway",2012
143,143,"Justin Rose",19,NA,12344.5,469,"DistancefromCenterofFairway",2012
145,145,"Dustin Johnson",19,NA,10642.583,403,"DistancefromCenterofFairway",2012
145,145,"Danny Lee",26,NA,12242.417,464,"DistancefromCenterofFairway",2012
145,145,"Alexandre Rocha",21,NA,11812.333,447,"DistancefromCenterofFairway",2012
148,148,"Scott Brown",24,NA,11177,422,"DistancefromCenterofFairway",2012
148,148,"DA Points",29,NA,19051.167,720,"DistancefromCenterofFairway",2012
148,148,"Henrik Stenson",15,NA,9926.417,375,"DistancefromCenterofFairway",2012
151,151,"George McNeill",25,NA,15554.083,585,"DistancefromCenterofFairway",2012
152,152,"JJ Killeen",33,NA,17021.083,638,"DistancefromCenterofFairway",2012
152,152,"Marc Leishman",23,NA,15090,566,"DistancefromCenterofFairway",2012
154,154,"Jimmy Walker",28,NA,17435.5,651,"DistancefromCenterofFairway",2012
155,155,"JJ Henry",28,NA,16301,607,"DistancefromCenterofFairway",2012
155,155,"Jhonattan Vegas",25,NA,13363.583,498,"DistancefromCenterofFairway",2012
157,157,"Charlie Beljan",22,NA,9166.667,341,"DistancefromCenterofFairway",2012
157,157,"KJ Choi",21,NA,13471.333,501,"DistancefromCenterofFairway",2012
159,159,"Daniel Chopra",21,NA,7470.25,277,"DistancefromCenterofFairway",2012
160,160,"James Driscoll",27,NA,13258.167,490,"DistancefromCenterofFairway",2012
160,160,"Greg Owen",27,NA,17219.25,635,"DistancefromCenterofFairway",2012
160,160,"Charlie Wi",25,NA,16830.083,622,"DistancefromCenterofFairway",2012
163,163,"Ricky Barnes",28,NA,17916.417,660,"DistancefromCenterofFairway",2012
163,163,"John Daly",15,NA,7825.25,288,"DistancefromCenterofFairway",2012
163,163,"Nathan Green",22,NA,12269.667,452,"DistancefromCenterofFairway",2012
163,163,"Scott Stallings",27,NA,14791.667,544,"DistancefromCenterofFairway",2012
167,167,"Ryuji Imada",28,NA,14345.833,527,"DistancefromCenterofFairway",2012
168,168,"Harrison Frazar",20,NA,9776.167,358,"DistancefromCenterofFairway",2012
168,168,"Matt Jones",19,NA,8859.75,324,"DistancefromCenterofFairway",2012
168,168,"Mark Wilson",25,NA,17669.75,646,"DistancefromCenterofFairway",2012
171,171,"Matt Bettencourt",31,NA,11971.417,436,"DistancefromCenterofFairway",2012
171,171,"Padraig Harrington",18,NA,10268.5,374,"DistancefromCenterofFairway",2012
171,171,"Brendan Steele",24,NA,15137.583,552,"DistancefromCenterofFairway",2012
171,171,"David Toms",19,NA,11610.167,424,"DistancefromCenterofFairway",2012
175,175,"Billy Hurley III",27,NA,13102.75,477,"DistancefromCenterofFairway",2012
175,175,"Rory Sabbatini",29,NA,16556,602,"DistancefromCenterofFairway",2012
177,177,"Jonathan Byrd",21,NA,11993.833,433,"DistancefromCenterofFairway",2012
177,177,"Ryo Ishikawa",18,NA,7356.333,266,"DistancefromCenterofFairway",2012
177,177,"Jason Kokrak",27,NA,13732.333,496,"DistancefromCenterofFairway",2012
180,180,"Bubba Watson",19,NA,11193,403,"DistancefromCenterofFairway",2012
181,181,"Nick OHern",26,NA,16485.833,590,"DistancefromCenterofFairway",2012
182,182,"Aaron Baddeley",22,NA,11326.5,404,"DistancefromCenterofFairway",2012
183,183,"Stewart Cink",22,NA,10781.417,384,"DistancefromCenterofFairway",2012
184,184,"Stephen Gangluff",23,NA,8331,296,"DistancefromCenterofFairway",2012
185,185,"Tom Pernice Jr",23,NA,12060.333,425,"DistancefromCenterofFairway",2012
186,186,"Kevin Na",25,NA,17058.167,599,"DistancefromCenterofFairway",2012
187,187,"Angel Cabrera",20,NA,8345.333,290,"DistancefromCenterofFairway",2012
188,188,"Derek Lamely",25,NA,11409.333,396,"DistancefromCenterofFairway",2012
189,189,"Bryce Molder",25,NA,17725.917,603,"DistancefromCenterofFairway",2012
189,189,"Gary Woodland",22,NA,11516.5,392,"DistancefromCenterofFairway",2012
191,191,"Michael Bradley",23,NA,13258.25,395,"DistancefromCenterofFairway",2012
