"AverageDistancetoHoleAfterTeeShot_RANKTHISWEEK_2005","AverageDistancetoHoleAfterTeeShot_RANKLASTWEEK_2005","AverageDistancetoHoleAfterTeeShot_PLAYERNAME_2005","AverageDistancetoHoleAfterTeeShot_ROUNDS_2005","AverageDistancetoHoleAfterTeeShot_AVG_2005","AverageDistancetoHoleAfterTeeShot_TOTALDISTAFTERTEESHOT_2005","AverageDistancetoHoleAfterTeeShot_TOTALTEESHOTS_2005","stat_name","year"
1,1,"Scott Hend",75,155.1,4869599,872,"AverageDistancetoHoleAfterTeeShot",2005
2,2,"Brett Wetterich",76,157.5,5223335,921,"AverageDistancetoHoleAfterTeeShot",2005
3,3,"Tiger Woods",76,158,4340447,763,"AverageDistancetoHoleAfterTeeShot",2005
4,4,"John Daly",78,158.5,4337181,760,"AverageDistancetoHoleAfterTeeShot",2005
5,5,"Sergio Garcia",73,161.1,4232524,730,"AverageDistancetoHoleAfterTeeShot",2005
6,6,"Vijay Singh",111,161.5,7042486,1211,"AverageDistancetoHoleAfterTeeShot",2005
7,7,"Scott Gutschewski",86,162.6,5748742,982,"AverageDistancetoHoleAfterTeeShot",2005
8,8,"Kenny Perry",82,162.8,4875768,832,"AverageDistancetoHoleAfterTeeShot",2005
9,9,"Brenden Pappas",51,163,3867202,659,"AverageDistancetoHoleAfterTeeShot",2005
10,10,"Hank Kuehne",84,163.1,5859764,998,"AverageDistancetoHoleAfterTeeShot",2005
11,11,"Mathias Gronberg",60,163.6,4559320,774,"AverageDistancetoHoleAfterTeeShot",2005
12,12,"Lee Westwood",50,164.8,2723122,459,"AverageDistancetoHoleAfterTeeShot",2005
13,13,"John Elliott",58,164.9,4143897,698,"AverageDistancetoHoleAfterTeeShot",2005
14,14,"Brendan Jones",81,165.1,5895882,992,"AverageDistancetoHoleAfterTeeShot",2005
15,15,"Lucas Glover",88,165.8,6435418,1078,"AverageDistancetoHoleAfterTeeShot",2005
16,16,"Harrison Frazar",105,165.9,7640940,1279,"AverageDistancetoHoleAfterTeeShot",2005
17,17,"Phil Mickelson",81,166,4100720,686,"AverageDistancetoHoleAfterTeeShot",2005
18,18,"Stuart Appleby",84,166.1,5227139,874,"AverageDistancetoHoleAfterTeeShot",2005
18,18,"Rod Pampling",89,166.1,5739526,960,"AverageDistancetoHoleAfterTeeShot",2005
20,20,"Kevin Stadler",96,166.6,6727915,1122,"AverageDistancetoHoleAfterTeeShot",2005
21,21,"Chris Smith",93,166.7,6972861,1162,"AverageDistancetoHoleAfterTeeShot",2005
22,22,"Davis Love III",80,166.9,4650118,774,"AverageDistancetoHoleAfterTeeShot",2005
22,22,"Tag Ridings",93,166.9,6831297,1137,"AverageDistancetoHoleAfterTeeShot",2005
24,24,"Charles Warren",89,167,6660648,1108,"AverageDistancetoHoleAfterTeeShot",2005
25,25,"Ryan Palmer",101,167.1,6636454,1103,"AverageDistancetoHoleAfterTeeShot",2005
26,26,"Jonathan Byrd",103,167.7,7719972,1279,"AverageDistancetoHoleAfterTeeShot",2005
27,27,"Will Ma Kenzie",75,167.9,5608211,928,"AverageDistancetoHoleAfterTeeShot",2005
28,28,"John Rollins",97,168,6869430,1136,"AverageDistancetoHoleAfterTeeShot",2005
28,28,"DJ Trahan",81,168,5874206,971,"AverageDistancetoHoleAfterTeeShot",2005
30,30,"Jason Allred",75,168.5,5173913,853,"AverageDistancetoHoleAfterTeeShot",2005
31,31,"Adam Scott",72,168.6,4387923,723,"AverageDistancetoHoleAfterTeeShot",2005
32,32,"Rory Sabbatini",81,168.7,5011010,825,"AverageDistancetoHoleAfterTeeShot",2005
