"AverageDistancetoHoleAfterTeeShot_RANKTHISWEEK_2005","AverageDistancetoHoleAfterTeeShot_RANKLASTWEEK_2005","AverageDistancetoHoleAfterTeeShot_PLAYERNAME_2005","AverageDistancetoHoleAfterTeeShot_ROUNDS_2005","AverageDistancetoHoleAfterTeeShot_AVG_2005","AverageDistancetoHoleAfterTeeShot_TOTALDISTAFTERTEESHOT_2005","AverageDistancetoHoleAfterTeeShot_TOTALTEESHOTS_2005","stat_name","year"
33,33,"Mark Hensby",70,168.8,4143399,682,"AverageDistancetoHoleAfterTeeShot",2005
34,34,"Retief Goosen",71,168.9,3617238,595,"AverageDistancetoHoleAfterTeeShot",2005
35,35,"Nick Watney",91,169,6621309,1088,"AverageDistancetoHoleAfterTeeShot",2005
36,36,"Hunter Mahan",103,169.2,7803113,1281,"AverageDistancetoHoleAfterTeeShot",2005
37,37,"Steve Allan",102,169.3,7333547,1203,"AverageDistancetoHoleAfterTeeShot",2005
38,38,"David Hearn",68,169.4,5146243,844,"AverageDistancetoHoleAfterTeeShot",2005
39,39,"Daniel Chopra",108,169.5,7749861,1270,"AverageDistancetoHoleAfterTeeShot",2005
39,39,"Brandt Jobe",96,169.5,6865102,1125,"AverageDistancetoHoleAfterTeeShot",2005
41,41,"Sean OHair",103,169.8,7194565,1177,"AverageDistancetoHoleAfterTeeShot",2005
42,42,"Fred Couples",72,169.9,3662979,599,"AverageDistancetoHoleAfterTeeShot",2005
43,43,"Michael Long",72,170,5367788,877,"AverageDistancetoHoleAfterTeeShot",2005
44,44,"Zach Johnson",96,170.3,7064501,1152,"AverageDistancetoHoleAfterTeeShot",2005
44,44,"Ted Purdy",122,170.3,8484634,1384,"AverageDistancetoHoleAfterTeeShot",2005
46,46,"John Huston",90,170.6,6683790,1088,"AverageDistancetoHoleAfterTeeShot",2005
47,47,"Marco Dawson",82,170.7,6611962,1076,"AverageDistancetoHoleAfterTeeShot",2005
47,47,"Dennis Paulson",63,170.7,4724790,769,"AverageDistancetoHoleAfterTeeShot",2005
49,49,"Jonathan Kaye",77,170.9,5500899,894,"AverageDistancetoHoleAfterTeeShot",2005
50,50,"Robert Allenby",95,171.2,6157625,999,"AverageDistancetoHoleAfterTeeShot",2005
51,51,"Pat Perez",89,171.5,6224114,1008,"AverageDistancetoHoleAfterTeeShot",2005
52,52,"Arjun Atwal",65,171.7,5199186,841,"AverageDistancetoHoleAfterTeeShot",2005
52,52,"JJ Henry",102,171.7,7369029,1192,"AverageDistancetoHoleAfterTeeShot",2005
52,52,"Geoff Ogilvy",97,171.7,6335315,1025,"AverageDistancetoHoleAfterTeeShot",2005
52,52,"Roland Thatcher",75,171.7,5742558,929,"AverageDistancetoHoleAfterTeeShot",2005
56,56,"Ben Crane",78,171.9,5519634,892,"AverageDistancetoHoleAfterTeeShot",2005
56,56,"Dan Forsman",52,171.9,3936441,636,"AverageDistancetoHoleAfterTeeShot",2005
56,56,"Justin Rose",99,171.9,7507740,1213,"AverageDistancetoHoleAfterTeeShot",2005
59,59,"Neal Lancaster",95,172.1,7299648,1178,"AverageDistancetoHoleAfterTeeShot",2005
60,60,"Bo Van Pelt",112,172.2,7891661,1273,"AverageDistancetoHoleAfterTeeShot",2005
61,61,"Bob Heintz",67,172.5,5266799,848,"AverageDistancetoHoleAfterTeeShot",2005
61,61,"John Senden",101,172.5,7748211,1248,"AverageDistancetoHoleAfterTeeShot",2005
63,63,"Charles Howell III",95,172.7,6205045,998,"AverageDistancetoHoleAfterTeeShot",2005
64,64,"Woody Austin",100,172.8,7774240,1250,"AverageDistancetoHoleAfterTeeShot",2005
65,65,"Jason Bohn",91,172.9,6932648,1114,"AverageDistancetoHoleAfterTeeShot",2005
65,65,"James Driscoll",73,172.9,5323238,855,"AverageDistancetoHoleAfterTeeShot",2005
65,65,"Frank Lickliter II",100,172.9,7299651,1173,"AverageDistancetoHoleAfterTeeShot",2005
68,68,"Craig Barlow",81,173.1,5396276,866,"AverageDistancetoHoleAfterTeeShot",2005
69,69,"Joey Snyder III",102,173.2,7906080,1268,"AverageDistancetoHoleAfterTeeShot",2005
70,70,"Mark Calcavecchia",92,173.3,6550251,1050,"AverageDistancetoHoleAfterTeeShot",2005
70,70,"Steve Lowery",100,173.3,7373141,1182,"AverageDistancetoHoleAfterTeeShot",2005
72,72,"Tim Herron",100,173.5,6627005,1061,"AverageDistancetoHoleAfterTeeShot",2005
73,73,"Carlos Franco",78,173.6,5782499,925,"AverageDistancetoHoleAfterTeeShot",2005
73,73,"Andrew Magee",82,173.6,6005593,961,"AverageDistancetoHoleAfterTeeShot",2005
75,75,"Justin Bolli",65,173.7,5076840,812,"AverageDistancetoHoleAfterTeeShot",2005
75,75,"Vaughn Taylor",99,173.7,7727491,1236,"AverageDistancetoHoleAfterTeeShot",2005
77,77,"DA Points",94,173.8,7076195,1131,"AverageDistancetoHoleAfterTeeShot",2005
78,78,"Greg Owen",84,173.9,6098364,974,"AverageDistancetoHoleAfterTeeShot",2005
78,78,"Brett Quigley",96,173.9,7275315,1162,"AverageDistancetoHoleAfterTeeShot",2005
80,80,"Chad Campbell",95,174,6502636,1038,"AverageDistancetoHoleAfterTeeShot",2005
80,80,"Rocco Mediate",73,174,5620282,897,"AverageDistancetoHoleAfterTeeShot",2005
80,80,"David Toms",87,174,5493389,877,"AverageDistancetoHoleAfterTeeShot",2005
83,83,"Michael Allen",90,174.1,6625563,1057,"AverageDistancetoHoleAfterTeeShot",2005
83,83,"Brian Bateman",98,174.1,7314556,1167,"AverageDistancetoHoleAfterTeeShot",2005
83,83,"Jesper Parnevik",84,174.1,5772067,921,"AverageDistancetoHoleAfterTeeShot",2005
86,86,"Bradley Hughes",52,174.3,4249085,677,"AverageDistancetoHoleAfterTeeShot",2005
87,87,"Glen Day",80,174.4,6340756,1010,"AverageDistancetoHoleAfterTeeShot",2005
87,87,"JL Lewis",98,174.4,7026997,1119,"AverageDistancetoHoleAfterTeeShot",2005
89,89,"Briny Baird",98,174.5,7744544,1233,"AverageDistancetoHoleAfterTeeShot",2005
89,89,"Padraig Harrington",50,174.5,3504401,558,"AverageDistancetoHoleAfterTeeShot",2005
91,91,"Patrick Sheehan",114,174.8,8281097,1316,"AverageDistancetoHoleAfterTeeShot",2005
92,92,"Jeff Maggert",79,174.9,5195635,825,"AverageDistancetoHoleAfterTeeShot",2005
92,92,"Joe Ogilvie",103,174.9,6798337,1080,"AverageDistancetoHoleAfterTeeShot",2005
94,94,"Bart Bryant",91,175.1,6681787,1060,"AverageDistancetoHoleAfterTeeShot",2005
95,95,"Jeff Brehaut",71,175.3,5465600,866,"AverageDistancetoHoleAfterTeeShot",2005
95,95,"Carl Pettersson",109,175.3,7994860,1267,"AverageDistancetoHoleAfterTeeShot",2005
97,97,"DJ Brigman",76,175.4,5330195,844,"AverageDistancetoHoleAfterTeeShot",2005
98,98,"Ryuji Imada",78,175.6,5792007,916,"AverageDistancetoHoleAfterTeeShot",2005
98,98,"Peter Lonard",85,175.6,5726416,906,"AverageDistancetoHoleAfterTeeShot",2005
98,98,"Hideto Tanihara",50,175.6,3881147,614,"AverageDistancetoHoleAfterTeeShot",2005
101,101,"KJ Choi",78,175.8,4739059,749,"AverageDistancetoHoleAfterTeeShot",2005
101,101,"Tim Petrovic",97,175.8,6868201,1085,"AverageDistancetoHoleAfterTeeShot",2005
103,103,"Joey Sindelar",104,175.9,8600629,1358,"AverageDistancetoHoleAfterTeeShot",2005
103,103,"Mario Tiziani",67,175.9,5300051,837,"AverageDistancetoHoleAfterTeeShot",2005
105,105,"Brent Geiberger",61,176.1,4525490,714,"AverageDistancetoHoleAfterTeeShot",2005
105,105,"Craig Perks",67,176.1,4944660,780,"AverageDistancetoHoleAfterTeeShot",2005
107,107,"Hunter Haas",83,176.2,6338600,999,"AverageDistancetoHoleAfterTeeShot",2005
108,108,"Tim Clark",92,176.4,5634374,887,"AverageDistancetoHoleAfterTeeShot",2005
109,109,"Tom Pernice Jr",111,176.5,7727775,1216,"AverageDistancetoHoleAfterTeeShot",2005
110,110,"Todd Hamilton",94,176.6,6592803,1037,"AverageDistancetoHoleAfterTeeShot",2005
111,111,"Freddie Jacobson",72,176.7,4859284,764,"AverageDistancetoHoleAfterTeeShot",2005
111,111,"Arron Oberholser",65,176.7,4492100,706,"AverageDistancetoHoleAfterTeeShot",2005
113,113,"Billy Mayfair",114,176.8,8965905,1409,"AverageDistancetoHoleAfterTeeShot",2005
114,114,"Rich Beem",66,176.9,4229752,664,"AverageDistancetoHoleAfterTeeShot",2005
114,114,"Tom Gillis",77,176.9,5998370,942,"AverageDistancetoHoleAfterTeeShot",2005
114,114,"Shigeki Maruyama",99,176.9,7463433,1172,"AverageDistancetoHoleAfterTeeShot",2005
114,114,"Tjaart van der Walt",56,176.9,4725266,742,"AverageDistancetoHoleAfterTeeShot",2005
118,118,"Darron Stiles",78,177,6093205,956,"AverageDistancetoHoleAfterTeeShot",2005
119,119,"Stephen Ames",82,177.2,5391060,845,"AverageDistancetoHoleAfterTeeShot",2005
119,119,"Matt Davidson",53,177.2,4402777,690,"AverageDistancetoHoleAfterTeeShot",2005
119,119,"Justin Leonard",78,177.2,4803108,753,"AverageDistancetoHoleAfterTeeShot",2005
122,122,"Tommy Armour III",103,177.4,8042354,1259,"AverageDistancetoHoleAfterTeeShot",2005
122,122,"Stewart Cink",98,177.4,6271209,982,"AverageDistancetoHoleAfterTeeShot",2005
122,122,"Joe Durant",81,177.4,6060037,949,"AverageDistancetoHoleAfterTeeShot",2005
122,122,"Richard Johnson",50,177.4,4042670,633,"AverageDistancetoHoleAfterTeeShot",2005
126,126,"Robert Gamez",91,177.6,7091846,1109,"AverageDistancetoHoleAfterTeeShot",2005
127,127,"Jose Maria Olazabal",55,177.7,3640735,569,"AverageDistancetoHoleAfterTeeShot",2005
128,128,"Heath Slocum",103,177.9,7954016,1242,"AverageDistancetoHoleAfterTeeShot",2005
129,129,"Shaun Micheel",81,178.1,5622961,877,"AverageDistancetoHoleAfterTeeShot",2005
129,129,"Kevin Sutherland",89,178.1,6580144,1026,"AverageDistancetoHoleAfterTeeShot",2005
131,131,"Paul Azinger",66,178.2,5118214,798,"AverageDistancetoHoleAfterTeeShot",2005
131,131,"Steve Elkington",67,178.2,4849465,756,"AverageDistancetoHoleAfterTeeShot",2005
133,133,"Mike Weir",71,178.4,4182101,651,"AverageDistancetoHoleAfterTeeShot",2005
134,134,"Steve Flesch",90,178.5,5569876,867,"AverageDistancetoHoleAfterTeeShot",2005
134,134,"Lee Janzen",75,178.5,5180748,806,"AverageDistancetoHoleAfterTeeShot",2005
136,136,"Bob Tway",87,178.6,5849948,910,"AverageDistancetoHoleAfterTeeShot",2005
137,137,"Aaron Baddeley",84,178.7,6612310,1028,"AverageDistancetoHoleAfterTeeShot",2005
138,138,"Bill Glasson",54,178.8,3919220,609,"AverageDistancetoHoleAfterTeeShot",2005
138,138,"Kent Jones",99,178.8,7744750,1203,"AverageDistancetoHoleAfterTeeShot",2005
140,140,"JP Hayes",63,178.9,4694336,729,"AverageDistancetoHoleAfterTeeShot",2005
141,141,"Luke Donald",67,179,3594954,558,"AverageDistancetoHoleAfterTeeShot",2005
141,141,"Jim Furyk",94,179,6398962,993,"AverageDistancetoHoleAfterTeeShot",2005
143,143,"Glen Hnatiuk",59,179.1,4461000,692,"AverageDistancetoHoleAfterTeeShot",2005
144,144,"Matt Kuchar",60,179.2,4934429,765,"AverageDistancetoHoleAfterTeeShot",2005
144,144,"Steve Stricker",62,179.2,5179662,803,"AverageDistancetoHoleAfterTeeShot",2005
146,146,"Cameron Beckman",96,179.3,7488076,1160,"AverageDistancetoHoleAfterTeeShot",2005
146,146,"Dudley Hart",84,179.3,6437137,997,"AverageDistancetoHoleAfterTeeShot",2005
146,146,"Tom Lehman",69,179.3,4465678,692,"AverageDistancetoHoleAfterTeeShot",2005
146,146,"Hidemichi Tanaka",106,179.3,8392102,1300,"AverageDistancetoHoleAfterTeeShot",2005
150,150,"Alex Cejka",84,179.4,6130255,949,"AverageDistancetoHoleAfterTeeShot",2005
151,151,"Jay Williamson",53,179.5,4123642,638,"AverageDistancetoHoleAfterTeeShot",2005
152,152,"Paul Gow",78,179.6,5979372,925,"AverageDistancetoHoleAfterTeeShot",2005
153,153,"Jerry Kelly",101,179.7,6785092,1049,"AverageDistancetoHoleAfterTeeShot",2005
154,154,"Billy Andrade",83,179.9,6542018,1010,"AverageDistancetoHoleAfterTeeShot",2005
154,154,"Bernhard Langer",67,179.9,3989315,616,"AverageDistancetoHoleAfterTeeShot",2005
154,154,"Larry Mize",54,179.9,4113135,635,"AverageDistancetoHoleAfterTeeShot",2005
154,154,"Phillip Price",77,179.9,5641670,871,"AverageDistancetoHoleAfterTeeShot",2005
158,158,"Chris DiMarco",83,180,5294803,817,"AverageDistancetoHoleAfterTeeShot",2005
158,158,"Scott Verplank",87,180,5935873,916,"AverageDistancetoHoleAfterTeeShot",2005
160,160,"Matt Gogel",78,180.1,6035540,931,"AverageDistancetoHoleAfterTeeShot",2005
161,161,"Steve Jones",56,180.3,4135601,637,"AverageDistancetoHoleAfterTeeShot",2005
162,162,"Brian Davis",75,180.6,5696975,876,"AverageDistancetoHoleAfterTeeShot",2005
163,163,"Charlie Wi",67,180.7,5398185,830,"AverageDistancetoHoleAfterTeeShot",2005
164,164,"Scott McCarron",78,181,5439909,835,"AverageDistancetoHoleAfterTeeShot",2005
164,164,"Rob Rashell",65,181,4855351,745,"AverageDistancetoHoleAfterTeeShot",2005
166,166,"Doug Barron",70,181.1,5816627,892,"AverageDistancetoHoleAfterTeeShot",2005
166,166,"Franklin Langham",91,181.1,6866820,1053,"AverageDistancetoHoleAfterTeeShot",2005
166,166,"Jeff Sluman",94,181.1,7574954,1162,"AverageDistancetoHoleAfterTeeShot",2005
169,169,"Ian Poulter",62,181.3,3269084,501,"AverageDistancetoHoleAfterTeeShot",2005
169,169,"Duffy Waldorf",86,181.3,6363911,975,"AverageDistancetoHoleAfterTeeShot",2005
171,171,"Paul Claxton",79,181.5,5972016,914,"AverageDistancetoHoleAfterTeeShot",2005
172,172,"Chris Anderson",66,181.6,5250258,803,"AverageDistancetoHoleAfterTeeShot",2005
172,172,"Omar Uresti",84,181.6,6688783,1023,"AverageDistancetoHoleAfterTeeShot",2005
174,174,"Bob Estes",92,181.7,7174529,1097,"AverageDistancetoHoleAfterTeeShot",2005
175,175,"Dean Wilson",86,182.2,7143857,1089,"AverageDistancetoHoleAfterTeeShot",2005
176,176,"Todd Fischer",99,182.7,7939319,1207,"AverageDistancetoHoleAfterTeeShot",2005
177,177,"Kirk Triplett",55,182.9,4022356,611,"AverageDistancetoHoleAfterTeeShot",2005
178,178,"Ben Curtis",65,183.1,4449682,675,"AverageDistancetoHoleAfterTeeShot",2005
179,179,"Brian Gay",101,183.5,8461093,1281,"AverageDistancetoHoleAfterTeeShot",2005
180,180,"Robert Damron",89,183.7,7261124,1098,"AverageDistancetoHoleAfterTeeShot",2005
181,181,"Olin Browne",99,183.8,7596562,1148,"AverageDistancetoHoleAfterTeeShot",2005
182,182,"Danny Briggs",70,184.3,5613848,846,"AverageDistancetoHoleAfterTeeShot",2005
183,183,"Len Mattiace",86,184.5,6927894,1043,"AverageDistancetoHoleAfterTeeShot",2005
184,184,"Jose Coceres",56,184.7,4879465,734,"AverageDistancetoHoleAfterTeeShot",2005
185,185,"Skip Kendall",80,184.8,6478377,974,"AverageDistancetoHoleAfterTeeShot",2005
185,185,"Thomas Levet",54,184.8,3286303,494,"AverageDistancetoHoleAfterTeeShot",2005
185,185,"Kevin Na",88,184.8,7263818,1092,"AverageDistancetoHoleAfterTeeShot",2005
188,188,"Tom Byrum",83,185.2,7038803,1056,"AverageDistancetoHoleAfterTeeShot",2005
188,188,"Mark Wilson",74,185.2,5841223,876,"AverageDistancetoHoleAfterTeeShot",2005
190,190,"Fred Funk",102,185.3,7609433,1141,"AverageDistancetoHoleAfterTeeShot",2005
191,191,"Jim Carter",62,185.6,5032132,753,"AverageDistancetoHoleAfterTeeShot",2005
192,192,"Brad Faxon",75,185.7,5293602,792,"AverageDistancetoHoleAfterTeeShot",2005
192,192,"Stephen Leaney",89,185.7,6952647,1040,"AverageDistancetoHoleAfterTeeShot",2005
194,194,"John Cook",72,186.4,5415822,807,"AverageDistancetoHoleAfterTeeShot",2005
195,195,"Chris Riley",67,186.5,3908214,582,"AverageDistancetoHoleAfterTeeShot",2005
196,196,"Jay Haas",54,186.7,3622105,539,"AverageDistancetoHoleAfterTeeShot",2005
197,197,"Mark Brooks",72,187.4,5788499,858,"AverageDistancetoHoleAfterTeeShot",2005
198,198,"Loren Roberts",54,189,4517679,664,"AverageDistancetoHoleAfterTeeShot",2005
199,199,"Mark OMeara",66,189.1,4846714,712,"AverageDistancetoHoleAfterTeeShot",2005
200,200,"Gavin Coles",70,189.8,5999206,878,"AverageDistancetoHoleAfterTeeShot",2005
201,201,"Jeff Hart",63,190.9,5463629,795,"AverageDistancetoHoleAfterTeeShot",2005
202,202,"Corey Pavin",77,194.2,5908234,845,"AverageDistancetoHoleAfterTeeShot",2005
