"EarlyPar5ScoringAverage_RANKTHISWEEK_2006","EarlyPar5ScoringAverage_RANKLASTWEEK_2006","EarlyPar5ScoringAverage_PLAYERNAME_2006","EarlyPar5ScoringAverage_ROUNDS_2006","EarlyPar5ScoringAverage_AVG_2006","EarlyPar5ScoringAverage_TOTALSTROKES_2006","EarlyPar5ScoringAverage_TOTALHOLES_2006","stat_name","year"
1,1,"Lucas Glover",105,4.48,694,155,"EarlyPar5ScoringAverage",2006
1,1,"Tiger Woods",55,4.48,233,52,"EarlyPar5ScoringAverage",2006
3,3,"Jim Furyk",89,4.49,431,96,"EarlyPar5ScoringAverage",2006
3,3,"Trevor Immelman",86,4.49,548,122,"EarlyPar5ScoringAverage",2006
5,5,"Phil Mickelson",74,4.5,477,106,"EarlyPar5ScoringAverage",2006
6,6,"Harrison Frazar",95,4.54,695,153,"EarlyPar5ScoringAverage",2006
6,6,"Steve Stricker",64,4.54,427,94,"EarlyPar5ScoringAverage",2006
8,8,"Tim Clark",80,4.55,605,133,"EarlyPar5ScoringAverage",2006
8,8,"Arron Oberholser",82,4.55,541,119,"EarlyPar5ScoringAverage",2006
8,8,"John Rollins",93,4.55,692,152,"EarlyPar5ScoringAverage",2006
11,11,"Rich Beem",85,4.56,657,144,"EarlyPar5ScoringAverage",2006
11,11,"Ernie Els",69,4.56,360,79,"EarlyPar5ScoringAverage",2006
11,11,"Vijay Singh",103,4.56,648,142,"EarlyPar5ScoringAverage",2006
11,11,"Bo Van Pelt",102,4.56,712,156,"EarlyPar5ScoringAverage",2006
15,15,"Greg Owen",79,4.57,613,134,"EarlyPar5ScoringAverage",2006
15,15,"Tom Pernice Jr",108,4.57,741,162,"EarlyPar5ScoringAverage",2006
17,17,"Robert Allenby",79,4.58,549,120,"EarlyPar5ScoringAverage",2006
17,17,"Mike Weir",88,4.58,591,129,"EarlyPar5ScoringAverage",2006
19,19,"Bernhard Langer",77,4.59,588,128,"EarlyPar5ScoringAverage",2006
19,19,"Brett Quigley",109,4.59,680,148,"EarlyPar5ScoringAverage",2006
19,19,"Kevin Sutherland",100,4.59,766,167,"EarlyPar5ScoringAverage",2006
22,22,"Mathias Gronberg",92,4.6,672,146,"EarlyPar5ScoringAverage",2006
22,22,"JJ Henry",96,4.6,708,154,"EarlyPar5ScoringAverage",2006
22,22,"Davis Love III",85,4.6,630,137,"EarlyPar5ScoringAverage",2006
22,22,"Daisuke Maruyama",83,4.6,625,136,"EarlyPar5ScoringAverage",2006
22,22,"Troy Matteson",101,4.6,759,165,"EarlyPar5ScoringAverage",2006
22,22,"Pat Perez",50,4.6,483,105,"EarlyPar5ScoringAverage",2006
22,22,"Justin Rose",98,4.6,639,139,"EarlyPar5ScoringAverage",2006
29,29,"Aaron Baddeley",78,4.61,595,129,"EarlyPar5ScoringAverage",2006
29,29,"Craig Barlow",77,4.61,622,135,"EarlyPar5ScoringAverage",2006
