"Par4BirdieorBetterLeaders_RANKTHISWEEK_2009","Par4BirdieorBetterLeaders_RANKLASTWEEK_2009","Par4BirdieorBetterLeaders_PLAYERNAME_2009","Par4BirdieorBetterLeaders_ROUNDS_2009","Par4BirdieorBetterLeaders_Pct_2009","Par4BirdieorBetterLeaders_PAR4BIRDIESORBETTER_2009","Par4BirdieorBetterLeaders_PAR4HOLES_2009","stat_name","year"
1,1,"Joe Durant",62,20.71,135,652,"Par4BirdieorBetterLeaders",2009
2,2,"Dustin Johnson",85,20.24,183,904,"Par4BirdieorBetterLeaders",2009
3,3,"Anthony Kim",76,20.1,164,816,"Par4BirdieorBetterLeaders",2009
4,4,"Jonathan Byrd",89,19.83,186,938,"Par4BirdieorBetterLeaders",2009
5,5,"Hunter Mahan",94,19.8,200,1010,"Par4BirdieorBetterLeaders",2009
6,6,"Fred Couples",54,19.07,111,582,"Par4BirdieorBetterLeaders",2009
7,7,"Justin Leonard",95,19.06,191,1002,"Par4BirdieorBetterLeaders",2009
8,8,"Jason Dufner",90,18.8,182,968,"Par4BirdieorBetterLeaders",2009
8,8,"Marc Leishman",91,18.8,188,1000,"Par4BirdieorBetterLeaders",2009
10,10,"Harrison Frazar",93,18.79,192,1022,"Par4BirdieorBetterLeaders",2009
11,11,"Tim Clark",81,18.74,160,854,"Par4BirdieorBetterLeaders",2009
12,12,"Jim Furyk",86,18.71,168,898,"Par4BirdieorBetterLeaders",2009
13,13,"Brandt Snedeker",81,18.52,163,880,"Par4BirdieorBetterLeaders",2009
14,14,"Ted Purdy",101,18.51,204,1102,"Par4BirdieorBetterLeaders",2009
15,15,"Charlie Wi",92,18.45,183,992,"Par4BirdieorBetterLeaders",2009
16,16,"Ben Crane",93,18.41,185,1005,"Par4BirdieorBetterLeaders",2009
17,17,"Andres Romero",58,18.33,114,622,"Par4BirdieorBetterLeaders",2009
18,18,"David Toms",98,18.31,197,1076,"Par4BirdieorBetterLeaders",2009
19,19,"Sean OHair",80,18.26,153,838,"Par4BirdieorBetterLeaders",2009
20,20,"John Merrick",91,18.22,180,988,"Par4BirdieorBetterLeaders",2009
21,21,"Charley Hoffman",97,18.21,189,1038,"Par4BirdieorBetterLeaders",2009
21,21,"Zach Johnson",94,18.21,185,1016,"Par4BirdieorBetterLeaders",2009
23,23,"Woody Austin",84,18.18,164,902,"Par4BirdieorBetterLeaders",2009
24,24,"Stephen Ames",77,18.16,146,804,"Par4BirdieorBetterLeaders",2009
25,25,"Vaughn Taylor",88,18.12,175,966,"Par4BirdieorBetterLeaders",2009
26,26,"Kevin Streelman",97,18.11,193,1066,"Par4BirdieorBetterLeaders",2009
27,27,"Jason Bohn",88,18.08,171,946,"Par4BirdieorBetterLeaders",2009
27,27,"Nick OHern",90,18.08,179,990,"Par4BirdieorBetterLeaders",2009
29,29,"Troy Matteson",95,18.07,185,1024,"Par4BirdieorBetterLeaders",2009
30,30,"John Rollins",92,18.06,177,980,"Par4BirdieorBetterLeaders",2009
31,31,"Michael Allen",73,18.03,141,782,"Par4BirdieorBetterLeaders",2009
32,32,"Bo Van Pelt",100,17.94,193,1076,"Par4BirdieorBetterLeaders",2009
33,33,"Jason Day",61,17.89,117,654,"Par4BirdieorBetterLeaders",2009
33,33,"Chris Riley",77,17.89,151,844,"Par4BirdieorBetterLeaders",2009
33,33,"Matt Weibring",65,17.89,127,710,"Par4BirdieorBetterLeaders",2009
36,36,"Steve Stricker",81,17.84,152,852,"Par4BirdieorBetterLeaders",2009
37,37,"Ian Poulter",59,17.82,108,606,"Par4BirdieorBetterLeaders",2009
38,38,"Bob Heintz",59,17.81,114,640,"Par4BirdieorBetterLeaders",2009
39,39,"Rich Beem",77,17.8,147,826,"Par4BirdieorBetterLeaders",2009
40,40,"Glen Day",79,17.76,151,850,"Par4BirdieorBetterLeaders",2009
41,41,"Michael Letzig",96,17.75,183,1031,"Par4BirdieorBetterLeaders",2009
42,42,"Brian Davis",103,17.67,199,1126,"Par4BirdieorBetterLeaders",2009
43,43,"Daniel Chopra",89,17.6,169,960,"Par4BirdieorBetterLeaders",2009
44,44,"Bill Haas",91,17.52,172,982,"Par4BirdieorBetterLeaders",2009
45,45,"Joe Ogilvie",85,17.47,159,910,"Par4BirdieorBetterLeaders",2009
46,46,"Tiger Woods",64,17.46,118,676,"Par4BirdieorBetterLeaders",2009
47,47,"Lucas Glover",93,17.42,178,1022,"Par4BirdieorBetterLeaders",2009
48,48,"Chad Campbell",90,17.41,171,982,"Par4BirdieorBetterLeaders",2009
49,49,"Greg Chalmers",85,17.39,161,926,"Par4BirdieorBetterLeaders",2009
49,49,"Martin Laird",72,17.39,136,782,"Par4BirdieorBetterLeaders",2009
51,51,"James Nitties",86,17.37,165,950,"Par4BirdieorBetterLeaders",2009
52,52,"Scott Verplank",88,17.35,170,980,"Par4BirdieorBetterLeaders",2009
53,53,"Justin Rose",71,17.32,133,768,"Par4BirdieorBetterLeaders",2009
53,53,"Rory Sabbatini",81,17.32,150,866,"Par4BirdieorBetterLeaders",2009
55,55,"Kenny Perry",92,17.27,172,996,"Par4BirdieorBetterLeaders",2009
55,55,"Heath Slocum",95,17.27,180,1042,"Par4BirdieorBetterLeaders",2009
57,57,"Webb Simpson",94,17.26,175,1014,"Par4BirdieorBetterLeaders",2009
57,57,"YE Yang",83,17.26,155,898,"Par4BirdieorBetterLeaders",2009
59,59,"DA Points",99,17.23,184,1068,"Par4BirdieorBetterLeaders",2009
60,60,"Jerry Kelly",90,17.22,170,987,"Par4BirdieorBetterLeaders",2009
60,60,"Nicholas Thompson",96,17.22,176,1022,"Par4BirdieorBetterLeaders",2009
62,62,"Cliff Kresge",78,17.2,146,849,"Par4BirdieorBetterLeaders",2009
63,63,"Ryan Moore",89,17.19,165,960,"Par4BirdieorBetterLeaders",2009
64,64,"Brendon de Jonge",90,17.15,165,962,"Par4BirdieorBetterLeaders",2009
65,65,"Scott Piercy",85,17.11,155,906,"Par4BirdieorBetterLeaders",2009
66,66,"Chris Stroud",88,17.03,164,963,"Par4BirdieorBetterLeaders",2009
67,67,"Matt Kuchar",82,17.01,149,876,"Par4BirdieorBetterLeaders",2009
68,68,"Angel Cabrera",55,17,102,600,"Par4BirdieorBetterLeaders",2009
69,69,"Rod Pampling",72,16.97,130,766,"Par4BirdieorBetterLeaders",2009
69,69,"Tag Ridings",50,16.97,93,548,"Par4BirdieorBetterLeaders",2009
71,71,"Tim Herron",87,16.95,161,950,"Par4BirdieorBetterLeaders",2009
72,72,"Paul Goydos",79,16.9,147,870,"Par4BirdieorBetterLeaders",2009
73,73,"Greg Owen",97,16.89,179,1060,"Par4BirdieorBetterLeaders",2009
74,74,"DJ Trahan",96,16.86,175,1038,"Par4BirdieorBetterLeaders",2009
75,75,"Bob Estes",78,16.84,142,843,"Par4BirdieorBetterLeaders",2009
75,75,"Scott McCarron",91,16.84,165,980,"Par4BirdieorBetterLeaders",2009
75,75,"Corey Pavin",73,16.84,132,784,"Par4BirdieorBetterLeaders",2009
