"Approachesfrominside100yards_RANKTHISWEEK_2010","Approachesfrominside100yards_RANKLASTWEEK_2010","Approachesfrominside100yards_PLAYERNAME_2010","Approachesfrominside100yards_ROUNDS_2010","Approachesfrominside100yards_AVG_2010","Approachesfrominside100yards_TOTALDISTANCEFEET_2010","Approachesfrominside100yards_OFATTEMPTS_2010","Approachesfrominside100yards_RELATIVETOPAR_2010","stat_name","year"
48,48,"Freddie Jacobson",83,NA,1347,86,-0.17,"Approachesfrominside100yards",2010
49,49,"Lucas Glover",75,NA,1117.667,71,-0.21,"Approachesfrominside100yards",2010
50,50,"Robert Allenby",76,NA,953.917,60,-0.12,"Approachesfrominside100yards",2010
50,50,"JJ Henry",92,NA,1432.833,90,-0.23,"Approachesfrominside100yards",2010
50,50,"Marc Leishman",87,NA,1260.417,79,-0.04,"Approachesfrominside100yards",2010
50,50,"Garrett Willis",82,NA,1303.75,82,-0.11,"Approachesfrominside100yards",2010
54,54,"Mathias Gronberg",61,NA,814.25,51,-0.16,"Approachesfrominside100yards",2010
54,54,"John Senden",103,NA,1842.5,115,-0.1,"Approachesfrominside100yards",2010
54,54,"Camilo Villegas",78,NA,830.417,52,0.06,"Approachesfrominside100yards",2010
57,57,"Nathan Green",86,NA,1547.583,96,-0.05,"Approachesfrominside100yards",2010
57,57,"Kevin Johnson",62,NA,1107.917,69,-0.04,"Approachesfrominside100yards",2010
57,57,"Alex Prugh",88,NA,1942.333,121,-0.07,"Approachesfrominside100yards",2010
57,57,"David Toms",86,NA,1737.667,108,-0.17,"Approachesfrominside100yards",2010
61,61,"Brendon de Jonge",114,NA,1809.25,112,-0.13,"Approachesfrominside100yards",2010
61,61,"Matt Every",60,NA,1131.417,70,-0.11,"Approachesfrominside100yards",2010
61,61,"Ryuji Imada",90,NA,1958.333,121,-0.15,"Approachesfrominside100yards",2010
61,61,"Rory McIlroy",54,NA,696.167,43,0.05,"Approachesfrominside100yards",2010
65,65,"John Mallinger",78,NA,1315.083,81,-0.07,"Approachesfrominside100yards",2010
65,65,"DA Points",90,NA,1498.25,92,-0.09,"Approachesfrominside100yards",2010
65,65,"Adam Scott",70,NA,779.5,48,0.02,"Approachesfrominside100yards",2010
68,68,"Richard Johnson",90,NA,1320.833,81,-0.19,"Approachesfrominside100yards",2010
68,68,"Tim Petrovic",105,NA,2022.083,124,-0.15,"Approachesfrominside100yards",2010
68,68,"Carl Pettersson",99,NA,1619.583,99,-0.09,"Approachesfrominside100yards",2010
68,68,"Chris Riley",73,NA,1536.75,94,-0.29,"Approachesfrominside100yards",2010
72,72,"Charles Howell III",103,NA,2063.583,126,-0.12,"Approachesfrominside100yards",2010
72,72,"Jarrod Lyle",54,NA,1149.75,70,-0.06,"Approachesfrominside100yards",2010
74,74,"Pat Perez",90,NA,1860.75,113,-0.07,"Approachesfrominside100yards",2010
74,74,"Nick Watney",91,NA,1497.917,91,-0.03,"Approachesfrominside100yards",2010
76,76,"Joe Durant",67,NA,1411.25,85,-0.11,"Approachesfrominside100yards",2010
76,76,"Trevor Immelman",55,NA,794.167,48,-0.08,"Approachesfrominside100yards",2010
76,76,"Greg Owen",69,NA,1443.583,87,-0.08,"Approachesfrominside100yards",2010
79,79,"Ricky Barnes",103,NA,1615.167,97,-0.13,"Approachesfrominside100yards",2010
79,79,"Brian Davis",101,NA,1885.833,113,-0.13,"Approachesfrominside100yards",2010
79,79,"Tom Pernice Jr",74,NA,1069.083,64,-0.06,"Approachesfrominside100yards",2010
79,79,"Chris Stroud",90,NA,1447.917,87,-0.1,"Approachesfrominside100yards",2010
79,79,"Scott Verplank",74,NA,1403.333,84,-0.21,"Approachesfrominside100yards",2010
79,79,"Brett Wetterich",54,NA,1031.667,62,-0.1,"Approachesfrominside100yards",2010
85,85,"Kris Blanks",91,NA,1470.667,88,-0.01,"Approachesfrominside100yards",2010
85,85,"Greg Chalmers",93,NA,1588.5,95,-0.16,"Approachesfrominside100yards",2010
85,85,"Graham DeLaet",88,NA,1773.667,106,-0.14,"Approachesfrominside100yards",2010
85,85,"Ryan Palmer",84,NA,1175.083,70,-0.19,"Approachesfrominside100yards",2010
85,85,"Rod Pampling",77,NA,1273.917,76,0.04,"Approachesfrominside100yards",2010
90,90,"Stuart Appleby",101,NA,2083.25,124,-0.18,"Approachesfrominside100yards",2010
90,90,"Woody Austin",93,NA,1798.417,107,-0.1,"Approachesfrominside100yards",2010
90,90,"Kenny Perry",69,NA,1532.167,91,-0.11,"Approachesfrominside100yards",2010
90,90,"Nicholas Thompson",88,NA,1518.5,90,-0.14,"Approachesfrominside100yards",2010
90,90,"Dean Wilson",54,NA,841.25,50,-0.32,"Approachesfrominside100yards",2010
95,95,"Joe Ogilvie",99,NA,1807.833,107,-0.17,"Approachesfrominside100yards",2010
95,95,"Charles Warren",64,NA,1184.25,70,-0.19,"Approachesfrominside100yards",2010
97,97,"David Lutterus",69,NA,1018.583,60,0.08,"Approachesfrominside100yards",2010
97,97,"Rory Sabbatini",79,NA,1528.5,90,-0.01,"Approachesfrominside100yards",2010
99,99,"Rocco Mediate",71,NA,1248.167,73,-0.16,"Approachesfrominside100yards",2010
99,99,"James Nitties",92,NA,1898.833,111,-0.13,"Approachesfrominside100yards",2010
99,99,"Kevin Sutherland",86,NA,1397.833,82,-0.11,"Approachesfrominside100yards",2010
102,102,"Briny Baird",87,NA,1906.917,111,-0.14,"Approachesfrominside100yards",2010
102,102,"Jerry Kelly",99,NA,1716.583,100,-0.16,"Approachesfrominside100yards",2010
102,102,"Derek Lamely",81,NA,1306.167,76,-0.08,"Approachesfrominside100yards",2010
102,102,"Michael Letzig",84,NA,1737.667,101,-0.08,"Approachesfrominside100yards",2010
102,102,"Will Ma Kenzie",72,NA,1376.333,80,-0.15,"Approachesfrominside100yards",2010
102,102,"Troy Matteson",84,NA,1697.25,99,-0.09,"Approachesfrominside100yards",2010
102,102,"Mark Wilson",87,NA,1818.583,106,-0.24,"Approachesfrominside100yards",2010
102,102,"YE Yang",72,NA,1012.5,59,-0.08,"Approachesfrominside100yards",2010
110,110,"Alex Cejka",81,NA,1657.917,96,-0.14,"Approachesfrominside100yards",2010
110,110,"Steve Elkington",74,NA,1121.167,65,-0.14,"Approachesfrominside100yards",2010
110,110,"Davis Love III",79,NA,998.333,58,-0.05,"Approachesfrominside100yards",2010
110,110,"Brett Quigley",96,NA,1809.083,105,-0.05,"Approachesfrominside100yards",2010
110,110,"Josh Teater",101,NA,2567.25,149,-0.13,"Approachesfrominside100yards",2010
110,110,"DJ Trahan",92,NA,1638.667,95,-0.16,"Approachesfrominside100yards",2010
110,110,"Bubba Watson",77,NA,1640.667,95,-0.11,"Approachesfrominside100yards",2010
117,117,"Mathew Goggin",85,NA,1091.5,63,-0.08,"Approachesfrominside100yards",2010
117,117,"Jeff Gove",57,NA,1179.167,68,-0.06,"Approachesfrominside100yards",2010
117,117,"Aron Price",70,NA,1127.583,65,-0.15,"Approachesfrominside100yards",2010
120,120,"Cameron Beckman",68,NA,1117,64,-0.05,"Approachesfrominside100yards",2010
120,120,"Steve Marino",81,NA,1517,87,-0.17,"Approachesfrominside100yards",2010
122,122,"Chris Couch",66,NA,1120.417,64,-0.08,"Approachesfrominside100yards",2010
122,122,"Retief Goosen",75,NA,1140.167,65,-0.29,"Approachesfrominside100yards",2010
122,122,"Kevin Stadler",86,NA,1365.75,78,0.01,"Approachesfrominside100yards",2010
122,122,"Chris Wilson",65,NA,1261.75,72,-0.03,"Approachesfrominside100yards",2010
126,126,"Chad Campbell",95,NA,1955.167,111,-0.14,"Approachesfrominside100yards",2010
126,126,"Paul Casey",64,NA,789.667,45,-0.27,"Approachesfrominside100yards",2010
126,126,"David Duval",71,NA,1198.417,68,-0.04,"Approachesfrominside100yards",2010
129,129,"Blake Adams",84,NA,1784.417,101,-0.17,"Approachesfrominside100yards",2010
129,129,"Brad Faxon",58,NA,1234.167,70,-0.14,"Approachesfrominside100yards",2010
131,131,"Mark Calcavecchia",50,NA,746.583,42,-0.07,"Approachesfrominside100yards",2010
131,131,"Jeff Quinney",91,NA,1966.417,111,0.01,"Approachesfrominside100yards",2010
131,131,"Kevin Streelman",90,NA,1618.833,91,0.02,"Approachesfrominside100yards",2010
131,131,"Roger Tambellini",77,NA,1404.25,79,-0.06,"Approachesfrominside100yards",2010
131,131,"Roland Thatcher",72,NA,1493.333,84,-0.17,"Approachesfrominside100yards",2010
131,131,"Cameron Tringale",55,NA,1100.25,62,0.08,"Approachesfrominside100yards",2010
137,137,"Daniel Chopra",74,NA,1477.5,83,-0.11,"Approachesfrominside100yards",2010
137,137,"Michael Connell",89,NA,1833.667,103,-0.12,"Approachesfrominside100yards",2010
137,137,"Jason Dufner",87,NA,1655.083,93,0,"Approachesfrominside100yards",2010
140,140,"Stephen Ames",75,NA,1521.833,84,-0.12,"Approachesfrominside100yards",2010
140,140,"Michael Sim",64,NA,1193.25,66,-0.02,"Approachesfrominside100yards",2010
142,142,"Matt Bettencourt",91,NA,1562.333,86,-0.09,"Approachesfrominside100yards",2010
142,142,"KJ Choi",82,NA,1399.25,77,-0.13,"Approachesfrominside100yards",2010
142,142,"Martin Flores",75,NA,1163.917,64,0,"Approachesfrominside100yards",2010
142,142,"Andrew McLardy",52,NA,964.917,53,-0.11,"Approachesfrominside100yards",2010
142,142,"Chris Tidland",77,NA,1415.167,78,-0.01,"Approachesfrominside100yards",2010
142,142,"Vance Veazey",58,NA,1109.917,61,0.08,"Approachesfrominside100yards",2010
142,142,"Jay Williamson",76,NA,1634,90,-0.18,"Approachesfrominside100yards",2010
149,149,"Charley Hoffman",85,NA,1522,83,0,"Approachesfrominside100yards",2010
149,149,"Bill Lunde",79,NA,1523.583,83,-0.12,"Approachesfrominside100yards",2010
151,151,"George McNeill",79,NA,1288.333,70,-0.09,"Approachesfrominside100yards",2010
152,152,"Rich Barcelo",70,NA,1255.667,68,0.19,"Approachesfrominside100yards",2010
152,152,"Craig Bowden",56,NA,1588.833,86,-0.09,"Approachesfrominside100yards",2010
152,152,"Johnson Wagner",85,NA,1519.333,82,-0.06,"Approachesfrominside100yards",2010
155,155,"John Daly",63,NA,1354.417,73,-0.04,"Approachesfrominside100yards",2010
155,155,"Robert Garrigus",71,NA,1169.083,63,-0.11,"Approachesfrominside100yards",2010
155,155,"Garth Mulroy",53,NA,797.75,43,-0.23,"Approachesfrominside100yards",2010
155,155,"Brenden Pappas",66,NA,1170.083,63,0.03,"Approachesfrominside100yards",2010
159,159,"Ben Curtis",78,NA,1663.833,89,-0.06,"Approachesfrominside100yards",2010
159,159,"Brent Delahoussaye",57,NA,1103.667,59,-0.14,"Approachesfrominside100yards",2010
159,159,"Ryan Moore",80,NA,1234.583,66,0,"Approachesfrominside100yards",2010
162,162,"JB Holmes",100,NA,2097.333,112,-0.05,"Approachesfrominside100yards",2010
162,162,"Troy Merritt",86,NA,1478.5,79,-0.14,"Approachesfrominside100yards",2010
162,162,"Vijay Singh",75,NA,1497.333,80,-0.1,"Approachesfrominside100yards",2010
162,162,"Jeev Milkha Singh",59,NA,1257.833,67,-0.18,"Approachesfrominside100yards",2010
166,166,"Tom Gillis",97,NA,2072.5,110,-0.15,"Approachesfrominside100yards",2010
166,166,"Cliff Kresge",50,NA,1072.583,57,-0.12,"Approachesfrominside100yards",2010
168,168,"Tim Herron",79,NA,1703.75,90,-0.14,"Approachesfrominside100yards",2010
169,169,"Henrik Bjornstad",72,NA,935.917,49,0.12,"Approachesfrominside100yards",2010
169,169,"Luke Donald",71,NA,1314,69,0,"Approachesfrominside100yards",2010
171,171,"Shaun Micheel",70,NA,1228.083,64,-0.02,"Approachesfrominside100yards",2010
172,172,"Angel Cabrera",64,NA,1192,62,-0.11,"Approachesfrominside100yards",2010
172,172,"Cameron Percy",73,NA,1383.667,72,0.06,"Approachesfrominside100yards",2010
172,172,"Steve Wheatcroft",74,NA,1406.583,73,0.08,"Approachesfrominside100yards",2010
175,175,"Steve Lowery",67,NA,1161.917,60,-0.05,"Approachesfrominside100yards",2010
176,176,"Matt Jones",89,NA,1749.083,90,-0.13,"Approachesfrominside100yards",2010
177,177,"Spencer Levin",110,NA,2591.833,133,-0.08,"Approachesfrominside100yards",2010
177,177,"Sean OHair",84,NA,1699.5,87,-0.01,"Approachesfrominside100yards",2010
177,177,"Andres Romero",73,NA,1518.917,78,-0.08,"Approachesfrominside100yards",2010
180,180,"Dustin Johnson",83,NA,1565.167,80,-0.08,"Approachesfrominside100yards",2010
180,180,"Scott Piercy",88,NA,1897.333,97,-0.2,"Approachesfrominside100yards",2010
182,182,"Jason Day",82,NA,1417.333,72,-0.1,"Approachesfrominside100yards",2010
182,182,"Greg Kraft",52,NA,1141.083,58,-0.05,"Approachesfrominside100yards",2010
182,182,"Hunter Mahan",85,NA,1260,64,-0.02,"Approachesfrominside100yards",2010
185,185,"Jerod Turner",54,NA,1270.583,64,-0.13,"Approachesfrominside100yards",2010
186,186,"Martin Laird",91,NA,2011.333,101,0.02,"Approachesfrominside100yards",2010
187,187,"Skip Kendall",58,NA,1579.417,79,-0.1,"Approachesfrominside100yards",2010
188,188,"Brian Stuard",81,NA,1699,84,0.08,"Approachesfrominside100yards",2010
189,189,"Bo Van Pelt",104,NA,2212.25,109,-0.06,"Approachesfrominside100yards",2010
190,190,"Jeff Maggert",76,NA,1761.417,85,-0.07,"Approachesfrominside100yards",2010
191,191,"Scott McCarron",90,NA,1737.667,83,0.05,"Approachesfrominside100yards",2010
192,192,"Ted Purdy",86,NA,1766.75,84,0,"Approachesfrominside100yards",2010
