"AverageDistanceofBirdieputtsmade_RANKTHISWEEK_2014","AverageDistanceofBirdieputtsmade_RANKLASTWEEK_2014","AverageDistanceofBirdieputtsmade_PLAYERNAME_2014","AverageDistanceofBirdieputtsmade_ROUNDS_2014","AverageDistanceofBirdieputtsmade_AVG_2014","AverageDistanceofBirdieputtsmade_TOTDISTFT_2014","AverageDistanceofBirdieputtsmade_TOTBIRDIEPUTTSMADE_2014","AverageDistanceofBirdieputtsmade_LONGESTMADEFT_2014","AverageDistanceofBirdieputtsmade_SHORTESTMADEFT_2014","stat_name","year"
1,1,"Freddie Jacobson",91,NA,3012.5,266,69,NA,"AverageDistanceofBirdieputtsmade",2014
1,1,"DH Lee",54,NA,1364.333,120,47,NA,"AverageDistanceofBirdieputtsmade",2014
3,3,"Graeme McDowell",66,NA,1767.083,157,45,NA,"AverageDistanceofBirdieputtsmade",2014
4,4,"Greg Chalmers",85,NA,2646.083,237,74,NA,"AverageDistanceofBirdieputtsmade",2014
4,4,"Ben Curtis",77,NA,2149.5,192,69,NA,"AverageDistanceofBirdieputtsmade",2014
4,4,"Matt Every",85,NA,2527,227,45,NA,"AverageDistanceofBirdieputtsmade",2014
7,7,"Sergio Garcia",61,NA,1612.583,145,42,NA,"AverageDistanceofBirdieputtsmade",2014
7,7,"Brendon Todd",108,NA,3294.417,297,53,NA,"AverageDistanceofBirdieputtsmade",2014
9,9,"Troy Merritt",62,NA,2005.667,183,49,NA,"AverageDistanceofBirdieputtsmade",2014
10,10,"Stuart Appleby",92,NA,3076.417,282,66,NA,"AverageDistanceofBirdieputtsmade",2014
10,10,"Brian Gay",81,NA,1968.583,180,44,NA,"AverageDistanceofBirdieputtsmade",2014
10,10,"Daniel Summerhays",98,NA,3241.5,297,46,NA,"AverageDistanceofBirdieputtsmade",2014
10,10,"Kevin Tway",64,NA,1482.917,136,65,NA,"AverageDistanceofBirdieputtsmade",2014
14,14,"Rory Sabbatini",82,NA,2278.167,211,52,NA,"AverageDistanceofBirdieputtsmade",2014
14,14,"Michael Thompson",74,NA,2319.667,214,76,NA,"AverageDistanceofBirdieputtsmade",2014
16,16,"Chad Campbell",57,NA,1454.417,135,36,NA,"AverageDistanceofBirdieputtsmade",2014
17,17,"KJ Choi",80,NA,2278.333,214,57,NA,"AverageDistanceofBirdieputtsmade",2014
17,17,"Ben Crane",81,NA,2524,236,72,NA,"AverageDistanceofBirdieputtsmade",2014
17,17,"Luke Donald",57,NA,1595.333,149,57,NA,"AverageDistanceofBirdieputtsmade",2014
17,17,"Trevor Immelman",84,NA,2043.917,191,59,NA,"AverageDistanceofBirdieputtsmade",2014
17,17,"Danny Lee",84,NA,2457.083,230,57,NA,"AverageDistanceofBirdieputtsmade",2014
22,22,"Chad Collins",78,NA,1815.75,171,48,NA,"AverageDistanceofBirdieputtsmade",2014
22,22,"Matt Kuchar",91,NA,3021.917,285,47,NA,"AverageDistanceofBirdieputtsmade",2014
22,22,"Justin Leonard",75,NA,1824.333,172,53,NA,"AverageDistanceofBirdieputtsmade",2014
22,22,"Heath Slocum",71,NA,2089.667,198,39,NA,"AverageDistanceofBirdieputtsmade",2014
26,26,"Scott Brown",100,NA,2946.75,281,68,NA,"AverageDistanceofBirdieputtsmade",2014
26,26,"Matt Jones",83,NA,2033.333,194,54,NA,"AverageDistanceofBirdieputtsmade",2014
26,26,"John Senden",99,NA,2802.917,267,57,NA,"AverageDistanceofBirdieputtsmade",2014
26,26,"Johnson Wagner",69,NA,1571.833,150,51,NA,"AverageDistanceofBirdieputtsmade",2014
26,26,"YE Yang",79,NA,1927.75,183,39,NA,"AverageDistanceofBirdieputtsmade",2014
31,31,"Robert Streb",75,NA,2330,223,43,NA,"AverageDistanceofBirdieputtsmade",2014
31,31,"David Toms",64,NA,1854.75,178,47,NA,"AverageDistanceofBirdieputtsmade",2014
31,31,"Camilo Villegas",95,NA,3114.25,298,56,NA,"AverageDistanceofBirdieputtsmade",2014
34,34,"Roberto Castro",76,NA,1735.833,168,52,NA,"AverageDistanceofBirdieputtsmade",2014
34,34,"Ernie Els",85,NA,2084.167,202,61,NA,"AverageDistanceofBirdieputtsmade",2014
34,34,"JJ Henry",91,NA,2251.167,218,71,NA,"AverageDistanceofBirdieputtsmade",2014
34,34,"Shawn Stefani",60,NA,1857,180,61,NA,"AverageDistanceofBirdieputtsmade",2014
38,38,"Charlie Beljan",76,NA,2312.083,225,56,NA,"AverageDistanceofBirdieputtsmade",2014
38,38,"Graham DeLaet",80,NA,2329.917,227,53,NA,"AverageDistanceofBirdieputtsmade",2014
38,38,"John Huh",87,NA,2129.5,207,52,NA,"AverageDistanceofBirdieputtsmade",2014
38,38,"John Merrick",87,NA,2284.25,223,58,NA,"AverageDistanceofBirdieputtsmade",2014
