"Approachesfrom225250yardsRgh_RANKTHISWEEK_2014","Approachesfrom225250yardsRgh_RANKLASTWEEK_2014","Approachesfrom225250yardsRgh_PLAYERNAME_2014","Approachesfrom225250yardsRgh_ROUNDS_2014","Approachesfrom225250yardsRgh_AVG_2014","Approachesfrom225250yardsRgh_TOTALDISTANCEFEET_2014","Approachesfrom225250yardsRgh_OFATTEMPTS_2014","Approachesfrom225250yardsRgh_RELATIVETOPAR_2014","stat_name","year"
1,1,"KJ Choi",80,NA,249.833,7,-2,"Approachesfrom225250yardsRgh",2014
2,2,"Charlie Wi",72,NA,217.333,6,-2,"Approachesfrom225250yardsRgh",2014
3,3,"Jeff Overton",80,NA,494.5,11,-7,"Approachesfrom225250yardsRgh",2014
4,4,"Jim Furyk",84,NA,317.083,7,0,"Approachesfrom225250yardsRgh",2014
5,5,"Hudson Swafford",75,NA,320.583,7,-1,"Approachesfrom225250yardsRgh",2014
6,6,"Nicholas Thompson",85,NA,366.25,7,-5,"Approachesfrom225250yardsRgh",2014
7,7,"Davis Love III",74,NA,478,9,-4,"Approachesfrom225250yardsRgh",2014
8,8,"Vijay Singh",83,NA,546.25,10,-1,"Approachesfrom225250yardsRgh",2014
9,9,"Sangmoon Bae",76,NA,166.167,3,-1,"Approachesfrom225250yardsRgh",2014
10,10,"Bo Van Pelt",83,NA,336.083,6,-2,"Approachesfrom225250yardsRgh",2014
11,11,"Tommy Gainey",73,NA,616.5,11,-4,"Approachesfrom225250yardsRgh",2014
12,12,"Freddie Jacobson",91,NA,623.25,11,-1,"Approachesfrom225250yardsRgh",2014
13,13,"Charlie Beljan",76,NA,463.833,8,-2,"Approachesfrom225250yardsRgh",2014
14,14,"Tim Clark",75,NA,406.75,7,2,"Approachesfrom225250yardsRgh",2014
14,14,"Carl Pettersson",91,NA,464.417,8,-4,"Approachesfrom225250yardsRgh",2014
16,16,"Aaron Baddeley",74,NA,698.083,12,-4,"Approachesfrom225250yardsRgh",2014
17,17,"Paul Casey",56,NA,585.167,10,0,"Approachesfrom225250yardsRgh",2014
18,18,"John Huh",87,NA,587.083,10,0,"Approachesfrom225250yardsRgh",2014
19,19,"Lee Westwood",57,NA,533.333,9,-1,"Approachesfrom225250yardsRgh",2014
20,20,"Justin Hicks",103,NA,356.25,6,-3,"Approachesfrom225250yardsRgh",2014
21,21,"Graeme McDowell",66,NA,477.917,8,0,"Approachesfrom225250yardsRgh",2014
22,22,"Robert Allenby",83,NA,541.25,9,0,"Approachesfrom225250yardsRgh",2014
23,23,"James Hahn",82,NA,967,16,-3,"Approachesfrom225250yardsRgh",2014
