"ProximitytoHolefromSand_RANKTHISWEEK_2014","ProximitytoHolefromSand_RANKLASTWEEK_2014","ProximitytoHolefromSand_PLAYERNAME_2014","ProximitytoHolefromSand_ROUNDS_2014","ProximitytoHolefromSand_AVGDTP_2014","ProximitytoHolefromSand_TOTALDISTANCEFEET_2014","ProximitytoHolefromSand_OFSHOTS_2014","ProximitytoHolefromSand_SCRAMBLINGRANK_2014","stat_name","year"
60,60,"Robert Allenby",83,NA,971.583,109,52,"ProximitytoHolefromSand",2014
60,60,"Harris English",95,NA,816.667,92,110,"ProximitytoHolefromSand",2014
60,60,"Brian Harman",111,NA,1195.75,134,60,"ProximitytoHolefromSand",2014
60,60,"Morgan Hoffmann",103,NA,1165.25,131,106,"ProximitytoHolefromSand",2014
60,60,"Zach Johnson",97,NA,1060.75,119,36,"ProximitytoHolefromSand",2014
60,60,"Russell Knox",92,NA,1004.667,113,8,"ProximitytoHolefromSand",2014
60,60,"Ted Potter Jr",68,NA,807.917,91,11,"ProximitytoHolefromSand",2014
60,60,"Jordan Spieth",102,NA,1287.333,145,13,"ProximitytoHolefromSand",2014
60,60,"Brendan Steele",89,NA,892.417,100,67,"ProximitytoHolefromSand",2014
69,69,"Keegan Bradley",89,NA,826.333,92,14,"ProximitytoHolefromSand",2014
69,69,"Kevin Chappell",100,NA,1075.833,120,114,"ProximitytoHolefromSand",2014
69,69,"Ben Crane",81,NA,1099.167,122,75,"ProximitytoHolefromSand",2014
69,69,"Brad Fritsch",50,NA,591.583,66,54,"ProximitytoHolefromSand",2014
69,69,"Jason Kokrak",65,NA,853.167,95,59,"ProximitytoHolefromSand",2014
69,69,"Danny Lee",84,NA,910.417,101,105,"ProximitytoHolefromSand",2014
69,69,"Hunter Mahan",88,NA,1122.667,125,148,"ProximitytoHolefromSand",2014
69,69,"Ryan Palmer",85,NA,1056,117,95,"ProximitytoHolefromSand",2014
69,69,"Brian Stuard",91,NA,998.417,111,41,"ProximitytoHolefromSand",2014
78,78,"Hideki Matsuyama",82,NA,972.667,107,41,"ProximitytoHolefromSand",2014
78,78,"Boo Weekley",73,NA,772.75,85,160,"ProximitytoHolefromSand",2014
80,80,"Greg Chalmers",85,NA,1274.75,139,65,"ProximitytoHolefromSand",2014
80,80,"Spencer Levin",59,NA,739.583,81,55,"ProximitytoHolefromSand",2014
82,82,"Lucas Glover",68,NA,544.667,59,176,"ProximitytoHolefromSand",2014
82,82,"Billy Hurley III",86,NA,894.333,97,26,"ProximitytoHolefromSand",2014
82,82,"Martin Laird",66,NA,756.833,82,157,"ProximitytoHolefromSand",2014
82,82,"DH Lee",54,NA,873.167,94,86,"ProximitytoHolefromSand",2014
82,82,"Sean OHair",77,NA,1170.917,127,63,"ProximitytoHolefromSand",2014
82,82,"Josh Teater",90,NA,1001.833,108,102,"ProximitytoHolefromSand",2014
88,88,"Stuart Appleby",92,NA,1395.833,149,34,"ProximitytoHolefromSand",2014
88,88,"Ricky Barnes",92,NA,1149.5,123,19,"ProximitytoHolefromSand",2014
88,88,"Erik Compton",88,NA,1080.417,116,83,"ProximitytoHolefromSand",2014
88,88,"Ken Duke",80,NA,873.667,94,109,"ProximitytoHolefromSand",2014
88,88,"Ernie Els",85,NA,1298.75,139,26,"ProximitytoHolefromSand",2014
88,88,"Trevor Immelman",84,NA,1025.833,110,150,"ProximitytoHolefromSand",2014
88,88,"Freddie Jacobson",91,NA,1233.75,132,28,"ProximitytoHolefromSand",2014
88,88,"Jerry Kelly",80,NA,983.5,105,16,"ProximitytoHolefromSand",2014
88,88,"Adam Scott",68,NA,873.833,94,37,"ProximitytoHolefromSand",2014
88,88,"Heath Slocum",71,NA,765.917,82,24,"ProximitytoHolefromSand",2014
88,88,"Michael Thompson",74,NA,865.25,93,90,"ProximitytoHolefromSand",2014
88,88,"Tyrone Van Aswegen",79,NA,904.333,97,94,"ProximitytoHolefromSand",2014
100,100,"Matt Jones",83,NA,1044.833,111,133,"ProximitytoHolefromSand",2014
100,100,"DA Points",75,NA,885.583,94,156,"ProximitytoHolefromSand",2014
102,102,"Chad Collins",78,NA,1049.5,110,60,"ProximitytoHolefromSand",2014
102,102,"Matt Every",85,NA,1117.083,118,82,"ProximitytoHolefromSand",2014
102,102,"Cameron Tringale",111,NA,1385.417,146,70,"ProximitytoHolefromSand",2014
105,105,"Charles Howell III",106,NA,1134.667,118,30,"ProximitytoHolefromSand",2014
105,105,"Chris Kirk",105,NA,1316.833,137,9,"ProximitytoHolefromSand",2014
107,107,"Stewart Cink",91,NA,944.167,98,142,"ProximitytoHolefromSand",2014
107,107,"Brice Garnett",92,NA,1183.333,122,62,"ProximitytoHolefromSand",2014
107,107,"James Hahn",82,NA,1039.583,108,145,"ProximitytoHolefromSand",2014
107,107,"Carl Pettersson",91,NA,1368.75,141,113,"ProximitytoHolefromSand",2014
107,107,"Henrik Stenson",56,NA,616.333,64,171,"ProximitytoHolefromSand",2014
107,107,"Nicholas Thompson",85,NA,1054.333,109,164,"ProximitytoHolefromSand",2014
107,107,"Jimmy Walker",98,NA,1159.5,120,91,"ProximitytoHolefromSand",2014
114,114,"Justin Hicks",103,NA,1055.083,108,146,"ProximitytoHolefromSand",2014
114,114,"Martin Kaymer",65,NA,810.583,83,158,"ProximitytoHolefromSand",2014
114,114,"Lee Westwood",57,NA,703,72,127,"ProximitytoHolefromSand",2014
117,117,"James Driscoll",71,NA,1005.667,102,141,"ProximitytoHolefromSand",2014
117,117,"Graeme McDowell",66,NA,607.333,62,39,"ProximitytoHolefromSand",2014
117,117,"Troy Merritt",62,NA,757.083,77,130,"ProximitytoHolefromSand",2014
120,120,"Graham DeLaet",80,NA,792.667,80,85,"ProximitytoHolefromSand",2014
120,120,"John Senden",99,NA,1168.583,118,49,"ProximitytoHolefromSand",2014
122,122,"Rickie Fowler",91,NA,958,96,17,"ProximitytoHolefromSand",2014
122,122,"Kyle Stanley",87,NA,1164.583,116,167,"ProximitytoHolefromSand",2014
122,122,"Nick Watney",80,NA,619.25,62,132,"ProximitytoHolefromSand",2014
122,122,"YE Yang",79,NA,1138.083,114,122,"ProximitytoHolefromSand",2014
126,126,"David Lingmerth",80,NA,1021,101,151,"ProximitytoHolefromSand",2014
126,126,"William McGirt",96,NA,1462.667,145,79,"ProximitytoHolefromSand",2014
126,126,"Andres Romero",81,NA,1229.417,122,52,"ProximitytoHolefromSand",2014
129,129,"Russell Henley",92,NA,1124,111,170,"ProximitytoHolefromSand",2014
129,129,"Will Ma Kenzie",82,NA,1097.833,108,134,"ProximitytoHolefromSand",2014
129,129,"Ryan Moore",86,NA,835.583,82,103,"ProximitytoHolefromSand",2014
129,129,"Scott Stallings",77,NA,979.167,96,154,"ProximitytoHolefromSand",2014
133,133,"Woody Austin",63,NA,786.417,77,146,"ProximitytoHolefromSand",2014
133,133,"Brooks Koepka",56,NA,521.917,51,108,"ProximitytoHolefromSand",2014
133,133,"Geoff Ogilvy",84,NA,1231.417,120,137,"ProximitytoHolefromSand",2014
133,133,"Jeff Overton",80,NA,982.25,96,39,"ProximitytoHolefromSand",2014
133,133,"Kevin Stadler",90,NA,954.917,93,159,"ProximitytoHolefromSand",2014
138,138,"Jason Bohn",81,NA,1219.083,118,131,"ProximitytoHolefromSand",2014
138,138,"Jhonattan Vegas",77,NA,848.5,82,72,"ProximitytoHolefromSand",2014
140,140,"Brendon de Jonge",109,NA,1630.917,156,117,"ProximitytoHolefromSand",2014
140,140,"Jamie Lovemark",64,NA,853.417,82,129,"ProximitytoHolefromSand",2014
140,140,"Bubba Watson",76,NA,846.75,81,74,"ProximitytoHolefromSand",2014
143,143,"David Hearn",97,NA,1270.833,121,35,"ProximitytoHolefromSand",2014
143,143,"Robert Streb",75,NA,983.333,94,80,"ProximitytoHolefromSand",2014
143,143,"Gary Woodland",93,NA,1305.333,124,50,"ProximitytoHolefromSand",2014
146,146,"Robert Garrigus",80,NA,1076.333,102,116,"ProximitytoHolefromSand",2014
146,146,"Billy Horschel",92,NA,891.667,84,144,"ProximitytoHolefromSand",2014
146,146,"Davis Love III",74,NA,908.833,86,140,"ProximitytoHolefromSand",2014
149,149,"Chesson Hadley",84,NA,1229.333,115,153,"ProximitytoHolefromSand",2014
150,150,"Jim Renner",61,NA,924.417,86,177,"ProximitytoHolefromSand",2014
150,150,"David Toms",64,NA,753.167,70,23,"ProximitytoHolefromSand",2014
150,150,"Johnson Wagner",69,NA,797.083,74,92,"ProximitytoHolefromSand",2014
153,153,"Ben Curtis",77,NA,1039.25,96,126,"ProximitytoHolefromSand",2014
153,153,"Dustin Johnson",58,NA,782.083,72,57,"ProximitytoHolefromSand",2014
155,155,"Derek Ernst",80,NA,783.583,71,173,"ProximitytoHolefromSand",2014
155,155,"Tommy Gainey",73,NA,1112.917,101,174,"ProximitytoHolefromSand",2014
157,157,"Wes Roach",67,NA,767.25,69,103,"ProximitytoHolefromSand",2014
157,157,"Bo Van Pelt",83,NA,1122.5,101,101,"ProximitytoHolefromSand",2014
159,159,"Daniel Summerhays",98,NA,1514.833,135,96,"ProximitytoHolefromSand",2014
160,160,"Andrew Loupe",65,NA,993.75,88,139,"ProximitytoHolefromSand",2014
160,160,"Kevin Streelman",79,NA,1022.667,90,155,"ProximitytoHolefromSand",2014
162,162,"Kevin Kisner",85,NA,1004.25,88,122,"ProximitytoHolefromSand",2014
163,163,"Hudson Swafford",75,NA,844.75,72,169,"ProximitytoHolefromSand",2014
163,163,"Kevin Tway",64,NA,683.25,58,162,"ProximitytoHolefromSand",2014
165,165,"Charlie Beljan",76,NA,1098.083,93,162,"ProximitytoHolefromSand",2014
165,165,"Jim Herman",62,NA,829.75,70,149,"ProximitytoHolefromSand",2014
167,167,"Jeff Maggert",54,NA,785.083,66,93,"ProximitytoHolefromSand",2014
168,168,"Andrew Svoboda",77,NA,791.833,66,77,"ProximitytoHolefromSand",2014
169,169,"Will Wilcox",51,NA,561.75,46,81,"ProximitytoHolefromSand",2014
170,170,"Angel Cabrera",69,NA,1168.417,94,161,"ProximitytoHolefromSand",2014
171,171,"John Merrick",87,NA,1212.667,97,175,"ProximitytoHolefromSand",2014
171,171,"John Rollins",84,NA,1187.417,95,165,"ProximitytoHolefromSand",2014
173,173,"Chad Campbell",57,NA,631.667,50,51,"ProximitytoHolefromSand",2014
174,174,"Pat Perez",84,NA,1131.333,89,46,"ProximitytoHolefromSand",2014
175,175,"John Peterson",62,NA,1048.25,81,134,"ProximitytoHolefromSand",2014
176,176,"JJ Henry",91,NA,958.917,72,121,"ProximitytoHolefromSand",2014
177,177,"Louis Oosthuizen",50,NA,615.417,44,172,"ProximitytoHolefromSand",2014
