"GIRPctFairwayBunker_RANKTHISWEEK_2015","GIRPctFairwayBunker_RANKLASTWEEK_2015","GIRPctFairwayBunker_PLAYERNAME_2015","GIRPctFairwayBunker_ROUNDS_2015","GIRPctFairwayBunker_Pct_2015","GIRPctFairwayBunker_GREENSHIT_2015","GIRPctFairwayBunker_HOLES_2015","GIRPctFairwayBunker_RELATIVEPAR_2015","stat_name","year"
57,57,"Dustin Johnson",75,52.3,23,44,-5,"GIRPctFairwayBunker",2015
57,57,"Vijay Singh",78,52.3,34,65,-2,"GIRPctFairwayBunker",2015
59,59,"Jhonattan Vegas",90,52.2,35,67,-11,"GIRPctFairwayBunker",2015
60,60,"Blayne Barber",76,52.1,25,48,-4,"GIRPctFairwayBunker",2015
60,60,"Chesson Hadley",101,52.1,50,96,-17,"GIRPctFairwayBunker",2015
62,62,"Brian Davis",86,51.9,27,52,-3,"GIRPctFairwayBunker",2015
62,62,"Retief Goosen",81,51.9,28,54,-2,"GIRPctFairwayBunker",2015
64,64,"Sean OHair",86,51.7,31,60,-13,"GIRPctFairwayBunker",2015
65,65,"Byron Smith",59,51.5,17,33,-1,"GIRPctFairwayBunker",2015
66,66,"Brian Harman",90,51.4,38,74,-7,"GIRPctFairwayBunker",2015
67,67,"Mark Hubbard",79,51.1,23,45,-5,"GIRPctFairwayBunker",2015
68,68,"Martin Flores",95,50.7,35,69,-1,"GIRPctFairwayBunker",2015
68,68,"Matt Kuchar",97,50.7,36,71,-3,"GIRPctFairwayBunker",2015
70,70,"Harris English",105,50.6,40,79,-6,"GIRPctFairwayBunker",2015
71,71,"Steven Bowditch",103,50,43,86,-13,"GIRPctFairwayBunker",2015
71,71,"Angel Cabrera",53,50,26,52,-4,"GIRPctFairwayBunker",2015
71,71,"Kevin Chappell",86,50,27,54,-7,"GIRPctFairwayBunker",2015
71,71,"Chad Collins",79,50,21,42,-7,"GIRPctFairwayBunker",2015
71,71,"Rickie Fowler",76,50,27,54,-7,"GIRPctFairwayBunker",2015
71,71,"Sergio Garcia",59,50,19,38,-9,"GIRPctFairwayBunker",2015
71,71,"Marc Leishman",74,50,20,40,-6,"GIRPctFairwayBunker",2015
71,71,"SJ Park",79,50,27,54,5,"GIRPctFairwayBunker",2015
71,71,"Scott Pinckney",88,50,31,62,-1,"GIRPctFairwayBunker",2015
71,71,"Chez Reavie",56,50,18,36,-1,"GIRPctFairwayBunker",2015
71,71,"Patrick Rodgers",57,50,17,34,-2,"GIRPctFairwayBunker",2015
82,82,"Michael Putnam",87,49.2,31,63,-8,"GIRPctFairwayBunker",2015
82,82,"Michael Thompson",83,49.2,31,63,-5,"GIRPctFairwayBunker",2015
82,82,"Boo Weekley",79,49.2,31,63,-2,"GIRPctFairwayBunker",2015
85,85,"Jonas Blixt",78,48.8,21,43,-1,"GIRPctFairwayBunker",2015
85,85,"Jason Gore",76,48.8,20,41,-3,"GIRPctFairwayBunker",2015
87,87,"Brendon de Jonge",106,48.7,37,76,-5,"GIRPctFairwayBunker",2015
87,87,"Graham DeLaet",65,48.7,19,39,-5,"GIRPctFairwayBunker",2015
89,89,"Billy Horschel",99,48.6,36,74,-12,"GIRPctFairwayBunker",2015
89,89,"George McNeill",93,48.6,35,72,-6,"GIRPctFairwayBunker",2015
91,91,"Charles Howell III",105,48.4,60,124,-9,"GIRPctFairwayBunker",2015
91,91,"David Toms",62,48.4,15,31,-7,"GIRPctFairwayBunker",2015
93,93,"Colt Knost",90,48.2,27,56,-6,"GIRPctFairwayBunker",2015
93,93,"Gary Woodland",81,48.2,27,56,-3,"GIRPctFairwayBunker",2015
95,95,"Jason Kokrak",88,48.1,37,77,-5,"GIRPctFairwayBunker",2015
95,95,"Sam Saunders",83,48.1,26,54,-3,"GIRPctFairwayBunker",2015
97,97,"JB Holmes",89,47.9,23,48,-11,"GIRPctFairwayBunker",2015
97,97,"Brandt Snedeker",98,47.9,35,73,-5,"GIRPctFairwayBunker",2015
97,97,"Tyrone Van Aswegen",58,47.9,23,48,-4,"GIRPctFairwayBunker",2015
100,100,"Daniel Berger",97,47.8,33,69,-11,"GIRPctFairwayBunker",2015
100,100,"Brooks Koepka",84,47.8,32,67,-10,"GIRPctFairwayBunker",2015
100,100,"Robert Streb",110,47.8,43,90,-4,"GIRPctFairwayBunker",2015
100,100,"Nick Taylor",91,47.8,43,90,-11,"GIRPctFairwayBunker",2015
104,104,"Robert Allenby",63,47.7,21,44,-1,"GIRPctFairwayBunker",2015
105,105,"John Senden",80,47.6,20,42,-1,"GIRPctFairwayBunker",2015
106,106,"Chad Campbell",97,47.5,29,61,-3,"GIRPctFairwayBunker",2015
106,106,"Jon Curran",83,47.5,19,40,-1,"GIRPctFairwayBunker",2015
106,106,"Nicholas Thompson",90,47.5,28,59,-1,"GIRPctFairwayBunker",2015
109,109,"Erik Compton",86,47.4,37,78,-9,"GIRPctFairwayBunker",2015
109,109,"Hideki Matsuyama",95,47.4,27,57,1,"GIRPctFairwayBunker",2015
109,109,"Ryan Moore",81,47.4,18,38,-6,"GIRPctFairwayBunker",2015
109,109,"Geoff Ogilvy",50,47.4,18,38,-3,"GIRPctFairwayBunker",2015
109,109,"Patrick Reed",103,47.4,45,95,-16,"GIRPctFairwayBunker",2015
114,114,"Andres Romero",69,47.1,32,68,-6,"GIRPctFairwayBunker",2015
114,114,"Webb Simpson",81,47.1,24,51,-2,"GIRPctFairwayBunker",2015
116,116,"Ryan Palmer",80,47,31,66,-4,"GIRPctFairwayBunker",2015
117,117,"Henrik Stenson",63,46.9,15,32,-4,"GIRPctFairwayBunker",2015
118,118,"Chris Kirk",76,46.8,29,62,-10,"GIRPctFairwayBunker",2015
119,119,"Matt Jones",89,46.4,26,56,-3,"GIRPctFairwayBunker",2015
120,120,"Luke Guthrie",84,46.2,30,65,-2,"GIRPctFairwayBunker",2015
120,120,"Martin Laird",77,46.2,30,65,-8,"GIRPctFairwayBunker",2015
120,120,"Johnson Wagner",68,46.2,24,52,-6,"GIRPctFairwayBunker",2015
123,123,"Derek Fathauer",81,46,29,63,-6,"GIRPctFairwayBunker",2015
124,124,"Phil Mickelson",70,45.9,34,74,-11,"GIRPctFairwayBunker",2015
124,124,"Charl Schwartzel",67,45.9,17,37,1,"GIRPctFairwayBunker",2015
126,126,"Carlos Ortiz",100,45.6,31,68,-9,"GIRPctFairwayBunker",2015
126,126,"Jordan Spieth",91,45.6,26,57,-9,"GIRPctFairwayBunker",2015
128,128,"Jason Bohn",95,45.5,30,66,-13,"GIRPctFairwayBunker",2015
128,128,"Jamie Donaldson",50,45.5,20,44,-6,"GIRPctFairwayBunker",2015
130,130,"Scott Piercy",90,45.3,39,86,-8,"GIRPctFairwayBunker",2015
130,130,"Alex Prugh",84,45.3,29,64,-4,"GIRPctFairwayBunker",2015
132,132,"Eric Axley",57,45.2,19,42,3,"GIRPctFairwayBunker",2015
132,132,"James Hahn",94,45.2,38,84,-10,"GIRPctFairwayBunker",2015
134,134,"John Merrick",78,45,18,40,-2,"GIRPctFairwayBunker",2015
135,135,"Hunter Mahan",88,44.9,31,69,-4,"GIRPctFairwayBunker",2015
135,135,"Jonathan Randolph",72,44.9,22,49,-6,"GIRPctFairwayBunker",2015
137,137,"John Huh",102,44.8,30,67,-7,"GIRPctFairwayBunker",2015
138,138,"Pat Perez",96,44.4,28,63,-6,"GIRPctFairwayBunker",2015
138,138,"Mark Wilson",89,44.4,24,54,-7,"GIRPctFairwayBunker",2015
140,140,"Alex Cejka",94,44.2,23,52,-1,"GIRPctFairwayBunker",2015
140,140,"Ben Martin",93,44.2,23,52,-9,"GIRPctFairwayBunker",2015
142,142,"Scott Brown",97,44.1,30,68,-13,"GIRPctFairwayBunker",2015
143,143,"Zac Blair",108,43.9,25,57,-3,"GIRPctFairwayBunker",2015
143,143,"Robert Garrigus",70,43.9,18,41,-1,"GIRPctFairwayBunker",2015
143,143,"Danny Lee",120,43.9,43,98,-6,"GIRPctFairwayBunker",2015
143,143,"Camilo Villegas",83,43.9,29,66,-8,"GIRPctFairwayBunker",2015
147,147,"Greg Chalmers",58,43.8,14,32,-3,"GIRPctFairwayBunker",2015
148,148,"Derek Ernst",75,43.5,20,46,0,"GIRPctFairwayBunker",2015
149,149,"Lucas Glover",79,43.3,26,60,-4,"GIRPctFairwayBunker",2015
150,150,"Matt Every",73,42.9,24,56,-5,"GIRPctFairwayBunker",2015
150,150,"Gonzalo Fdez Castano",81,42.9,21,49,1,"GIRPctFairwayBunker",2015
150,150,"Davis Love III",51,42.9,12,28,2,"GIRPctFairwayBunker",2015
153,153,"Roberto Castro",54,42.4,14,33,-6,"GIRPctFairwayBunker",2015
153,153,"Ben Crane",62,42.4,14,33,-2,"GIRPctFairwayBunker",2015
153,153,"Fabian Gomez",83,42.4,25,59,-7,"GIRPctFairwayBunker",2015
156,156,"Steve Wheatcroft",87,42.3,30,71,-8,"GIRPctFairwayBunker",2015
157,157,"Kevin Na",98,42.2,27,64,0,"GIRPctFairwayBunker",2015
157,157,"Andrew Svoboda",80,42.2,27,64,-1,"GIRPctFairwayBunker",2015
159,159,"Troy Merritt",91,42,29,69,-5,"GIRPctFairwayBunker",2015
160,160,"Jason Dufner",76,41.7,20,48,-5,"GIRPctFairwayBunker",2015
161,161,"Russell Henley",87,41.5,22,53,-2,"GIRPctFairwayBunker",2015
162,162,"Ken Duke",93,41.3,19,46,-9,"GIRPctFairwayBunker",2015
163,163,"Oscar Fraustro",58,41.2,14,34,-3,"GIRPctFairwayBunker",2015
164,164,"KJ Choi",66,41.1,23,56,-6,"GIRPctFairwayBunker",2015
165,165,"Aaron Baddeley",76,40.8,31,76,-5,"GIRPctFairwayBunker",2015
166,166,"Sangmoon Bae",98,40.3,29,72,-4,"GIRPctFairwayBunker",2015
167,167,"Brendon Todd",96,39.6,21,53,-6,"GIRPctFairwayBunker",2015
167,167,"Lee Westwood",56,39.6,19,48,-5,"GIRPctFairwayBunker",2015
169,169,"Bo Van Pelt",81,39.5,17,43,-2,"GIRPctFairwayBunker",2015
170,170,"Brian Stuard",97,39.3,24,61,-5,"GIRPctFairwayBunker",2015
171,171,"Keegan Bradley",87,39.2,20,51,-7,"GIRPctFairwayBunker",2015
172,172,"Andrew Putnam",68,38.6,17,44,-3,"GIRPctFairwayBunker",2015
173,173,"Jerry Kelly",79,38.5,15,39,-1,"GIRPctFairwayBunker",2015
174,174,"Ian Poulter",68,37.5,21,56,-6,"GIRPctFairwayBunker",2015
175,175,"Roger Sloan",56,37.1,13,35,-4,"GIRPctFairwayBunker",2015
176,176,"Jim Furyk",71,35.9,14,39,0,"GIRPctFairwayBunker",2015
177,177,"Bubba Watson",71,35.7,15,42,-5,"GIRPctFairwayBunker",2015
178,178,"Andres Gonzales",90,35.5,22,62,-7,"GIRPctFairwayBunker",2015
179,179,"Zach Johnson",90,34.6,18,52,1,"GIRPctFairwayBunker",2015
180,180,"Jeff Overton",94,34.2,25,73,-3,"GIRPctFairwayBunker",2015
181,181,"Morgan Hoffmann",85,32.9,25,76,-4,"GIRPctFairwayBunker",2015
182,182,"Scott Stallings",60,32.7,16,49,-1,"GIRPctFairwayBunker",2015
183,183,"Heath Slocum",57,31,9,29,0,"GIRPctFairwayBunker",2015
184,184,"Kevin Streelman",95,27.9,12,43,-2,"GIRPctFairwayBunker",2015
