"AveragePuttingDistanceAll3putts_RANKTHISWEEK_2014","AveragePuttingDistanceAll3putts_RANKLASTWEEK_2014","AveragePuttingDistanceAll3putts_PLAYERNAME_2014","AveragePuttingDistanceAll3putts_ROUNDS_2014","AveragePuttingDistanceAll3putts_AVG_2014","AveragePuttingDistanceAll3putts_DISTANCEFEET_2014","AveragePuttingDistanceAll3putts_TOTALPUTTS_2014","stat_name","year"
1,1,"JJ Henry",91,NA,2231.25,44,"AveragePuttingDistanceAll3putts",2014
2,2,"Kevin Kisner",85,NA,1059.167,22,"AveragePuttingDistanceAll3putts",2014
3,3,"Keegan Bradley",89,NA,1200.583,25,"AveragePuttingDistanceAll3putts",2014
4,4,"Michael Putnam",106,NA,2728.5,57,"AveragePuttingDistanceAll3putts",2014
5,5,"Briny Baird",50,NA,1481.083,31,"AveragePuttingDistanceAll3putts",2014
6,6,"Luke Donald",57,NA,899.833,19,"AveragePuttingDistanceAll3putts",2014
7,7,"Ben Martin",80,NA,1284.833,28,"AveragePuttingDistanceAll3putts",2014
8,8,"Ben Curtis",77,NA,1324.917,29,"AveragePuttingDistanceAll3putts",2014
9,9,"Chad Collins",78,NA,956.833,21,"AveragePuttingDistanceAll3putts",2014
10,10,"Andrew Loupe",65,NA,1547.167,34,"AveragePuttingDistanceAll3putts",2014
11,11,"Bud Cauley",56,NA,1044.417,23,"AveragePuttingDistanceAll3putts",2014
11,11,"Will Wilcox",51,NA,636.25,14,"AveragePuttingDistanceAll3putts",2014
13,13,"Jim Furyk",84,NA,1447.667,32,"AveragePuttingDistanceAll3putts",2014
13,13,"Hunter Mahan",88,NA,1494.083,33,"AveragePuttingDistanceAll3putts",2014
15,15,"Justin Leonard",75,NA,899.75,20,"AveragePuttingDistanceAll3putts",2014
15,15,"Jimmy Walker",98,NA,1125.917,25,"AveragePuttingDistanceAll3putts",2014
17,17,"Bill Haas",107,NA,1659.333,37,"AveragePuttingDistanceAll3putts",2014
18,18,"Jonathan Byrd",76,NA,1298.75,29,"AveragePuttingDistanceAll3putts",2014
18,18,"Zach Johnson",97,NA,1297.75,29,"AveragePuttingDistanceAll3putts",2014
20,20,"Brian Harman",111,NA,1562.25,35,"AveragePuttingDistanceAll3putts",2014
21,21,"Aaron Baddeley",74,NA,1024.083,23,"AveragePuttingDistanceAll3putts",2014
22,22,"Luke Guthrie",85,NA,1902,43,"AveragePuttingDistanceAll3putts",2014
23,23,"Morgan Hoffmann",103,NA,1898.417,43,"AveragePuttingDistanceAll3putts",2014
24,24,"Kevin Tway",64,NA,1366.083,31,"AveragePuttingDistanceAll3putts",2014
25,25,"Russell Henley",92,NA,1319.75,30,"AveragePuttingDistanceAll3putts",2014
26,26,"Jeff Overton",80,NA,1752.75,40,"AveragePuttingDistanceAll3putts",2014
27,27,"Daniel Summerhays",98,NA,1620.083,37,"AveragePuttingDistanceAll3putts",2014
28,28,"James Hahn",82,NA,1616.5,37,"AveragePuttingDistanceAll3putts",2014
