"Approachesfrom5075yards_RANKTHISWEEK_2016","Approachesfrom5075yards_RANKLASTWEEK_2016","Approachesfrom5075yards_PLAYERNAME_2016","Approachesfrom5075yards_ROUNDS_2016","Approachesfrom5075yards_AVG_2016","Approachesfrom5075yards_TOTALDISTANCEFEET_2016","Approachesfrom5075yards_OFATTEMPTS_2016","Approachesfrom5075yards_RELATIVETOPAR_2016","stat_name","year"
1,1,"Chad Collins",45,NA,72.083,10,2,"Approachesfrom5075yards",2016
2,4,"Graham DeLaet",50,NA,23.667,3,-3,"Approachesfrom5075yards",2016
3,9,"Adam Scott",39,NA,57.417,7,-2,"Approachesfrom5075yards",2016
4,2,"Hunter Mahan",43,NA,104.667,12,-4,"Approachesfrom5075yards",2016
5,8,"Stewart Cink",45,NA,62.75,7,-4,"Approachesfrom5075yards",2016
6,10,"Byeong Hun An",23,NA,63.583,7,-4,"Approachesfrom5075yards",2016
7,10,"Louis Oosthuizen",25,NA,65.417,7,-2,"Approachesfrom5075yards",2016
8,63,"Colt Knost",56,NA,75.667,8,-5,"Approachesfrom5075yards",2016
8,12,"Will Ma Kenzie",54,NA,66.667,7,-3,"Approachesfrom5075yards",2016
10,3,"Ryan Moore",40,NA,78.333,8,0,"Approachesfrom5075yards",2016
10,13,"DJ Trahan",23,NA,49.25,5,-3,"Approachesfrom5075yards",2016
12,14,"Seung Yul Noh",54,NA,99.333,10,-5,"Approachesfrom5075yards",2016
13,19,"Emiliano Grillo",47,NA,160,16,-5,"Approachesfrom5075yards",2016
13,15,"Billy Hurley III",22,NA,80.083,8,-4,"Approachesfrom5075yards",2016
15,17,"Dustin Johnson",37,NA,172.167,17,-2,"Approachesfrom5075yards",2016
15,17,"Jimmy Walker",43,NA,121.583,12,0,"Approachesfrom5075yards",2016
17,21,"Blayne Barber",44,NA,116.417,11,-2,"Approachesfrom5075yards",2016
17,21,"Chris Stroud",52,NA,127.167,12,-5,"Approachesfrom5075yards",2016
19,23,"Sergio Garcia",28,NA,64.583,6,0,"Approachesfrom5075yards",2016
20,24,"Miguel Angel Carballo",24,NA,32.583,3,-1,"Approachesfrom5075yards",2016
21,25,"Sam Saunders",40,NA,65.583,6,-1,"Approachesfrom5075yards",2016
22,26,"Roberto Castro",55,NA,154.417,14,-3,"Approachesfrom5075yards",2016
23,27,"Zac Blair",56,NA,88.333,8,-2,"Approachesfrom5075yards",2016
24,5,"Ben Martin",48,NA,122.417,11,1,"Approachesfrom5075yards",2016
25,40,"Anirban Lahiri",44,NA,44.917,4,-1,"Approachesfrom5075yards",2016
26,43,"William McGirt",54,NA,113.333,10,-4,"Approachesfrom5075yards",2016
27,28,"Jon Curran",55,NA,194.667,17,-7,"Approachesfrom5075yards",2016
28,35,"Adam Hadwin",53,NA,91.833,8,-3,"Approachesfrom5075yards",2016
29,29,"Jason Dufner",53,NA,70,6,-2,"Approachesfrom5075yards",2016
29,29,"Billy Horschel",45,NA,116.75,10,-1,"Approachesfrom5075yards",2016
29,29,"Wes Roach",33,NA,23.333,2,-1,"Approachesfrom5075yards",2016
32,33,"Smylie Kaufman",57,NA,201,17,-7,"Approachesfrom5075yards",2016
33,35,"Spencer Levin",62,NA,190.75,16,-2,"Approachesfrom5075yards",2016
34,66,"Bronson Burgoon",53,NA,119.917,10,-3,"Approachesfrom5075yards",2016
34,39,"Si Woo Kim",63,NA,288.833,24,-9,"Approachesfrom5075yards",2016
34,7,"Kevin Streelman",46,NA,132.167,11,-3,"Approachesfrom5075yards",2016
34,37,"Steve Stricker",25,NA,95.667,8,-2,"Approachesfrom5075yards",2016
34,37,"Mark Wilson",42,NA,72,6,0,"Approachesfrom5075yards",2016
39,66,"Davis Love III",40,NA,84.833,7,-3,"Approachesfrom5075yards",2016
39,32,"Patrick Reed",53,NA,230.167,19,-10,"Approachesfrom5075yards",2016
41,33,"Rickie Fowler",42,NA,242.833,20,-6,"Approachesfrom5075yards",2016
41,19,"JB Holmes",39,NA,170.167,14,-6,"Approachesfrom5075yards",2016
41,40,"Brandt Snedeker",47,NA,134.083,11,-3,"Approachesfrom5075yards",2016
44,74,"Tim Wilkinson",40,NA,148.333,12,-3,"Approachesfrom5075yards",2016
45,43,"Jordan Spieth",34,NA,49.75,4,0,"Approachesfrom5075yards",2016
46,45,"KJ Choi",47,NA,114.25,9,-4,"Approachesfrom5075yards",2016
46,52,"John Senden",48,NA,239.917,19,-7,"Approachesfrom5075yards",2016
48,47,"Chris Kirk",51,NA,127.417,10,-4,"Approachesfrom5075yards",2016
48,45,"Cameron Tringale",47,NA,165.5,13,-8,"Approachesfrom5075yards",2016
50,49,"Brendon de Jonge",55,NA,64,5,-3,"Approachesfrom5075yards",2016
