"PuttingRating_RANKTHISWEEK_2013","PuttingRating_RANKLASTWEEK_2013","PuttingRating_PLAYERNAME_2013","PuttingRating_EVENTS_2013","PuttingRating_RATING_2013","stat_name","year"
1,1,"Kevin Kisner",1,9.3,"PuttingRating",2013
2,2,"Kelly Kraft",2,8.9,"PuttingRating",2013
3,3,"Shane Bertsch",1,8.8,"PuttingRating",2013
3,3,"Kevin Na",2,8.8,"PuttingRating",2013
3,3,"Justin Thomas",1,8.8,"PuttingRating",2013
6,6,"Woody Austin",1,8.6,"PuttingRating",2013
6,6,"Aaron Baddeley",10,8.6,"PuttingRating",2013
6,6,"Danny Lee",1,8.6,"PuttingRating",2013
6,6,"Jesper Parnevik",2,8.6,"PuttingRating",2013
10,10,"Chris DiMarco",4,8.5,"PuttingRating",2013
10,10,"Peter Hanson",6,8.5,"PuttingRating",2013
10,10,"Miguel Angel Jimenez",1,8.5,"PuttingRating",2013
10,10,"Skip Kendall",1,8.5,"PuttingRating",2013
10,10,"Phil Mickelson",14,8.5,"PuttingRating",2013
15,15,"Stephen Ames",6,8.4,"PuttingRating",2013
15,15,"Ryan Blaum",1,8.4,"PuttingRating",2013
15,15,"Rickie Fowler",13,8.4,"PuttingRating",2013
15,15,"JB Holmes",1,8.4,"PuttingRating",2013
15,15,"Michael Kim",1,8.4,"PuttingRating",2013
15,15,"Billy Mayfair",2,8.4,"PuttingRating",2013
15,15,"Chris Riley",1,8.4,"PuttingRating",2013
15,15,"Steve Stricker",9,8.4,"PuttingRating",2013
23,23,"Todd Baek",1,8.3,"PuttingRating",2013
23,23,"Bart Bryant",1,8.3,"PuttingRating",2013
23,23,"Gonzalo Fdez Castano",4,8.3,"PuttingRating",2013
23,23,"Retief Goosen",5,8.3,"PuttingRating",2013
23,23,"Chris Kirk",19,8.3,"PuttingRating",2013
23,23,"Wes Short Jr",3,8.3,"PuttingRating",2013
23,23,"Brandt Snedeker",13,8.3,"PuttingRating",2013
23,23,"Joey Snyder III",2,8.3,"PuttingRating",2013
23,23,"Jordan Spieth",16,8.3,"PuttingRating",2013
23,23,"Toru Taniguchi",1,8.3,"PuttingRating",2013
33,33,"Matt Bettencourt",3,8.2,"PuttingRating",2013
33,33,"Jonas Blixt",12,8.2,"PuttingRating",2013
33,33,"Steven Bowditch",11,8.2,"PuttingRating",2013
33,33,"Patrick Cantlay",1,8.2,"PuttingRating",2013
33,33,"Ben Crane",8,8.2,"PuttingRating",2013
33,33,"Brian Davis",17,8.2,"PuttingRating",2013
33,33,"Brian Gay",15,8.2,"PuttingRating",2013
33,33,"David Hearn",14,8.2,"PuttingRating",2013
33,33,"Freddie Jacobson",10,8.2,"PuttingRating",2013
33,33,"David Lingmerth",10,8.2,"PuttingRating",2013
33,33,"Bryce Molder",16,8.2,"PuttingRating",2013
33,33,"Ted Potter Jr",10,8.2,"PuttingRating",2013
33,33,"Andres Romero",8,8.2,"PuttingRating",2013
33,33,"Webb Simpson",17,8.2,"PuttingRating",2013
33,33,"Scott Stallings",11,8.2,"PuttingRating",2013
33,33,"Mike Weir",6,8.2,"PuttingRating",2013
33,33,"Steve Wheatcroft",1,8.2,"PuttingRating",2013
33,33,"Chris Williams",1,8.2,"PuttingRating",2013
33,33,"Thaworn Wiratchant",1,8.2,"PuttingRating",2013
52,52,"Jason Bohn",12,8.1,"PuttingRating",2013
52,52,"Greg Chalmers",13,8.1,"PuttingRating",2013
52,52,"Tim Clark",8,8.1,"PuttingRating",2013
52,52,"Glen Day",2,8.1,"PuttingRating",2013
52,52,"Luke Donald",11,8.1,"PuttingRating",2013
52,52,"James Driscoll",12,8.1,"PuttingRating",2013
52,52,"Zack Fischer",1,8.1,"PuttingRating",2013
52,52,"Bobby Gates",3,8.1,"PuttingRating",2013
52,52,"Brian Harman",13,8.1,"PuttingRating",2013
52,52,"Ryuji Imada",1,8.1,"PuttingRating",2013
52,52,"Jeff Klauk",3,8.1,"PuttingRating",2013
52,52,"Justin Leonard",17,8.1,"PuttingRating",2013
52,52,"Michael Letzig",4,8.1,"PuttingRating",2013
52,52,"Hideki Matsuyama",3,8.1,"PuttingRating",2013
52,52,"Patrick Reed",13,8.1,"PuttingRating",2013
52,52,"Patrick Rodgers",1,8.1,"PuttingRating",2013
52,52,"Sam Saunders",1,8.1,"PuttingRating",2013
52,52,"Roger Sloan",1,8.1,"PuttingRating",2013
52,52,"Aaron Watkins",2,8.1,"PuttingRating",2013
52,52,"Charlie Wi",13,8.1,"PuttingRating",2013
52,52,"Tiger Woods",11,8.1,"PuttingRating",2013
73,73,"Bud Cauley",8,8,"PuttingRating",2013
73,73,"Marco Dawson",1,8,"PuttingRating",2013
73,73,"Ken Duke",13,8,"PuttingRating",2013
73,73,"Bob Estes",15,8,"PuttingRating",2013
73,73,"Tommy Gainey",12,8,"PuttingRating",2013
73,73,"Sergio Garcia",11,8,"PuttingRating",2013
73,73,"Nathan Green",4,8,"PuttingRating",2013
73,73,"Paul Haley II",3,8,"PuttingRating",2013
73,73,"Charles Howell III",18,8,"PuttingRating",2013
73,73,"Matt Jones",15,8,"PuttingRating",2013
73,73,"Colt Knost",8,8,"PuttingRating",2013
73,73,"Matt Kuchar",18,8,"PuttingRating",2013
73,73,"Matteo Manassero",4,8,"PuttingRating",2013
73,73,"William McGirt",13,8,"PuttingRating",2013
73,73,"Rory McIlroy",10,8,"PuttingRating",2013
73,73,"Ryan Palmer",16,8,"PuttingRating",2013
73,73,"Ian Poulter",9,8,"PuttingRating",2013
73,73,"Alistair Presnell",6,8,"PuttingRating",2013
73,73,"Jonathan Randolph",1,8,"PuttingRating",2013
73,73,"Shawn Stefani",9,8,"PuttingRating",2013
73,73,"Chris Stroud",16,8,"PuttingRating",2013
73,73,"Daniel Summerhays",15,8,"PuttingRating",2013
73,73,"Brendon Todd",6,8,"PuttingRating",2013
73,73,"Casey Wittenberg",8,8,"PuttingRating",2013
97,97,"Billy Andrade",1,7.9,"PuttingRating",2013
97,97,"Keegan Bradley",17,7.9,"PuttingRating",2013
97,97,"Jason Day",16,7.9,"PuttingRating",2013
97,97,"James Hahn",12,7.9,"PuttingRating",2013
97,97,"Morgan Hoffmann",10,7.9,"PuttingRating",2013
97,97,"Jason Kokrak",13,7.9,"PuttingRating",2013
97,97,"Doug LaBelle II",12,7.9,"PuttingRating",2013
97,97,"Bill Lunde",3,7.9,"PuttingRating",2013
97,97,"John Mallinger",6,7.9,"PuttingRating",2013
97,97,"Jeff Overton",16,7.9,"PuttingRating",2013
97,97,"Tim Petrovic",5,7.9,"PuttingRating",2013
97,97,"Brett Rumford",1,7.9,"PuttingRating",2013
97,97,"Richard Sterne",2,7.9,"PuttingRating",2013
97,97,"Vaughn Taylor",7,7.9,"PuttingRating",2013
97,97,"Josh Teater",13,7.9,"PuttingRating",2013
97,97,"Camilo Villegas",14,7.9,"PuttingRating",2013
97,97,"Jimmy Walker",18,7.9,"PuttingRating",2013
97,97,"YE Yang",7,7.9,"PuttingRating",2013
115,115,"Stuart Appleby",18,7.8,"PuttingRating",2013
115,115,"Sangmoon Bae",15,7.8,"PuttingRating",2013
115,115,"Scott Brown",10,7.8,"PuttingRating",2013
115,115,"George Coetzee",6,7.8,"PuttingRating",2013
115,115,"Ben Curtis",8,7.8,"PuttingRating",2013
115,115,"Ernie Els",10,7.8,"PuttingRating",2013
115,115,"Harris English",19,7.8,"PuttingRating",2013
115,115,"Matt Every",15,7.8,"PuttingRating",2013
115,115,"Tim Herron",7,7.8,"PuttingRating",2013
115,115,"Billy Horschel",21,7.8,"PuttingRating",2013
115,115,"Zach Johnson",16,7.8,"PuttingRating",2013
115,115,"Paul Lawrie",2,7.8,"PuttingRating",2013
115,115,"DH Lee",10,7.8,"PuttingRating",2013
115,115,"Richard Lee",16,7.8,"PuttingRating",2013
115,115,"Luke List",7,7.8,"PuttingRating",2013
115,115,"Peter Lonard",1,7.8,"PuttingRating",2013
115,115,"Ken Looper",2,7.8,"PuttingRating",2013
115,115,"David Lynn",11,7.8,"PuttingRating",2013
115,115,"Graeme McDowell",7,7.8,"PuttingRating",2013
115,115,"Francesco Molinari",3,7.8,"PuttingRating",2013
