"FirstTeeLateLowestRound_RANKTHISWEEK_2015","FirstTeeLateLowestRound_RANKLASTWEEK_2015","FirstTeeLateLowestRound_PLAYERNAME_2015","FirstTeeLateLowestRound_ROUNDS_2015","FirstTeeLateLowestRound_LOWRND_2015","stat_name","year"
1,1,"Rory McIlroy",49,61,"FirstTeeLateLowestRound",2015
1,1,"Troy Merritt",91,61,"FirstTeeLateLowestRound",2015
1,1,"Jordan Spieth",91,61,"FirstTeeLateLowestRound",2015
4,4,"Jason Day",75,62,"FirstTeeLateLowestRound",2015
4,4,"Jason Gore",76,62,"FirstTeeLateLowestRound",2015
4,4,"Tom Hoge",83,62,"FirstTeeLateLowestRound",2015
4,4,"Dustin Johnson",75,62,"FirstTeeLateLowestRound",2015
4,4,"Danny Lee",120,62,"FirstTeeLateLowestRound",2015
4,4,"Marc Leishman",74,62,"FirstTeeLateLowestRound",2015
4,4,"Ben Martin",93,62,"FirstTeeLateLowestRound",2015
4,4,"Jimmy Walker",89,62,"FirstTeeLateLowestRound",2015
4,4,"Bubba Watson",71,62,"FirstTeeLateLowestRound",2015
13,13,"Joe Affrunti",12,63,"FirstTeeLateLowestRound",2015
13,13,"Sangmoon Bae",98,63,"FirstTeeLateLowestRound",2015
13,13,"Jim Furyk",71,63,"FirstTeeLateLowestRound",2015
13,13,"Matt Kuchar",97,63,"FirstTeeLateLowestRound",2015
13,13,"Justin Rose",69,63,"FirstTeeLateLowestRound",2015
13,13,"Rory Sabbatini",81,63,"FirstTeeLateLowestRound",2015
13,13,"Shawn Stefani",94,63,"FirstTeeLateLowestRound",2015
13,13,"Henrik Stenson",63,63,"FirstTeeLateLowestRound",2015
13,13,"Robert Streb",110,63,"FirstTeeLateLowestRound",2015
13,13,"Chris Stroud",84,63,"FirstTeeLateLowestRound",2015
13,13,"Brendon Todd",96,63,"FirstTeeLateLowestRound",2015
13,13,"Johnson Wagner",68,63,"FirstTeeLateLowestRound",2015
25,25,"Daniel Berger",97,64,"FirstTeeLateLowestRound",2015
25,25,"Jason Bohn",95,64,"FirstTeeLateLowestRound",2015
25,25,"Steven Bowditch",103,64,"FirstTeeLateLowestRound",2015
25,25,"Chad Campbell",97,64,"FirstTeeLateLowestRound",2015
25,25,"Paul Casey",87,64,"FirstTeeLateLowestRound",2015
25,25,"Alex Cejka",94,64,"FirstTeeLateLowestRound",2015
25,25,"Jon Curran",83,64,"FirstTeeLateLowestRound",2015
25,25,"Graham DeLaet",65,64,"FirstTeeLateLowestRound",2015
25,25,"Ernie Els",57,64,"FirstTeeLateLowestRound",2015
25,25,"Harris English",105,64,"FirstTeeLateLowestRound",2015
25,25,"Tom Gillis",48,64,"FirstTeeLateLowestRound",2015
25,25,"Branden Grace",48,64,"FirstTeeLateLowestRound",2015
25,25,"Luke Guthrie",84,64,"FirstTeeLateLowestRound",2015
25,25,"Brian Harman",90,64,"FirstTeeLateLowestRound",2015
25,25,"Justin Hicks",31,64,"FirstTeeLateLowestRound",2015
25,25,"JB Holmes",89,64,"FirstTeeLateLowestRound",2015
25,25,"Zach Johnson",90,64,"FirstTeeLateLowestRound",2015
25,25,"Jerry Kelly",79,64,"FirstTeeLateLowestRound",2015
25,25,"Kevin Kisner",104,64,"FirstTeeLateLowestRound",2015
25,25,"Russell Knox",96,64,"FirstTeeLateLowestRound",2015
25,25,"Davis Love III",51,64,"FirstTeeLateLowestRound",2015
25,25,"Hideki Matsuyama",95,64,"FirstTeeLateLowestRound",2015
25,25,"George McNeill",93,64,"FirstTeeLateLowestRound",2015
25,25,"Scott Pinckney",88,64,"FirstTeeLateLowestRound",2015
25,25,"Ian Poulter",68,64,"FirstTeeLateLowestRound",2015
25,25,"Adam Scott",51,64,"FirstTeeLateLowestRound",2015
25,25,"Webb Simpson",81,64,"FirstTeeLateLowestRound",2015
25,25,"Brandt Snedeker",98,64,"FirstTeeLateLowestRound",2015
25,25,"Bo Van Pelt",81,64,"FirstTeeLateLowestRound",2015
25,25,"Nick Watney",91,64,"FirstTeeLateLowestRound",2015
55,55,"Steven Alker",62,65,"FirstTeeLateLowestRound",2015
55,55,"Blayne Barber",76,65,"FirstTeeLateLowestRound",2015
55,55,"Ricky Barnes",82,65,"FirstTeeLateLowestRound",2015
55,55,"Greg Chalmers",58,65,"FirstTeeLateLowestRound",2015
55,55,"Kevin Chappell",86,65,"FirstTeeLateLowestRound",2015
55,55,"Tim Clark",42,65,"FirstTeeLateLowestRound",2015
55,55,"George Coetzee",23,65,"FirstTeeLateLowestRound",2015
55,55,"Erik Compton",86,65,"FirstTeeLateLowestRound",2015
55,55,"Austin Cook",26,65,"FirstTeeLateLowestRound",2015
55,55,"Brian Davis",86,65,"FirstTeeLateLowestRound",2015
55,55,"Brendon de Jonge",106,65,"FirstTeeLateLowestRound",2015
55,55,"Jason Dufner",76,65,"FirstTeeLateLowestRound",2015
55,55,"Rickie Fowler",76,65,"FirstTeeLateLowestRound",2015
55,55,"Oscar Fraustro",58,65,"FirstTeeLateLowestRound",2015
55,55,"Brice Garnett",81,65,"FirstTeeLateLowestRound",2015
55,55,"Padraig Harrington",60,65,"FirstTeeLateLowestRound",2015
55,55,"Russell Henley",87,65,"FirstTeeLateLowestRound",2015
55,55,"Charley Hoffman",97,65,"FirstTeeLateLowestRound",2015
55,55,"Billy Horschel",99,65,"FirstTeeLateLowestRound",2015
55,55,"Mark Hubbard",79,65,"FirstTeeLateLowestRound",2015
55,55,"Ryo Ishikawa",90,65,"FirstTeeLateLowestRound",2015
55,55,"Martin Kaymer",43,65,"FirstTeeLateLowestRound",2015
