"Total1Putts25_RANKTHISWEEK_2009","Total1Putts25_RANKLASTWEEK_2009","Total1Putts25_PLAYERNAME_2009","Total1Putts25_ROUNDS_2009","Total1Putts25_TOTAL_2009","Total1Putts25_TOTALFORALLDISTANCES_2009","Total1Putts25_PCTOFALL1PUTTS_2009","stat_name","year"
1,1,"Ted Purdy",101,36,622,5.8,"Total1Putts25",2009
2,2,"Jeff Klauk",97,29,610,4.8,"Total1Putts25",2009
2,2,"Webb Simpson",94,29,691,4.2,"Total1Putts25",2009
4,4,"Ben Crane",93,28,596,4.7,"Total1Putts25",2009
4,4,"Kenny Perry",92,28,542,5.2,"Total1Putts25",2009
6,6,"Nick OHern",90,26,601,4.3,"Total1Putts25",2009
6,6,"DA Points",99,26,608,4.3,"Total1Putts25",2009
8,8,"Spencer Levin",75,25,463,5.4,"Total1Putts25",2009
8,8,"Steve Marino",98,25,585,4.3,"Total1Putts25",2009
8,8,"Tim Petrovic",97,25,649,3.9,"Total1Putts25",2009
11,11,"Harrison Frazar",93,24,625,3.8,"Total1Putts25",2009
11,11,"Jeff Overton",92,24,588,4.1,"Total1Putts25",2009
11,11,"John Rollins",92,24,565,4.2,"Total1Putts25",2009
11,11,"Marc Turnesa",77,24,460,5.2,"Total1Putts25",2009
11,11,"Johnson Wagner",81,24,499,4.8,"Total1Putts25",2009
16,16,"Cameron Beckman",87,23,512,4.5,"Total1Putts25",2009
16,16,"Matt Bettencourt",98,23,634,3.6,"Total1Putts25",2009
16,16,"Marc Leishman",91,23,583,3.9,"Total1Putts25",2009
16,16,"Kevin Sutherland",96,23,522,4.4,"Total1Putts25",2009
16,16,"Charlie Wi",92,23,598,3.8,"Total1Putts25",2009
16,16,"Mark Wilson",99,23,635,3.6,"Total1Putts25",2009
22,22,"Brian Davis",103,22,691,3.2,"Total1Putts25",2009
22,22,"JJ Henry",97,22,528,4.2,"Total1Putts25",2009
22,22,"Ryan Moore",89,22,546,4,"Total1Putts25",2009
22,22,"James Nitties",86,22,550,4,"Total1Putts25",2009
22,22,"DJ Trahan",96,22,517,4.3,"Total1Putts25",2009
27,27,"Greg Chalmers",85,21,534,3.9,"Total1Putts25",2009
27,27,"Bill Haas",91,21,585,3.6,"Total1Putts25",2009
27,27,"Ryuji Imada",85,21,530,4,"Total1Putts25",2009
27,27,"Hunter Mahan",94,21,543,3.9,"Total1Putts25",2009
