"ConsecutiveGIR_RANKTHISWEEK_2013","ConsecutiveGIR_RANKLASTWEEK_2013","ConsecutiveGIR_PLAYERNAME_2013","ConsecutiveGIR_EVENTS_2013","ConsecutiveGIR_STREAK_2013","ConsecutiveGIR_CURRENTSTREAK_2013","ConsecutiveGIR_ROUND_2013","ConsecutiveGIR_HOLE_2013","ConsecutiveGIR_YEARTOURN_2013","stat_name","year"
1,1,"Charlie Wi",23,32,NA,1,16,2013050,"ConsecutiveGIR",2013
2,2,"Charl Schwartzel",19,31,1,4,16,2013200,"ConsecutiveGIR",2013
3,3,"Graham DeLaet",26,30,4,1,18,2013140,"ConsecutiveGIR",2013
4,4,"Russell Henley",24,27,NA,1,12,2013020,"ConsecutiveGIR",2013
4,4,"John Huh",28,27,9,4,12,2013380,"ConsecutiveGIR",2013
4,4,"Ryan Palmer",22,27,1,4,7,2013030,"ConsecutiveGIR",2013
7,7,"Vijay Singh",19,26,NA,1,7,2013020,"ConsecutiveGIR",2013
8,8,"Jason Day",21,25,NA,3,10,2013060,"ConsecutiveGIR",2013
8,8,"Camilo Villegas",23,25,3,2,4,2013040,"ConsecutiveGIR",2013
10,10,"Stewart Cink",22,24,7,2,3,2013140,"ConsecutiveGIR",2013
10,10,"Steve Stricker",13,24,2,2,8,2013010,"ConsecutiveGIR",2013
10,10,"YE Yang",19,24,3,2,5,2013040,"ConsecutiveGIR",2013
13,13,"Jonathan Byrd",16,23,4,2,1,2013290,"ConsecutiveGIR",2013
13,13,"Brian Gay",24,23,1,3,11,2013030,"ConsecutiveGIR",2013
13,13,"Chris Kirk",24,23,1,1,13,2013260,"ConsecutiveGIR",2013
13,13,"Chez Reavie",22,23,NA,2,11,2013290,"ConsecutiveGIR",2013
13,13,"Jordan Spieth",23,23,1,1,8,2013270,"ConsecutiveGIR",2013
13,13,"Scott Stallings",27,23,1,3,11,2013380,"ConsecutiveGIR",2013
13,13,"Nick Watney",26,23,7,3,10,2013050,"ConsecutiveGIR",2013
20,20,"Brian Davis",28,22,1,3,15,2013380,"ConsecutiveGIR",2013
20,20,"Andrew Svoboda",18,22,6,4,10,2013290,"ConsecutiveGIR",2013
22,22,"Charlie Beljan",24,21,NA,2,3,2013060,"ConsecutiveGIR",2013
22,22,"Greg Chalmers",25,21,NA,2,2,2013050,"ConsecutiveGIR",2013
22,22,"Brendon de Jonge",30,21,13,2,7,2013030,"ConsecutiveGIR",2013
22,22,"Chris DiMarco",11,21,NA,4,14,2013150,"ConsecutiveGIR",2013
22,22,"David Mathis",24,21,1,4,12,2013270,"ConsecutiveGIR",2013
22,22,"Ryan Moore",22,21,1,4,18,2013160,"ConsecutiveGIR",2013
22,22,"Bubba Watson",21,21,2,1,13,2013320,"ConsecutiveGIR",2013
29,29,"Brad Fritsch",24,20,2,2,4,2013100,"ConsecutiveGIR",2013
29,29,"Scott Gardiner",23,20,7,3,6,2013060,"ConsecutiveGIR",2013
29,29,"Billy Horschel",26,20,4,1,10,2013250,"ConsecutiveGIR",2013
29,29,"Russell Knox",11,20,3,4,18,2013260,"ConsecutiveGIR",2013
29,29,"Ben Kohles",25,20,2,1,12,2013240,"ConsecutiveGIR",2013
29,29,"Bill Lunde",10,20,4,3,3,2013300,"ConsecutiveGIR",2013
29,29,"Greg Owen",24,20,2,1,6,2013140,"ConsecutiveGIR",2013
29,29,"Dicky Pride",23,20,NA,1,6,2013030,"ConsecutiveGIR",2013
29,29,"Tag Ridings",24,20,NA,2,18,2013300,"ConsecutiveGIR",2013
29,29,"Adam Scott",16,20,12,4,8,2013160,"ConsecutiveGIR",2013
29,29,"Cameron Tringale",24,20,1,2,1,2013320,"ConsecutiveGIR",2013
40,40,"Steven Bowditch",22,19,NA,2,6,2013260,"ConsecutiveGIR",2013
40,40,"Roberto Castro",29,19,1,3,10,2013180,"ConsecutiveGIR",2013
40,40,"Joe Durant",7,19,NA,2,8,2013300,"ConsecutiveGIR",2013
40,40,"Charles Howell III",26,19,NA,2,12,2013280,"ConsecutiveGIR",2013
40,40,"John Kimbell",1,19,2,1,5,2013290,"ConsecutiveGIR",2013
40,40,"Doug LaBelle II",23,19,NA,1,6,2013140,"ConsecutiveGIR",2013
40,40,"Bryce Molder",24,19,1,2,15,2013050,"ConsecutiveGIR",2013
40,40,"Jeff Overton",24,19,NA,3,11,2013180,"ConsecutiveGIR",2013
40,40,"Scott Piercy",24,19,NA,3,9,2013050,"ConsecutiveGIR",2013
40,40,"Kevin Streelman",25,19,NA,1,9,2013200,"ConsecutiveGIR",2013
40,40,"Brian Stuard",25,19,5,2,11,2013220,"ConsecutiveGIR",2013
40,40,"Daniel Summerhays",26,19,NA,4,5,2013140,"ConsecutiveGIR",2013
40,40,"Josh Teater",24,19,NA,1,4,2013030,"ConsecutiveGIR",2013
40,40,"Nicholas Thompson",29,19,2,4,6,2013040,"ConsecutiveGIR",2013
40,40,"Michael Thompson",22,19,NA,3,7,2013380,"ConsecutiveGIR",2013
55,55,"Woody Austin",8,18,NA,2,5,2013300,"ConsecutiveGIR",2013
55,55,"Keegan Bradley",25,18,NA,4,14,2013160,"ConsecutiveGIR",2013
55,55,"Ben Crane",21,18,3,1,13,2013260,"ConsecutiveGIR",2013
55,55,"Robert Garrigus",22,18,1,1,11,2013050,"ConsecutiveGIR",2013
55,55,"Lucas Glover",23,18,1,2,4,2013030,"ConsecutiveGIR",2013
