"Approachesfrom100yardsRgh_RANKTHISWEEK_2016","Approachesfrom100yardsRgh_RANKLASTWEEK_2016","Approachesfrom100yardsRgh_PLAYERNAME_2016","Approachesfrom100yardsRgh_ROUNDS_2016","Approachesfrom100yardsRgh_AVG_2016","Approachesfrom100yardsRgh_TOTALDISTANCEFEET_2016","Approachesfrom100yardsRgh_OFATTEMPTS_2016","Approachesfrom100yardsRgh_RELATIVETOPAR_2016","stat_name","year"
1,2,"Dicky Pride",33,NA,2547.167,69,13,"Approachesfrom100yardsRgh",2016
2,3,"Dustin Johnson",37,NA,2695.167,70,-6,"Approachesfrom100yardsRgh",2016
3,1,"Brian Stuard",24,NA,2004.417,52,-2,"Approachesfrom100yardsRgh",2016
4,4,"Andrew Landry",24,NA,1101.667,28,1,"Approachesfrom100yardsRgh",2016
5,8,"Shane Bertsch",30,NA,2379.167,59,3,"Approachesfrom100yardsRgh",2016
6,9,"Ken Duke",26,NA,2225.417,55,6,"Approachesfrom100yardsRgh",2016
7,5,"Webb Simpson",34,NA,3676.5,90,4,"Approachesfrom100yardsRgh",2016
8,11,"Jason Gore",51,NA,4714.417,115,7,"Approachesfrom100yardsRgh",2016
9,13,"Luke Donald",49,NA,5483.917,133,14,"Approachesfrom100yardsRgh",2016
10,14,"Jason Kokrak",52,NA,6432.5,155,4,"Approachesfrom100yardsRgh",2016
10,9,"Hideki Matsuyama",40,NA,3734.5,90,8,"Approachesfrom100yardsRgh",2016
10,17,"Carl Pettersson",31,NA,4686.75,113,11,"Approachesfrom100yardsRgh",2016
13,16,"Lucas Glover",53,NA,5575.667,134,6,"Approachesfrom100yardsRgh",2016
13,18,"Jerry Kelly",44,NA,2954.25,71,5,"Approachesfrom100yardsRgh",2016
15,12,"Derek Fathauer",58,NA,7339.083,176,19,"Approachesfrom100yardsRgh",2016
15,35,"Shane Lowry",35,NA,1999.833,48,10,"Approachesfrom100yardsRgh",2016
17,19,"Brice Garnett",29,NA,1587.75,38,-1,"Approachesfrom100yardsRgh",2016
18,20,"Lucas Lee",22,NA,1338.833,32,10,"Approachesfrom100yardsRgh",2016
18,20,"Andres Romero",22,NA,1674,40,-1,"Approachesfrom100yardsRgh",2016
20,22,"Abraham Ancer",26,NA,2224.833,53,13,"Approachesfrom100yardsRgh",2016
20,31,"Alex Cejka",47,NA,3907,93,17,"Approachesfrom100yardsRgh",2016
20,22,"Cameron Percy",22,NA,1807.333,43,0,"Approachesfrom100yardsRgh",2016
23,5,"Jason Bohn",37,NA,3070.667,73,8,"Approachesfrom100yardsRgh",2016
24,24,"Branden Grace",31,NA,2716.333,64,-4,"Approachesfrom100yardsRgh",2016
25,25,"Charley Hoffman",49,NA,5864.583,138,7,"Approachesfrom100yardsRgh",2016
25,25,"Louis Oosthuizen",25,NA,1232.917,29,1,"Approachesfrom100yardsRgh",2016
27,7,"Paul Casey",39,NA,2994.833,70,3,"Approachesfrom100yardsRgh",2016
28,31,"Zac Blair",56,NA,4026.917,94,13,"Approachesfrom100yardsRgh",2016
28,28,"Wes Roach",33,NA,2914.917,68,3,"Approachesfrom100yardsRgh",2016
30,29,"Jimmy Walker",43,NA,4982.167,116,-3,"Approachesfrom100yardsRgh",2016
31,31,"DJ Trahan",23,NA,1552,36,4,"Approachesfrom100yardsRgh",2016
32,34,"Stewart Cink",45,NA,5569,129,10,"Approachesfrom100yardsRgh",2016
33,36,"Keegan Bradley",40,NA,3119.083,72,5,"Approachesfrom100yardsRgh",2016
34,96,"Adam Scott",39,NA,3518.75,81,3,"Approachesfrom100yardsRgh",2016
35,115,"DA Points",32,NA,2524.5,58,3,"Approachesfrom100yardsRgh",2016
