"OnePuttPercentageRound2_RANKTHISWEEK_2005","OnePuttPercentageRound2_RANKLASTWEEK_2005","OnePuttPercentageRound2_PLAYERNAME_2005","OnePuttPercentageRound2__2005","OnePuttPercentageRound2_Pct_2005","OnePuttPercentageRound2_OF1PUTTS_2005","OnePuttPercentageRound2_OFHOLES_2005","stat_name","year"
1,1,"Glen Day",NA,47.56,214,450,"OnePuttPercentageRound2",2005
2,2,"Ben Crane",NA,45.61,156,342,"OnePuttPercentageRound2",2005
2,2,"Phil Mickelson",NA,45.61,156,342,"OnePuttPercentageRound2",2005
4,4,"Jose Maria Olazabal",NA,45.56,123,270,"OnePuttPercentageRound2",2005
5,5,"Brian Gay",NA,44.62,249,558,"OnePuttPercentageRound2",2005
6,6,"Len Mattiace",NA,44.44,264,594,"OnePuttPercentageRound2",2005
6,6,"Steve Stricker",NA,44.44,168,378,"OnePuttPercentageRound2",2005
8,8,"Shigeki Maruyama",NA,44.05,222,504,"OnePuttPercentageRound2",2005
9,9,"Stephen Ames",NA,43.94,174,396,"OnePuttPercentageRound2",2005
10,10,"Tiger Woods",NA,43.89,158,360,"OnePuttPercentageRound2",2005
11,11,"Tim Herron",NA,43.83,213,486,"OnePuttPercentageRound2",2005
12,12,"Phillip Price",NA,43.48,180,414,"OnePuttPercentageRound2",2005
13,13,"Arjun Atwal",NA,43.46,133,306,"OnePuttPercentageRound2",2005
14,14,"Brendan Jones",NA,43.38,203,468,"OnePuttPercentageRound2",2005
15,15,"Scott McCarron",NA,43.18,171,396,"OnePuttPercentageRound2",2005
16,16,"Mike Weir",NA,43.12,163,378,"OnePuttPercentageRound2",2005
17,17,"Joe Ogilvie",NA,43.1,225,522,"OnePuttPercentageRound2",2005
18,18,"Kevin Na",NA,43.06,217,504,"OnePuttPercentageRound2",2005
19,19,"John Huston",NA,43,209,486,"OnePuttPercentageRound2",2005
20,20,"Neal Lancaster",NA,42.91,224,522,"OnePuttPercentageRound2",2005
21,21,"Chris DiMarco",NA,42.68,169,396,"OnePuttPercentageRound2",2005
22,22,"Ryuji Imada",NA,42.67,192,450,"OnePuttPercentageRound2",2005
23,23,"Tim Clark",NA,42.59,184,432,"OnePuttPercentageRound2",2005
24,24,"Loren Roberts",NA,42.48,130,306,"OnePuttPercentageRound2",2005
25,25,"Justin Leonard",NA,42.42,168,396,"OnePuttPercentageRound2",2005
26,26,"Bernhard Langer",NA,42.4,145,342,"OnePuttPercentageRound2",2005
27,27,"Hunter Haas",NA,42.39,206,486,"OnePuttPercentageRound2",2005
28,28,"Richard Johnson",NA,42.36,122,288,"OnePuttPercentageRound2",2005
29,29,"Scott Verplank",NA,42.27,175,414,"OnePuttPercentageRound2",2005
30,30,"Pat Perez",NA,42.09,197,468,"OnePuttPercentageRound2",2005
31,31,"Mathias Gronberg",NA,41.98,136,324,"OnePuttPercentageRound2",2005
32,32,"Brett Quigley",NA,41.85,226,540,"OnePuttPercentageRound2",2005
33,33,"Bob Heintz",NA,41.67,180,432,"OnePuttPercentageRound2",2005
34,34,"Vaughn Taylor",NA,41.57,217,522,"OnePuttPercentageRound2",2005
35,35,"Kevin Sutherland",NA,41.56,187,450,"OnePuttPercentageRound2",2005
36,36,"Chris Anderson",NA,41.55,172,414,"OnePuttPercentageRound2",2005
37,37,"Jay Haas",NA,41.48,112,270,"OnePuttPercentageRound2",2005
38,38,"Dudley Hart",NA,41.41,164,396,"OnePuttPercentageRound2",2005
38,38,"Freddie Jacobson",NA,41.41,164,396,"OnePuttPercentageRound2",2005
38,38,"Corey Pavin",NA,41.41,164,396,"OnePuttPercentageRound2",2005
41,41,"JP Hayes",NA,41.27,156,378,"OnePuttPercentageRound2",2005
41,41,"Rocco Mediate",NA,41.27,156,378,"OnePuttPercentageRound2",2005
43,43,"Steve Lowery",NA,41.22,230,558,"OnePuttPercentageRound2",2005
44,44,"Mark Brooks",NA,41.2,178,432,"OnePuttPercentageRound2",2005
44,44,"Paul Gow",NA,41.2,178,432,"OnePuttPercentageRound2",2005
46,46,"Brad Faxon",NA,41.16,163,396,"OnePuttPercentageRound2",2005
47,47,"Stephen Leaney",NA,41.15,200,486,"OnePuttPercentageRound2",2005
48,48,"Harrison Frazar",NA,41.11,222,540,"OnePuttPercentageRound2",2005
49,49,"Retief Goosen",NA,40.97,118,288,"OnePuttPercentageRound2",2005
50,50,"Matt Gogel",NA,40.95,199,486,"OnePuttPercentageRound2",2005
51,51,"Mark Calcavecchia",NA,40.89,184,450,"OnePuttPercentageRound2",2005
51,51,"Lee Janzen",NA,40.89,184,450,"OnePuttPercentageRound2",2005
51,51,"Rob Rashell",NA,40.89,184,450,"OnePuttPercentageRound2",2005
54,54,"Kevin Stadler",NA,40.8,235,576,"OnePuttPercentageRound2",2005
55,55,"Jose Coceres",NA,40.74,154,378,"OnePuttPercentageRound2",2005
55,55,"Jeff Hart",NA,40.74,154,378,"OnePuttPercentageRound2",2005
55,55,"Mario Tiziani",NA,40.74,154,378,"OnePuttPercentageRound2",2005
58,58,"Bob Estes",NA,40.67,183,450,"OnePuttPercentageRound2",2005
59,59,"Mark Hensby",NA,40.64,139,342,"OnePuttPercentageRound2",2005
60,60,"Zach Johnson",NA,40.61,212,522,"OnePuttPercentageRound2",2005
61,61,"John Daly",NA,40.58,168,414,"OnePuttPercentageRound2",2005
62,62,"Bill Glasson",NA,40.43,131,324,"OnePuttPercentageRound2",2005
63,63,"Jonathan Byrd",NA,40.42,211,522,"OnePuttPercentageRound2",2005
63,63,"Jerry Kelly",NA,40.42,211,522,"OnePuttPercentageRound2",2005
65,65,"Nick Watney",NA,40.37,218,540,"OnePuttPercentageRound2",2005
66,66,"Greg Owen",NA,40.34,167,414,"OnePuttPercentageRound2",2005
67,67,"Danny Briggs",NA,40.22,181,450,"OnePuttPercentageRound2",2005
67,67,"James Driscoll",NA,40.22,181,450,"OnePuttPercentageRound2",2005
69,69,"Matt Kuchar",NA,40.21,152,378,"OnePuttPercentageRound2",2005
69,69,"Charlie Wi",NA,40.21,152,378,"OnePuttPercentageRound2",2005
71,71,"Patrick Sheehan",NA,40.2,246,612,"OnePuttPercentageRound2",2005
71,71,"Kirk Triplett",NA,40.2,123,306,"OnePuttPercentageRound2",2005
73,73,"Aaron Baddeley",NA,40.17,188,468,"OnePuttPercentageRound2",2005
74,74,"Shaun Micheel",NA,40.12,195,486,"OnePuttPercentageRound2",2005
75,75,"Robert Gamez",NA,40.08,202,504,"OnePuttPercentageRound2",2005
75,75,"John Senden",NA,40.08,202,504,"OnePuttPercentageRound2",2005
77,77,"Daniel Chopra",NA,40.07,238,594,"OnePuttPercentageRound2",2005
78,78,"Tag Ridings",NA,40,216,540,"OnePuttPercentageRound2",2005
79,79,"Billy Andrade",NA,39.96,187,468,"OnePuttPercentageRound2",2005
80,80,"Sean OHair",NA,39.92,194,486,"OnePuttPercentageRound2",2005
81,81,"Paul Azinger",NA,39.9,158,396,"OnePuttPercentageRound2",2005
82,82,"Olin Browne",NA,39.88,201,504,"OnePuttPercentageRound2",2005
83,83,"Mark Wilson",NA,39.81,172,432,"OnePuttPercentageRound2",2005
84,84,"Bob Tway",NA,39.78,179,450,"OnePuttPercentageRound2",2005
85,85,"Todd Fischer",NA,39.76,229,576,"OnePuttPercentageRound2",2005
86,86,"Woody Austin",NA,39.66,207,522,"OnePuttPercentageRound2",2005
86,86,"Frank Lickliter II",NA,39.66,207,522,"OnePuttPercentageRound2",2005
88,88,"Will Ma Kenzie",NA,39.58,171,432,"OnePuttPercentageRound2",2005
89,89,"Jim Furyk",NA,39.56,178,450,"OnePuttPercentageRound2",2005
90,90,"Steve Flesch",NA,39.51,192,486,"OnePuttPercentageRound2",2005
91,91,"Robert Damron",NA,39.48,199,504,"OnePuttPercentageRound2",2005
92,92,"Brian Davis",NA,39.39,156,396,"OnePuttPercentageRound2",2005
93,93,"Geoff Ogilvy",NA,39.33,177,450,"OnePuttPercentageRound2",2005
94,94,"Duffy Waldorf",NA,39.32,184,468,"OnePuttPercentageRound2",2005
95,95,"Hank Kuehne",NA,39.3,191,486,"OnePuttPercentageRound2",2005
96,96,"Jason Allred",NA,39.29,198,504,"OnePuttPercentageRound2",2005
96,96,"Padraig Harrington",NA,39.29,99,252,"OnePuttPercentageRound2",2005
98,98,"Billy Mayfair",NA,39.26,212,540,"OnePuttPercentageRound2",2005
99,99,"Kent Jones",NA,39.25,219,558,"OnePuttPercentageRound2",2005
100,100,"Mark OMeara",NA,39.15,148,378,"OnePuttPercentageRound2",2005
101,101,"Jeff Maggert",NA,39.14,155,396,"OnePuttPercentageRound2",2005
102,102,"Brandt Jobe",NA,39.1,183,468,"OnePuttPercentageRound2",2005
103,103,"Jason Bohn",NA,39.09,197,504,"OnePuttPercentageRound2",2005
104,104,"Steve Allan",NA,38.89,217,558,"OnePuttPercentageRound2",2005
104,104,"Cameron Beckman",NA,38.89,210,540,"OnePuttPercentageRound2",2005
104,104,"Stewart Cink",NA,38.89,168,432,"OnePuttPercentageRound2",2005
104,104,"John Cook",NA,38.89,175,450,"OnePuttPercentageRound2",2005
108,108,"Fred Funk",NA,38.7,202,522,"OnePuttPercentageRound2",2005
108,108,"JL Lewis",NA,38.7,209,540,"OnePuttPercentageRound2",2005
110,110,"Tom Byrum",NA,38.68,188,486,"OnePuttPercentageRound2",2005
110,110,"Scott Gutschewski",NA,38.68,181,468,"OnePuttPercentageRound2",2005
112,112,"Ian Poulter",NA,38.58,125,324,"OnePuttPercentageRound2",2005
113,113,"Bo Van Pelt",NA,38.55,229,594,"OnePuttPercentageRound2",2005
114,114,"Tim Petrovic",NA,38.53,215,558,"OnePuttPercentageRound2",2005
115,115,"Todd Hamilton",NA,38.51,201,522,"OnePuttPercentageRound2",2005
116,116,"DJ Brigman",NA,38.44,173,450,"OnePuttPercentageRound2",2005
117,117,"Bradley Hughes",NA,38.3,131,342,"OnePuttPercentageRound2",2005
118,118,"David Hearn",NA,38.19,165,432,"OnePuttPercentageRound2",2005
118,118,"Jay Williamson",NA,38.19,110,288,"OnePuttPercentageRound2",2005
120,120,"Justin Bolli",NA,38.16,158,414,"OnePuttPercentageRound2",2005
121,121,"KJ Choi",NA,38.1,144,378,"OnePuttPercentageRound2",2005
