"Total3Putts1520_RANKTHISWEEK_2016","Total3Putts1520_RANKLASTWEEK_2016","Total3Putts1520_PLAYERNAME_2016","Total3Putts1520_ROUNDS_2016","Total3Putts1520_TOTAL3PUTTS1520_2016","Total3Putts1520_TOTAL3PUTTS_2016","stat_name","year"
1,1,"Aaron Baddeley",51,4,17,"Total3Putts1520",2016
1,1,"Brice Garnett",29,4,8,"Total3Putts1520",2016
1,1,"Tom Hoge",47,4,15,"Total3Putts1520",2016
1,1,"Charles Howell III",63,4,20,"Total3Putts1520",2016
5,14,"Tyler Aldridge",53,3,21,"Total3Putts1520",2016
5,5,"Robert Allenby",35,3,16,"Total3Putts1520",2016
5,5,"Charlie Beljan",26,3,22,"Total3Putts1520",2016
5,5,"Mark Hubbard",73,3,30,"Total3Putts1520",2016
5,5,"Zach Johnson",42,3,19,"Total3Putts1520",2016
5,5,"Danny Lee",53,3,25,"Total3Putts1520",2016
5,5,"Marc Leishman",41,3,7,"Total3Putts1520",2016
5,5,"Luke List",51,3,26,"Total3Putts1520",2016
5,5,"Jamie Lovemark",57,3,31,"Total3Putts1520",2016
5,34,"Hideki Matsuyama",40,3,18,"Total3Putts1520",2016
5,14,"Vijay Singh",42,3,18,"Total3Putts1520",2016
5,5,"Jhonattan Vegas",49,3,17,"Total3Putts1520",2016
17,34,"Steven Bowditch",40,2,21,"Total3Putts1520",2016
17,14,"Erik Compton",45,2,11,"Total3Putts1520",2016
17,14,"Chesson Hadley",51,2,17,"Total3Putts1520",2016
17,14,"John Huh",51,2,20,"Total3Putts1520",2016
17,14,"Michael Kim",62,2,26,"Total3Putts1520",2016
17,14,"Jason Kokrak",52,2,18,"Total3Putts1520",2016
17,34,"Sean OHair",45,2,19,"Total3Putts1520",2016
17,34,"Carlos Ortiz",47,2,16,"Total3Putts1520",2016
17,14,"Jeff Overton",51,2,31,"Total3Putts1520",2016
17,34,"Greg Owen",56,2,31,"Total3Putts1520",2016
17,14,"Ryan Palmer",46,2,22,"Total3Putts1520",2016
17,14,"DA Points",32,2,10,"Total3Putts1520",2016
17,14,"Chez Reavie",56,2,24,"Total3Putts1520",2016
17,14,"Patrick Rodgers",49,2,27,"Total3Putts1520",2016
17,14,"Ollie Schniederjans",23,2,9,"Total3Putts1520",2016
17,34,"Adam Scott",39,2,16,"Total3Putts1520",2016
17,14,"John Senden",48,2,18,"Total3Putts1520",2016
17,14,"Brandt Snedeker",47,2,11,"Total3Putts1520",2016
17,14,"Scott Stallings",46,2,18,"Total3Putts1520",2016
17,34,"Robert Streb",51,2,22,"Total3Putts1520",2016
17,14,"Chris Stroud",52,2,19,"Total3Putts1520",2016
17,14,"Michael Thompson",46,2,17,"Total3Putts1520",2016
17,14,"Dawie van der Walt",48,2,19,"Total3Putts1520",2016
17,14,"Harold Varner III",58,2,45,"Total3Putts1520",2016
41,NA,"Daniel Berger",52,1,9,"Total3Putts1520",2016
41,34,"Zac Blair",56,1,21,"Total3Putts1520",2016
41,NA,"Jonas Blixt",46,1,13,"Total3Putts1520",2016
41,34,"Jason Bohn",37,1,8,"Total3Putts1520",2016
41,34,"Keegan Bradley",40,1,16,"Total3Putts1520",2016
41,34,"Scott Brown",59,1,14,"Total3Putts1520",2016
41,34,"Chad Campbell",54,1,27,"Total3Putts1520",2016
41,34,"Miguel Angel Carballo",24,1,11,"Total3Putts1520",2016
41,34,"Roberto Castro",55,1,16,"Total3Putts1520",2016
41,34,"Alex Cejka",47,1,13,"Total3Putts1520",2016
41,34,"Stewart Cink",45,1,23,"Total3Putts1520",2016
41,NA,"Chad Collins",45,1,13,"Total3Putts1520",2016
41,NA,"Ben Crane",48,1,19,"Total3Putts1520",2016
41,34,"Jon Curran",55,1,13,"Total3Putts1520",2016
41,34,"Ken Duke",26,1,15,"Total3Putts1520",2016
41,NA,"Ernie Els",34,1,15,"Total3Putts1520",2016
41,34,"Harris English",51,1,14,"Total3Putts1520",2016
41,34,"Derek Ernst",36,1,16,"Total3Putts1520",2016
41,34,"Matt Every",34,1,22,"Total3Putts1520",2016
41,34,"Derek Fathauer",58,1,19,"Total3Putts1520",2016
41,34,"Sergio Garcia",28,1,9,"Total3Putts1520",2016
41,34,"Robert Garrigus",34,1,13,"Total3Putts1520",2016
41,34,"Fabian Gomez",49,1,22,"Total3Putts1520",2016
41,34,"Emiliano Grillo",47,1,20,"Total3Putts1520",2016
41,34,"Brian Harman",60,1,20,"Total3Putts1520",2016
41,34,"David Hearn",55,1,20,"Total3Putts1520",2016
41,34,"Russell Henley",42,1,10,"Total3Putts1520",2016
41,34,"JJ Henry",44,1,22,"Total3Putts1520",2016
41,34,"Jim Herman",55,1,26,"Total3Putts1520",2016
41,34,"Charley Hoffman",49,1,14,"Total3Putts1520",2016
41,34,"Morgan Hoffmann",43,1,22,"Total3Putts1520",2016
41,34,"Billy Horschel",45,1,15,"Total3Putts1520",2016
41,34,"Freddie Jacobson",54,1,17,"Total3Putts1520",2016
41,34,"Whee Kim",54,1,20,"Total3Putts1520",2016
41,34,"Chris Kirk",51,1,22,"Total3Putts1520",2016
41,34,"Kevin Kisner",49,1,14,"Total3Putts1520",2016
41,34,"Patton Kizzire",57,1,18,"Total3Putts1520",2016
41,34,"Russell Knox",48,1,15,"Total3Putts1520",2016
41,34,"Matt Kuchar",46,1,10,"Total3Putts1520",2016
41,34,"Anirban Lahiri",44,1,13,"Total3Putts1520",2016
41,34,"Martin Laird",46,1,20,"Total3Putts1520",2016
41,34,"Scott Langley",41,1,13,"Total3Putts1520",2016
