"ScoringAverage_RANKTHISWEEK_2016","ScoringAverage_RANKLASTWEEK_2016","ScoringAverage_PLAYERNAME_2016","ScoringAverage_ROUNDS_2016","ScoringAverage_AVG_2016","ScoringAverage_TOTALSTROKES_2016","ScoringAverage_TOTALADJUSTMENT_2016","ScoringAverage_TOTALROUNDS_2016","stat_name","year"
56,40,"Luke Donald",49,70.843,3464,7.326,49,"ScoringAverage",2016
57,60,"John Huh",51,70.844,3601,12.049,51,"ScoringAverage",2016
58,63,"Graeme McDowell",33,70.86,2123,2.812,30,"ScoringAverage",2016
59,62,"Tony Finau",49,70.862,3464,8.26,49,"ScoringAverage",2016
60,69,"John Senden",48,70.909,3401,2.61,48,"ScoringAverage",2016
61,65,"Colt Knost",56,70.913,3966,5.11,56,"ScoringAverage",2016
62,57,"Justin Thomas",53,70.917,3541,4.872,50,"ScoringAverage",2016
63,51,"Will Wilcox",47,70.941,3331,3.225,47,"ScoringAverage",2016
64,72,"Harris English",51,70.943,3619,NA,51,"ScoringAverage",2016
65,59,"Ryan Moore",40,70.944,2477,6.023,35,"ScoringAverage",2016
66,63,"Jason Kokrak",52,70.946,3688,1.183,52,"ScoringAverage",2016
67,80,"Retief Goosen",37,70.964,2636,NA,37,"ScoringAverage",2016
68,61,"Spencer Levin",62,70.968,4379,20.995,62,"ScoringAverage",2016
69,67,"Adam Hadwin",53,70.975,3753,8.668,53,"ScoringAverage",2016
70,74,"Zach Johnson",42,70.985,2685,12.423,38,"ScoringAverage",2016
71,75,"Stewart Cink",45,70.989,3176,18.524,45,"ScoringAverage",2016
72,50,"Jamie Donaldson",28,70.997,1793,NA,25,"ScoringAverage",2016
73,87,"Tim Wilkinson",40,71,2814,26.007,40,"ScoringAverage",2016
74,92,"Fabian Gomez",49,71.007,3258,8.315,46,"ScoringAverage",2016
75,70,"Patrick Rodgers",49,71.022,3464,16.097,49,"ScoringAverage",2016
75,77,"Johnson Wagner",44,71.022,3112,12.977,44,"ScoringAverage",2016
77,56,"David Toms",38,71.024,2699,NA,38,"ScoringAverage",2016
78,73,"Jhonattan Vegas",49,71.045,3462,19.211,49,"ScoringAverage",2016
79,68,"Chad Campbell",54,71.05,3821,15.681,54,"ScoringAverage",2016
80,82,"Louis Oosthuizen",25,71.075,1292,NA,18,"ScoringAverage",2016
81,78,"Ricky Barnes",57,71.078,4031,20.44,57,"ScoringAverage",2016
82,86,"Harold Varner III",58,71.083,4112,10.801,58,"ScoringAverage",2016
83,102,"Andrew Loupe",50,71.085,3551,3.225,50,"ScoringAverage",2016
84,91,"Scott Piercy",45,71.115,2973,13.842,42,"ScoringAverage",2016
85,84,"Kevin Streelman",46,71.137,3270,2.294,46,"ScoringAverage",2016
86,94,"Camilo Villegas",50,71.143,3557,0.138,50,"ScoringAverage",2016
87,79,"Martin Laird",46,71.149,3267,5.833,46,"ScoringAverage",2016
88,89,"Kyle Stanley",57,71.164,4058,NA,57,"ScoringAverage",2016
89,87,"Sung Kang",51,71.167,3620,9.531,51,"ScoringAverage",2016
90,112,"Danny Lee",53,71.169,3557,1.463,50,"ScoringAverage",2016
90,76,"Webb Simpson",34,71.169,2418,1.752,34,"ScoringAverage",2016
92,85,"Scott Brown",59,71.172,4197,2.136,59,"ScoringAverage",2016
93,90,"Ben Martin",48,71.174,3396,20.37,48,"ScoringAverage",2016
94,83,"Jim Herman",55,71.175,3906,8.623,55,"ScoringAverage",2016
95,95,"Kyle Reifers",63,71.18,4468,16.333,63,"ScoringAverage",2016
96,99,"Mark Hubbard",73,71.2,5177,20.631,73,"ScoringAverage",2016
97,96,"David Hearn",55,71.21,3891,25.569,55,"ScoringAverage",2016
98,100,"Seung Yul Noh",54,71.22,3832,13.874,54,"ScoringAverage",2016
99,93,"Bronson Burgoon",53,71.221,3770,4.713,53,"ScoringAverage",2016
100,97,"Stuart Appleby",39,71.252,2776,2.831,39,"ScoringAverage",2016
101,81,"Padraig Harrington",38,71.259,2694,13.826,38,"ScoringAverage",2016
102,108,"Bryce Molder",50,71.271,3548,15.538,50,"ScoringAverage",2016
103,109,"Vaughn Taylor",30,71.272,2149,NA,30,"ScoringAverage",2016
104,113,"Jerry Kelly",44,71.305,3120,17.401,44,"ScoringAverage",2016
105,106,"Scott Stallings",46,71.308,3275,5.186,46,"ScoringAverage",2016
106,103,"Emiliano Grillo",47,71.314,3129,8.809,44,"ScoringAverage",2016
106,114,"Hudson Swafford",52,71.314,3692,16.314,52,"ScoringAverage",2016
108,105,"Nick Taylor",57,71.325,4038,27.545,57,"ScoringAverage",2016
109,120,"David Lingmerth",54,71.327,3615,22.653,51,"ScoringAverage",2016
110,116,"Cameron Tringale",47,71.351,3336,17.513,47,"ScoringAverage",2016
111,110,"Jeff Overton",51,71.358,3619,20.269,51,"ScoringAverage",2016
112,107,"Ben Crane",48,71.366,3419,6.573,48,"ScoringAverage",2016
112,104,"Brett Stegmaier",57,71.366,4054,13.877,57,"ScoringAverage",2016
114,98,"Derek Fathauer",58,71.396,4137,3.983,58,"ScoringAverage",2016
115,115,"Shane Lowry",35,71.397,2308,NA,32,"ScoringAverage",2016
116,122,"Brian Harman",60,71.416,4268,16.938,60,"ScoringAverage",2016
117,101,"Brian Stuard",24,71.424,1704,10.174,24,"ScoringAverage",2016
118,117,"Peter Malnati",53,71.431,3757,28.826,53,"ScoringAverage",2016
119,118,"Jonas Blixt",46,71.432,3277,8.852,46,"ScoringAverage",2016
120,123,"Tom Hoge",47,71.435,3344,13.439,47,"ScoringAverage",2016
121,127,"Chris Stroud",52,71.436,3705,9.676,52,"ScoringAverage",2016
122,125,"Justin Leonard",28,71.438,1998,2.251,28,"ScoringAverage",2016
123,126,"Chris Kirk",51,71.441,3274,12.295,46,"ScoringAverage",2016
124,124,"Jason Gore",51,71.444,3627,16.622,51,"ScoringAverage",2016
125,111,"Vijay Singh",42,71.448,3012,NA,42,"ScoringAverage",2016
126,128,"Anirban Lahiri",44,71.461,2924,5.911,41,"ScoringAverage",2016
127,130,"Keegan Bradley",40,71.48,2856,3.217,40,"ScoringAverage",2016
128,134,"Dawie van der Walt",48,71.483,3415,16.162,48,"ScoringAverage",2016
129,132,"Tyrone Van Aswegen",67,71.52,4782,9.822,67,"ScoringAverage",2016
130,137,"Shane Bertsch",30,71.541,2127,19.224,30,"ScoringAverage",2016
131,133,"Thomas Aiken",42,71.549,2986,19.073,42,"ScoringAverage",2016
132,131,"Michael Kim",62,71.55,4428,8.113,62,"ScoringAverage",2016
133,139,"Jon Curran",55,71.556,3911,24.598,55,"ScoringAverage",2016
134,119,"Morgan Hoffmann",43,71.563,3070,7.203,43,"ScoringAverage",2016
135,141,"Boo Weekley",53,71.568,3779,14.119,53,"ScoringAverage",2016
136,138,"Mark Wilson",42,71.569,3000,5.892,42,"ScoringAverage",2016
137,135,"Ian Poulter",37,71.58,2672,NA,37,"ScoringAverage",2016
138,136,"Zac Blair",56,71.581,3989,19.551,56,"ScoringAverage",2016
139,129,"Tyler Aldridge",53,71.602,3781,13.896,53,"ScoringAverage",2016
140,143,"Robert Streb",51,71.605,3435,2.046,48,"ScoringAverage",2016
141,121,"Michael Thompson",46,71.619,3277,17.494,46,"ScoringAverage",2016
142,140,"Blayne Barber",44,71.653,3143,9.746,44,"ScoringAverage",2016
143,164,"James Hahn",45,71.706,3212,14.766,45,"ScoringAverage",2016
144,159,"Chesson Hadley",51,71.718,3657,0.595,51,"ScoringAverage",2016
145,144,"Scott Pinckney",53,71.721,3781,20.198,53,"ScoringAverage",2016
146,142,"Henrik Norlander",41,71.725,2922,18.738,41,"ScoringAverage",2016
147,146,"Greg Owen",56,71.726,4001,15.644,56,"ScoringAverage",2016
148,145,"Will Ma Kenzie",54,71.737,3868,5.798,54,"ScoringAverage",2016
149,151,"Steve Wheatcroft",53,71.749,3798,4.719,53,"ScoringAverage",2016
150,152,"Brice Garnett",29,71.776,2060,21.501,29,"ScoringAverage",2016
151,149,"Brendon de Jonge",55,71.788,3922,26.331,55,"ScoringAverage",2016
152,148,"Matt Jones",45,71.812,3008,8.091,42,"ScoringAverage",2016
153,153,"Sam Saunders",40,71.822,2870,2.872,40,"ScoringAverage",2016
154,147,"Whee Kim",54,71.825,3873,5.545,54,"ScoringAverage",2016
155,155,"Cameron Percy",22,71.839,1569,11.448,22,"ScoringAverage",2016
156,154,"Ernie Els",34,71.881,2458,NA,34,"ScoringAverage",2016
157,162,"Hunter Mahan",43,71.907,3107,NA,43,"ScoringAverage",2016
158,158,"Cameron Smith",45,71.916,3230,6.215,45,"ScoringAverage",2016
159,161,"George McNeill",33,71.952,2381,NA,33,"ScoringAverage",2016
160,157,"Rob Oppenheim",37,71.955,2651,11.35,37,"ScoringAverage",2016
161,172,"Scott Langley",41,71.964,2929,21.525,41,"ScoringAverage",2016
162,160,"Kelly Kraft",35,71.966,2505,13.819,35,"ScoringAverage",2016
163,163,"Chad Collins",45,72,3231,9.01,45,"ScoringAverage",2016
164,150,"Davis Love III",40,72.015,2880,0.599,40,"ScoringAverage",2016
165,167,"Andres Romero",22,72.032,1572,12.7,22,"ScoringAverage",2016
166,173,"Martin Piller",37,72.036,2653,12.342,37,"ScoringAverage",2016
167,156,"Hiroshi Iwata",51,72.066,3674,1.365,51,"ScoringAverage",2016
168,168,"Carlos Ortiz",47,72.08,3384,3.78,47,"ScoringAverage",2016
169,168,"Erik Compton",45,72.082,3242,1.686,45,"ScoringAverage",2016
170,170,"Troy Merritt",41,72.084,2930,25.433,41,"ScoringAverage",2016
171,175,"DJ Trahan",23,72.109,1642,16.504,23,"ScoringAverage",2016
172,166,"Steve Marino",40,72.153,2887,NA,40,"ScoringAverage",2016
173,176,"Pat Perez",28,72.2,2001,20.592,28,"ScoringAverage",2016
174,174,"Shawn Stefani",45,72.218,3237,12.822,45,"ScoringAverage",2016
175,165,"Justin Hicks",26,72.222,1888,NA,26,"ScoringAverage",2016
176,171,"Geoff Ogilvy",37,72.224,2674,NA,37,"ScoringAverage",2016
177,177,"Luke Guthrie",31,72.246,2218,21.617,31,"ScoringAverage",2016
178,181,"Robert Garrigus",34,72.252,2441,15.571,34,"ScoringAverage",2016
179,178,"Billy Hurley III",22,72.317,1585,5.972,22,"ScoringAverage",2016
180,179,"Ken Duke",26,72.337,1893,NA,26,"ScoringAverage",2016
181,180,"Wes Roach",33,72.377,2367,21.433,33,"ScoringAverage",2016
182,186,"Angel Cabrera",42,72.408,3044,NA,42,"ScoringAverage",2016
183,182,"Brendon Todd",43,72.432,3102,12.56,43,"ScoringAverage",2016
184,184,"DA Points",32,72.459,2302,16.676,32,"ScoringAverage",2016
185,188,"Derek Ernst",36,72.469,2588,20.9,36,"ScoringAverage",2016
185,182,"JJ Henry",44,72.469,3170,18.617,44,"ScoringAverage",2016
187,185,"Rory Sabbatini",40,72.47,2882,16.818,40,"ScoringAverage",2016
188,187,"Andrew Landry",24,72.491,1724,15.775,24,"ScoringAverage",2016
189,189,"Andres Gonzales",46,72.637,3326,15.3,46,"ScoringAverage",2016
190,190,"Rhein Gibson",36,72.728,2598,20.198,36,"ScoringAverage",2016
191,191,"Carl Pettersson",31,72.813,2244,13.205,31,"ScoringAverage",2016
192,192,"Brian Gay",22,72.823,1598,4.105,22,"ScoringAverage",2016
193,193,"Miguel Angel Carballo",24,72.884,1730,19.227,24,"ScoringAverage",2016
194,194,"Dicky Pride",33,72.89,2387,18.371,33,"ScoringAverage",2016
195,196,"Lucas Lee",22,73.137,1597,12.007,22,"ScoringAverage",2016
196,198,"Darron Stiles",28,73.379,2046,8.609,28,"ScoringAverage",2016
197,199,"Abraham Ancer",26,73.39,1891,17.146,26,"ScoringAverage",2016
198,197,"Matt Every",34,73.391,2483,12.285,34,"ScoringAverage",2016
199,200,"Robert Allenby",35,73.716,2569,11.052,35,"ScoringAverage",2016
200,201,"DH Lee",35,73.99,2566,23.661,35,"ScoringAverage",2016
201,202,"Steven Bowditch",40,74.432,2958,19.298,40,"ScoringAverage",2016
202,203,"Charlie Beljan",26,74.754,1928,15.599,26,"ScoringAverage",2016
