"SandSavesfrom2030yards_RANKTHISWEEK_2006","SandSavesfrom2030yards_RANKLASTWEEK_2006","SandSavesfrom2030yards_PLAYERNAME_2006","SandSavesfrom2030yards_ROUNDS_2006","SandSavesfrom2030yards_Pct_2006","SandSavesfrom2030yards_OFSAVES_2006","SandSavesfrom2030yards_OFBUNKERS_2006","stat_name","year"
1,1,"David Howell",52,78.57,11,14,"SandSavesfrom2030yards",2006
2,2,"David Toms",76,76.67,23,30,"SandSavesfrom2030yards",2006
3,3,"Corey Pavin",74,69.57,16,23,"SandSavesfrom2030yards",2006
4,4,"Steve Elkington",52,69.23,9,13,"SandSavesfrom2030yards",2006
4,4,"Ian Poulter",53,69.23,9,13,"SandSavesfrom2030yards",2006
6,6,"Greg Kraft",79,67.86,19,28,"SandSavesfrom2030yards",2006
7,7,"KJ Choi",93,66.67,20,30,"SandSavesfrom2030yards",2006
7,7,"Ben Crane",85,66.67,14,21,"SandSavesfrom2030yards",2006
7,7,"Pat Perez",50,66.67,18,27,"SandSavesfrom2030yards",2006
7,7,"Rory Sabbatini",84,66.67,14,21,"SandSavesfrom2030yards",2006
7,7,"Jeff Sluman",101,66.67,28,42,"SandSavesfrom2030yards",2006
12,12,"Stewart Cink",93,65.63,21,32,"SandSavesfrom2030yards",2006
13,13,"Bob May",65,64.71,11,17,"SandSavesfrom2030yards",2006
14,14,"Doug Barron",74,63.89,23,36,"SandSavesfrom2030yards",2006
14,14,"Vijay Singh",103,63.89,23,36,"SandSavesfrom2030yards",2006
16,16,"Zach Johnson",98,63.64,21,33,"SandSavesfrom2030yards",2006
16,16,"Mark OMeara",52,63.64,14,22,"SandSavesfrom2030yards",2006
18,18,"Chris Riley",86,62.5,25,40,"SandSavesfrom2030yards",2006
19,19,"Stuart Appleby",83,60,15,25,"SandSavesfrom2030yards",2006
19,19,"Craig Barlow",77,60,12,20,"SandSavesfrom2030yards",2006
19,19,"Jerry Smith",94,60,18,30,"SandSavesfrom2030yards",2006
22,22,"JL Lewis",57,59.09,13,22,"SandSavesfrom2030yards",2006
23,23,"Lucas Glover",105,58.97,23,39,"SandSavesfrom2030yards",2006
24,24,"Chad Campbell",91,58.82,20,34,"SandSavesfrom2030yards",2006
24,24,"Tim Petrovic",95,58.82,20,34,"SandSavesfrom2030yards",2006
26,26,"Bob Estes",85,58.62,17,29,"SandSavesfrom2030yards",2006
26,26,"Bernhard Langer",77,58.62,17,29,"SandSavesfrom2030yards",2006
28,28,"Ryuji Imada",105,58.33,28,48,"SandSavesfrom2030yards",2006
29,29,"Tim Clark",80,57.89,11,19,"SandSavesfrom2030yards",2006
29,29,"Kenny Perry",73,57.89,11,19,"SandSavesfrom2030yards",2006
31,31,"Marco Dawson",87,57.69,15,26,"SandSavesfrom2030yards",2006
31,31,"Mike Sposa",68,57.69,15,26,"SandSavesfrom2030yards",2006
33,33,"Alex Cejka",93,57.58,19,33,"SandSavesfrom2030yards",2006
33,33,"Rod Pampling",89,57.58,19,33,"SandSavesfrom2030yards",2006
35,35,"Michael Allen",84,57.14,16,28,"SandSavesfrom2030yards",2006
35,35,"Thomas Levet",53,57.14,12,21,"SandSavesfrom2030yards",2006
35,35,"Bo Van Pelt",102,57.14,24,42,"SandSavesfrom2030yards",2006
35,35,"Brett Wetterich",82,57.14,12,21,"SandSavesfrom2030yards",2006
39,39,"Greg Chalmers",71,56.67,17,30,"SandSavesfrom2030yards",2006
40,40,"Henrik Bjornstad",97,56.25,18,32,"SandSavesfrom2030yards",2006
41,41,"Jason Gore",86,56,14,25,"SandSavesfrom2030yards",2006
42,42,"Sergio Garcia",59,55.56,10,18,"SandSavesfrom2030yards",2006
42,42,"Peter Lonard",77,55.56,15,27,"SandSavesfrom2030yards",2006
42,42,"Phil Mickelson",74,55.56,10,18,"SandSavesfrom2030yards",2006
45,45,"Bill Haas",99,55.26,21,38,"SandSavesfrom2030yards",2006
45,45,"Kent Jones",103,55.26,21,38,"SandSavesfrom2030yards",2006
47,47,"Carlos Franco",86,55,22,40,"SandSavesfrom2030yards",2006
48,48,"Dean Wilson",115,54.9,28,51,"SandSavesfrom2030yards",2006
49,49,"Charles Howell III",96,54.84,17,31,"SandSavesfrom2030yards",2006
50,50,"Carl Pettersson",95,54.29,19,35,"SandSavesfrom2030yards",2006
51,51,"Jerry Kelly",100,54.05,20,37,"SandSavesfrom2030yards",2006
52,52,"Aaron Baddeley",78,53.85,21,39,"SandSavesfrom2030yards",2006
52,52,"Jason Bohn",104,53.85,21,39,"SandSavesfrom2030yards",2006
54,54,"Ryan Moore",68,53.57,15,28,"SandSavesfrom2030yards",2006
55,55,"Jeff Overton",95,53.49,23,43,"SandSavesfrom2030yards",2006
56,56,"Jeff Gove",91,53.33,16,30,"SandSavesfrom2030yards",2006
56,56,"Steve Stricker",64,53.33,8,15,"SandSavesfrom2030yards",2006
58,58,"Stephen Leaney",84,53.13,17,32,"SandSavesfrom2030yards",2006
59,59,"Jose Maria Olazabal",62,52.94,9,17,"SandSavesfrom2030yards",2006
59,59,"Greg Owen",79,52.94,9,17,"SandSavesfrom2030yards",2006
59,59,"Mark Wilson",79,52.94,9,17,"SandSavesfrom2030yards",2006
62,62,"Michael Connell",51,52.63,10,19,"SandSavesfrom2030yards",2006
