"Total3Putts510_RANKTHISWEEK_2012","Total3Putts510_RANKLASTWEEK_2012","Total3Putts510_PLAYERNAME_2012","Total3Putts510_ROUNDS_2012","Total3Putts510_TOTAL3PUTTS510_2012","Total3Putts510_TOTAL3PUTTS_2012","stat_name","year"
1,1,"Billy Mayfair",90,9,51,"Total3Putts510",2012
2,2,"Camilo Villegas",79,6,43,"Total3Putts510",2012
3,3,"Cameron Beckman",81,5,59,"Total3Putts510",2012
3,3,"Ryuji Imada",78,5,45,"Total3Putts510",2012
3,3,"Pat Perez",81,5,39,"Total3Putts510",2012
6,6,"Jonas Blixt",72,4,21,"Total3Putts510",2012
6,6,"Keegan Bradley",90,4,47,"Total3Putts510",2012
6,6,"Chris DiMarco",83,4,38,"Total3Putts510",2012
6,6,"Robert Garrigus",89,4,55,"Total3Putts510",2012
6,6,"Nick OHern",78,4,41,"Total3Putts510",2012
6,6,"Ted Potter Jr",77,4,46,"Total3Putts510",2012
12,12,"Arjun Atwal",79,3,34,"Total3Putts510",2012
12,12,"Scott Brown",65,3,42,"Total3Putts510",2012
12,12,"Jonathan Byrd",69,3,35,"Total3Putts510",2012
12,12,"Miguel Angel Carballo",73,3,40,"Total3Putts510",2012
12,12,"Ben Crane",73,3,31,"Total3Putts510",2012
12,12,"Rickie Fowler",84,3,36,"Total3Putts510",2012
12,12,"Tommy Gainey",98,3,51,"Total3Putts510",2012
12,12,"Tom Gillis",75,3,42,"Total3Putts510",2012
12,12,"Nathan Green",73,3,34,"Total3Putts510",2012
12,12,"Chris Kirk",93,3,56,"Total3Putts510",2012
12,12,"Adam Scott",59,3,27,"Total3Putts510",2012
12,12,"John Senden",81,3,26,"Total3Putts510",2012
12,12,"Chris Stroud",86,3,29,"Total3Putts510",2012
12,12,"Nick Watney",97,3,52,"Total3Putts510",2012
12,12,"Charlie Wi",86,3,33,"Total3Putts510",2012
27,27,"Ricky Barnes",92,2,68,"Total3Putts510",2012
27,27,"Matt Bettencourt",80,2,33,"Total3Putts510",2012
27,27,"Kevin Chappell",91,2,56,"Total3Putts510",2012
27,27,"Tim Clark",60,2,25,"Total3Putts510",2012
27,27,"Erik Compton",81,2,35,"Total3Putts510",2012
27,27,"Chris Couch",61,2,22,"Total3Putts510",2012
27,27,"Brian Davis",91,2,32,"Total3Putts510",2012
27,27,"Ken Duke",104,2,53,"Total3Putts510",2012
27,27,"Bob Estes",78,2,26,"Total3Putts510",2012
27,27,"Harrison Frazar",56,2,34,"Total3Putts510",2012
27,27,"Stephen Gangluff",57,2,28,"Total3Putts510",2012
27,27,"Brian Gay",91,2,20,"Total3Putts510",2012
27,27,"Brian Harman",101,2,45,"Total3Putts510",2012
27,27,"JB Holmes",90,2,45,"Total3Putts510",2012
27,27,"Freddie Jacobson",61,2,23,"Total3Putts510",2012
27,27,"Zach Johnson",95,2,31,"Total3Putts510",2012
27,27,"Dustin Johnson",70,2,24,"Total3Putts510",2012
27,27,"Matt Jones",53,2,26,"Total3Putts510",2012
27,27,"Jerry Kelly",84,2,40,"Total3Putts510",2012
27,27,"Matt Kuchar",86,2,20,"Total3Putts510",2012
27,27,"Marc Leishman",84,2,54,"Total3Putts510",2012
27,27,"Bill Lunde",83,2,48,"Total3Putts510",2012
27,27,"Hunter Mahan",88,2,30,"Total3Putts510",2012
27,27,"John Mallinger",74,2,34,"Total3Putts510",2012
27,27,"Phil Mickelson",79,2,31,"Total3Putts510",2012
27,27,"Geoff Ogilvy",73,2,28,"Total3Putts510",2012
27,27,"Greg Owen",90,2,54,"Total3Putts510",2012
27,27,"DA Points",88,2,51,"Total3Putts510",2012
27,27,"Alexandre Rocha",62,2,32,"Total3Putts510",2012
27,27,"Heath Slocum",93,2,47,"Total3Putts510",2012
27,27,"Daniel Summerhays",81,2,38,"Total3Putts510",2012
