"25FinalRoundPerformance_RANKTHISWEEK_2009","25FinalRoundPerformance_RANKLASTWEEK_2009","25FinalRoundPerformance_PLAYERNAME_2009","25FinalRoundPerformance_EVENTS_2009","25FinalRoundPerformance_PctTIMESIMPROVED_2009","25FinalRoundPerformance_OFTIMESIMPROVED_2009","stat_name","year"
68,68,"Brad Adamonis",25,63.6,7,"25FinalRoundPerformance",2009
68,68,"Hunter Mahan",25,63.6,7,"25FinalRoundPerformance",2009
68,68,"David Mathis",27,63.6,7,"25FinalRoundPerformance",2009
68,68,"Vijay Singh",21,63.6,7,"25FinalRoundPerformance",2009
68,68,"Scott Verplank",24,63.6,7,"25FinalRoundPerformance",2009
68,68,"YE Yang",23,63.6,7,"25FinalRoundPerformance",2009
74,74,"Michael Allen",22,62.5,5,"25FinalRoundPerformance",2009
74,74,"Rich Beem",26,62.5,5,"25FinalRoundPerformance",2009
74,74,"Mark Brooks",17,62.5,5,"25FinalRoundPerformance",2009
74,74,"Tag Ridings",16,62.5,5,"25FinalRoundPerformance",2009
74,74,"John Senden",29,62.5,5,"25FinalRoundPerformance",2009
79,79,"Chad Campbell",26,61.5,8,"25FinalRoundPerformance",2009
79,79,"DA Points",29,61.5,8,"25FinalRoundPerformance",2009
81,81,"Alex Cejka",25,60,6,"25FinalRoundPerformance",2009
81,81,"Greg Chalmers",26,60,6,"25FinalRoundPerformance",2009
81,81,"Chris DiMarco",29,60,9,"25FinalRoundPerformance",2009
81,81,"Steve Elkington",23,60,6,"25FinalRoundPerformance",2009
81,81,"Paul Goydos",25,60,6,"25FinalRoundPerformance",2009
81,81,"Jerry Kelly",26,60,6,"25FinalRoundPerformance",2009
81,81,"Jeff Maggert",28,60,3,"25FinalRoundPerformance",2009
81,81,"Sean OHair",23,60,3,"25FinalRoundPerformance",2009
81,81,"Pat Perez",22,60,6,"25FinalRoundPerformance",2009
81,81,"Brett Quigley",28,60,6,"25FinalRoundPerformance",2009
81,81,"Nick Watney",24,60,6,"25FinalRoundPerformance",2009
81,81,"Matt Weibring",22,60,3,"25FinalRoundPerformance",2009
81,81,"Mike Weir",24,60,6,"25FinalRoundPerformance",2009
94,94,"Cameron Beckman",26,58.3,7,"25FinalRoundPerformance",2009
94,94,"Michael Letzig",28,58.3,7,"25FinalRoundPerformance",2009
96,96,"Mark Calcavecchia",23,57.1,4,"25FinalRoundPerformance",2009
96,96,"Joe Durant",20,57.1,4,"25FinalRoundPerformance",2009
96,96,"Lucas Glover",26,57.1,4,"25FinalRoundPerformance",2009
96,96,"Bob Heintz",20,57.1,4,"25FinalRoundPerformance",2009
96,96,"Scott McCarron",27,57.1,8,"25FinalRoundPerformance",2009
96,96,"Phil Mickelson",18,57.1,4,"25FinalRoundPerformance",2009
96,96,"Joe Ogilvie",29,57.1,4,"25FinalRoundPerformance",2009
96,96,"Bubba Watson",24,57.1,4,"25FinalRoundPerformance",2009
104,104,"Tommy Armour III",19,55.6,5,"25FinalRoundPerformance",2009
104,104,"Woody Austin",24,55.6,5,"25FinalRoundPerformance",2009
104,104,"Jason Dufner",26,55.6,5,"25FinalRoundPerformance",2009
104,104,"Steve Flesch",27,55.6,5,"25FinalRoundPerformance",2009
104,104,"Lee Janzen",23,55.6,5,"25FinalRoundPerformance",2009
104,104,"Spencer Levin",25,55.6,5,"25FinalRoundPerformance",2009
104,104,"Bill Lunde",27,55.6,5,"25FinalRoundPerformance",2009
104,104,"Corey Pavin",23,55.6,5,"25FinalRoundPerformance",2009
104,104,"Patrick Sheehan",15,55.6,5,"25FinalRoundPerformance",2009
104,104,"Marc Turnesa",30,55.6,5,"25FinalRoundPerformance",2009
104,104,"Bo Van Pelt",30,55.6,5,"25FinalRoundPerformance",2009
115,115,"Harrison Frazar",28,54.5,6,"25FinalRoundPerformance",2009
115,115,"Greg Owen",30,54.5,6,"25FinalRoundPerformance",2009
115,115,"Chris Stroud",28,54.5,6,"25FinalRoundPerformance",2009
115,115,"DJ Trahan",30,54.5,6,"25FinalRoundPerformance",2009
119,119,"Ryuji Imada",25,53.8,7,"25FinalRoundPerformance",2009
120,120,"Fred Couples",16,50,3,"25FinalRoundPerformance",2009
120,120,"Robert Garrigus",25,50,5,"25FinalRoundPerformance",2009
120,120,"Padraig Harrington",20,50,2,"25FinalRoundPerformance",2009
120,120,"Zach Johnson",26,50,2,"25FinalRoundPerformance",2009
120,120,"Matt Jones",17,50,5,"25FinalRoundPerformance",2009
120,120,"Martin Laird",24,50,3,"25FinalRoundPerformance",2009
120,120,"Justin Leonard",26,50,5,"25FinalRoundPerformance",2009
120,120,"Steve Lowery",27,50,6,"25FinalRoundPerformance",2009
120,120,"Will Ma Kenzie",24,50,2,"25FinalRoundPerformance",2009
120,120,"Ryan Palmer",26,50,4,"25FinalRoundPerformance",2009
120,120,"Aron Price",27,50,7,"25FinalRoundPerformance",2009
120,120,"Kevin Streelman",29,50,7,"25FinalRoundPerformance",2009
120,120,"David Toms",27,50,5,"25FinalRoundPerformance",2009
120,120,"Jimmy Walker",24,50,5,"25FinalRoundPerformance",2009
120,120,"Charles Warren",20,50,4,"25FinalRoundPerformance",2009
135,135,"Rocco Mediate",22,46.7,7,"25FinalRoundPerformance",2009
136,136,"John Mallinger",27,45.5,5,"25FinalRoundPerformance",2009
136,136,"Kevin Na",26,45.5,5,"25FinalRoundPerformance",2009
136,136,"Kenny Perry",24,45.5,5,"25FinalRoundPerformance",2009
139,139,"Charley Hoffman",27,44.4,4,"25FinalRoundPerformance",2009
139,139,"Heath Slocum",30,44.4,4,"25FinalRoundPerformance",2009
139,139,"Charlie Wi",28,44.4,4,"25FinalRoundPerformance",2009
142,142,"JB Holmes",25,42.9,3,"25FinalRoundPerformance",2009
142,142,"Brandt Snedeker",26,42.9,3,"25FinalRoundPerformance",2009
144,144,"Jason Bohn",25,41.7,5,"25FinalRoundPerformance",2009
145,145,"Bryce Molder",21,40,2,"25FinalRoundPerformance",2009
145,145,"Webb Simpson",30,40,4,"25FinalRoundPerformance",2009
145,145,"Vaughn Taylor",28,40,4,"25FinalRoundPerformance",2009
148,148,"Matt Bettencourt",31,38.5,5,"25FinalRoundPerformance",2009
149,149,"Stewart Cink",22,37.5,3,"25FinalRoundPerformance",2009
149,149,"Colt Knost",24,37.5,3,"25FinalRoundPerformance",2009
149,149,"Tom Lehman",16,37.5,3,"25FinalRoundPerformance",2009
149,149,"Casey Wittenberg",25,37.5,3,"25FinalRoundPerformance",2009
153,153,"Peter Lonard",30,36.4,4,"25FinalRoundPerformance",2009
153,153,"John Merrick",28,36.4,4,"25FinalRoundPerformance",2009
155,155,"Daniel Chopra",28,33.3,3,"25FinalRoundPerformance",2009
155,155,"Retief Goosen",20,33.3,2,"25FinalRoundPerformance",2009
155,155,"Kent Jones",24,33.3,3,"25FinalRoundPerformance",2009
155,155,"Geoff Ogilvy",20,33.3,2,"25FinalRoundPerformance",2009
155,155,"Tom Pernice Jr",26,33.3,4,"25FinalRoundPerformance",2009
155,155,"Rick Price",21,33.3,2,"25FinalRoundPerformance",2009
155,155,"Steve Stricker",22,33.3,1,"25FinalRoundPerformance",2009
162,162,"Bart Bryant",17,30,3,"25FinalRoundPerformance",2009
162,162,"Freddie Jacobson",25,30,3,"25FinalRoundPerformance",2009
164,164,"Parker McLachlin",25,28.6,2,"25FinalRoundPerformance",2009
164,164,"James Nitties",27,28.6,2,"25FinalRoundPerformance",2009
166,166,"Jason Gore",24,27.3,3,"25FinalRoundPerformance",2009
167,167,"Stuart Appleby",25,25,3,"25FinalRoundPerformance",2009
167,167,"Brian Davis",32,25,3,"25FinalRoundPerformance",2009
167,167,"Anthony Kim",22,25,2,"25FinalRoundPerformance",2009
167,167,"Billy Mayfair",28,25,2,"25FinalRoundPerformance",2009
171,171,"Richard Johnson",26,22.2,2,"25FinalRoundPerformance",2009
171,171,"Jeff Overton",28,22.2,2,"25FinalRoundPerformance",2009
173,173,"David Duval",22,20,1,"25FinalRoundPerformance",2009
173,173,"Chez Reavie",27,20,2,"25FinalRoundPerformance",2009
173,173,"Gary Woodland",18,20,1,"25FinalRoundPerformance",2009
176,176,"John Rollins",27,18.2,2,"25FinalRoundPerformance",2009
177,177,"Brad Faxon",23,16.7,1,"25FinalRoundPerformance",2009
178,178,"Kirk Triplett",20,14.3,1,"25FinalRoundPerformance",2009
179,179,"Jarrod Lyle",21,12.5,1,"25FinalRoundPerformance",2009
180,180,"Brian Bateman",25,0,NA,"25FinalRoundPerformance",2009
180,180,"Leif Olson",21,0,NA,"25FinalRoundPerformance",2009
180,180,"Darron Stiles",20,0,NA,"25FinalRoundPerformance",2009
180,180,"Brendon Todd",21,0,NA,"25FinalRoundPerformance",2009
180,180,"Peter Tomasulo",25,0,NA,"25FinalRoundPerformance",2009
