"EarlyRound2ScoringAverage_RANKTHISWEEK_2010","EarlyRound2ScoringAverage_RANKLASTWEEK_2010","EarlyRound2ScoringAverage_PLAYERNAME_2010","EarlyRound2ScoringAverage__2010","EarlyRound2ScoringAverage_AVG_2010","EarlyRound2ScoringAverage_TOTALSTROKES_2010","EarlyRound2ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"Bryce Molder",NA,67.83,814,12,"EarlyRound2ScoringAverage",2010
2,2,"Lee Janzen",NA,68.09,749,11,"EarlyRound2ScoringAverage",2010
3,3,"Jim Furyk",NA,68.22,614,9,"EarlyRound2ScoringAverage",2010
3,3,"Retief Goosen",NA,68.22,614,9,"EarlyRound2ScoringAverage",2010
5,5,"Chris DiMarco",NA,68.56,617,9,"EarlyRound2ScoringAverage",2010
6,6,"Lucas Glover",NA,69,690,10,"EarlyRound2ScoringAverage",2010
7,7,"Kevin Na",NA,69.13,1037,15,"EarlyRound2ScoringAverage",2010
8,8,"Blake Adams",NA,69.15,899,13,"EarlyRound2ScoringAverage",2010
8,8,"Kevin Sutherland",NA,69.15,899,13,"EarlyRound2ScoringAverage",2010
10,10,"Stephen Ames",NA,69.18,761,11,"EarlyRound2ScoringAverage",2010
11,11,"Webb Simpson",NA,69.19,1107,16,"EarlyRound2ScoringAverage",2010
12,12,"Paul Casey",NA,69.2,692,10,"EarlyRound2ScoringAverage",2010
12,12,"Phil Mickelson",NA,69.2,692,10,"EarlyRound2ScoringAverage",2010
14,14,"Charlie Wi",NA,69.22,1246,18,"EarlyRound2ScoringAverage",2010
15,15,"Boo Weekley",NA,69.23,900,13,"EarlyRound2ScoringAverage",2010
16,16,"Chad Campbell",NA,69.25,831,12,"EarlyRound2ScoringAverage",2010
17,17,"Greg Chalmers",NA,69.27,1039,15,"EarlyRound2ScoringAverage",2010
18,18,"Spencer Levin",NA,69.33,1248,18,"EarlyRound2ScoringAverage",2010
19,19,"Padraig Harrington",NA,69.44,625,9,"EarlyRound2ScoringAverage",2010
20,20,"Cameron Percy",NA,69.45,764,11,"EarlyRound2ScoringAverage",2010
20,20,"David Toms",NA,69.45,764,11,"EarlyRound2ScoringAverage",2010
22,22,"Michael Connell",NA,69.46,903,13,"EarlyRound2ScoringAverage",2010
22,22,"Bo Van Pelt",NA,69.46,903,13,"EarlyRound2ScoringAverage",2010
24,24,"Graham DeLaet",NA,69.47,1042,15,"EarlyRound2ScoringAverage",2010
25,25,"Robert Allenby",NA,69.5,556,8,"EarlyRound2ScoringAverage",2010
25,25,"Dustin Johnson",NA,69.5,973,14,"EarlyRound2ScoringAverage",2010
25,25,"Charles Warren",NA,69.5,695,10,"EarlyRound2ScoringAverage",2010
25,25,"Jay Williamson",NA,69.5,695,10,"EarlyRound2ScoringAverage",2010
25,25,"Dean Wilson",NA,69.5,695,10,"EarlyRound2ScoringAverage",2010
30,30,"Tim Herron",NA,69.54,904,13,"EarlyRound2ScoringAverage",2010
30,30,"Charles Howell III",NA,69.54,904,13,"EarlyRound2ScoringAverage",2010
32,32,"Cliff Kresge",NA,69.56,626,9,"EarlyRound2ScoringAverage",2010
33,33,"Charley Hoffman",NA,69.57,974,14,"EarlyRound2ScoringAverage",2010
34,34,"Steve Marino",NA,69.6,696,10,"EarlyRound2ScoringAverage",2010
35,35,"Brett Quigley",NA,69.69,1115,16,"EarlyRound2ScoringAverage",2010
35,35,"DJ Trahan",NA,69.69,906,13,"EarlyRound2ScoringAverage",2010
37,37,"Ernie Els",NA,69.73,767,11,"EarlyRound2ScoringAverage",2010
37,37,"Tom Gillis",NA,69.73,1046,15,"EarlyRound2ScoringAverage",2010
39,39,"JB Holmes",NA,69.75,837,12,"EarlyRound2ScoringAverage",2010
39,39,"Matt Jones",NA,69.75,837,12,"EarlyRound2ScoringAverage",2010
41,41,"Tom Pernice Jr",NA,69.78,628,9,"EarlyRound2ScoringAverage",2010
42,42,"Justin Rose",NA,69.8,698,10,"EarlyRound2ScoringAverage",2010
42,42,"Kevin Streelman",NA,69.8,1047,15,"EarlyRound2ScoringAverage",2010
44,44,"Tim Clark",NA,69.82,768,11,"EarlyRound2ScoringAverage",2010
45,45,"Chris Stroud",NA,69.86,978,14,"EarlyRound2ScoringAverage",2010
46,46,"Luke Donald",NA,69.88,559,8,"EarlyRound2ScoringAverage",2010
46,46,"Matt Kuchar",NA,69.88,559,8,"EarlyRound2ScoringAverage",2010
46,46,"Carl Pettersson",NA,69.88,1118,16,"EarlyRound2ScoringAverage",2010
46,46,"Camilo Villegas",NA,69.88,559,8,"EarlyRound2ScoringAverage",2010
50,50,"Joe Durant",NA,69.89,629,9,"EarlyRound2ScoringAverage",2010
51,51,"Hunter Mahan",NA,69.9,699,10,"EarlyRound2ScoringAverage",2010
52,52,"Stewart Cink",NA,69.91,769,11,"EarlyRound2ScoringAverage",2010
53,53,"Freddie Jacobson",NA,69.92,839,12,"EarlyRound2ScoringAverage",2010
54,54,"Ryuji Imada",NA,69.93,1049,15,"EarlyRound2ScoringAverage",2010
54,54,"Michael Letzig",NA,69.93,979,14,"EarlyRound2ScoringAverage",2010
54,54,"Jeff Overton",NA,69.93,979,14,"EarlyRound2ScoringAverage",2010
57,57,"Zach Johnson",NA,69.94,1119,16,"EarlyRound2ScoringAverage",2010
58,58,"Brian Gay",NA,70,910,13,"EarlyRound2ScoringAverage",2010
58,58,"Will Ma Kenzie",NA,70,700,10,"EarlyRound2ScoringAverage",2010
58,58,"Pat Perez",NA,70,910,13,"EarlyRound2ScoringAverage",2010
58,58,"Paul Stankowski",NA,70,560,8,"EarlyRound2ScoringAverage",2010
58,58,"Josh Teater",NA,70,1050,15,"EarlyRound2ScoringAverage",2010
58,58,"Brett Wetterich",NA,70,420,6,"EarlyRound2ScoringAverage",2010
64,64,"Aaron Baddeley",NA,70.07,981,14,"EarlyRound2ScoringAverage",2010
65,65,"Steve Elkington",NA,70.08,841,12,"EarlyRound2ScoringAverage",2010
66,66,"John Daly",NA,70.09,771,11,"EarlyRound2ScoringAverage",2010
67,67,"Skip Kendall",NA,70.1,701,10,"EarlyRound2ScoringAverage",2010
67,67,"Johnson Wagner",NA,70.1,701,10,"EarlyRound2ScoringAverage",2010
69,69,"Alex Prugh",NA,70.13,1122,16,"EarlyRound2ScoringAverage",2010
70,70,"Jeff Maggert",NA,70.14,982,14,"EarlyRound2ScoringAverage",2010
70,70,"Heath Slocum",NA,70.14,982,14,"EarlyRound2ScoringAverage",2010
72,72,"John Merrick",NA,70.15,912,13,"EarlyRound2ScoringAverage",2010
72,72,"Steve Stricker",NA,70.15,912,13,"EarlyRound2ScoringAverage",2010
74,74,"Marc Leishman",NA,70.17,842,12,"EarlyRound2ScoringAverage",2010
75,75,"Briny Baird",NA,70.2,1053,15,"EarlyRound2ScoringAverage",2010
75,75,"Andres Romero",NA,70.2,702,10,"EarlyRound2ScoringAverage",2010
75,75,"Michael Sim",NA,70.2,702,10,"EarlyRound2ScoringAverage",2010
75,75,"Roland Thatcher",NA,70.2,1053,15,"EarlyRound2ScoringAverage",2010
79,79,"Matt Every",NA,70.22,632,9,"EarlyRound2ScoringAverage",2010
79,79,"Tim Petrovic",NA,70.22,1264,18,"EarlyRound2ScoringAverage",2010
79,79,"Chris Riley",NA,70.22,632,9,"EarlyRound2ScoringAverage",2010
82,82,"Aron Price",NA,70.23,913,13,"EarlyRound2ScoringAverage",2010
82,82,"Garrett Willis",NA,70.23,913,13,"EarlyRound2ScoringAverage",2010
84,84,"Scott McCarron",NA,70.24,1194,17,"EarlyRound2ScoringAverage",2010
85,85,"Shaun Micheel",NA,70.27,773,11,"EarlyRound2ScoringAverage",2010
86,86,"Martin Laird",NA,70.3,703,10,"EarlyRound2ScoringAverage",2010
87,87,"Woody Austin",NA,70.31,914,13,"EarlyRound2ScoringAverage",2010
87,87,"JP Hayes",NA,70.31,914,13,"EarlyRound2ScoringAverage",2010
89,89,"Stuart Appleby",NA,70.33,844,12,"EarlyRound2ScoringAverage",2010
89,89,"John Senden",NA,70.33,1266,18,"EarlyRound2ScoringAverage",2010
91,91,"Justin Leonard",NA,70.36,774,11,"EarlyRound2ScoringAverage",2010
91,91,"Davis Love III",NA,70.36,774,11,"EarlyRound2ScoringAverage",2010
93,93,"Omar Uresti",NA,70.38,915,13,"EarlyRound2ScoringAverage",2010
94,94,"Derek Lamely",NA,70.4,704,10,"EarlyRound2ScoringAverage",2010
94,94,"Rod Pampling",NA,70.4,704,10,"EarlyRound2ScoringAverage",2010
96,96,"Michael Bradley",NA,70.43,986,14,"EarlyRound2ScoringAverage",2010
97,97,"Jimmy Walker",NA,70.44,1127,16,"EarlyRound2ScoringAverage",2010
98,98,"KJ Choi",NA,70.45,775,11,"EarlyRound2ScoringAverage",2010
98,98,"Jeev Milkha Singh",NA,70.45,775,11,"EarlyRound2ScoringAverage",2010
100,100,"Alex Cejka",NA,70.5,987,14,"EarlyRound2ScoringAverage",2010
100,100,"Rickie Fowler",NA,70.5,846,12,"EarlyRound2ScoringAverage",2010
100,100,"Jerry Kelly",NA,70.5,987,14,"EarlyRound2ScoringAverage",2010
103,103,"Brian Davis",NA,70.53,1058,15,"EarlyRound2ScoringAverage",2010
104,104,"Mark Wilson",NA,70.54,917,13,"EarlyRound2ScoringAverage",2010
105,105,"Chad Collins",NA,70.56,635,9,"EarlyRound2ScoringAverage",2010
105,105,"Sergio Garcia",NA,70.56,635,9,"EarlyRound2ScoringAverage",2010
107,107,"Brandt Snedeker",NA,70.6,1059,15,"EarlyRound2ScoringAverage",2010
107,107,"Nick Watney",NA,70.6,706,10,"EarlyRound2ScoringAverage",2010
109,109,"Steve Wheatcroft",NA,70.64,989,14,"EarlyRound2ScoringAverage",2010
110,110,"Robert Garrigus",NA,70.67,636,9,"EarlyRound2ScoringAverage",2010
110,110,"Richard Johnson",NA,70.67,848,12,"EarlyRound2ScoringAverage",2010
110,110,"Ian Poulter",NA,70.67,424,6,"EarlyRound2ScoringAverage",2010
113,113,"Cameron Tringale",NA,70.78,637,9,"EarlyRound2ScoringAverage",2010
114,114,"Adam Scott",NA,70.83,850,12,"EarlyRound2ScoringAverage",2010
114,114,"Chris Tidland",NA,70.83,850,12,"EarlyRound2ScoringAverage",2010
116,116,"Steve Flesch",NA,70.85,921,13,"EarlyRound2ScoringAverage",2010
117,117,"Brendon de Jonge",NA,70.86,992,14,"EarlyRound2ScoringAverage",2010
117,117,"Scott Piercy",NA,70.86,992,14,"EarlyRound2ScoringAverage",2010
119,119,"DA Points",NA,70.87,1063,15,"EarlyRound2ScoringAverage",2010
120,120,"Brian Stuard",NA,70.88,1134,16,"EarlyRound2ScoringAverage",2010
120,120,"Jerod Turner",NA,70.88,567,8,"EarlyRound2ScoringAverage",2010
122,122,"Cameron Beckman",NA,70.92,851,12,"EarlyRound2ScoringAverage",2010
123,123,"Troy Matteson",NA,70.93,993,14,"EarlyRound2ScoringAverage",2010
123,123,"Kevin Stadler",NA,70.93,993,14,"EarlyRound2ScoringAverage",2010
125,125,"JJ Henry",NA,70.94,1135,16,"EarlyRound2ScoringAverage",2010
126,126,"Brent Delahoussaye",NA,71,923,13,"EarlyRound2ScoringAverage",2010
126,126,"Bill Haas",NA,71,923,13,"EarlyRound2ScoringAverage",2010
126,126,"Garth Mulroy",NA,71,639,9,"EarlyRound2ScoringAverage",2010
126,126,"John Rollins",NA,71,923,13,"EarlyRound2ScoringAverage",2010
126,126,"Bubba Watson",NA,71,781,11,"EarlyRound2ScoringAverage",2010
126,126,"YE Yang",NA,71,639,9,"EarlyRound2ScoringAverage",2010
132,132,"Henrik Bjornstad",NA,71.06,1208,17,"EarlyRound2ScoringAverage",2010
132,132,"Joe Ogilvie",NA,71.06,1279,18,"EarlyRound2ScoringAverage",2010
134,134,"Jeff Gove",NA,71.09,782,11,"EarlyRound2ScoringAverage",2010
135,135,"Mike Weir",NA,71.11,640,9,"EarlyRound2ScoringAverage",2010
136,136,"Matt Bettencourt",NA,71.13,1067,15,"EarlyRound2ScoringAverage",2010
136,136,"James Nitties",NA,71.13,1067,15,"EarlyRound2ScoringAverage",2010
138,138,"Ben Curtis",NA,71.15,925,13,"EarlyRound2ScoringAverage",2010
139,139,"Jason Day",NA,71.18,783,11,"EarlyRound2ScoringAverage",2010
139,139,"Greg Owen",NA,71.18,783,11,"EarlyRound2ScoringAverage",2010
141,141,"Jarrod Lyle",NA,71.2,712,10,"EarlyRound2ScoringAverage",2010
141,141,"Ryan Moore",NA,71.2,712,10,"EarlyRound2ScoringAverage",2010
141,141,"Vance Veazey",NA,71.2,712,10,"EarlyRound2ScoringAverage",2010
144,144,"Kris Blanks",NA,71.25,1425,20,"EarlyRound2ScoringAverage",2010
144,144,"Jason Dufner",NA,71.25,855,12,"EarlyRound2ScoringAverage",2010
146,146,"Steve Lowery",NA,71.27,784,11,"EarlyRound2ScoringAverage",2010
147,147,"Bill Lunde",NA,71.29,1212,17,"EarlyRound2ScoringAverage",2010
148,148,"Ricky Barnes",NA,71.31,1141,16,"EarlyRound2ScoringAverage",2010
148,148,"Jeff Quinney",NA,71.31,927,13,"EarlyRound2ScoringAverage",2010
148,148,"Vaughn Taylor",NA,71.31,927,13,"EarlyRound2ScoringAverage",2010
151,151,"Trevor Immelman",NA,71.33,642,9,"EarlyRound2ScoringAverage",2010
151,151,"Sean OHair",NA,71.33,642,9,"EarlyRound2ScoringAverage",2010
153,153,"James Driscoll",NA,71.44,1143,16,"EarlyRound2ScoringAverage",2010
154,154,"Ben Crane",NA,71.47,1072,15,"EarlyRound2ScoringAverage",2010
155,155,"Jonathan Byrd",NA,71.5,1001,14,"EarlyRound2ScoringAverage",2010
155,155,"Ted Purdy",NA,71.5,1144,16,"EarlyRound2ScoringAverage",2010
157,157,"John Mallinger",NA,71.53,1073,15,"EarlyRound2ScoringAverage",2010
158,158,"Roger Tambellini",NA,71.55,787,11,"EarlyRound2ScoringAverage",2010
159,159,"Nicholas Thompson",NA,71.6,716,10,"EarlyRound2ScoringAverage",2010
160,160,"Rory Sabbatini",NA,71.64,788,11,"EarlyRound2ScoringAverage",2010
161,161,"Bob Estes",NA,71.67,860,12,"EarlyRound2ScoringAverage",2010
162,162,"Daniel Chopra",NA,71.73,789,11,"EarlyRound2ScoringAverage",2010
163,163,"Mark Calcavecchia",NA,71.75,574,8,"EarlyRound2ScoringAverage",2010
164,164,"Martin Flores",NA,71.78,646,9,"EarlyRound2ScoringAverage",2010
164,164,"Greg Kraft",NA,71.78,646,9,"EarlyRound2ScoringAverage",2010
166,166,"Rich Barcelo",NA,71.8,1077,15,"EarlyRound2ScoringAverage",2010
166,166,"Chris Wilson",NA,71.8,1077,15,"EarlyRound2ScoringAverage",2010
168,168,"George McNeill",NA,71.83,862,12,"EarlyRound2ScoringAverage",2010
168,168,"Ryan Palmer",NA,71.83,862,12,"EarlyRound2ScoringAverage",2010
170,170,"Mathew Goggin",NA,71.87,1078,15,"EarlyRound2ScoringAverage",2010
171,171,"Paul Goydos",NA,71.91,791,11,"EarlyRound2ScoringAverage",2010
172,172,"Angel Cabrera",NA,72,504,7,"EarlyRound2ScoringAverage",2010
172,172,"David Lutterus",NA,72,936,13,"EarlyRound2ScoringAverage",2010
174,174,"Billy Mayfair",NA,72.09,793,11,"EarlyRound2ScoringAverage",2010
174,174,"Brenden Pappas",NA,72.09,793,11,"EarlyRound2ScoringAverage",2010
176,176,"Andrew McLardy",NA,72.11,649,9,"EarlyRound2ScoringAverage",2010
177,177,"Mathias Gronberg",NA,72.17,866,12,"EarlyRound2ScoringAverage",2010
177,177,"Rocco Mediate",NA,72.17,866,12,"EarlyRound2ScoringAverage",2010
179,179,"Chris Couch",NA,72.2,722,10,"EarlyRound2ScoringAverage",2010
180,180,"Rory McIlroy",NA,72.22,650,9,"EarlyRound2ScoringAverage",2010
181,181,"Vijay Singh",NA,72.25,867,12,"EarlyRound2ScoringAverage",2010
182,182,"Brad Faxon",NA,72.33,651,9,"EarlyRound2ScoringAverage",2010
182,182,"Nathan Green",NA,72.33,868,12,"EarlyRound2ScoringAverage",2010
184,184,"Jason Bohn",NA,72.43,1014,14,"EarlyRound2ScoringAverage",2010
185,185,"Craig Bowden",NA,72.44,652,9,"EarlyRound2ScoringAverage",2010
185,185,"Kenny Perry",NA,72.44,652,9,"EarlyRound2ScoringAverage",2010
187,187,"Troy Merritt",NA,72.5,1015,14,"EarlyRound2ScoringAverage",2010
188,188,"Scott Verplank",NA,72.63,581,8,"EarlyRound2ScoringAverage",2010
189,189,"Justin Bolli",NA,72.77,946,13,"EarlyRound2ScoringAverage",2010
190,190,"Kevin Johnson",NA,73.13,1170,16,"EarlyRound2ScoringAverage",2010
191,191,"Geoff Ogilvy",NA,73.43,514,7,"EarlyRound2ScoringAverage",2010
192,192,"David Duval",NA,74.8,748,10,"EarlyRound2ScoringAverage",2010
