"FirstTeeLatePar5ScoringAverage_RANKTHISWEEK_2013","FirstTeeLatePar5ScoringAverage_RANKLASTWEEK_2013","FirstTeeLatePar5ScoringAverage_PLAYERNAME_2013","FirstTeeLatePar5ScoringAverage_ROUNDS_2013","FirstTeeLatePar5ScoringAverage_AVG_2013","FirstTeeLatePar5ScoringAverage_TOTALSTROKES_2013","FirstTeeLatePar5ScoringAverage_TOTALHOLES_2013","stat_name","year"
1,1,"Keegan Bradley",88,4.49,629,140,"FirstTeeLatePar5ScoringAverage",2013
1,1,"Derek Ernst",58,4.49,202,45,"FirstTeeLatePar5ScoringAverage",2013
1,1,"Dustin Johnson",71,4.49,445,99,"FirstTeeLatePar5ScoringAverage",2013
1,1,"Jin Park",52,4.49,166,37,"FirstTeeLatePar5ScoringAverage",2013
1,1,"Dicky Pride",71,4.49,184,41,"FirstTeeLatePar5ScoringAverage",2013
6,6,"Scott Stallings",79,4.51,221,49,"FirstTeeLatePar5ScoringAverage",2013
6,6,"Andrew Svoboda",46,4.51,158,35,"FirstTeeLatePar5ScoringAverage",2013
8,8,"Henrik Stenson",65,4.52,411,91,"FirstTeeLatePar5ScoringAverage",2013
9,9,"Greg Owen",73,4.53,222,49,"FirstTeeLatePar5ScoringAverage",2013
9,9,"Alistair Presnell",59,4.53,267,59,"FirstTeeLatePar5ScoringAverage",2013
9,9,"Brendan Steele",86,4.53,263,58,"FirstTeeLatePar5ScoringAverage",2013
12,12,"Charlie Beljan",62,4.54,159,35,"FirstTeeLatePar5ScoringAverage",2013
12,12,"KJ Choi",85,4.54,327,72,"FirstTeeLatePar5ScoringAverage",2013
12,12,"Josh Teater",86,4.54,295,65,"FirstTeeLatePar5ScoringAverage",2013
12,12,"Mark Wilson",56,4.54,245,54,"FirstTeeLatePar5ScoringAverage",2013
12,12,"Tiger Woods",61,4.54,508,112,"FirstTeeLatePar5ScoringAverage",2013
17,17,"Peter Hanson",45,4.55,200,44,"FirstTeeLatePar5ScoringAverage",2013
17,17,"Phil Mickelson",78,4.55,551,121,"FirstTeeLatePar5ScoringAverage",2013
17,17,"Shawn Stefani",63,4.55,214,47,"FirstTeeLatePar5ScoringAverage",2013
20,20,"Stewart Cink",71,4.56,328,72,"FirstTeeLatePar5ScoringAverage",2013
20,20,"Martin Flores",83,4.56,251,55,"FirstTeeLatePar5ScoringAverage",2013
20,20,"Luke Guthrie",82,4.56,451,99,"FirstTeeLatePar5ScoringAverage",2013
20,20,"Steve LeBrun",66,4.56,219,48,"FirstTeeLatePar5ScoringAverage",2013
20,20,"Scott Piercy",78,4.56,301,66,"FirstTeeLatePar5ScoringAverage",2013
20,20,"Adam Scott",61,4.56,497,109,"FirstTeeLatePar5ScoringAverage",2013
20,20,"Bubba Watson",76,4.56,543,119,"FirstTeeLatePar5ScoringAverage",2013
20,20,"Gary Woodland",94,4.56,374,82,"FirstTeeLatePar5ScoringAverage",2013
28,28,"Steven Bowditch",67,4.57,210,46,"FirstTeeLatePar5ScoringAverage",2013
28,28,"Roberto Castro",97,4.57,494,108,"FirstTeeLatePar5ScoringAverage",2013
28,28,"Ben Crane",62,4.57,274,60,"FirstTeeLatePar5ScoringAverage",2013
28,28,"Matt Kuchar",93,4.57,635,139,"FirstTeeLatePar5ScoringAverage",2013
28,28,"Martin Laird",68,4.57,210,46,"FirstTeeLatePar5ScoringAverage",2013
28,28,"Justin Rose",62,4.57,580,127,"FirstTeeLatePar5ScoringAverage",2013
28,28,"Brandt Snedeker",79,4.57,585,128,"FirstTeeLatePar5ScoringAverage",2013
35,35,"Matt Jones",83,4.58,357,78,"FirstTeeLatePar5ScoringAverage",2013
35,35,"Boo Weekley",100,4.58,421,92,"FirstTeeLatePar5ScoringAverage",2013
37,37,"Aaron Baddeley",68,4.59,211,46,"FirstTeeLatePar5ScoringAverage",2013
37,37,"Brendon de Jonge",110,4.59,523,114,"FirstTeeLatePar5ScoringAverage",2013
37,37,"Charles Howell III",87,4.59,454,99,"FirstTeeLatePar5ScoringAverage",2013
37,37,"William McGirt",75,4.59,202,44,"FirstTeeLatePar5ScoringAverage",2013
41,41,"Ernie Els",63,4.6,345,75,"FirstTeeLatePar5ScoringAverage",2013
41,41,"James Hahn",78,4.6,308,67,"FirstTeeLatePar5ScoringAverage",2013
41,41,"Scott Langley",79,4.6,290,63,"FirstTeeLatePar5ScoringAverage",2013
41,41,"Henrik Norlander",70,4.6,184,40,"FirstTeeLatePar5ScoringAverage",2013
41,41,"Kevin Stadler",83,4.6,253,55,"FirstTeeLatePar5ScoringAverage",2013
41,41,"Steve Stricker",51,4.6,469,102,"FirstTeeLatePar5ScoringAverage",2013
41,41,"Daniel Summerhays",83,4.6,478,104,"FirstTeeLatePar5ScoringAverage",2013
41,41,"DJ Trahan",48,4.6,267,58,"FirstTeeLatePar5ScoringAverage",2013
49,49,"Rickie Fowler",75,4.61,456,99,"FirstTeeLatePar5ScoringAverage",2013
49,49,"John Rollins",77,4.61,415,90,"FirstTeeLatePar5ScoringAverage",2013
49,49,"Cameron Tringale",80,4.61,272,59,"FirstTeeLatePar5ScoringAverage",2013
49,49,"Camilo Villegas",79,4.61,383,83,"FirstTeeLatePar5ScoringAverage",2013
49,49,"Lee Westwood",70,4.61,415,90,"FirstTeeLatePar5ScoringAverage",2013
54,54,"Chad Campbell",78,4.62,291,63,"FirstTeeLatePar5ScoringAverage",2013
54,54,"Graham DeLaet",94,4.62,499,108,"FirstTeeLatePar5ScoringAverage",2013
54,54,"Russell Henley",80,4.62,277,60,"FirstTeeLatePar5ScoringAverage",2013
54,54,"Carl Pettersson",82,4.62,134,29,"FirstTeeLatePar5ScoringAverage",2013
54,54,"Rory Sabbatini",86,4.62,374,81,"FirstTeeLatePar5ScoringAverage",2013
59,59,"Scott Brown",65,4.63,213,46,"FirstTeeLatePar5ScoringAverage",2013
59,59,"Harris English",95,4.63,532,115,"FirstTeeLatePar5ScoringAverage",2013
59,59,"Brad Fritsch",81,4.63,310,67,"FirstTeeLatePar5ScoringAverage",2013
59,59,"Richard Lee",81,4.63,310,67,"FirstTeeLatePar5ScoringAverage",2013
59,59,"Rory McIlroy",56,4.63,417,90,"FirstTeeLatePar5ScoringAverage",2013
59,59,"Ted Potter Jr",65,4.63,301,65,"FirstTeeLatePar5ScoringAverage",2013
59,59,"Jordan Spieth",82,4.63,518,112,"FirstTeeLatePar5ScoringAverage",2013
