"1125FinalRoundPerformance_RANKTHISWEEK_2013","1125FinalRoundPerformance_RANKLASTWEEK_2013","1125FinalRoundPerformance_PLAYERNAME_2013","1125FinalRoundPerformance_EVENTS_2013","1125FinalRoundPerformance_PctTIMESIMPROVED_2013","1125FinalRoundPerformance_OFTIMESIMPROVED_2013","stat_name","year"
1,1,"Sangmoon Bae",26,100,1,"1125FinalRoundPerformance",2013
1,1,"Jonas Blixt",24,100,1,"1125FinalRoundPerformance",2013
1,1,"Keegan Bradley",25,100,4,"1125FinalRoundPerformance",2013
1,1,"Luke Donald",17,100,2,"1125FinalRoundPerformance",2013
1,1,"Harris English",26,100,5,"1125FinalRoundPerformance",2013
1,1,"Bobby Gates",20,100,1,"1125FinalRoundPerformance",2013
1,1,"Doug LaBelle II",23,100,1,"1125FinalRoundPerformance",2013
1,1,"Martin Laird",21,100,1,"1125FinalRoundPerformance",2013
1,1,"Henrik Norlander",22,100,2,"1125FinalRoundPerformance",2013
1,1,"Dicky Pride",23,100,1,"1125FinalRoundPerformance",2013
1,1,"Patrick Reed",26,100,1,"1125FinalRoundPerformance",2013
1,1,"Andres Romero",21,100,2,"1125FinalRoundPerformance",2013
1,1,"Michael Thompson",22,100,1,"1125FinalRoundPerformance",2013
1,1,"David Toms",16,100,1,"1125FinalRoundPerformance",2013
1,1,"Mark Wilson",19,100,1,"1125FinalRoundPerformance",2013
16,16,"Brendon de Jonge",30,80,4,"1125FinalRoundPerformance",2013
16,16,"Ernie Els",19,80,4,"1125FinalRoundPerformance",2013
16,16,"Brandt Snedeker",23,80,4,"1125FinalRoundPerformance",2013
19,19,"Ricky Barnes",26,75,3,"1125FinalRoundPerformance",2013
19,19,"Jason Kokrak",25,75,3,"1125FinalRoundPerformance",2013
19,19,"Richard Lee",24,75,3,"1125FinalRoundPerformance",2013
19,19,"Marc Leishman",23,75,3,"1125FinalRoundPerformance",2013
19,19,"Adam Scott",16,75,3,"1125FinalRoundPerformance",2013
19,19,"Scott Stallings",27,75,3,"1125FinalRoundPerformance",2013
19,19,"Camilo Villegas",23,75,3,"1125FinalRoundPerformance",2013
26,26,"Chad Campbell",25,66.7,2,"1125FinalRoundPerformance",2013
26,26,"Roberto Castro",29,66.7,2,"1125FinalRoundPerformance",2013
26,26,"Stewart Cink",22,66.7,2,"1125FinalRoundPerformance",2013
26,26,"Robert Garrigus",22,66.7,2,"1125FinalRoundPerformance",2013
26,26,"Freddie Jacobson",19,66.7,2,"1125FinalRoundPerformance",2013
26,26,"Matt Jones",24,66.7,2,"1125FinalRoundPerformance",2013
26,26,"David Lynn",22,66.7,2,"1125FinalRoundPerformance",2013
26,26,"Seung Yul Noh",25,66.7,2,"1125FinalRoundPerformance",2013
26,26,"Pat Perez",22,66.7,2,"1125FinalRoundPerformance",2013
26,26,"Rory Sabbatini",27,66.7,2,"1125FinalRoundPerformance",2013
26,26,"Vaughn Taylor",16,66.7,2,"1125FinalRoundPerformance",2013
37,37,"Aaron Baddeley",24,60,3,"1125FinalRoundPerformance",2013
37,37,"Luke Guthrie",27,60,3,"1125FinalRoundPerformance",2013
37,37,"Charles Howell III",26,60,3,"1125FinalRoundPerformance",2013
37,37,"Dustin Johnson",22,60,3,"1125FinalRoundPerformance",2013
37,37,"Chris Kirk",24,60,3,"1125FinalRoundPerformance",2013
37,37,"Ted Potter Jr",22,60,3,"1125FinalRoundPerformance",2013
37,37,"John Rollins",24,60,3,"1125FinalRoundPerformance",2013
37,37,"Justin Rose",17,60,3,"1125FinalRoundPerformance",2013
37,37,"Jordan Spieth",23,60,3,"1125FinalRoundPerformance",2013
46,46,"Jim Furyk",22,57.1,4,"1125FinalRoundPerformance",2013
47,47,"Justin Bolli",23,50,1,"1125FinalRoundPerformance",2013
47,47,"Scott Brown",21,50,2,"1125FinalRoundPerformance",2013
47,47,"KJ Choi",24,50,1,"1125FinalRoundPerformance",2013
47,47,"Nicolas Colsaerts",17,50,2,"1125FinalRoundPerformance",2013
47,47,"Jason Day",21,50,3,"1125FinalRoundPerformance",2013
47,47,"James Hahn",26,50,1,"1125FinalRoundPerformance",2013
47,47,"Peter Hanson",15,50,1,"1125FinalRoundPerformance",2013
47,47,"David Hearn",26,50,1,"1125FinalRoundPerformance",2013
47,47,"Russell Henley",24,50,2,"1125FinalRoundPerformance",2013
47,47,"Jim Herman",19,50,1,"1125FinalRoundPerformance",2013
47,47,"Justin Hicks",25,50,2,"1125FinalRoundPerformance",2013
47,47,"Morgan Hoffmann",20,50,3,"1125FinalRoundPerformance",2013
47,47,"Zach Johnson",24,50,2,"1125FinalRoundPerformance",2013
47,47,"Martin Kaymer",17,50,1,"1125FinalRoundPerformance",2013
47,47,"DH Lee",22,50,2,"1125FinalRoundPerformance",2013
47,47,"David Lingmerth",23,50,2,"1125FinalRoundPerformance",2013
47,47,"Graeme McDowell",16,50,1,"1125FinalRoundPerformance",2013
47,47,"Jeff Overton",24,50,1,"1125FinalRoundPerformance",2013
47,47,"Ryan Palmer",22,50,1,"1125FinalRoundPerformance",2013
47,47,"Scott Piercy",24,50,1,"1125FinalRoundPerformance",2013
47,47,"DA Points",28,50,1,"1125FinalRoundPerformance",2013
47,47,"Kyle Stanley",24,50,1,"1125FinalRoundPerformance",2013
47,47,"Robert Streb",25,50,2,"1125FinalRoundPerformance",2013
47,47,"Brian Stuard",25,50,1,"1125FinalRoundPerformance",2013
47,47,"Josh Teater",24,50,1,"1125FinalRoundPerformance",2013
47,47,"DJ Trahan",16,50,1,"1125FinalRoundPerformance",2013
47,47,"Cameron Tringale",24,50,1,"1125FinalRoundPerformance",2013
47,47,"Johnson Wagner",24,50,1,"1125FinalRoundPerformance",2013
47,47,"Lee Westwood",19,50,1,"1125FinalRoundPerformance",2013
47,47,"Charlie Wi",23,50,1,"1125FinalRoundPerformance",2013
77,77,"William McGirt",24,42.9,3,"1125FinalRoundPerformance",2013
78,78,"Erik Compton",24,40,2,"1125FinalRoundPerformance",2013
78,78,"Brian Davis",28,40,2,"1125FinalRoundPerformance",2013
78,78,"James Driscoll",23,40,2,"1125FinalRoundPerformance",2013
78,78,"Bill Haas",25,40,2,"1125FinalRoundPerformance",2013
78,78,"Chez Reavie",22,40,2,"1125FinalRoundPerformance",2013
78,78,"Nicholas Thompson",29,40,2,"1125FinalRoundPerformance",2013
78,78,"Jimmy Walker",24,40,2,"1125FinalRoundPerformance",2013
78,78,"Nick Watney",26,40,2,"1125FinalRoundPerformance",2013
86,86,"Jason Dufner",22,37.5,3,"1125FinalRoundPerformance",2013
86,86,"Matt Kuchar",23,37.5,3,"1125FinalRoundPerformance",2013
88,88,"Stuart Appleby",25,33.3,1,"1125FinalRoundPerformance",2013
88,88,"Angel Cabrera",21,33.3,1,"1125FinalRoundPerformance",2013
88,88,"Ben Crane",21,33.3,1,"1125FinalRoundPerformance",2013
88,88,"Ben Curtis",20,33.3,1,"1125FinalRoundPerformance",2013
88,88,"Graham DeLaet",26,33.3,2,"1125FinalRoundPerformance",2013
88,88,"Matt Every",28,33.3,2,"1125FinalRoundPerformance",2013
88,88,"Martin Flores",25,33.3,2,"1125FinalRoundPerformance",2013
88,88,"Brad Fritsch",24,33.3,1,"1125FinalRoundPerformance",2013
88,88,"Sergio Garcia",17,33.3,2,"1125FinalRoundPerformance",2013
88,88,"Lucas Glover",23,33.3,1,"1125FinalRoundPerformance",2013
88,88,"JJ Henry",26,33.3,1,"1125FinalRoundPerformance",2013
88,88,"John Huh",28,33.3,1,"1125FinalRoundPerformance",2013
88,88,"Brandt Jobe",19,33.3,1,"1125FinalRoundPerformance",2013
88,88,"Jeff Maggert",21,33.3,1,"1125FinalRoundPerformance",2013
88,88,"Phil Mickelson",21,33.3,1,"1125FinalRoundPerformance",2013
88,88,"Cameron Percy",21,33.3,1,"1125FinalRoundPerformance",2013
88,88,"Kevin Stadler",25,33.3,1,"1125FinalRoundPerformance",2013
88,88,"Brendan Steele",26,33.3,1,"1125FinalRoundPerformance",2013
88,88,"Henrik Stenson",18,33.3,1,"1125FinalRoundPerformance",2013
88,88,"Kevin Streelman",25,33.3,1,"1125FinalRoundPerformance",2013
88,88,"Steve Stricker",13,33.3,1,"1125FinalRoundPerformance",2013
88,88,"Chris Stroud",26,33.3,1,"1125FinalRoundPerformance",2013
110,110,"Ryan Moore",22,28.6,2,"1125FinalRoundPerformance",2013
111,111,"Stephen Ames",19,25,1,"1125FinalRoundPerformance",2013
111,111,"Rickie Fowler",22,25,1,"1125FinalRoundPerformance",2013
111,111,"Billy Horschel",26,25,1,"1125FinalRoundPerformance",2013
111,111,"Trevor Immelman",24,25,1,"1125FinalRoundPerformance",2013
111,111,"Justin Leonard",24,25,1,"1125FinalRoundPerformance",2013
111,111,"Hunter Mahan",25,25,2,"1125FinalRoundPerformance",2013
111,111,"Rory McIlroy",16,25,1,"1125FinalRoundPerformance",2013
111,111,"Bryce Molder",24,25,1,"1125FinalRoundPerformance",2013
111,111,"Sean OHair",22,25,1,"1125FinalRoundPerformance",2013
111,111,"Ian Poulter",16,25,2,"1125FinalRoundPerformance",2013
111,111,"Vijay Singh",19,25,1,"1125FinalRoundPerformance",2013
111,111,"Daniel Summerhays",26,25,1,"1125FinalRoundPerformance",2013
123,123,"Greg Chalmers",25,20,1,"1125FinalRoundPerformance",2013
123,123,"Jerry Kelly",22,20,1,"1125FinalRoundPerformance",2013
123,123,"Ben Kohles",25,20,1,"1125FinalRoundPerformance",2013
123,123,"Charl Schwartzel",19,20,1,"1125FinalRoundPerformance",2013
127,127,"Charley Hoffman",23,16.7,1,"1125FinalRoundPerformance",2013
127,127,"John Merrick",23,16.7,1,"1125FinalRoundPerformance",2013
127,127,"Webb Simpson",25,16.7,1,"1125FinalRoundPerformance",2013
130,130,"Bo Van Pelt",22,14.3,1,"1125FinalRoundPerformance",2013
131,131,"Charlie Beljan",24,0,NA,"1125FinalRoundPerformance",2013
131,131,"Jason Bohn",23,0,NA,"1125FinalRoundPerformance",2013
131,131,"Steven Bowditch",22,0,NA,"1125FinalRoundPerformance",2013
