"AverageApproachDistancePar_RANKTHISWEEK_2010","AverageApproachDistancePar_RANKLASTWEEK_2010","AverageApproachDistancePar_PLAYERNAME_2010","AverageApproachDistancePar_ROUNDS_2010","AverageApproachDistancePar_AVGYARDS_2010","AverageApproachDistancePar_TOTALDISTANCEINCHES_2010","AverageApproachDistancePar_NUMBEROFAPPROACHSHOTS_2010","stat_name","year"
1,NA,"Alex Prugh",88,154.3,5032959,906,"AverageApproachDistancePar",2010
2,NA,"John Daly",63,155.3,2824005,505,"AverageApproachDistancePar",2010
3,NA,"Graham DeLaet",88,156.9,4853052,859,"AverageApproachDistancePar",2010
3,NA,"Greg Kraft",52,156.9,2450759,434,"AverageApproachDistancePar",2010
5,NA,"Chris Wilson",65,157.1,3200561,566,"AverageApproachDistancePar",2010
6,NA,"Charles Warren",64,157.3,3415752,603,"AverageApproachDistancePar",2010
7,NA,"Robert Garrigus",71,157.4,3712640,655,"AverageApproachDistancePar",2010
8,NA,"Andrew McLardy",52,157.5,2897391,511,"AverageApproachDistancePar",2010
8,NA,"Jay Williamson",76,157.5,4041987,713,"AverageApproachDistancePar",2010
10,NA,"Brian Stuard",81,157.9,4621449,813,"AverageApproachDistancePar",2010
11,NA,"Daniel Chopra",74,158.1,4267765,750,"AverageApproachDistancePar",2010
12,NA,"Tim Herron",79,158.3,4546942,798,"AverageApproachDistancePar",2010
12,NA,"Charles Howell III",103,158.3,6263650,1099,"AverageApproachDistancePar",2010
14,NA,"Paul Stankowski",62,158.7,3381303,592,"AverageApproachDistancePar",2010
15,NA,"Joe Durant",67,158.8,3837174,671,"AverageApproachDistancePar",2010
15,NA,"Steve Elkington",74,158.8,4104663,718,"AverageApproachDistancePar",2010
17,NA,"Sergio Garcia",58,158.9,2384824,417,"AverageApproachDistancePar",2010
17,NA,"Steve Marino",81,158.9,4045181,707,"AverageApproachDistancePar",2010
19,NA,"Cameron Tringale",55,159,2982057,521,"AverageApproachDistancePar",2010
20,NA,"Rickie Fowler",98,159.1,5515996,963,"AverageApproachDistancePar",2010
20,NA,"Jeff Gove",57,159.1,2846666,497,"AverageApproachDistancePar",2010
20,NA,"Greg Owen",69,159.1,4002847,699,"AverageApproachDistancePar",2010
23,NA,"Blake Adams",84,159.2,4859790,848,"AverageApproachDistancePar",2010
23,NA,"Josh Teater",101,159.2,6090929,1063,"AverageApproachDistancePar",2010
25,NA,"Brett Wetterich",54,159.3,3493174,609,"AverageApproachDistancePar",2010
26,NA,"Martin Flores",75,159.4,3966393,691,"AverageApproachDistancePar",2010
27,NA,"Webb Simpson",98,159.5,6029227,1050,"AverageApproachDistancePar",2010
