"ProximitytoHolefrom30yards_RANKTHISWEEK_2013","ProximitytoHolefrom30yards_RANKLASTWEEK_2013","ProximitytoHolefrom30yards_PLAYERNAME_2013","ProximitytoHolefrom30yards_ROUNDS_2013","ProximitytoHolefrom30yards_AVGDTP_2013","ProximitytoHolefrom30yards_TOTALDISTANCEFEET_2013","ProximitytoHolefrom30yards_OFSHOTS_2013","ProximitytoHolefrom30yards_SCRAMBLINGRANK_2013","stat_name","year"
1,1,"Steve Stricker",51,NA,203.083,26,2,"ProximitytoHolefrom30yards",2013
2,2,"Zach Johnson",84,NA,455.25,51,54,"ProximitytoHolefrom30yards",2013
3,3,"Peter Hanson",45,NA,224.417,25,82,"ProximitytoHolefrom30yards",2013
4,4,"Mike Weir",60,NA,465.083,49,70,"ProximitytoHolefrom30yards",2013
5,5,"Freddie Jacobson",63,NA,326.75,34,54,"ProximitytoHolefrom30yards",2013
5,5,"Scott Langley",79,NA,507.083,53,59,"ProximitytoHolefrom30yards",2013
7,7,"Jordan Spieth",82,NA,578,60,31,"ProximitytoHolefrom30yards",2013
8,8,"Brian Gay",79,NA,417.667,43,10,"ProximitytoHolefrom30yards",2013
8,8,"Geoff Ogilvy",57,NA,282.167,29,132,"ProximitytoHolefrom30yards",2013
10,10,"Shawn Stefani",63,NA,414.083,42,79,"ProximitytoHolefrom30yards",2013
11,11,"Jonas Blixt",76,NA,557.417,56,24,"ProximitytoHolefrom30yards",2013
11,11,"Brandt Snedeker",79,NA,526.25,53,33,"ProximitytoHolefrom30yards",2013
13,13,"Greg Chalmers",77,NA,559.917,56,63,"ProximitytoHolefrom30yards",2013
13,13,"Casey Wittenberg",72,NA,519,52,37,"ProximitytoHolefrom30yards",2013
15,15,"Luke Donald",60,NA,281.417,28,22,"ProximitytoHolefrom30yards",2013
15,15,"Phil Mickelson",78,NA,452.583,45,78,"ProximitytoHolefrom30yards",2013
15,15,"Darron Stiles",51,NA,201.083,20,29,"ProximitytoHolefrom30yards",2013
15,15,"Kevin Streelman",86,NA,352.167,35,61,"ProximitytoHolefrom30yards",2013
19,19,"Henrik Stenson",65,NA,356.417,35,102,"ProximitytoHolefrom30yards",2013
19,19,"Jimmy Walker",84,NA,669.917,66,36,"ProximitytoHolefrom30yards",2013
21,21,"Bob Estes",66,NA,421.833,41,1,"ProximitytoHolefrom30yards",2013
21,21,"Jim Furyk",80,NA,327.167,32,57,"ProximitytoHolefrom30yards",2013
23,23,"Jerry Kelly",75,NA,495.667,48,14,"ProximitytoHolefrom30yards",2013
23,23,"Brian Stuard",78,NA,412.667,40,43,"ProximitytoHolefrom30yards",2013
23,23,"Josh Teater",86,NA,391.667,38,157,"ProximitytoHolefrom30yards",2013
26,26,"DH Lee",65,NA,437.417,42,89,"ProximitytoHolefrom30yards",2013
26,26,"Seung Yul Noh",71,NA,605.5,58,158,"ProximitytoHolefrom30yards",2013
26,26,"Lee Williams",62,NA,396.25,38,7,"ProximitytoHolefrom30yards",2013
29,29,"Will Claxton",67,NA,476.917,45,156,"ProximitytoHolefrom30yards",2013
29,29,"David Lynn",70,NA,520.417,49,38,"ProximitytoHolefrom30yards",2013
31,31,"Ernie Els",63,NA,355.417,33,84,"ProximitytoHolefrom30yards",2013
31,31,"Martin Flores",83,NA,546.75,51,15,"ProximitytoHolefrom30yards",2013
31,31,"James Hahn",78,NA,526.833,49,128,"ProximitytoHolefrom30yards",2013
34,34,"Billy Horschel",96,NA,748.25,69,131,"ProximitytoHolefrom30yards",2013
34,34,"Gary Woodland",94,NA,597.5,55,148,"ProximitytoHolefrom30yards",2013
36,36,"Scott Brown",65,NA,503.583,46,130,"ProximitytoHolefrom30yards",2013
36,36,"Ben Crane",62,NA,435.083,40,9,"ProximitytoHolefrom30yards",2013
