"Approach275yardsRTP_RANKTHISWEEK_2011","Approach275yardsRTP_RANKLASTWEEK_2011","Approach275yardsRTP_PLAYERNAME_2011","Approach275yardsRTP_ROUNDS_2011","Approach275yardsRTP_AVGRTP_2011","stat_name","year"
1,1,"Davis Love III",70,-0.889,"Approach275yardsRTP",2011
2,2,"Pat Perez",76,-0.875,"Approach275yardsRTP",2011
3,3,"Kevin Na",84,-0.813,"Approach275yardsRTP",2011
4,4,"Ben Crane",76,-0.8,"Approach275yardsRTP",2011
4,4,"JB Holmes",57,-0.8,"Approach275yardsRTP",2011
4,4,"Trevor Immelman",84,-0.8,"Approach275yardsRTP",2011
7,7,"Phil Mickelson",79,-0.75,"Approach275yardsRTP",2011
7,7,"Martin Piller",63,-0.75,"Approach275yardsRTP",2011
9,9,"Justin Rose",79,-0.727,"Approach275yardsRTP",2011
10,10,"Hunter Haas",96,-0.722,"Approach275yardsRTP",2011
11,11,"Alex Cejka",59,-0.714,"Approach275yardsRTP",2011
11,11,"Heath Slocum",89,-0.714,"Approach275yardsRTP",2011
13,13,"Keegan Bradley",91,-0.708,"Approach275yardsRTP",2011
14,14,"DJ Brigman",67,-0.706,"Approach275yardsRTP",2011
15,15,"Andres Gonzales",60,-0.7,"Approach275yardsRTP",2011
15,15,"Bubba Watson",85,-0.7,"Approach275yardsRTP",2011
17,17,"Steve Flesch",88,-0.692,"Approach275yardsRTP",2011
17,17,"Bio Kim",71,-0.692,"Approach275yardsRTP",2011
19,19,"Kevin Chappell",78,-0.688,"Approach275yardsRTP",2011
20,20,"Billy Mayfair",94,-0.676,"Approach275yardsRTP",2011
21,21,"Rickie Fowler",84,-0.667,"Approach275yardsRTP",2011
21,21,"Matt Kuchar",94,-0.667,"Approach275yardsRTP",2011
21,21,"Justin Leonard",82,-0.667,"Approach275yardsRTP",2011
21,21,"Steve Marino",76,-0.667,"Approach275yardsRTP",2011
21,21,"Bryce Molder",82,-0.667,"Approach275yardsRTP",2011
21,21,"Brendan Steele",89,-0.667,"Approach275yardsRTP",2011
21,21,"Nick Watney",80,-0.667,"Approach275yardsRTP",2011
21,21,"YE Yang",63,-0.667,"Approach275yardsRTP",2011
29,29,"Jason Bohn",74,-0.643,"Approach275yardsRTP",2011
29,29,"Joe Ogilvie",75,-0.643,"Approach275yardsRTP",2011
31,31,"Retief Goosen",50,-0.636,"Approach275yardsRTP",2011
31,31,"Adam Scott",60,-0.636,"Approach275yardsRTP",2011
31,31,"Brandt Snedeker",85,-0.636,"Approach275yardsRTP",2011
34,34,"Angel Cabrera",50,-0.625,"Approach275yardsRTP",2011
35,35,"Lucas Glover",74,-0.615,"Approach275yardsRTP",2011
36,36,"Rod Pampling",72,-0.609,"Approach275yardsRTP",2011
37,37,"Jim Renner",65,-0.6,"Approach275yardsRTP",2011
37,37,"Steve Stricker",70,-0.6,"Approach275yardsRTP",2011
39,39,"Tommy Gainey",104,-0.588,"Approach275yardsRTP",2011
39,39,"Bo Van Pelt",92,-0.588,"Approach275yardsRTP",2011
41,41,"Sergio Garcia",61,-0.583,"Approach275yardsRTP",2011
41,41,"Charles Howell III",108,-0.583,"Approach275yardsRTP",2011
41,41,"Aron Price",58,-0.583,"Approach275yardsRTP",2011
41,41,"Charlie Wi",83,-0.583,"Approach275yardsRTP",2011
45,45,"DA Points",89,-0.579,"Approach275yardsRTP",2011
45,45,"Roland Thatcher",67,-0.579,"Approach275yardsRTP",2011
47,47,"Woody Austin",59,-0.571,"Approach275yardsRTP",2011
47,47,"Sung Kang",63,-0.571,"Approach275yardsRTP",2011
47,47,"Will Strickler",51,-0.571,"Approach275yardsRTP",2011
47,47,"Camilo Villegas",69,-0.571,"Approach275yardsRTP",2011
51,51,"Brendon de Jonge",105,-0.565,"Approach275yardsRTP",2011
52,52,"Tom Gillis",55,-0.556,"Approach275yardsRTP",2011
52,52,"Padraig Harrington",60,-0.556,"Approach275yardsRTP",2011
52,52,"Matt McQuillan",59,-0.556,"Approach275yardsRTP",2011
52,52,"David Toms",78,-0.556,"Approach275yardsRTP",2011
56,56,"Chris Couch",73,-0.545,"Approach275yardsRTP",2011
56,56,"Dean Wilson",62,-0.545,"Approach275yardsRTP",2011
58,58,"Troy Merritt",63,-0.538,"Approach275yardsRTP",2011
58,58,"Geoff Ogilvy",69,-0.538,"Approach275yardsRTP",2011
58,58,"Kyle Stanley",98,-0.538,"Approach275yardsRTP",2011
61,61,"Scott Piercy",78,-0.533,"Approach275yardsRTP",2011
61,61,"Vaughn Taylor",89,-0.533,"Approach275yardsRTP",2011
63,63,"Michael Thompson",79,-0.529,"Approach275yardsRTP",2011
64,64,"Blake Adams",116,-0.524,"Approach275yardsRTP",2011
65,65,"Joseph Bramlett",73,-0.5,"Approach275yardsRTP",2011
65,65,"Jonathan Byrd",83,-0.5,"Approach275yardsRTP",2011
65,65,"KJ Choi",77,-0.5,"Approach275yardsRTP",2011
65,65,"Luke Donald",73,-0.5,"Approach275yardsRTP",2011
65,65,"Steve Elkington",50,-0.5,"Approach275yardsRTP",2011
65,65,"Nathan Green",81,-0.5,"Approach275yardsRTP",2011
65,65,"Freddie Jacobson",92,-0.5,"Approach275yardsRTP",2011
65,65,"Richard Johnson",64,-0.5,"Approach275yardsRTP",2011
65,65,"Robert Karlsson",61,-0.5,"Approach275yardsRTP",2011
65,65,"Chris Kirk",87,-0.5,"Approach275yardsRTP",2011
65,65,"Martin Laird",77,-0.5,"Approach275yardsRTP",2011
65,65,"George McNeill",69,-0.5,"Approach275yardsRTP",2011
65,65,"John Merrick",71,-0.5,"Approach275yardsRTP",2011
65,65,"Vijay Singh",79,-0.5,"Approach275yardsRTP",2011
65,65,"Josh Teater",104,-0.5,"Approach275yardsRTP",2011
65,65,"DJ Trahan",91,-0.5,"Approach275yardsRTP",2011
81,81,"Charley Hoffman",93,-0.48,"Approach275yardsRTP",2011
81,81,"Garrett Willis",71,-0.48,"Approach275yardsRTP",2011
83,83,"Chad Campbell",99,-0.474,"Approach275yardsRTP",2011
83,83,"Fabian Gomez",84,-0.474,"Approach275yardsRTP",2011
85,85,"Jhonattan Vegas",84,-0.471,"Approach275yardsRTP",2011
86,86,"Zach Johnson",79,-0.467,"Approach275yardsRTP",2011
87,87,"Michael Connell",76,-0.462,"Approach275yardsRTP",2011
87,87,"Bill Haas",93,-0.462,"Approach275yardsRTP",2011
87,87,"David Mathis",83,-0.462,"Approach275yardsRTP",2011
87,87,"Chris Stroud",88,-0.462,"Approach275yardsRTP",2011
91,91,"Stephen Ames",69,-0.455,"Approach275yardsRTP",2011
91,91,"Briny Baird",60,-0.455,"Approach275yardsRTP",2011
91,91,"Jason Dufner",78,-0.455,"Approach275yardsRTP",2011
91,91,"Kevin Kisner",70,-0.455,"Approach275yardsRTP",2011
95,95,"Jeff Overton",92,-0.45,"Approach275yardsRTP",2011
96,96,"Shane Bertsch",62,-0.444,"Approach275yardsRTP",2011
96,96,"Justin Hicks",60,-0.444,"Approach275yardsRTP",2011
96,96,"Daniel Summerhays",75,-0.444,"Approach275yardsRTP",2011
99,99,"Webb Simpson",98,-0.44,"Approach275yardsRTP",2011
100,100,"Shaun Micheel",77,-0.438,"Approach275yardsRTP",2011
101,101,"Greg Chalmers",88,-0.429,"Approach275yardsRTP",2011
101,101,"Tag Ridings",87,-0.429,"Approach275yardsRTP",2011
101,101,"Mark Wilson",89,-0.429,"Approach275yardsRTP",2011
104,104,"Aaron Baddeley",77,-0.417,"Approach275yardsRTP",2011
105,105,"Ernie Els",71,-0.412,"Approach275yardsRTP",2011
106,106,"Matt Bettencourt",84,-0.4,"Approach275yardsRTP",2011
106,106,"Kris Blanks",92,-0.4,"Approach275yardsRTP",2011
106,106,"Jason Day",76,-0.4,"Approach275yardsRTP",2011
106,106,"Scott Gutschewski",67,-0.4,"Approach275yardsRTP",2011
106,106,"John Senden",94,-0.4,"Approach275yardsRTP",2011
106,106,"Nate Smith",66,-0.4,"Approach275yardsRTP",2011
112,112,"Joe Durant",71,-0.389,"Approach275yardsRTP",2011
113,113,"Stewart Cink",72,-0.385,"Approach275yardsRTP",2011
113,113,"Tim Petrovic",88,-0.385,"Approach275yardsRTP",2011
115,115,"Billy Horschel",75,-0.381,"Approach275yardsRTP",2011
115,115,"Ryuji Imada",83,-0.381,"Approach275yardsRTP",2011
115,115,"Spencer Levin",113,-0.381,"Approach275yardsRTP",2011
115,115,"Andres Romero",77,-0.381,"Approach275yardsRTP",2011
115,115,"Kevin Streelman",90,-0.381,"Approach275yardsRTP",2011
120,120,"Chris DiMarco",93,-0.375,"Approach275yardsRTP",2011
120,120,"Ben Martin",74,-0.375,"Approach275yardsRTP",2011
120,120,"Rory Sabbatini",85,-0.375,"Approach275yardsRTP",2011
123,123,"Troy Matteson",91,-0.368,"Approach275yardsRTP",2011
124,124,"Stuart Appleby",65,-0.364,"Approach275yardsRTP",2011
124,124,"Ryan Moore",79,-0.364,"Approach275yardsRTP",2011
124,124,"Kevin Stadler",88,-0.364,"Approach275yardsRTP",2011
124,124,"Jimmy Walker",79,-0.364,"Approach275yardsRTP",2011
128,128,"Nick OHern",89,-0.357,"Approach275yardsRTP",2011
128,128,"John Rollins",85,-0.357,"Approach275yardsRTP",2011
130,130,"JJ Henry",96,-0.348,"Approach275yardsRTP",2011
131,131,"Michael Bradley",74,-0.333,"Approach275yardsRTP",2011
131,131,"David Hearn",88,-0.333,"Approach275yardsRTP",2011
131,131,"Colt Knost",80,-0.333,"Approach275yardsRTP",2011
131,131,"Graeme McDowell",50,-0.333,"Approach275yardsRTP",2011
131,131,"Ian Poulter",52,-0.333,"Approach275yardsRTP",2011
131,131,"Charl Schwartzel",58,-0.333,"Approach275yardsRTP",2011
131,131,"Gary Woodland",93,-0.333,"Approach275yardsRTP",2011
138,138,"Brian Davis",105,-0.321,"Approach275yardsRTP",2011
139,139,"Boo Weekley",66,-0.31,"Approach275yardsRTP",2011
140,140,"Ricky Barnes",78,-0.308,"Approach275yardsRTP",2011
140,140,"Brandt Jobe",100,-0.308,"Approach275yardsRTP",2011
140,140,"Jarrod Lyle",83,-0.308,"Approach275yardsRTP",2011
143,143,"Cameron Tringale",110,-0.303,"Approach275yardsRTP",2011
144,144,"Hunter Mahan",92,-0.3,"Approach275yardsRTP",2011
144,144,"Sean OHair",71,-0.3,"Approach275yardsRTP",2011
146,146,"Scott McCarron",65,-0.294,"Approach275yardsRTP",2011
146,146,"William McGirt",103,-0.294,"Approach275yardsRTP",2011
148,148,"Steven Bowditch",86,-0.286,"Approach275yardsRTP",2011
148,148,"Matt Jones",71,-0.286,"Approach275yardsRTP",2011
148,148,"Bill Lunde",92,-0.286,"Approach275yardsRTP",2011
151,151,"Marc Leishman",87,-0.278,"Approach275yardsRTP",2011
151,151,"Carl Pettersson",95,-0.278,"Approach275yardsRTP",2011
153,153,"Harrison Frazar",58,-0.273,"Approach275yardsRTP",2011
153,153,"Zack Miller",86,-0.273,"Approach275yardsRTP",2011
155,155,"Robert Allenby",84,-0.267,"Approach275yardsRTP",2011
156,156,"Cameron Beckman",71,-0.25,"Approach275yardsRTP",2011
156,156,"Kent Jones",76,-0.25,"Approach275yardsRTP",2011
156,156,"Ryan Palmer",82,-0.25,"Approach275yardsRTP",2011
156,156,"Michael Putnam",67,-0.25,"Approach275yardsRTP",2011
160,160,"JP Hayes",56,-0.231,"Approach275yardsRTP",2011
160,160,"Alexandre Rocha",65,-0.231,"Approach275yardsRTP",2011
162,162,"James Driscoll",71,-0.222,"Approach275yardsRTP",2011
162,162,"Alex Prugh",82,-0.222,"Approach275yardsRTP",2011
162,162,"Scott Stallings",84,-0.222,"Approach275yardsRTP",2011
162,162,"Johnson Wagner",81,-0.222,"Approach275yardsRTP",2011
166,166,"Anthony Kim",72,-0.214,"Approach275yardsRTP",2011
167,167,"Paul Stankowski",78,-0.211,"Approach275yardsRTP",2011
168,168,"Tim Herron",85,-0.2,"Approach275yardsRTP",2011
169,169,"Chez Reavie",92,-0.192,"Approach275yardsRTP",2011
170,170,"Chris Riley",76,-0.188,"Approach275yardsRTP",2011
171,171,"Jim Furyk",87,-0.167,"Approach275yardsRTP",2011
171,171,"Jerry Kelly",85,-0.167,"Approach275yardsRTP",2011
171,171,"Marc Turnesa",54,-0.167,"Approach275yardsRTP",2011
174,174,"David Duval",67,-0.154,"Approach275yardsRTP",2011
175,175,"Arjun Atwal",91,-0.143,"Approach275yardsRTP",2011
176,176,"Jim Herman",69,-0.111,"Approach275yardsRTP",2011
177,177,"Derek Lamely",65,-0.1,"Approach275yardsRTP",2011
178,178,"Ben Curtis",66,-0.091,"Approach275yardsRTP",2011
178,178,"Rocco Mediate",53,-0.091,"Approach275yardsRTP",2011
180,180,"Rich Beem",53,-0.063,"Approach275yardsRTP",2011
181,181,"Robert Garrigus",83,0,"Approach275yardsRTP",2011
181,181,"Brian Gay",90,0,"Approach275yardsRTP",2011
181,181,"Dustin Johnson",72,0,"Approach275yardsRTP",2011
184,184,"Bobby Gates",82,0.077,"Approach275yardsRTP",2011
185,185,"Lee Janzen",62,0.25,"Approach275yardsRTP",2011
186,186,"Paul Goydos",81,0.3,"Approach275yardsRTP",2011
