"LateRound3ScoringAverage_RANKTHISWEEK_2006","LateRound3ScoringAverage_RANKLASTWEEK_2006","LateRound3ScoringAverage_PLAYERNAME_2006","LateRound3ScoringAverage__2006","LateRound3ScoringAverage_AVG_2006","LateRound3ScoringAverage_TOTALSTROKES_2006","LateRound3ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Greg Chalmers",NA,68,68,1,"LateRound3ScoringAverage",2006
2,2,"Trevor Immelman",NA,68.23,887,13,"LateRound3ScoringAverage",2006
3,3,"Woody Austin",NA,68.36,752,11,"LateRound3ScoringAverage",2006
4,4,"Robert Gamez",NA,68.5,274,4,"LateRound3ScoringAverage",2006
4,4,"Lee Janzen",NA,68.5,274,4,"LateRound3ScoringAverage",2006
6,6,"Mathew Goggin",NA,68.6,343,5,"LateRound3ScoringAverage",2006
7,7,"Bubba Watson",NA,68.67,412,6,"LateRound3ScoringAverage",2006
8,8,"Jerry Kelly",NA,68.73,756,11,"LateRound3ScoringAverage",2006
8,8,"Tiger Woods",NA,68.73,756,11,"LateRound3ScoringAverage",2006
10,10,"Bob Estes",NA,68.83,413,6,"LateRound3ScoringAverage",2006
10,10,"Heath Slocum",NA,68.83,413,6,"LateRound3ScoringAverage",2006
12,12,"Sergio Garcia",NA,68.86,482,7,"LateRound3ScoringAverage",2006
13,13,"Vijay Singh",NA,68.93,965,14,"LateRound3ScoringAverage",2006
14,14,"Corey Pavin",NA,69,345,5,"LateRound3ScoringAverage",2006
14,14,"Pat Perez",NA,69,138,2,"LateRound3ScoringAverage",2006
16,16,"John Senden",NA,69.11,622,9,"LateRound3ScoringAverage",2006
17,17,"JB Holmes",NA,69.13,553,8,"LateRound3ScoringAverage",2006
18,18,"Chris DiMarco",NA,69.17,415,6,"LateRound3ScoringAverage",2006
19,19,"Carl Pettersson",NA,69.25,554,8,"LateRound3ScoringAverage",2006
20,20,"Chris Couch",NA,69.33,208,3,"LateRound3ScoringAverage",2006
21,21,"Rory Sabbatini",NA,69.43,486,7,"LateRound3ScoringAverage",2006
22,22,"Luke Donald",NA,69.44,625,9,"LateRound3ScoringAverage",2006
23,23,"Billy Mayfair",NA,69.5,556,8,"LateRound3ScoringAverage",2006
23,23,"Brett Quigley",NA,69.5,973,14,"LateRound3ScoringAverage",2006
23,23,"Omar Uresti",NA,69.5,139,2,"LateRound3ScoringAverage",2006
26,26,"Nathan Green",NA,69.54,904,13,"LateRound3ScoringAverage",2006
27,27,"Bill Haas",NA,69.6,696,10,"LateRound3ScoringAverage",2006
27,27,"Phil Mickelson",NA,69.6,696,10,"LateRound3ScoringAverage",2006
27,27,"Justin Rose",NA,69.6,696,10,"LateRound3ScoringAverage",2006
30,30,"Mike Weir",NA,69.64,766,11,"LateRound3ScoringAverage",2006
31,31,"JP Hayes",NA,69.67,209,3,"LateRound3ScoringAverage",2006
31,31,"Ryan Moore",NA,69.67,418,6,"LateRound3ScoringAverage",2006
