"AveragePuttingDistanceGIR2Putts_RANKTHISWEEK_2005","AveragePuttingDistanceGIR2Putts_RANKLASTWEEK_2005","AveragePuttingDistanceGIR2Putts_PLAYERNAME_2005","AveragePuttingDistanceGIR2Putts_ROUNDS_2005","AveragePuttingDistanceGIR2Putts_AVG_2005","AveragePuttingDistanceGIR2Putts_DISTANCEFEET_2005","AveragePuttingDistanceGIR2Putts_TOTALPUTTS_2005","stat_name","year"
1,1,"Len Mattiace",86,NA,15087.167,525,"AveragePuttingDistanceGIR2Putts",2005
2,2,"Kevin Sutherland",89,NA,17462,631,"AveragePuttingDistanceGIR2Putts",2005
3,3,"Ben Crane",78,NA,12680.667,471,"AveragePuttingDistanceGIR2Putts",2005
4,4,"Jason Allred",75,NA,12431.5,466,"AveragePuttingDistanceGIR2Putts",2005
4,4,"Steve Elkington",67,NA,13057.167,490,"AveragePuttingDistanceGIR2Putts",2005
6,6,"John Senden",101,NA,21007,789,"AveragePuttingDistanceGIR2Putts",2005
7,7,"Brent Geiberger",61,NA,11598.333,437,"AveragePuttingDistanceGIR2Putts",2005
7,7,"Jesper Parnevik",84,NA,13668.25,516,"AveragePuttingDistanceGIR2Putts",2005
7,7,"Dennis Paulson",63,NA,11784.583,445,"AveragePuttingDistanceGIR2Putts",2005
10,10,"Luke Donald",67,NA,9392.833,358,"AveragePuttingDistanceGIR2Putts",2005
10,10,"Chris Smith",93,NA,19501.667,742,"AveragePuttingDistanceGIR2Putts",2005
10,10,"Tjaart van der Walt",56,NA,11943.75,455,"AveragePuttingDistanceGIR2Putts",2005
13,13,"James Driscoll",73,NA,12887.667,493,"AveragePuttingDistanceGIR2Putts",2005
13,13,"John Rollins",97,NA,17842.5,681,"AveragePuttingDistanceGIR2Putts",2005
15,15,"Shaun Micheel",81,NA,13987.167,537,"AveragePuttingDistanceGIR2Putts",2005
15,15,"Nick Watney",91,NA,17365.667,666,"AveragePuttingDistanceGIR2Putts",2005
15,15,"Dean Wilson",86,NA,17005.917,651,"AveragePuttingDistanceGIR2Putts",2005
18,18,"Bart Bryant",91,NA,17090.417,657,"AveragePuttingDistanceGIR2Putts",2005
18,18,"John Elliott",58,NA,9660.333,371,"AveragePuttingDistanceGIR2Putts",2005
18,18,"Scott McCarron",78,NA,12577.917,484,"AveragePuttingDistanceGIR2Putts",2005
18,18,"Sean OHair",103,NA,18095.667,697,"AveragePuttingDistanceGIR2Putts",2005
18,18,"Mark OMeara",66,NA,9709.917,374,"AveragePuttingDistanceGIR2Putts",2005
23,23,"Aaron Baddeley",84,NA,14266.25,551,"AveragePuttingDistanceGIR2Putts",2005
23,23,"Charles Howell III",95,NA,15932.667,615,"AveragePuttingDistanceGIR2Putts",2005
23,23,"Brenden Pappas",51,NA,10011.583,386,"AveragePuttingDistanceGIR2Putts",2005
23,23,"Bob Tway",87,NA,14512.333,560,"AveragePuttingDistanceGIR2Putts",2005
27,27,"Brian Bateman",98,NA,18129.083,702,"AveragePuttingDistanceGIR2Putts",2005
27,27,"Retief Goosen",71,NA,9496.083,367,"AveragePuttingDistanceGIR2Putts",2005
27,27,"Billy Mayfair",114,NA,22789.917,883,"AveragePuttingDistanceGIR2Putts",2005
30,30,"Briny Baird",98,NA,19889.917,772,"AveragePuttingDistanceGIR2Putts",2005
30,30,"Matt Davidson",53,NA,9644.667,375,"AveragePuttingDistanceGIR2Putts",2005
30,30,"Stephen Leaney",89,NA,16244.083,631,"AveragePuttingDistanceGIR2Putts",2005
30,30,"Kirk Triplett",55,NA,9324,362,"AveragePuttingDistanceGIR2Putts",2005
34,34,"Michael Long",72,NA,13747.833,535,"AveragePuttingDistanceGIR2Putts",2005
35,35,"Steve Jones",56,NA,9549.833,373,"AveragePuttingDistanceGIR2Putts",2005
35,35,"Kent Jones",99,NA,17472.083,682,"AveragePuttingDistanceGIR2Putts",2005
35,35,"Ted Purdy",122,NA,21011.417,822,"AveragePuttingDistanceGIR2Putts",2005
35,35,"Brett Quigley",96,NA,17374.583,680,"AveragePuttingDistanceGIR2Putts",2005
35,35,"Joey Snyder III",102,NA,20640.333,807,"AveragePuttingDistanceGIR2Putts",2005
40,40,"Scott Hend",75,NA,12287.417,482,"AveragePuttingDistanceGIR2Putts",2005
40,40,"Matt Kuchar",60,NA,11530.5,452,"AveragePuttingDistanceGIR2Putts",2005
40,40,"Tom Lehman",69,NA,10847.75,426,"AveragePuttingDistanceGIR2Putts",2005
43,43,"Todd Fischer",99,NA,16496.833,648,"AveragePuttingDistanceGIR2Putts",2005
43,43,"Padraig Harrington",50,NA,8131.833,320,"AveragePuttingDistanceGIR2Putts",2005
43,43,"JP Hayes",63,NA,9826.417,387,"AveragePuttingDistanceGIR2Putts",2005
43,43,"Jose Maria Olazabal",55,NA,8335.833,328,"AveragePuttingDistanceGIR2Putts",2005
43,43,"Tag Ridings",93,NA,16350,643,"AveragePuttingDistanceGIR2Putts",2005
43,43,"Rory Sabbatini",81,NA,11620.917,457,"AveragePuttingDistanceGIR2Putts",2005
43,43,"Patrick Sheehan",114,NA,18753.083,737,"AveragePuttingDistanceGIR2Putts",2005
50,50,"Paul Azinger",66,NA,10864.333,429,"AveragePuttingDistanceGIR2Putts",2005
50,50,"Ian Poulter",62,NA,7099,280,"AveragePuttingDistanceGIR2Putts",2005
50,50,"Bo Van Pelt",112,NA,19613.167,774,"AveragePuttingDistanceGIR2Putts",2005
50,50,"Duffy Waldorf",86,NA,14241.5,562,"AveragePuttingDistanceGIR2Putts",2005
54,54,"DJ Brigman",76,NA,12360,490,"AveragePuttingDistanceGIR2Putts",2005
54,54,"Daniel Chopra",108,NA,18402.333,730,"AveragePuttingDistanceGIR2Putts",2005
54,54,"Matt Gogel",78,NA,13513.75,535,"AveragePuttingDistanceGIR2Putts",2005
54,54,"Mark Hensby",70,NA,9307,369,"AveragePuttingDistanceGIR2Putts",2005
54,54,"Neal Lancaster",95,NA,17193.833,682,"AveragePuttingDistanceGIR2Putts",2005
54,54,"Davis Love III",80,NA,11398.917,452,"AveragePuttingDistanceGIR2Putts",2005
60,60,"Steve Allan",102,NA,17005.75,676,"AveragePuttingDistanceGIR2Putts",2005
60,60,"Tom Byrum",83,NA,15787,627,"AveragePuttingDistanceGIR2Putts",2005
