"Par5GoingfortheGreen_RANKTHISWEEK_2016","Par5GoingfortheGreen_RANKLASTWEEK_2016","Par5GoingfortheGreen_PLAYERNAME_2016","Par5GoingfortheGreen_ROUNDS_2016","Par5GoingfortheGreen_Pct_2016","Par5GoingfortheGreen_ATTEMPTS_2016","Par5GoingfortheGreen_NONATTEMPTS_2016","stat_name","year"
93,89,"Nick Taylor",57,50.33,77,76,"Par5GoingfortheGreen",2016
94,114,"Kyle Reifers",63,50.3,83,82,"Par5GoingfortheGreen",2016
95,102,"Derek Ernst",36,50,40,40,"Par5GoingfortheGreen",2016
95,96,"Charley Hoffman",49,50,65,65,"Par5GoingfortheGreen",2016
95,96,"Seung Yul Noh",54,50,72,72,"Par5GoingfortheGreen",2016
98,94,"Davis Love III",40,49.52,52,53,"Par5GoingfortheGreen",2016
99,98,"Derek Fathauer",58,49.3,70,72,"Par5GoingfortheGreen",2016
100,146,"Chesson Hadley",51,49.24,65,67,"Par5GoingfortheGreen",2016
100,117,"John Senden",48,49.24,65,67,"Par5GoingfortheGreen",2016
102,99,"Russell Henley",42,49.19,61,63,"Par5GoingfortheGreen",2016
103,100,"Hunter Mahan",43,49.15,58,60,"Par5GoingfortheGreen",2016
104,118,"William McGirt",54,48.75,78,82,"Par5GoingfortheGreen",2016
105,86,"Ian Poulter",37,48.72,38,40,"Par5GoingfortheGreen",2016
106,101,"Graeme McDowell",33,48.61,35,37,"Par5GoingfortheGreen",2016
107,104,"Steve Wheatcroft",53,48.55,67,71,"Par5GoingfortheGreen",2016
108,123,"Steven Bowditch",40,48.48,48,51,"Par5GoingfortheGreen",2016
109,105,"Charlie Beljan",26,48.28,28,30,"Par5GoingfortheGreen",2016
110,107,"Tyrone Van Aswegen",67,48.26,83,89,"Par5GoingfortheGreen",2016
111,115,"Scott Langley",41,48.25,55,59,"Par5GoingfortheGreen",2016
112,106,"Kevin Na",52,48.18,53,57,"Par5GoingfortheGreen",2016
113,110,"Matt Every",34,48.11,51,55,"Par5GoingfortheGreen",2016
114,108,"Chez Reavie",56,48.08,75,81,"Par5GoingfortheGreen",2016
115,123,"Patton Kizzire",57,47.95,70,76,"Par5GoingfortheGreen",2016
116,120,"Ricky Barnes",57,47.92,69,75,"Par5GoingfortheGreen",2016
116,111,"Russell Knox",48,47.92,46,50,"Par5GoingfortheGreen",2016
118,119,"Steve Marino",40,47.83,44,48,"Par5GoingfortheGreen",2016
119,131,"James Hahn",45,47.73,63,69,"Par5GoingfortheGreen",2016
119,113,"DJ Trahan",23,47.73,21,23,"Par5GoingfortheGreen",2016
121,103,"Erik Compton",45,47.71,52,57,"Par5GoingfortheGreen",2016
122,125,"Tom Hoge",47,47.46,56,62,"Par5GoingfortheGreen",2016
123,109,"Johnson Wagner",44,47.41,55,61,"Par5GoingfortheGreen",2016
124,128,"Dawie van der Walt",48,47.37,54,60,"Par5GoingfortheGreen",2016
125,112,"Francesco Molinari",36,47.22,51,57,"Par5GoingfortheGreen",2016
126,134,"Brendon de Jonge",55,47.2,59,66,"Par5GoingfortheGreen",2016
127,129,"Camilo Villegas",50,47.1,65,73,"Par5GoingfortheGreen",2016
128,121,"Thomas Aiken",42,46.59,41,47,"Par5GoingfortheGreen",2016
129,122,"Chris Kirk",51,46.21,61,71,"Par5GoingfortheGreen",2016
130,126,"Wes Roach",33,46.05,35,41,"Par5GoingfortheGreen",2016
131,127,"Miguel Angel Carballo",24,46,23,27,"Par5GoingfortheGreen",2016
132,130,"John Huh",51,45.89,67,79,"Par5GoingfortheGreen",2016
133,136,"Scott Brown",59,45.86,61,72,"Par5GoingfortheGreen",2016
134,143,"Mark Hubbard",73,45.5,91,109,"Par5GoingfortheGreen",2016
135,142,"Robert Streb",51,45.45,50,60,"Par5GoingfortheGreen",2016
136,145,"Chris Stroud",52,45.39,64,77,"Par5GoingfortheGreen",2016
137,133,"Branden Grace",31,45.31,29,35,"Par5GoingfortheGreen",2016
138,135,"Geoff Ogilvy",37,45.28,48,58,"Par5GoingfortheGreen",2016
139,138,"Roberto Castro",55,45.18,75,91,"Par5GoingfortheGreen",2016
140,116,"Jason Bohn",37,45,45,55,"Par5GoingfortheGreen",2016
141,132,"Jeff Overton",51,44.76,64,79,"Par5GoingfortheGreen",2016
142,137,"Aaron Baddeley",51,44.7,59,73,"Par5GoingfortheGreen",2016
143,140,"Andres Gonzales",46,44.63,54,67,"Par5GoingfortheGreen",2016
144,139,"Brian Harman",60,44.38,71,89,"Par5GoingfortheGreen",2016
145,144,"Shane Lowry",35,44.12,30,38,"Par5GoingfortheGreen",2016
146,148,"Retief Goosen",37,43.75,49,63,"Par5GoingfortheGreen",2016
146,141,"Luke Guthrie",31,43.75,35,45,"Par5GoingfortheGreen",2016
148,150,"Kevin Streelman",46,43.1,50,66,"Par5GoingfortheGreen",2016
149,149,"Blayne Barber",44,43.08,56,74,"Par5GoingfortheGreen",2016
150,150,"Zach Johnson",42,42.59,46,62,"Par5GoingfortheGreen",2016
151,152,"Louis Oosthuizen",25,42.5,17,23,"Par5GoingfortheGreen",2016
152,147,"Shawn Stefani",45,42.37,50,68,"Par5GoingfortheGreen",2016
153,155,"Henrik Norlander",41,41.67,40,56,"Par5GoingfortheGreen",2016
154,156,"Matt Kuchar",46,41.18,42,60,"Par5GoingfortheGreen",2016
154,153,"Michael Thompson",46,41.18,42,60,"Par5GoingfortheGreen",2016
156,161,"Kyle Stanley",57,40.67,61,89,"Par5GoingfortheGreen",2016
157,157,"Michael Kim",62,40.46,70,103,"Par5GoingfortheGreen",2016
158,158,"George McNeill",33,40.43,38,56,"Par5GoingfortheGreen",2016
159,159,"Jamie Donaldson",28,40.28,29,43,"Par5GoingfortheGreen",2016
160,160,"Chad Collins",45,40.16,49,73,"Par5GoingfortheGreen",2016
161,162,"Will Ma Kenzie",54,39.71,54,82,"Par5GoingfortheGreen",2016
162,167,"Martin Piller",37,39.58,38,58,"Par5GoingfortheGreen",2016
163,165,"Spencer Levin",62,39.38,63,97,"Par5GoingfortheGreen",2016
164,163,"Brice Garnett",29,39.29,22,34,"Par5GoingfortheGreen",2016
165,166,"Zac Blair",56,39.13,54,84,"Par5GoingfortheGreen",2016
165,164,"Andrew Landry",24,39.13,18,28,"Par5GoingfortheGreen",2016
167,168,"Cameron Tringale",47,39.04,57,89,"Par5GoingfortheGreen",2016
168,170,"Tyler Aldridge",53,38.41,53,85,"Par5GoingfortheGreen",2016
169,169,"Freddie Jacobson",54,38.24,52,84,"Par5GoingfortheGreen",2016
170,175,"Kelly Kraft",35,38.16,29,47,"Par5GoingfortheGreen",2016
171,171,"JJ Henry",44,37.86,53,87,"Par5GoingfortheGreen",2016
172,172,"DA Points",32,37.84,28,46,"Par5GoingfortheGreen",2016
173,179,"Jason Gore",51,37.01,47,80,"Par5GoingfortheGreen",2016
174,182,"Rob Oppenheim",37,36.27,37,65,"Par5GoingfortheGreen",2016
175,154,"Luke Donald",49,36.11,39,69,"Par5GoingfortheGreen",2016
176,174,"Bernd Wiesberger",23,35.71,15,27,"Par5GoingfortheGreen",2016
177,178,"Stuart Appleby",39,35.59,42,76,"Par5GoingfortheGreen",2016
178,176,"Lucas Lee",22,35.19,19,35,"Par5GoingfortheGreen",2016
179,177,"Ben Crane",48,34.92,44,82,"Par5GoingfortheGreen",2016
180,180,"Ryan Moore",40,34.38,33,63,"Par5GoingfortheGreen",2016
181,173,"Brendon Todd",43,34.21,39,75,"Par5GoingfortheGreen",2016
182,181,"Shane Bertsch",30,33.87,21,41,"Par5GoingfortheGreen",2016
183,183,"Jerry Kelly",44,33.33,32,64,"Par5GoingfortheGreen",2016
184,184,"Peter Malnati",53,32.64,47,97,"Par5GoingfortheGreen",2016
185,192,"Cameron Smith",45,32.22,29,61,"Par5GoingfortheGreen",2016
186,187,"Billy Hurley III",22,31.82,21,45,"Par5GoingfortheGreen",2016
187,185,"DH Lee",35,31.4,27,59,"Par5GoingfortheGreen",2016
188,190,"Bryce Molder",50,31.25,45,99,"Par5GoingfortheGreen",2016
189,188,"Justin Hicks",26,30.95,26,58,"Par5GoingfortheGreen",2016
190,191,"Vaughn Taylor",30,30.43,28,64,"Par5GoingfortheGreen",2016
191,189,"David Hearn",55,30.28,43,99,"Par5GoingfortheGreen",2016
192,193,"Ken Duke",26,28.79,19,47,"Par5GoingfortheGreen",2016
193,196,"Robert Allenby",35,28.57,24,60,"Par5GoingfortheGreen",2016
194,197,"Carl Pettersson",31,27.55,27,71,"Par5GoingfortheGreen",2016
195,194,"Colt Knost",56,27.27,39,104,"Par5GoingfortheGreen",2016
196,198,"Steve Stricker",25,27.14,19,51,"Par5GoingfortheGreen",2016
197,195,"Mark Wilson",42,26.79,30,82,"Par5GoingfortheGreen",2016
198,199,"Abraham Ancer",26,26.67,16,44,"Par5GoingfortheGreen",2016
199,203,"Brian Stuard",24,25.76,17,49,"Par5GoingfortheGreen",2016
200,200,"KJ Choi",47,25.74,35,101,"Par5GoingfortheGreen",2016
201,202,"Tim Wilkinson",40,25.56,23,67,"Par5GoingfortheGreen",2016
202,201,"Dicky Pride",33,25,21,63,"Par5GoingfortheGreen",2016
203,204,"Jon Curran",55,19.4,26,108,"Par5GoingfortheGreen",2016
204,205,"Justin Leonard",28,15.38,12,66,"Par5GoingfortheGreen",2016
205,207,"Brian Gay",22,14.52,9,53,"Par5GoingfortheGreen",2016
206,206,"David Toms",38,14.41,17,101,"Par5GoingfortheGreen",2016
207,208,"Darron Stiles",28,7.41,4,50,"Par5GoingfortheGreen",2016
