"Par3ScoringAverage_RANKTHISWEEK_2005","Par3ScoringAverage_RANKLASTWEEK_2005","Par3ScoringAverage_PLAYERNAME_2005","Par3ScoringAverage_ROUNDS_2005","Par3ScoringAverage_AVG_2005","Par3ScoringAverage_TOTALSTROKES_2005","Par3ScoringAverage_TOTALHOLES_2005","stat_name","year"
1,1,"Loren Roberts",54,2.95,631,214,"Par3ScoringAverage",2005
2,2,"Corey Pavin",77,2.96,876,296,"Par3ScoringAverage",2005
3,3,"Jim Furyk",94,2.97,1101,371,"Par3ScoringAverage",2005
3,3,"Kirk Triplett",55,2.97,621,209,"Par3ScoringAverage",2005
5,5,"Chad Campbell",95,2.98,1095,368,"Par3ScoringAverage",2005
5,5,"Ben Crane",78,2.98,912,306,"Par3ScoringAverage",2005
7,7,"Stewart Cink",98,2.99,1072,358,"Par3ScoringAverage",2005
7,7,"Luke Donald",67,2.99,696,233,"Par3ScoringAverage",2005
7,7,"Brad Faxon",75,2.99,842,282,"Par3ScoringAverage",2005
10,10,"Bart Bryant",91,3,1081,360,"Par3ScoringAverage",2005
10,10,"Bill Glasson",54,3,632,211,"Par3ScoringAverage",2005
12,12,"Bob Estes",92,3.01,1133,376,"Par3ScoringAverage",2005
12,12,"Phillip Price",77,3.01,900,299,"Par3ScoringAverage",2005
12,12,"Heath Slocum",103,3.01,1209,401,"Par3ScoringAverage",2005
12,12,"Mark Wilson",74,3.01,864,287,"Par3ScoringAverage",2005
16,16,"Stephen Ames",82,3.02,948,314,"Par3ScoringAverage",2005
16,16,"Olin Browne",99,3.02,1179,391,"Par3ScoringAverage",2005
16,16,"Jeff Hart",63,3.02,751,249,"Par3ScoringAverage",2005
16,16,"Jerry Kelly",101,3.02,1216,403,"Par3ScoringAverage",2005
16,16,"Kenny Perry",82,3.02,957,317,"Par3ScoringAverage",2005
16,16,"Justin Rose",99,3.02,1166,386,"Par3ScoringAverage",2005
22,22,"Tom Byrum",83,3.03,1009,333,"Par3ScoringAverage",2005
22,22,"Carlos Franco",78,3.03,926,306,"Par3ScoringAverage",2005
22,22,"Fred Funk",102,3.03,1235,407,"Par3ScoringAverage",2005
22,22,"Mathias Gronberg",60,3.03,718,237,"Par3ScoringAverage",2005
22,22,"Dudley Hart",84,3.03,1025,338,"Par3ScoringAverage",2005
22,22,"Bob Heintz",67,3.03,820,271,"Par3ScoringAverage",2005
22,22,"Brenden Pappas",51,3.03,621,205,"Par3ScoringAverage",2005
22,22,"Pat Perez",89,3.03,1065,351,"Par3ScoringAverage",2005
22,22,"Carl Pettersson",109,3.03,1304,430,"Par3ScoringAverage",2005
22,22,"Kevin Sutherland",89,3.03,1065,351,"Par3ScoringAverage",2005
22,22,"Hidemichi Tanaka",106,3.03,1259,416,"Par3ScoringAverage",2005
33,33,"Arjun Atwal",65,3.04,806,265,"Par3ScoringAverage",2005
33,33,"Jason Bohn",91,3.04,1135,373,"Par3ScoringAverage",2005
33,33,"Gavin Coles",70,3.04,855,281,"Par3ScoringAverage",2005
33,33,"Todd Fischer",99,3.04,1201,395,"Par3ScoringAverage",2005
33,33,"Tim Herron",100,3.04,1214,399,"Par3ScoringAverage",2005
33,33,"Kent Jones",99,3.04,1205,397,"Par3ScoringAverage",2005
33,33,"Stephen Leaney",89,3.04,1077,354,"Par3ScoringAverage",2005
33,33,"Tom Lehman",69,3.04,805,265,"Par3ScoringAverage",2005
33,33,"Steve Lowery",100,3.04,1181,389,"Par3ScoringAverage",2005
33,33,"Shigeki Maruyama",99,3.04,1192,392,"Par3ScoringAverage",2005
33,33,"Larry Mize",54,3.04,618,203,"Par3ScoringAverage",2005
33,33,"Vijay Singh",111,3.04,1298,427,"Par3ScoringAverage",2005
33,33,"Jay Williamson",53,3.04,654,215,"Par3ScoringAverage",2005
33,33,"Tiger Woods",76,3.04,862,284,"Par3ScoringAverage",2005
47,47,"Robert Allenby",95,3.05,1069,351,"Par3ScoringAverage",2005
47,47,"Briny Baird",98,3.05,1195,392,"Par3ScoringAverage",2005
47,47,"Doug Barron",70,3.05,863,283,"Par3ScoringAverage",2005
47,47,"Jeff Brehaut",71,3.05,838,275,"Par3ScoringAverage",2005
47,47,"Glen Day",80,3.05,967,317,"Par3ScoringAverage",2005
47,47,"Robert Gamez",91,3.05,1142,375,"Par3ScoringAverage",2005
47,47,"Hunter Haas",83,3.05,973,319,"Par3ScoringAverage",2005
