"Scramblingfrom2030yards_RANKTHISWEEK_2005","Scramblingfrom2030yards_RANKLASTWEEK_2005","Scramblingfrom2030yards_PLAYERNAME_2005","Scramblingfrom2030yards_ROUNDS_2005","Scramblingfrom2030yards_Pct_2005","Scramblingfrom2030yards_SUCCESSES_2005","Scramblingfrom2030yards_ATTEMPTS_2005","stat_name","year"
1,1,"Luke Donald",67,68.57,24,35,"Scramblingfrom2030yards",2005
2,2,"Larry Mize",54,67.35,33,49,"Scramblingfrom2030yards",2005
3,3,"Jay Williamson",53,67.31,35,52,"Scramblingfrom2030yards",2005
4,4,"Jim Furyk",94,63.93,39,61,"Scramblingfrom2030yards",2005
5,5,"Dudley Hart",84,63.51,47,74,"Scramblingfrom2030yards",2005
6,6,"Vijay Singh",111,62.07,54,87,"Scramblingfrom2030yards",2005
7,7,"Matt Kuchar",60,61.9,39,63,"Scramblingfrom2030yards",2005
8,8,"Jose Maria Olazabal",55,61.76,21,34,"Scramblingfrom2030yards",2005
9,9,"Bob Tway",87,60.56,43,71,"Scramblingfrom2030yards",2005
10,10,"Steve Elkington",67,60.29,41,68,"Scramblingfrom2030yards",2005
11,11,"Phillip Price",77,60,48,80,"Scramblingfrom2030yards",2005
12,12,"Tim Herron",100,59.76,49,82,"Scramblingfrom2030yards",2005
13,13,"Joe Ogilvie",103,59.6,59,99,"Scramblingfrom2030yards",2005
13,13,"Tom Pernice Jr",111,59.6,59,99,"Scramblingfrom2030yards",2005
15,15,"Carlos Franco",78,59.42,41,69,"Scramblingfrom2030yards",2005
15,15,"Corey Pavin",77,59.42,41,69,"Scramblingfrom2030yards",2005
17,17,"Chris Anderson",66,59.26,48,81,"Scramblingfrom2030yards",2005
18,18,"Daniel Chopra",108,59.22,61,103,"Scramblingfrom2030yards",2005
19,19,"Mark OMeara",66,59.15,42,71,"Scramblingfrom2030yards",2005
20,20,"Tiger Woods",76,58.93,33,56,"Scramblingfrom2030yards",2005
21,21,"Stuart Appleby",84,58.82,40,68,"Scramblingfrom2030yards",2005
22,22,"Patrick Sheehan",114,58.43,52,89,"Scramblingfrom2030yards",2005
23,23,"Aaron Baddeley",84,58.33,56,96,"Scramblingfrom2030yards",2005
24,24,"Paul Claxton",79,58.23,46,79,"Scramblingfrom2030yards",2005
25,25,"Bernhard Langer",67,58.18,32,55,"Scramblingfrom2030yards",2005
26,26,"Jeff Hart",63,58.06,36,62,"Scramblingfrom2030yards",2005
26,26,"Jesper Parnevik",84,58.06,54,93,"Scramblingfrom2030yards",2005
28,28,"Kevin Sutherland",89,57.89,44,76,"Scramblingfrom2030yards",2005
29,29,"Loren Roberts",54,57.69,30,52,"Scramblingfrom2030yards",2005
30,30,"Justin Leonard",78,57.38,35,61,"Scramblingfrom2030yards",2005
31,31,"Steve Stricker",62,57.3,51,89,"Scramblingfrom2030yards",2005
32,32,"Pat Perez",89,57.14,48,84,"Scramblingfrom2030yards",2005
32,32,"Brett Quigley",96,57.14,56,98,"Scramblingfrom2030yards",2005
32,32,"Kirk Triplett",55,57.14,32,56,"Scramblingfrom2030yards",2005
35,35,"Olin Browne",99,56.72,38,67,"Scramblingfrom2030yards",2005
35,35,"Fred Funk",102,56.72,38,67,"Scramblingfrom2030yards",2005
37,37,"Jose Coceres",56,56.67,34,60,"Scramblingfrom2030yards",2005
38,38,"Zach Johnson",96,56.52,52,92,"Scramblingfrom2030yards",2005
39,39,"Woody Austin",100,56.12,55,98,"Scramblingfrom2030yards",2005
40,40,"Mark Wilson",74,56.06,37,66,"Scramblingfrom2030yards",2005
41,41,"Len Mattiace",86,55.86,81,145,"Scramblingfrom2030yards",2005
42,42,"Charlie Wi",67,55.81,48,86,"Scramblingfrom2030yards",2005
43,43,"Glen Day",80,55.79,53,95,"Scramblingfrom2030yards",2005
44,44,"Bo Van Pelt",112,55.56,45,81,"Scramblingfrom2030yards",2005
45,45,"Todd Fischer",99,55.37,67,121,"Scramblingfrom2030yards",2005
46,46,"Phil Mickelson",81,55.36,31,56,"Scramblingfrom2030yards",2005
47,47,"Ben Crane",78,55.13,43,78,"Scramblingfrom2030yards",2005
48,48,"Brian Gay",101,55.08,65,118,"Scramblingfrom2030yards",2005
49,49,"Arjun Atwal",65,55,33,60,"Scramblingfrom2030yards",2005
49,49,"Harrison Frazar",105,55,55,100,"Scramblingfrom2030yards",2005
51,51,"James Driscoll",73,54.55,54,99,"Scramblingfrom2030yards",2005
52,52,"Mathias Gronberg",60,54.39,31,57,"Scramblingfrom2030yards",2005
53,53,"Stephen Ames",82,54.29,38,70,"Scramblingfrom2030yards",2005
54,54,"KJ Choi",78,54.24,32,59,"Scramblingfrom2030yards",2005
55,55,"Geoff Ogilvy",97,54.17,39,72,"Scramblingfrom2030yards",2005
56,56,"Sergio Garcia",73,54.05,20,37,"Scramblingfrom2030yards",2005
56,56,"Lucas Glover",88,54.05,40,74,"Scramblingfrom2030yards",2005
58,58,"Michael Allen",90,53.93,48,89,"Scramblingfrom2030yards",2005
59,59,"Mike Weir",71,53.85,35,65,"Scramblingfrom2030yards",2005
60,60,"Briny Baird",98,53.75,43,80,"Scramblingfrom2030yards",2005
61,61,"Tag Ridings",93,53.4,55,103,"Scramblingfrom2030yards",2005
62,62,"Brent Geiberger",61,53.33,32,60,"Scramblingfrom2030yards",2005
62,62,"Bob Heintz",67,53.33,48,90,"Scramblingfrom2030yards",2005
64,64,"Brandt Jobe",96,53.26,49,92,"Scramblingfrom2030yards",2005
65,65,"Kent Jones",99,53.21,58,109,"Scramblingfrom2030yards",2005
66,66,"Dean Wilson",86,52.81,47,89,"Scramblingfrom2030yards",2005
67,67,"Robert Gamez",91,52.7,39,74,"Scramblingfrom2030yards",2005
68,68,"Steve Allan",102,52.69,49,93,"Scramblingfrom2030yards",2005
69,69,"Paul Azinger",66,52.63,40,76,"Scramblingfrom2030yards",2005
70,70,"Glen Hnatiuk",59,52.46,32,61,"Scramblingfrom2030yards",2005
71,71,"Shigeki Maruyama",99,52.44,43,82,"Scramblingfrom2030yards",2005
72,72,"Tim Clark",92,52.38,44,84,"Scramblingfrom2030yards",2005
73,73,"Mario Tiziani",67,52.31,34,65,"Scramblingfrom2030yards",2005
74,74,"Jason Allred",75,52.25,58,111,"Scramblingfrom2030yards",2005
75,75,"Padraig Harrington",50,52.08,25,48,"Scramblingfrom2030yards",2005
75,75,"JL Lewis",98,52.08,50,96,"Scramblingfrom2030yards",2005
77,77,"Jeff Sluman",94,51.95,40,77,"Scramblingfrom2030yards",2005
78,78,"Robert Damron",89,51.69,46,89,"Scramblingfrom2030yards",2005
79,79,"Brendan Jones",81,51.56,33,64,"Scramblingfrom2030yards",2005
80,80,"JJ Henry",102,51.28,40,78,"Scramblingfrom2030yards",2005
81,81,"Billy Andrade",83,51.14,45,88,"Scramblingfrom2030yards",2005
82,82,"Tim Petrovic",97,51.09,47,92,"Scramblingfrom2030yards",2005
83,83,"Steve Jones",56,51.02,25,49,"Scramblingfrom2030yards",2005
84,84,"Chris Riley",67,50.82,31,61,"Scramblingfrom2030yards",2005
85,85,"John Daly",78,50.77,33,65,"Scramblingfrom2030yards",2005
85,85,"Steve Flesch",90,50.77,33,65,"Scramblingfrom2030yards",2005
87,87,"Craig Barlow",81,50.75,34,67,"Scramblingfrom2030yards",2005
88,88,"Scott Hend",75,50.7,36,71,"Scramblingfrom2030yards",2005
89,89,"Marco Dawson",82,50.65,39,77,"Scramblingfrom2030yards",2005
89,89,"Peter Lonard",85,50.65,39,77,"Scramblingfrom2030yards",2005
