"EarlyScoringAverage_RANKTHISWEEK_2010","EarlyScoringAverage_RANKLASTWEEK_2010","EarlyScoringAverage_PLAYERNAME_2010","EarlyScoringAverage_ROUNDS_2010","EarlyScoringAverage_AVG_2010","EarlyScoringAverage_TOTALSTROKES_2010","EarlyScoringAverage_TOTALEARLYROUNDS_2010","stat_name","year"
32,32,"Cameron Percy",73,70.03,2451,35,"EarlyScoringAverage",2010
32,32,"Steve Stricker",73,70.03,2101,30,"EarlyScoringAverage",2010
34,34,"Tom Pernice Jr",74,70.05,2662,38,"EarlyScoringAverage",2010
34,34,"Bubba Watson",77,70.05,2802,40,"EarlyScoringAverage",2010
36,36,"Brian Gay",101,70.06,3713,53,"EarlyScoringAverage",2010
36,36,"Jeev Milkha Singh",59,70.06,2312,33,"EarlyScoringAverage",2010
38,38,"Boo Weekley",88,70.07,3153,45,"EarlyScoringAverage",2010
39,39,"Brett Wetterich",54,70.08,1752,25,"EarlyScoringAverage",2010
40,40,"Bo Van Pelt",104,70.1,3575,51,"EarlyScoringAverage",2010
41,41,"Briny Baird",87,70.11,3225,46,"EarlyScoringAverage",2010
42,42,"Jeff Quinney",91,70.12,3436,49,"EarlyScoringAverage",2010
43,43,"Charlie Wi",95,70.14,3437,49,"EarlyScoringAverage",2010
44,44,"Steve Marino",81,70.16,2596,37,"EarlyScoringAverage",2010
45,45,"Padraig Harrington",57,70.17,1684,24,"EarlyScoringAverage",2010
46,46,"Jason Day",82,70.18,2667,38,"EarlyScoringAverage",2010
47,47,"Alex Prugh",88,70.19,3018,43,"EarlyScoringAverage",2010
48,48,"Matt Jones",89,70.2,3089,44,"EarlyScoringAverage",2010
49,49,"Chris DiMarco",88,70.21,3370,48,"EarlyScoringAverage",2010
49,49,"John Senden",103,70.21,3300,47,"EarlyScoringAverage",2010
51,51,"KJ Choi",82,70.23,2739,39,"EarlyScoringAverage",2010
51,51,"Stewart Cink",84,70.23,2809,40,"EarlyScoringAverage",2010
53,53,"Aron Price",70,70.24,2037,29,"EarlyScoringAverage",2010
54,54,"DJ Trahan",92,70.26,3021,43,"EarlyScoringAverage",2010
55,55,"Paul Goydos",78,70.28,2741,39,"EarlyScoringAverage",2010
56,56,"Retief Goosen",75,70.29,2390,34,"EarlyScoringAverage",2010
56,56,"Spencer Levin",110,70.29,3936,56,"EarlyScoringAverage",2010
56,56,"Chris Stroud",90,70.29,3163,45,"EarlyScoringAverage",2010
59,59,"Jay Williamson",76,70.3,3023,43,"EarlyScoringAverage",2010
60,60,"Ryuji Imada",90,70.34,3306,47,"EarlyScoringAverage",2010
60,60,"Justin Leonard",89,70.34,3095,44,"EarlyScoringAverage",2010
62,62,"Woody Austin",93,70.35,3447,49,"EarlyScoringAverage",2010
62,62,"Brendon de Jonge",114,70.35,3588,51,"EarlyScoringAverage",2010
62,62,"JJ Henry",92,70.35,3588,51,"EarlyScoringAverage",2010
62,62,"Scott McCarron",90,70.35,3236,46,"EarlyScoringAverage",2010
66,66,"Ben Crane",85,70.36,3307,47,"EarlyScoringAverage",2010
66,66,"Kevin Streelman",90,70.36,3518,50,"EarlyScoringAverage",2010
68,68,"Rickie Fowler",98,70.37,3237,46,"EarlyScoringAverage",2010
69,69,"James Driscoll",78,70.38,2815,40,"EarlyScoringAverage",2010
70,70,"Ernie Els",72,70.39,2323,33,"EarlyScoringAverage",2010
70,70,"Bill Haas",87,70.39,2534,36,"EarlyScoringAverage",2010
72,72,"Jerry Kelly",99,70.4,3379,48,"EarlyScoringAverage",2010
72,72,"Cliff Kresge",50,70.4,1760,25,"EarlyScoringAverage",2010
74,74,"Matt Every",60,70.41,1901,27,"EarlyScoringAverage",2010
74,74,"Joe Ogilvie",99,70.41,3591,51,"EarlyScoringAverage",2010
74,74,"Ryan Palmer",84,70.41,3098,44,"EarlyScoringAverage",2010
74,74,"Carl Pettersson",99,70.41,3450,49,"EarlyScoringAverage",2010
78,78,"Michael Bradley",77,70.42,3380,48,"EarlyScoringAverage",2010
79,79,"Will Ma Kenzie",72,70.46,2607,37,"EarlyScoringAverage",2010
80,80,"Jarrod Lyle",54,70.47,2114,30,"EarlyScoringAverage",2010
80,80,"Heath Slocum",97,70.47,3594,51,"EarlyScoringAverage",2010
82,82,"Ricky Barnes",103,70.48,3524,50,"EarlyScoringAverage",2010
82,82,"Jonathan Byrd",85,70.48,2960,42,"EarlyScoringAverage",2010
84,84,"Chad Campbell",95,70.49,3736,53,"EarlyScoringAverage",2010
85,85,"Sean OHair",84,70.53,2398,34,"EarlyScoringAverage",2010
85,85,"Kevin Stadler",86,70.53,3033,43,"EarlyScoringAverage",2010
87,87,"Zach Johnson",93,70.54,3245,46,"EarlyScoringAverage",2010
88,88,"John Rollins",81,70.55,2822,40,"EarlyScoringAverage",2010
88,88,"Jimmy Walker",82,70.55,3104,44,"EarlyScoringAverage",2010
90,90,"Rory McIlroy",54,70.58,1835,26,"EarlyScoringAverage",2010
90,90,"Chris Tidland",77,70.58,3035,43,"EarlyScoringAverage",2010
92,92,"Bob Estes",79,70.59,2753,39,"EarlyScoringAverage",2010
92,92,"Hunter Mahan",85,70.59,2753,39,"EarlyScoringAverage",2010
92,92,"Rory Sabbatini",79,70.59,3106,44,"EarlyScoringAverage",2010
92,92,"Garrett Willis",82,70.59,3247,46,"EarlyScoringAverage",2010
96,96,"JP Hayes",79,70.6,2965,42,"EarlyScoringAverage",2010
96,96,"Lee Janzen",77,70.6,2824,40,"EarlyScoringAverage",2010
98,98,"Chris Couch",66,70.61,1977,28,"EarlyScoringAverage",2010
99,99,"Michael Connell",89,70.62,3319,47,"EarlyScoringAverage",2010
100,100,"Skip Kendall",58,70.67,2120,30,"EarlyScoringAverage",2010
101,101,"Jason Dufner",87,70.68,3534,50,"EarlyScoringAverage",2010
101,101,"Adam Scott",70,70.68,1979,28,"EarlyScoringAverage",2010
103,103,"Lucas Glover",75,70.69,2474,35,"EarlyScoringAverage",2010
104,104,"Robert Allenby",76,70.7,2333,33,"EarlyScoringAverage",2010
104,104,"Mark Wilson",87,70.7,3252,46,"EarlyScoringAverage",2010
106,106,"John Merrick",109,70.71,4384,62,"EarlyScoringAverage",2010
106,106,"Brandt Snedeker",89,70.71,3182,45,"EarlyScoringAverage",2010
106,106,"Nick Watney",91,70.71,2899,41,"EarlyScoringAverage",2010
109,109,"Vaughn Taylor",87,70.72,3253,46,"EarlyScoringAverage",2010
110,110,"Henrik Bjornstad",72,70.73,2829,40,"EarlyScoringAverage",2010
110,110,"Marc Leishman",87,70.73,3466,49,"EarlyScoringAverage",2010
112,112,"Brian Stuard",81,70.74,2688,38,"EarlyScoringAverage",2010
113,113,"Blake Adams",84,70.75,3113,44,"EarlyScoringAverage",2010
113,113,"Tim Petrovic",105,70.75,3891,55,"EarlyScoringAverage",2010
115,115,"Brian Davis",101,70.77,3680,52,"EarlyScoringAverage",2010
116,116,"Ryan Moore",80,70.78,2548,36,"EarlyScoringAverage",2010
116,116,"YE Yang",72,70.78,2831,40,"EarlyScoringAverage",2010
118,118,"Aaron Baddeley",94,70.8,3469,49,"EarlyScoringAverage",2010
119,119,"Davis Love III",79,70.81,2620,37,"EarlyScoringAverage",2010
120,120,"James Nitties",92,70.82,3187,45,"EarlyScoringAverage",2010
120,120,"Brett Quigley",96,70.82,3966,56,"EarlyScoringAverage",2010
122,122,"Mathew Goggin",85,70.83,3258,46,"EarlyScoringAverage",2010
122,122,"Roland Thatcher",72,70.83,2550,36,"EarlyScoringAverage",2010
124,124,"Richard Johnson",90,70.85,3259,46,"EarlyScoringAverage",2010
125,125,"Jeff Overton",89,70.86,2976,42,"EarlyScoringAverage",2010
125,125,"Josh Teater",101,70.86,3614,51,"EarlyScoringAverage",2010
127,127,"Brent Delahoussaye",57,70.87,2197,31,"EarlyScoringAverage",2010
128,128,"Michael Sim",64,70.88,1843,26,"EarlyScoringAverage",2010
128,128,"Camilo Villegas",78,70.88,2410,34,"EarlyScoringAverage",2010
130,130,"John Mallinger",78,70.91,2269,32,"EarlyScoringAverage",2010
130,130,"Troy Matteson",84,70.91,3262,46,"EarlyScoringAverage",2010
132,132,"Trevor Immelman",55,70.92,1844,26,"EarlyScoringAverage",2010
133,133,"Andres Romero",73,70.93,2837,40,"EarlyScoringAverage",2010
134,134,"Shaun Micheel",70,70.94,2199,31,"EarlyScoringAverage",2010
135,135,"Robert Garrigus",71,70.95,2696,38,"EarlyScoringAverage",2010
135,135,"Jeff Maggert",76,70.95,2838,40,"EarlyScoringAverage",2010
137,137,"Derek Lamely",81,70.96,3193,45,"EarlyScoringAverage",2010
138,138,"Martin Laird",91,70.98,3265,46,"EarlyScoringAverage",2010
139,139,"Alex Cejka",81,71.07,2985,42,"EarlyScoringAverage",2010
140,140,"Ben Curtis",78,71.09,3199,45,"EarlyScoringAverage",2010
141,141,"Scott Piercy",88,71.1,3413,48,"EarlyScoringAverage",2010
142,142,"Cameron Beckman",68,71.13,2205,31,"EarlyScoringAverage",2010
142,142,"Rod Pampling",77,71.13,3201,45,"EarlyScoringAverage",2010
142,142,"Ted Purdy",86,71.13,3414,48,"EarlyScoringAverage",2010
145,145,"Jason Bohn",84,71.16,3131,44,"EarlyScoringAverage",2010
145,145,"Angel Cabrera",64,71.16,1779,25,"EarlyScoringAverage",2010
145,145,"Mark Calcavecchia",50,71.16,1779,25,"EarlyScoringAverage",2010
148,148,"Nicholas Thompson",88,71.17,3274,46,"EarlyScoringAverage",2010
149,149,"John Daly",63,71.19,2563,36,"EarlyScoringAverage",2010
149,149,"Ian Poulter",55,71.19,1922,27,"EarlyScoringAverage",2010
151,151,"Troy Merritt",86,71.2,3275,46,"EarlyScoringAverage",2010
151,151,"Steve Wheatcroft",74,71.2,2848,40,"EarlyScoringAverage",2010
153,153,"Geoff Ogilvy",62,71.22,1923,27,"EarlyScoringAverage",2010
154,154,"Tim Herron",79,71.23,2778,39,"EarlyScoringAverage",2010
154,154,"Rocco Mediate",71,71.23,2849,40,"EarlyScoringAverage",2010
154,154,"Omar Uresti",74,71.23,2849,40,"EarlyScoringAverage",2010
157,157,"Mike Weir",59,71.24,2066,29,"EarlyScoringAverage",2010
158,158,"George McNeill",79,71.25,2850,40,"EarlyScoringAverage",2010
159,159,"Bill Lunde",79,71.26,3064,43,"EarlyScoringAverage",2010
160,160,"Garth Mulroy",53,71.27,1853,26,"EarlyScoringAverage",2010
160,160,"Brenden Pappas",66,71.27,2352,33,"EarlyScoringAverage",2010
162,162,"Mathias Gronberg",61,71.29,2424,34,"EarlyScoringAverage",2010
163,163,"Billy Mayfair",78,71.3,2638,37,"EarlyScoringAverage",2010
164,164,"DA Points",90,71.31,3494,49,"EarlyScoringAverage",2010
165,165,"Rich Barcelo",70,71.35,2640,37,"EarlyScoringAverage",2010
165,165,"Johnson Wagner",85,71.35,3068,43,"EarlyScoringAverage",2010
167,167,"Cameron Tringale",55,71.4,1785,25,"EarlyScoringAverage",2010
168,168,"Kenny Perry",69,71.48,2216,31,"EarlyScoringAverage",2010
169,169,"Steve Flesch",78,71.49,3360,47,"EarlyScoringAverage",2010
170,170,"Roger Tambellini",77,71.53,2718,38,"EarlyScoringAverage",2010
171,171,"Scott Verplank",74,71.54,2933,41,"EarlyScoringAverage",2010
172,172,"Daniel Chopra",74,71.56,2791,39,"EarlyScoringAverage",2010
172,172,"Jerod Turner",54,71.56,2433,34,"EarlyScoringAverage",2010
174,174,"Stuart Appleby",101,71.57,4008,56,"EarlyScoringAverage",2010
175,175,"Matt Bettencourt",91,71.6,3365,47,"EarlyScoringAverage",2010
176,176,"Greg Owen",69,71.63,2292,32,"EarlyScoringAverage",2010
177,177,"Kris Blanks",91,71.65,2866,40,"EarlyScoringAverage",2010
178,178,"Martin Flores",75,71.67,2580,36,"EarlyScoringAverage",2010
179,179,"Nathan Green",86,71.77,3086,43,"EarlyScoringAverage",2010
180,180,"Craig Bowden",56,71.81,1939,27,"EarlyScoringAverage",2010
180,180,"Sergio Garcia",58,71.81,2226,31,"EarlyScoringAverage",2010
182,182,"Steve Lowery",67,71.82,2801,39,"EarlyScoringAverage",2010
183,183,"Chris Wilson",65,72.03,2233,31,"EarlyScoringAverage",2010
184,184,"David Lutterus",69,72.05,2882,40,"EarlyScoringAverage",2010
185,185,"Jeff Gove",57,72.06,2306,32,"EarlyScoringAverage",2010
186,186,"Vance Veazey",58,72.12,2380,33,"EarlyScoringAverage",2010
187,187,"David Duval",71,72.13,2741,38,"EarlyScoringAverage",2010
188,188,"Brad Faxon",58,72.35,2243,31,"EarlyScoringAverage",2010
189,189,"Kevin Johnson",62,72.44,2318,32,"EarlyScoringAverage",2010
190,190,"Andrew McLardy",52,72.62,1888,26,"EarlyScoringAverage",2010
191,191,"Justin Bolli",55,72.81,1893,26,"EarlyScoringAverage",2010
192,192,"Greg Kraft",52,73.25,1758,24,"EarlyScoringAverage",2010
