"Total1Putts1015_RANKTHISWEEK_2013","Total1Putts1015_RANKLASTWEEK_2013","Total1Putts1015_PLAYERNAME_2013","Total1Putts1015_ROUNDS_2013","Total1Putts1015_TOTAL_2013","Total1Putts1015_TOTALFORALLDISTANCES_2013","Total1Putts1015_PCTOFALL1PUTTS_2013","stat_name","year"
1,1,"Billy Horschel",96,87,595,14.6,"Total1Putts1015",2013
2,2,"Brendon de Jonge",110,80,656,12.2,"Total1Putts1015",2013
3,3,"Chris Kirk",89,75,643,11.7,"Total1Putts1015",2013
4,4,"David Hearn",88,74,554,13.4,"Total1Putts1015",2013
5,5,"Sangmoon Bae",83,73,533,13.7,"Total1Putts1015",2013
6,6,"Jason Bohn",70,69,479,14.4,"Total1Putts1015",2013
6,6,"Harris English",95,69,603,11.4,"Total1Putts1015",2013
6,6,"Richard Lee",81,69,508,13.6,"Total1Putts1015",2013
6,6,"Nick Watney",88,69,479,14.4,"Total1Putts1015",2013
6,6,"Gary Woodland",94,69,574,12,"Total1Putts1015",2013
11,11,"Brian Davis",91,68,634,10.7,"Total1Putts1015",2013
12,12,"Matt Every",89,66,593,11.1,"Total1Putts1015",2013
12,12,"Charlie Wi",75,66,500,13.2,"Total1Putts1015",2013
14,14,"Erik Compton",74,65,469,13.9,"Total1Putts1015",2013
14,14,"Patrick Reed",83,65,558,11.6,"Total1Putts1015",2013
14,14,"Daniel Summerhays",83,65,554,11.7,"Total1Putts1015",2013
17,17,"Greg Chalmers",77,64,547,11.7,"Total1Putts1015",2013
17,17,"Graham DeLaet",94,64,539,11.9,"Total1Putts1015",2013
17,17,"Jim Furyk",80,64,448,14.3,"Total1Putts1015",2013
20,20,"Bill Haas",85,63,467,13.5,"Total1Putts1015",2013
20,20,"Charley Hoffman",84,63,518,12.2,"Total1Putts1015",2013
20,20,"Ryan Palmer",79,63,518,12.2,"Total1Putts1015",2013
23,23,"Brian Gay",79,62,589,10.5,"Total1Putts1015",2013
23,23,"Rory Sabbatini",86,62,508,12.2,"Total1Putts1015",2013
23,23,"Chris Stroud",88,62,596,10.4,"Total1Putts1015",2013
26,26,"Tommy Gainey",84,61,535,11.4,"Total1Putts1015",2013
26,26,"Ben Kohles",75,61,412,14.8,"Total1Putts1015",2013
26,26,"John Merrick",79,61,458,13.3,"Total1Putts1015",2013
29,29,"Keegan Bradley",88,60,505,11.9,"Total1Putts1015",2013
29,29,"William McGirt",75,60,507,11.8,"Total1Putts1015",2013
29,29,"Brendan Steele",86,60,520,11.5,"Total1Putts1015",2013
29,29,"Kevin Streelman",86,60,476,12.6,"Total1Putts1015",2013
29,29,"Jimmy Walker",84,60,552,10.9,"Total1Putts1015",2013
34,34,"Charles Howell III",87,59,596,9.9,"Total1Putts1015",2013
34,34,"Zach Johnson",84,59,464,12.7,"Total1Putts1015",2013
34,34,"Matt Kuchar",93,59,520,11.3,"Total1Putts1015",2013
34,34,"Justin Leonard",86,59,571,10.3,"Total1Putts1015",2013
38,38,"Stuart Appleby",88,58,576,10.1,"Total1Putts1015",2013
38,38,"Marc Leishman",77,58,458,12.7,"Total1Putts1015",2013
38,38,"Jordan Spieth",82,58,515,11.3,"Total1Putts1015",2013
38,38,"Kevin Stadler",83,58,470,12.3,"Total1Putts1015",2013
42,42,"Kevin Chappell",80,57,464,12.3,"Total1Putts1015",2013
42,42,"James Driscoll",76,57,469,12.2,"Total1Putts1015",2013
42,42,"Fabian Gomez",65,57,393,14.5,"Total1Putts1015",2013
42,42,"Matt Jones",83,57,519,11,"Total1Putts1015",2013
42,42,"Scott Langley",79,57,455,12.5,"Total1Putts1015",2013
42,42,"David Mathis",71,57,403,14.1,"Total1Putts1015",2013
42,42,"Robert Streb",75,57,425,13.4,"Total1Putts1015",2013
49,49,"Martin Flores",83,56,554,10.1,"Total1Putts1015",2013
49,49,"Brad Fritsch",81,56,475,11.8,"Total1Putts1015",2013
49,49,"Boo Weekley",100,56,531,10.5,"Total1Putts1015",2013
52,52,"Ricky Barnes",74,55,406,13.5,"Total1Putts1015",2013
52,52,"Roberto Castro",97,55,579,9.5,"Total1Putts1015",2013
52,52,"Rickie Fowler",75,55,439,12.5,"Total1Putts1015",2013
52,52,"Jerry Kelly",75,55,462,11.9,"Total1Putts1015",2013
52,52,"Bryce Molder",82,55,540,10.2,"Total1Putts1015",2013
52,52,"Brandt Snedeker",79,55,463,11.9,"Total1Putts1015",2013
58,58,"David Lynn",70,54,408,13.2,"Total1Putts1015",2013
58,58,"Brian Stuard",78,54,431,12.5,"Total1Putts1015",2013
60,60,"JJ Henry",83,53,451,11.8,"Total1Putts1015",2013
60,60,"Webb Simpson",92,53,512,10.4,"Total1Putts1015",2013
60,60,"Nicholas Thompson",99,53,589,9,"Total1Putts1015",2013
63,63,"Jason Day",86,52,464,11.2,"Total1Putts1015",2013
63,63,"Ken Duke",87,52,538,9.7,"Total1Putts1015",2013
63,63,"Brian Harman",89,52,552,9.4,"Total1Putts1015",2013
63,63,"Justin Hicks",79,52,437,11.9,"Total1Putts1015",2013
63,63,"Troy Matteson",68,52,401,13,"Total1Putts1015",2013
63,63,"Charl Schwartzel",69,52,385,13.5,"Total1Putts1015",2013
