"1PuttsperRound_RANKTHISWEEK_2015","1PuttsperRound_RANKLASTWEEK_2015","1PuttsperRound_PLAYERNAME_2015","1PuttsperRound_ROUNDS_2015","1PuttsperRound_AVG_2015","1PuttsperRound_TOTAL1PUTTS_2015","1PuttsperRound_TOTALROUNDS_2015","stat_name","year"
1,1,"Jordan Spieth",91,7.97,701,88,"1PuttsperRound",2015
2,2,"Andrew Putnam",68,7.84,502,64,"1PuttsperRound",2015
3,3,"Phil Mickelson",70,7.81,547,70,"1PuttsperRound",2015
4,4,"Jerry Kelly",79,7.75,612,79,"1PuttsperRound",2015
5,5,"Brendon Todd",96,7.74,720,93,"1PuttsperRound",2015
6,6,"Brandt Snedeker",98,7.71,732,95,"1PuttsperRound",2015
7,7,"Aaron Baddeley",76,7.69,569,74,"1PuttsperRound",2015
7,7,"JB Holmes",89,7.69,654,85,"1PuttsperRound",2015
9,9,"Danny Lee",120,7.68,921,120,"1PuttsperRound",2015
10,10,"Steven Bowditch",103,7.67,790,103,"1PuttsperRound",2015
10,10,"Matt Kuchar",97,7.67,721,94,"1PuttsperRound",2015
12,12,"Kevin Na",98,7.65,727,95,"1PuttsperRound",2015
13,13,"Matt Jones",89,7.63,656,86,"1PuttsperRound",2015
14,14,"Carl Pettersson",106,7.61,807,106,"1PuttsperRound",2015
15,15,"Patrick Reed",103,7.58,758,100,"1PuttsperRound",2015
16,16,"Jason Day",75,7.57,545,72,"1PuttsperRound",2015
17,17,"Justin Thomas",106,7.55,800,106,"1PuttsperRound",2015
18,18,"Fabian Gomez",83,7.54,626,83,"1PuttsperRound",2015
18,18,"Chesson Hadley",101,7.54,762,101,"1PuttsperRound",2015
20,20,"Sangmoon Bae",98,7.52,737,98,"1PuttsperRound",2015
21,21,"Erik Compton",86,7.51,646,86,"1PuttsperRound",2015
22,22,"Ricky Barnes",82,7.5,585,78,"1PuttsperRound",2015
23,23,"Brian Davis",86,7.49,614,82,"1PuttsperRound",2015
24,24,"KJ Choi",66,7.47,463,62,"1PuttsperRound",2015
25,25,"Luke Guthrie",84,7.46,612,82,"1PuttsperRound",2015
25,25,"Morgan Hoffmann",85,7.46,634,85,"1PuttsperRound",2015
25,25,"Steve Wheatcroft",87,7.46,619,83,"1PuttsperRound",2015
28,28,"Eric Axley",57,7.44,409,55,"1PuttsperRound",2015
29,29,"Greg Chalmers",58,7.43,401,54,"1PuttsperRound",2015
29,29,"Jimmy Walker",89,7.43,639,86,"1PuttsperRound",2015
