"Scrambling1020ydsRTPScore_RANKTHISWEEK_2007","Scrambling1020ydsRTPScore_RANKLASTWEEK_2007","Scrambling1020ydsRTPScore_PLAYERNAME_2007","Scrambling1020ydsRTPScore_ROUNDS_2007","Scrambling1020ydsRTPScore_AVGRTP_2007","Scrambling1020ydsRTPScore_TOTALHOLES_2007","Scrambling1020ydsRTPScore_TOTALRTP_2007","stat_name","year"
25,25,"Brian Bateman",55,0.311,135,42,"Scrambling1020ydsRTPScore",2007
25,25,"Jonathan Byrd",73,0.311,161,50,"Scrambling1020ydsRTPScore",2007
25,25,"Corey Pavin",81,0.311,219,68,"Scrambling1020ydsRTPScore",2007
28,28,"Trevor Immelman",74,0.312,125,39,"Scrambling1020ydsRTPScore",2007
29,29,"Tiger Woods",63,0.313,80,25,"Scrambling1020ydsRTPScore",2007
30,30,"Briny Baird",115,0.314,255,80,"Scrambling1020ydsRTPScore",2007
30,30,"Rich Barcelo",80,0.314,204,64,"Scrambling1020ydsRTPScore",2007
30,30,"Retief Goosen",50,0.314,105,33,"Scrambling1020ydsRTPScore",2007
33,33,"Bob Estes",88,0.315,203,64,"Scrambling1020ydsRTPScore",2007
33,33,"JP Hayes",89,0.315,216,68,"Scrambling1020ydsRTPScore",2007
33,33,"Heath Slocum",101,0.315,241,76,"Scrambling1020ydsRTPScore",2007
33,33,"Mark Wilson",87,0.315,181,57,"Scrambling1020ydsRTPScore",2007
37,37,"Sergio Garcia",68,0.316,152,48,"Scrambling1020ydsRTPScore",2007
38,38,"Nathan Green",103,0.317,249,79,"Scrambling1020ydsRTPScore",2007
38,38,"Arron Oberholser",69,0.317,139,44,"Scrambling1020ydsRTPScore",2007
38,38,"David Toms",80,0.317,164,52,"Scrambling1020ydsRTPScore",2007
41,41,"Chris Riley",59,0.318,129,41,"Scrambling1020ydsRTPScore",2007
42,42,"Padraig Harrington",64,0.319,119,38,"Scrambling1020ydsRTPScore",2007
42,42,"John Merrick",92,0.319,188,60,"Scrambling1020ydsRTPScore",2007
42,42,"Jose Maria Olazabal",52,0.319,113,36,"Scrambling1020ydsRTPScore",2007
42,42,"Vijay Singh",102,0.319,216,69,"Scrambling1020ydsRTPScore",2007
46,46,"Jeff Brehaut",59,0.321,131,42,"Scrambling1020ydsRTPScore",2007
47,47,"Chris DiMarco",79,0.322,171,55,"Scrambling1020ydsRTPScore",2007
48,48,"Marco Dawson",73,0.323,155,50,"Scrambling1020ydsRTPScore",2007
49,49,"Sean OHair",98,0.324,188,61,"Scrambling1020ydsRTPScore",2007
49,49,"Brandt Snedeker",105,0.324,222,72,"Scrambling1020ydsRTPScore",2007
51,51,"Jason Dufner",100,0.326,221,72,"Scrambling1020ydsRTPScore",2007
52,52,"Stephen Leaney",82,0.327,153,50,"Scrambling1020ydsRTPScore",2007
53,53,"Mark Hensby",81,0.33,182,60,"Scrambling1020ydsRTPScore",2007
53,53,"Dean Wilson",92,0.33,194,64,"Scrambling1020ydsRTPScore",2007
55,55,"Shigeki Maruyama",84,0.332,229,76,"Scrambling1020ydsRTPScore",2007
55,55,"Charlie Wi",90,0.332,190,63,"Scrambling1020ydsRTPScore",2007
57,57,"Geoff Ogilvy",84,0.333,162,54,"Scrambling1020ydsRTPScore",2007
57,57,"Rod Pampling",92,0.333,177,59,"Scrambling1020ydsRTPScore",2007
57,57,"Henrik Stenson",52,0.333,96,32,"Scrambling1020ydsRTPScore",2007
60,60,"Steve Flesch",100,0.335,209,70,"Scrambling1020ydsRTPScore",2007
60,60,"Zach Johnson",76,0.335,161,54,"Scrambling1020ydsRTPScore",2007
60,60,"John Mallinger",96,0.335,254,85,"Scrambling1020ydsRTPScore",2007
60,60,"Ryan Moore",92,0.335,182,61,"Scrambling1020ydsRTPScore",2007
64,64,"Jarrod Lyle",77,0.339,183,62,"Scrambling1020ydsRTPScore",2007
64,64,"Steve Marino",106,0.339,224,76,"Scrambling1020ydsRTPScore",2007
66,66,"Luke Donald",69,0.34,141,48,"Scrambling1020ydsRTPScore",2007
67,67,"Jose Coceres",50,0.341,129,44,"Scrambling1020ydsRTPScore",2007
67,67,"Bill Haas",93,0.341,214,73,"Scrambling1020ydsRTPScore",2007
67,67,"Lee Janzen",66,0.341,135,46,"Scrambling1020ydsRTPScore",2007
67,67,"Tom Pernice Jr",104,0.341,229,78,"Scrambling1020ydsRTPScore",2007
71,71,"Tim Petrovic",106,0.343,265,91,"Scrambling1020ydsRTPScore",2007
71,71,"Kirk Triplett",77,0.343,181,62,"Scrambling1020ydsRTPScore",2007
73,73,"Jeff Overton",60,0.344,125,43,"Scrambling1020ydsRTPScore",2007
73,73,"Tag Ridings",52,0.344,128,44,"Scrambling1020ydsRTPScore",2007
75,75,"Craig Bowden",78,0.345,197,68,"Scrambling1020ydsRTPScore",2007
75,75,"Kenny Perry",83,0.345,194,67,"Scrambling1020ydsRTPScore",2007
77,77,"Ken Duke",112,0.346,240,83,"Scrambling1020ydsRTPScore",2007
78,78,"Cliff Kresge",107,0.347,259,90,"Scrambling1020ydsRTPScore",2007
78,78,"Tom Lehman",62,0.347,98,34,"Scrambling1020ydsRTPScore",2007
78,78,"Michael Sim",52,0.347,124,43,"Scrambling1020ydsRTPScore",2007
81,81,"Billy Mayfair",98,0.348,204,71,"Scrambling1020ydsRTPScore",2007
82,82,"Brian Davis",101,0.349,241,84,"Scrambling1020ydsRTPScore",2007
83,83,"Brian Gay",107,0.35,263,92,"Scrambling1020ydsRTPScore",2007
83,83,"Jason Schultz",63,0.35,157,55,"Scrambling1020ydsRTPScore",2007
85,85,"Tim Herron",98,0.351,202,71,"Scrambling1020ydsRTPScore",2007
85,85,"Jesper Parnevik",88,0.351,185,65,"Scrambling1020ydsRTPScore",2007
87,87,"Chris Stroud",66,0.353,150,53,"Scrambling1020ydsRTPScore",2007
88,88,"Peter Lonard",85,0.354,195,69,"Scrambling1020ydsRTPScore",2007
88,88,"Bubba Watson",80,0.354,161,57,"Scrambling1020ydsRTPScore",2007
90,90,"Woody Austin",95,0.356,219,78,"Scrambling1020ydsRTPScore",2007
90,90,"Anders Hansen",55,0.356,90,32,"Scrambling1020ydsRTPScore",2007
92,92,"Joe Ogilvie",102,0.357,244,87,"Scrambling1020ydsRTPScore",2007
93,93,"George McNeill",95,0.358,212,76,"Scrambling1020ydsRTPScore",2007
93,93,"Nick OHern",72,0.358,148,53,"Scrambling1020ydsRTPScore",2007
93,93,"Steve Wheatcroft",73,0.358,165,59,"Scrambling1020ydsRTPScore",2007
96,96,"Lucas Glover",98,0.359,184,66,"Scrambling1020ydsRTPScore",2007
97,97,"Steve Lowery",74,0.36,178,64,"Scrambling1020ydsRTPScore",2007
97,97,"Carl Pettersson",111,0.36,247,89,"Scrambling1020ydsRTPScore",2007
99,99,"Bart Bryant",87,0.362,188,68,"Scrambling1020ydsRTPScore",2007
99,99,"Duffy Waldorf",69,0.362,141,51,"Scrambling1020ydsRTPScore",2007
101,101,"Freddie Jacobson",70,0.363,179,65,"Scrambling1020ydsRTPScore",2007
102,102,"Andrew Buckle",77,0.365,181,66,"Scrambling1020ydsRTPScore",2007
103,103,"Gavin Coles",87,0.366,232,85,"Scrambling1020ydsRTPScore",2007
104,104,"Steve Allan",63,0.368,152,56,"Scrambling1020ydsRTPScore",2007
105,105,"Glen Day",85,0.371,202,75,"Scrambling1020ydsRTPScore",2007
106,106,"Stewart Cink",91,0.372,156,58,"Scrambling1020ydsRTPScore",2007
106,106,"Charles Howell III",89,0.372,145,54,"Scrambling1020ydsRTPScore",2007
108,108,"Michael Boyd",61,0.373,158,59,"Scrambling1020ydsRTPScore",2007
109,109,"DJ Trahan",99,0.374,235,88,"Scrambling1020ydsRTPScore",2007
110,110,"Ernie Els",59,0.375,96,36,"Scrambling1020ydsRTPScore",2007
111,111,"Richard Johnson",93,0.377,228,86,"Scrambling1020ydsRTPScore",2007
112,112,"Anthony Kim",93,0.378,185,70,"Scrambling1020ydsRTPScore",2007
113,113,"Ben Curtis",80,0.379,182,69,"Scrambling1020ydsRTPScore",2007
114,114,"Ryan Palmer",91,0.38,179,68,"Scrambling1020ydsRTPScore",2007
115,115,"Shaun Micheel",91,0.382,165,63,"Scrambling1020ydsRTPScore",2007
115,115,"Dicky Pride",71,0.382,136,52,"Scrambling1020ydsRTPScore",2007
117,117,"Michael Allen",74,0.385,156,60,"Scrambling1020ydsRTPScore",2007
117,117,"Nick Watney",87,0.385,187,72,"Scrambling1020ydsRTPScore",2007
119,119,"Alex Cejka",80,0.386,171,66,"Scrambling1020ydsRTPScore",2007
120,120,"JJ Henry",86,0.387,150,58,"Scrambling1020ydsRTPScore",2007
120,120,"Pat Perez",84,0.387,150,58,"Scrambling1020ydsRTPScore",2007
122,122,"Brett Quigley",79,0.388,170,66,"Scrambling1020ydsRTPScore",2007
122,122,"Brett Wetterich",88,0.388,160,62,"Scrambling1020ydsRTPScore",2007
124,124,"Jim Rutledge",59,0.392,130,51,"Scrambling1020ydsRTPScore",2007
125,125,"Tom Johnson",74,0.395,162,64,"Scrambling1020ydsRTPScore",2007
126,126,"Mike Weir",82,0.396,139,55,"Scrambling1020ydsRTPScore",2007
127,127,"Mark Calcavecchia",93,0.397,204,81,"Scrambling1020ydsRTPScore",2007
128,128,"Craig Barlow",52,0.398,118,47,"Scrambling1020ydsRTPScore",2007
128,128,"Jason Gore",86,0.398,211,84,"Scrambling1020ydsRTPScore",2007
130,130,"John Senden",97,0.4,180,72,"Scrambling1020ydsRTPScore",2007
130,130,"Kevin Sutherland",85,0.4,155,62,"Scrambling1020ydsRTPScore",2007
132,132,"Eric Axley",107,0.401,257,103,"Scrambling1020ydsRTPScore",2007
132,132,"Tripp Isenhour",86,0.401,192,77,"Scrambling1020ydsRTPScore",2007
132,132,"Vaughn Taylor",91,0.401,207,83,"Scrambling1020ydsRTPScore",2007
132,132,"Johnson Wagner",97,0.401,202,81,"Scrambling1020ydsRTPScore",2007
136,136,"Camilo Villegas",82,0.406,155,63,"Scrambling1020ydsRTPScore",2007
137,137,"Mathias Gronberg",95,0.407,241,98,"Scrambling1020ydsRTPScore",2007
138,138,"Cameron Beckman",96,0.408,191,78,"Scrambling1020ydsRTPScore",2007
138,138,"Paul Goydos",60,0.408,130,53,"Scrambling1020ydsRTPScore",2007
138,138,"Ted Purdy",102,0.408,201,82,"Scrambling1020ydsRTPScore",2007
141,141,"Boo Weekley",101,0.411,214,88,"Scrambling1020ydsRTPScore",2007
142,142,"Frank Lickliter II",95,0.412,216,89,"Scrambling1020ydsRTPScore",2007
143,143,"Davis Love III",66,0.413,143,59,"Scrambling1020ydsRTPScore",2007
143,143,"Kyle Reifers",71,0.413,155,64,"Scrambling1020ydsRTPScore",2007
145,145,"Troy Matteson",87,0.414,210,87,"Scrambling1020ydsRTPScore",2007
146,146,"Daisuke Maruyama",86,0.415,205,85,"Scrambling1020ydsRTPScore",2007
147,147,"Robert Allenby",90,0.416,166,69,"Scrambling1020ydsRTPScore",2007
148,148,"Fred Funk",65,0.417,144,60,"Scrambling1020ydsRTPScore",2007
148,148,"Chris Tidland",59,0.417,132,55,"Scrambling1020ydsRTPScore",2007
150,150,"Harrison Frazar",88,0.42,181,76,"Scrambling1020ydsRTPScore",2007
150,150,"Paul Gow",70,0.42,138,58,"Scrambling1020ydsRTPScore",2007
150,150,"Jeff Quinney",95,0.42,207,87,"Scrambling1020ydsRTPScore",2007
153,153,"Parker McLachlin",83,0.422,192,81,"Scrambling1020ydsRTPScore",2007
154,154,"Jeff Gove",103,0.423,201,85,"Scrambling1020ydsRTPScore",2007
155,155,"Ryan Armour",107,0.427,227,97,"Scrambling1020ydsRTPScore",2007
155,155,"Justin Rose",63,0.427,96,41,"Scrambling1020ydsRTPScore",2007
155,155,"Adam Scott",69,0.427,124,53,"Scrambling1020ydsRTPScore",2007
158,158,"DJ Brigman",67,0.429,133,57,"Scrambling1020ydsRTPScore",2007
158,158,"Tom Byrum",50,0.429,98,42,"Scrambling1020ydsRTPScore",2007
158,158,"Charley Hoffman",97,0.429,217,93,"Scrambling1020ydsRTPScore",2007
161,161,"Stephen Ames",81,0.43,165,71,"Scrambling1020ydsRTPScore",2007
162,162,"Chad Campbell",96,0.432,176,76,"Scrambling1020ydsRTPScore",2007
162,162,"Will Ma Kenzie",100,0.432,241,104,"Scrambling1020ydsRTPScore",2007
164,164,"Jason Bohn",57,0.433,150,65,"Scrambling1020ydsRTPScore",2007
164,164,"Jerry Kelly",101,0.433,187,81,"Scrambling1020ydsRTPScore",2007
166,166,"Jeff Maggert",79,0.434,182,79,"Scrambling1020ydsRTPScore",2007
167,167,"Rich Beem",89,0.438,178,78,"Scrambling1020ydsRTPScore",2007
167,167,"Jay Williamson",50,0.438,130,57,"Scrambling1020ydsRTPScore",2007
169,169,"Chris Couch",76,0.44,200,88,"Scrambling1020ydsRTPScore",2007
169,169,"Paul Stankowski",52,0.44,109,48,"Scrambling1020ydsRTPScore",2007
171,171,"Mathew Goggin",97,0.441,213,94,"Scrambling1020ydsRTPScore",2007
172,172,"Kent Jones",97,0.444,198,88,"Scrambling1020ydsRTPScore",2007
173,173,"Tommy Armour III",81,0.445,155,69,"Scrambling1020ydsRTPScore",2007
174,174,"Jaco Van Zyl",51,0.447,123,55,"Scrambling1020ydsRTPScore",2007
175,175,"Bob Tway",103,0.451,226,102,"Scrambling1020ydsRTPScore",2007
176,176,"Joe Durant",88,0.457,175,80,"Scrambling1020ydsRTPScore",2007
176,176,"Rocco Mediate",72,0.457,162,74,"Scrambling1020ydsRTPScore",2007
178,178,"Joey Sindelar",75,0.463,164,76,"Scrambling1020ydsRTPScore",2007
179,179,"Bubba Dickerson",51,0.468,111,52,"Scrambling1020ydsRTPScore",2007
179,179,"Michael Putnam",96,0.468,190,89,"Scrambling1020ydsRTPScore",2007
181,181,"John Daly",59,0.471,136,64,"Scrambling1020ydsRTPScore",2007
182,182,"Billy Andrade",88,0.472,214,101,"Scrambling1020ydsRTPScore",2007
182,182,"Charles Warren",101,0.472,229,108,"Scrambling1020ydsRTPScore",2007
184,184,"Scott Gutschewski",67,0.477,174,83,"Scrambling1020ydsRTPScore",2007
184,184,"Darron Stiles",65,0.477,132,63,"Scrambling1020ydsRTPScore",2007
186,186,"Robert Garrigus",95,0.478,205,98,"Scrambling1020ydsRTPScore",2007
187,187,"Todd Hamilton",76,0.48,171,82,"Scrambling1020ydsRTPScore",2007
187,187,"JB Holmes",71,0.48,152,73,"Scrambling1020ydsRTPScore",2007
187,187,"Greg Owen",81,0.48,177,85,"Scrambling1020ydsRTPScore",2007
190,190,"Jeff Sluman",60,0.492,124,61,"Scrambling1020ydsRTPScore",2007
191,191,"Robert Gamez",88,0.5,184,92,"Scrambling1020ydsRTPScore",2007
191,191,"Hunter Mahan",91,0.5,162,81,"Scrambling1020ydsRTPScore",2007
193,193,"David Branshaw",83,0.503,191,96,"Scrambling1020ydsRTPScore",2007
194,194,"Kevin Stadler",95,0.508,191,97,"Scrambling1020ydsRTPScore",2007
195,195,"Brendon de Jonge",76,0.519,154,80,"Scrambling1020ydsRTPScore",2007
196,196,"Matt Hendrix",63,0.61,141,86,"Scrambling1020ydsRTPScore",2007
