"GIRPutting25_RANKTHISWEEK_2005","GIRPutting25_RANKLASTWEEK_2005","GIRPutting25_PLAYERNAME_2005","GIRPutting25_ROUNDS_2005","GIRPutting25_Pct_2005","GIRPutting25_ATTEMPTS_2005","GIRPutting25_PUTTSMADE_2005","stat_name","year"
1,1,"Chris Anderson",66,10.61,198,21,"GIRPutting25",2005
2,2,"Dan Forsman",52,10.29,204,21,"GIRPutting25",2005
3,3,"Tim Herron",100,9.25,292,27,"GIRPutting25",2005
4,4,"Gavin Coles",70,8.87,248,22,"GIRPutting25",2005
5,5,"Charlie Wi",67,8.8,216,19,"GIRPutting25",2005
6,6,"Freddie Jacobson",72,8.59,198,17,"GIRPutting25",2005
7,7,"Thomas Levet",54,8.27,133,11,"GIRPutting25",2005
8,8,"Lee Westwood",50,8.09,136,11,"GIRPutting25",2005
9,9,"Bernhard Langer",67,8.04,199,16,"GIRPutting25",2005
10,10,"Joe Ogilvie",103,8,250,20,"GIRPutting25",2005
11,11,"Kent Jones",99,7.94,378,30,"GIRPutting25",2005
12,12,"Bob Heintz",67,7.92,202,16,"GIRPutting25",2005
13,13,"Tim Clark",92,7.87,216,17,"GIRPutting25",2005
14,14,"Arjun Atwal",65,7.86,229,18,"GIRPutting25",2005
15,15,"Hunter Haas",83,7.75,284,22,"GIRPutting25",2005
16,16,"Briny Baird",98,7.38,393,29,"GIRPutting25",2005
16,16,"Tom Gillis",77,7.38,271,20,"GIRPutting25",2005
18,18,"Brenden Pappas",51,7.35,204,15,"GIRPutting25",2005
18,18,"Tom Pernice Jr",111,7.35,340,25,"GIRPutting25",2005
20,20,"Phillip Price",77,7.26,234,17,"GIRPutting25",2005
21,21,"Justin Rose",99,7.22,360,26,"GIRPutting25",2005
22,22,"Rob Rashell",65,7.08,212,15,"GIRPutting25",2005
23,23,"Bob Tway",87,7.07,283,20,"GIRPutting25",2005
24,24,"Michael Long",72,7.06,269,19,"GIRPutting25",2005
25,25,"Steve Elkington",67,7.01,271,19,"GIRPutting25",2005
26,26,"Scott McCarron",78,6.92,260,18,"GIRPutting25",2005
27,27,"Brian Bateman",98,6.88,349,24,"GIRPutting25",2005
27,27,"Danny Briggs",70,6.88,247,17,"GIRPutting25",2005
27,27,"Lee Janzen",75,6.88,247,17,"GIRPutting25",2005
30,30,"Matt Gogel",78,6.86,277,19,"GIRPutting25",2005
31,31,"Glen Hnatiuk",59,6.83,205,14,"GIRPutting25",2005
32,32,"David Toms",87,6.81,235,16,"GIRPutting25",2005
33,33,"Kevin Na",88,6.69,284,19,"GIRPutting25",2005
34,34,"Steve Lowery",100,6.65,316,21,"GIRPutting25",2005
