"Last5EventsAccuracy_RANKTHISWEEK_2007","Last5EventsAccuracy_RANKLASTWEEK_2007","Last5EventsAccuracy_PLAYERNAME_2007","Last5EventsAccuracy_EVENTS_2007","Last5EventsAccuracy_RATING_2007","stat_name","year"
1,1,"Tom Watson",1,8.7,"Last5EventsAccuracy",2007
2,2,"Gavin Coles",1,8.5,"Last5EventsAccuracy",2007
2,2,"Joe Durant",4,8.5,"Last5EventsAccuracy",2007
2,2,"JJ Henry",2,8.5,"Last5EventsAccuracy",2007
5,5,"Robert Gamez",2,8.4,"Last5EventsAccuracy",2007
5,5,"Brian Gay",3,8.4,"Last5EventsAccuracy",2007
5,5,"Omar Uresti",1,8.4,"Last5EventsAccuracy",2007
8,8,"David Berganio Jr",1,8.3,"Last5EventsAccuracy",2007
9,9,"Jim Furyk",4,8.2,"Last5EventsAccuracy",2007
9,9,"Justin Leonard",4,8.2,"Last5EventsAccuracy",2007
9,9,"Steve Stricker",4,8.2,"Last5EventsAccuracy",2007
9,9,"Phil Tataurangi",2,8.2,"Last5EventsAccuracy",2007
13,14,"John Cook",1,8.1,"Last5EventsAccuracy",2007
13,14,"Tadd Fujikawa",1,8.1,"Last5EventsAccuracy",2007
13,9,"Tiger Woods",3,8.1,"Last5EventsAccuracy",2007
16,16,"Anders Hansen",1,8,"Last5EventsAccuracy",2007
17,17,"Ken Duke",5,7.9,"Last5EventsAccuracy",2007
17,17,"Shaun Micheel",2,7.9,"Last5EventsAccuracy",2007
17,17,"Heath Slocum",3,7.9,"Last5EventsAccuracy",2007
20,20,"George McNeill",3,7.8,"Last5EventsAccuracy",2007
20,20,"Joey Sindelar",2,7.8,"Last5EventsAccuracy",2007
22,23,"Mark Brooks",2,7.7,"Last5EventsAccuracy",2007
22,23,"Tim Clark",4,7.7,"Last5EventsAccuracy",2007
22,23,"Kent Jones",4,7.7,"Last5EventsAccuracy",2007
22,23,"Robert Karlsson",1,7.7,"Last5EventsAccuracy",2007
22,23,"Hunter Mahan",3,7.7,"Last5EventsAccuracy",2007
22,23,"Bo Van Pelt",5,7.7,"Last5EventsAccuracy",2007
28,30,"Billy Hurley III",1,7.6,"Last5EventsAccuracy",2007
28,23,"Zach Johnson",2,7.6,"Last5EventsAccuracy",2007
28,30,"Craig Kanada",2,7.6,"Last5EventsAccuracy",2007
28,30,"Bernhard Langer",4,7.6,"Last5EventsAccuracy",2007
28,30,"Andres Romero",1,7.6,"Last5EventsAccuracy",2007
28,30,"Jeff Sluman",3,7.6,"Last5EventsAccuracy",2007
34,35,"Tommy Armour III",3,7.5,"Last5EventsAccuracy",2007
34,35,"Ryan Armour",5,7.5,"Last5EventsAccuracy",2007
34,35,"Cameron Beckman",5,7.5,"Last5EventsAccuracy",2007
34,35,"Fred Funk",3,7.5,"Last5EventsAccuracy",2007
34,35,"Bob Heintz",1,7.5,"Last5EventsAccuracy",2007
34,35,"Freddie Jacobson",5,7.5,"Last5EventsAccuracy",2007
34,35,"Larry Mize",1,7.5,"Last5EventsAccuracy",2007
34,35,"Kenny Perry",3,7.5,"Last5EventsAccuracy",2007
42,43,"Robert Allenby",2,7.4,"Last5EventsAccuracy",2007
42,43,"Billy Andrade",4,7.4,"Last5EventsAccuracy",2007
42,43,"Chad Campbell",5,7.4,"Last5EventsAccuracy",2007
42,43,"Alejandro Canizares",1,7.4,"Last5EventsAccuracy",2007
42,43,"Brian Henninger",1,7.4,"Last5EventsAccuracy",2007
42,43,"Davis Love III",2,7.4,"Last5EventsAccuracy",2007
42,43,"Jeff Maggert",3,7.4,"Last5EventsAccuracy",2007
42,43,"John Mallinger",4,7.4,"Last5EventsAccuracy",2007
42,43,"Bob May",2,7.4,"Last5EventsAccuracy",2007
42,43,"Ian Poulter",2,7.4,"Last5EventsAccuracy",2007
42,43,"Chris Stroud",4,7.4,"Last5EventsAccuracy",2007
42,43,"DJ Trahan",2,7.4,"Last5EventsAccuracy",2007
42,43,"Charlie Wi",4,7.4,"Last5EventsAccuracy",2007
55,56,"Stephen Ames",4,7.3,"Last5EventsAccuracy",2007
55,56,"Craig Barlow",3,7.3,"Last5EventsAccuracy",2007
55,56,"John Bickerton",1,7.3,"Last5EventsAccuracy",2007
55,56,"Michael Boyd",3,7.3,"Last5EventsAccuracy",2007
55,56,"Jose Coceres",1,7.3,"Last5EventsAccuracy",2007
