"EarlyRound3ScoringAverage_RANKTHISWEEK_2011","EarlyRound3ScoringAverage_RANKLASTWEEK_2011","EarlyRound3ScoringAverage_PLAYERNAME_2011","EarlyRound3ScoringAverage__2011","EarlyRound3ScoringAverage_AVG_2011","EarlyRound3ScoringAverage_TOTALSTROKES_2011","EarlyRound3ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Brandt Snedeker",NA,66.2,331,5,"EarlyRound3ScoringAverage",2011
2,2,"Matt Kuchar",NA,67.56,608,9,"EarlyRound3ScoringAverage",2011
3,3,"Brian Davis",NA,68.11,613,9,"EarlyRound3ScoringAverage",2011
4,4,"Bryce Molder",NA,68.17,409,6,"EarlyRound3ScoringAverage",2011
5,5,"Chris Stroud",NA,68.2,341,5,"EarlyRound3ScoringAverage",2011
6,6,"Bo Van Pelt",NA,68.36,957,14,"EarlyRound3ScoringAverage",2011
7,7,"Angel Cabrera",NA,68.5,274,4,"EarlyRound3ScoringAverage",2011
7,7,"Davis Love III",NA,68.5,274,4,"EarlyRound3ScoringAverage",2011
7,7,"John Merrick",NA,68.5,548,8,"EarlyRound3ScoringAverage",2011
10,10,"Ryan Palmer",NA,68.56,617,9,"EarlyRound3ScoringAverage",2011
11,11,"Luke Donald",NA,68.6,343,5,"EarlyRound3ScoringAverage",2011
12,12,"Steve Stricker",NA,68.67,206,3,"EarlyRound3ScoringAverage",2011
13,13,"Spencer Levin",NA,68.7,687,10,"EarlyRound3ScoringAverage",2011
14,14,"Brian Gay",NA,69,621,9,"EarlyRound3ScoringAverage",2011
14,14,"Martin Laird",NA,69,621,9,"EarlyRound3ScoringAverage",2011
14,14,"Marc Leishman",NA,69,690,10,"EarlyRound3ScoringAverage",2011
14,14,"Phil Mickelson",NA,69,828,12,"EarlyRound3ScoringAverage",2011
14,14,"Nick OHern",NA,69,345,5,"EarlyRound3ScoringAverage",2011
14,14,"David Toms",NA,69,483,7,"EarlyRound3ScoringAverage",2011
20,20,"JJ Henry",NA,69.07,1036,15,"EarlyRound3ScoringAverage",2011
21,21,"Cameron Tringale",NA,69.09,760,11,"EarlyRound3ScoringAverage",2011
22,22,"Ryuji Imada",NA,69.13,553,8,"EarlyRound3ScoringAverage",2011
22,22,"Roland Thatcher",NA,69.13,553,8,"EarlyRound3ScoringAverage",2011
24,24,"Michael Connell",NA,69.14,484,7,"EarlyRound3ScoringAverage",2011
25,25,"Briny Baird",NA,69.17,415,6,"EarlyRound3ScoringAverage",2011
26,26,"Zach Johnson",NA,69.18,761,11,"EarlyRound3ScoringAverage",2011
27,27,"DJ Trahan",NA,69.25,554,8,"EarlyRound3ScoringAverage",2011
28,28,"Harrison Frazar",NA,69.33,416,6,"EarlyRound3ScoringAverage",2011
28,28,"Freddie Jacobson",NA,69.33,624,9,"EarlyRound3ScoringAverage",2011
28,28,"Chris Kirk",NA,69.33,624,9,"EarlyRound3ScoringAverage",2011
28,28,"John Senden",NA,69.33,624,9,"EarlyRound3ScoringAverage",2011
32,32,"Charlie Wi",NA,69.44,625,9,"EarlyRound3ScoringAverage",2011
33,33,"Brandt Jobe",NA,69.45,764,11,"EarlyRound3ScoringAverage",2011
34,34,"Charles Howell III",NA,69.5,695,10,"EarlyRound3ScoringAverage",2011
34,34,"Kent Jones",NA,69.5,417,6,"EarlyRound3ScoringAverage",2011
34,34,"Scott McCarron",NA,69.5,556,8,"EarlyRound3ScoringAverage",2011
34,34,"William McGirt",NA,69.5,417,6,"EarlyRound3ScoringAverage",2011
34,34,"Kevin Stadler",NA,69.5,556,8,"EarlyRound3ScoringAverage",2011
34,34,"Dean Wilson",NA,69.5,278,4,"EarlyRound3ScoringAverage",2011
40,40,"Alex Cejka",NA,69.56,626,9,"EarlyRound3ScoringAverage",2011
41,41,"Bobby Gates",NA,69.57,487,7,"EarlyRound3ScoringAverage",2011
42,42,"Kyle Stanley",NA,69.58,835,12,"EarlyRound3ScoringAverage",2011
43,43,"Chris DiMarco",NA,69.6,696,10,"EarlyRound3ScoringAverage",2011
43,43,"Sergio Garcia",NA,69.6,348,5,"EarlyRound3ScoringAverage",2011
43,43,"Graeme McDowell",NA,69.6,348,5,"EarlyRound3ScoringAverage",2011
43,43,"Jim Renner",NA,69.6,348,5,"EarlyRound3ScoringAverage",2011
47,47,"Cameron Beckman",NA,69.63,557,8,"EarlyRound3ScoringAverage",2011
47,47,"Sean OHair",NA,69.63,557,8,"EarlyRound3ScoringAverage",2011
49,49,"David Hearn",NA,69.64,766,11,"EarlyRound3ScoringAverage",2011
50,50,"Brendon de Jonge",NA,69.67,627,9,"EarlyRound3ScoringAverage",2011
51,51,"Robert Allenby",NA,69.69,906,13,"EarlyRound3ScoringAverage",2011
52,52,"Dustin Johnson",NA,69.75,558,8,"EarlyRound3ScoringAverage",2011
52,52,"Jerry Kelly",NA,69.75,558,8,"EarlyRound3ScoringAverage",2011
54,54,"Carl Pettersson",NA,69.8,698,10,"EarlyRound3ScoringAverage",2011
54,54,"Andres Romero",NA,69.8,698,10,"EarlyRound3ScoringAverage",2011
56,56,"Jimmy Walker",NA,69.82,768,11,"EarlyRound3ScoringAverage",2011
57,57,"Hunter Mahan",NA,69.83,838,12,"EarlyRound3ScoringAverage",2011
58,58,"Ben Crane",NA,69.86,489,7,"EarlyRound3ScoringAverage",2011
58,58,"Kevin Na",NA,69.86,489,7,"EarlyRound3ScoringAverage",2011
60,60,"Tommy Gainey",NA,69.88,559,8,"EarlyRound3ScoringAverage",2011
60,60,"John Rollins",NA,69.88,559,8,"EarlyRound3ScoringAverage",2011
62,62,"Chad Campbell",NA,69.92,839,12,"EarlyRound3ScoringAverage",2011
63,63,"Greg Chalmers",NA,70,630,9,"EarlyRound3ScoringAverage",2011
