"Approach275yardsRTP_RANKTHISWEEK_2009","Approach275yardsRTP_RANKLASTWEEK_2009","Approach275yardsRTP_PLAYERNAME_2009","Approach275yardsRTP_ROUNDS_2009","Approach275yardsRTP_AVGRTP_2009","stat_name","year"
1,1,"Mark Calcavecchia",72,-1,"Approach275yardsRTP",2009
1,1,"Tim Clark",81,-1,"Approach275yardsRTP",2009
1,1,"Mathew Goggin",76,-1,"Approach275yardsRTP",2009
1,1,"Bob Heintz",59,-1,"Approach275yardsRTP",2009
1,1,"Mike Weir",85,-1,"Approach275yardsRTP",2009
6,6,"Padraig Harrington",66,-0.875,"Approach275yardsRTP",2009
7,7,"Stephen Ames",77,-0.833,"Approach275yardsRTP",2009
7,7,"Camilo Villegas",76,-0.833,"Approach275yardsRTP",2009
9,9,"Martin Laird",72,-0.818,"Approach275yardsRTP",2009
10,10,"Steve Stricker",81,-0.8,"Approach275yardsRTP",2009
10,10,"Kevin Sutherland",96,-0.8,"Approach275yardsRTP",2009
12,12,"Matt Weibring",65,-0.786,"Approach275yardsRTP",2009
13,13,"Jim Furyk",86,-0.778,"Approach275yardsRTP",2009
14,14,"Nick OHern",90,-0.769,"Approach275yardsRTP",2009
15,15,"Matt Bettencourt",98,-0.75,"Approach275yardsRTP",2009
15,15,"Jason Dufner",90,-0.75,"Approach275yardsRTP",2009
15,15,"Justin Leonard",95,-0.75,"Approach275yardsRTP",2009
15,15,"Kevin Na",91,-0.75,"Approach275yardsRTP",2009
19,19,"Scott Piercy",85,-0.737,"Approach275yardsRTP",2009
20,20,"Brian Davis",103,-0.733,"Approach275yardsRTP",2009
21,21,"Eric Axley",71,-0.727,"Approach275yardsRTP",2009
22,22,"KJ Choi",65,-0.714,"Approach275yardsRTP",2009
22,22,"Joe Durant",62,-0.714,"Approach275yardsRTP",2009
22,22,"Adam Scott",53,-0.714,"Approach275yardsRTP",2009
25,25,"Alex Cejka",82,-0.688,"Approach275yardsRTP",2009
25,25,"Harrison Frazar",93,-0.688,"Approach275yardsRTP",2009
27,27,"Ryuji Imada",85,-0.684,"Approach275yardsRTP",2009
28,28,"Ben Crane",93,-0.667,"Approach275yardsRTP",2009
28,28,"Ben Curtis",63,-0.667,"Approach275yardsRTP",2009
28,28,"Jerry Kelly",90,-0.667,"Approach275yardsRTP",2009
28,28,"Jarrod Lyle",65,-0.667,"Approach275yardsRTP",2009
28,28,"Tim Petrovic",97,-0.667,"Approach275yardsRTP",2009
28,28,"Tiger Woods",64,-0.667,"Approach275yardsRTP",2009
34,34,"Ernie Els",70,-0.643,"Approach275yardsRTP",2009
35,35,"Marc Turnesa",77,-0.636,"Approach275yardsRTP",2009
36,36,"Davis Love III",89,-0.625,"Approach275yardsRTP",2009
37,37,"Nathan Green",104,-0.619,"Approach275yardsRTP",2009
37,37,"John Senden",100,-0.619,"Approach275yardsRTP",2009
39,39,"Brian Vranesh",51,-0.615,"Approach275yardsRTP",2009
40,40,"Tom Pernice Jr",82,-0.611,"Approach275yardsRTP",2009
41,41,"Bob Estes",78,-0.6,"Approach275yardsRTP",2009
41,41,"Zach Johnson",94,-0.6,"Approach275yardsRTP",2009
41,41,"Spencer Levin",75,-0.6,"Approach275yardsRTP",2009
41,41,"David Mathis",82,-0.6,"Approach275yardsRTP",2009
45,45,"Paul Goydos",79,-0.588,"Approach275yardsRTP",2009
46,46,"Sean OHair",80,-0.583,"Approach275yardsRTP",2009
47,47,"Chad Campbell",90,-0.571,"Approach275yardsRTP",2009
47,47,"Lee Janzen",74,-0.571,"Approach275yardsRTP",2009
47,47,"Matt Kuchar",82,-0.571,"Approach275yardsRTP",2009
47,47,"Greg Owen",97,-0.571,"Approach275yardsRTP",2009
47,47,"Rod Pampling",72,-0.571,"Approach275yardsRTP",2009
47,47,"Rory Sabbatini",81,-0.571,"Approach275yardsRTP",2009
47,47,"Mark Wilson",99,-0.571,"Approach275yardsRTP",2009
47,47,"YE Yang",83,-0.571,"Approach275yardsRTP",2009
55,55,"Scott McCarron",91,-0.563,"Approach275yardsRTP",2009
55,55,"John Merrick",91,-0.563,"Approach275yardsRTP",2009
57,57,"Tim Herron",87,-0.556,"Approach275yardsRTP",2009
57,57,"Troy Matteson",95,-0.556,"Approach275yardsRTP",2009
57,57,"Ian Poulter",59,-0.556,"Approach275yardsRTP",2009
57,57,"Vijay Singh",71,-0.556,"Approach275yardsRTP",2009
57,57,"Brandt Snedeker",81,-0.556,"Approach275yardsRTP",2009
62,62,"Bart Bryant",58,-0.545,"Approach275yardsRTP",2009
62,62,"Jeff Overton",92,-0.545,"Approach275yardsRTP",2009
62,62,"Webb Simpson",94,-0.545,"Approach275yardsRTP",2009
62,62,"Charles Warren",63,-0.545,"Approach275yardsRTP",2009
66,66,"Charles Howell III",99,-0.538,"Approach275yardsRTP",2009
66,66,"Steve Lowery",83,-0.538,"Approach275yardsRTP",2009
66,66,"John Mallinger",90,-0.538,"Approach275yardsRTP",2009
69,69,"Jonathan Byrd",89,-0.536,"Approach275yardsRTP",2009
70,70,"JJ Henry",97,-0.533,"Approach275yardsRTP",2009
70,70,"George McNeill",82,-0.533,"Approach275yardsRTP",2009
70,70,"Patrick Sheehan",51,-0.533,"Approach275yardsRTP",2009
70,70,"Kevin Stadler",65,-0.533,"Approach275yardsRTP",2009
74,74,"Chris Riley",77,-0.529,"Approach275yardsRTP",2009
75,75,"Daniel Chopra",89,-0.526,"Approach275yardsRTP",2009
76,76,"Justin Rose",71,-0.524,"Approach275yardsRTP",2009
76,76,"Johnson Wagner",81,-0.524,"Approach275yardsRTP",2009
78,78,"Billy Mayfair",83,-0.522,"Approach275yardsRTP",2009
79,79,"Jason Bohn",88,-0.5,"Approach275yardsRTP",2009
79,79,"Angel Cabrera",55,-0.5,"Approach275yardsRTP",2009
79,79,"Fred Couples",54,-0.5,"Approach275yardsRTP",2009
79,79,"Ken Duke",87,-0.5,"Approach275yardsRTP",2009
79,79,"Steve Elkington",70,-0.5,"Approach275yardsRTP",2009
79,79,"Steve Flesch",77,-0.5,"Approach275yardsRTP",2009
79,79,"Anthony Kim",76,-0.5,"Approach275yardsRTP",2009
79,79,"Colt Knost",71,-0.5,"Approach275yardsRTP",2009
79,79,"Tom Lehman",55,-0.5,"Approach275yardsRTP",2009
79,79,"Parker McLachlin",71,-0.5,"Approach275yardsRTP",2009
79,79,"Geoff Ogilvy",78,-0.5,"Approach275yardsRTP",2009
79,79,"Scott Sterling",51,-0.5,"Approach275yardsRTP",2009
79,79,"Darron Stiles",52,-0.5,"Approach275yardsRTP",2009
79,79,"Bo Van Pelt",100,-0.5,"Approach275yardsRTP",2009
93,93,"Freddie Jacobson",83,-0.478,"Approach275yardsRTP",2009
93,93,"DJ Trahan",96,-0.478,"Approach275yardsRTP",2009
95,95,"Ryan Palmer",78,-0.476,"Approach275yardsRTP",2009
96,96,"Jeff Quinney",78,-0.471,"Approach275yardsRTP",2009
97,97,"Briny Baird",89,-0.467,"Approach275yardsRTP",2009
98,98,"Dean Wilson",81,-0.462,"Approach275yardsRTP",2009
99,99,"Marc Leishman",91,-0.458,"Approach275yardsRTP",2009
100,100,"Peter Tomasulo",61,-0.455,"Approach275yardsRTP",2009
101,101,"Bill Haas",91,-0.45,"Approach275yardsRTP",2009
101,101,"Jeff Klauk",97,-0.45,"Approach275yardsRTP",2009
103,103,"Matt Jones",56,-0.444,"Approach275yardsRTP",2009
104,104,"Brad Adamonis",70,-0.429,"Approach275yardsRTP",2009
104,104,"Jason Day",61,-0.429,"Approach275yardsRTP",2009
104,104,"Steve Marino",98,-0.429,"Approach275yardsRTP",2009
104,104,"Rocco Mediate",79,-0.429,"Approach275yardsRTP",2009
104,104,"Chris Stroud",88,-0.429,"Approach275yardsRTP",2009
104,104,"Charlie Wi",92,-0.429,"Approach275yardsRTP",2009
104,104,"Casey Wittenberg",71,-0.429,"Approach275yardsRTP",2009
111,111,"Greg Chalmers",85,-0.417,"Approach275yardsRTP",2009
112,112,"Brendon de Jonge",90,-0.412,"Approach275yardsRTP",2009
112,112,"Nick Watney",86,-0.412,"Approach275yardsRTP",2009
114,114,"Tommy Armour III",58,-0.4,"Approach275yardsRTP",2009
114,114,"Brian Bateman",55,-0.4,"Approach275yardsRTP",2009
114,114,"Glen Day",79,-0.4,"Approach275yardsRTP",2009
114,114,"Todd Hamilton",83,-0.4,"Approach275yardsRTP",2009
114,114,"Bryce Molder",69,-0.4,"Approach275yardsRTP",2009
114,114,"Boo Weekley",79,-0.4,"Approach275yardsRTP",2009
120,120,"Vaughn Taylor",88,-0.391,"Approach275yardsRTP",2009
121,121,"Michael Allen",73,-0.385,"Approach275yardsRTP",2009
121,121,"Dustin Johnson",85,-0.385,"Approach275yardsRTP",2009
121,121,"Kent Jones",73,-0.385,"Approach275yardsRTP",2009
121,121,"Kenny Perry",92,-0.385,"Approach275yardsRTP",2009
121,121,"Jimmy Walker",74,-0.385,"Approach275yardsRTP",2009
126,126,"Bill Lunde",83,-0.381,"Approach275yardsRTP",2009
127,127,"Lucas Glover",93,-0.375,"Approach275yardsRTP",2009
127,127,"Retief Goosen",74,-0.375,"Approach275yardsRTP",2009
127,127,"Cliff Kresge",78,-0.375,"Approach275yardsRTP",2009
127,127,"David Toms",98,-0.375,"Approach275yardsRTP",2009
131,131,"Jay Williamson",69,-0.357,"Approach275yardsRTP",2009
132,132,"Woody Austin",84,-0.353,"Approach275yardsRTP",2009
132,132,"Brett Quigley",92,-0.353,"Approach275yardsRTP",2009
134,134,"Robert Allenby",71,-0.333,"Approach275yardsRTP",2009
134,134,"Ricky Barnes",67,-0.333,"Approach275yardsRTP",2009
134,134,"Mark Brooks",55,-0.333,"Approach275yardsRTP",2009
134,134,"Luke Donald",79,-0.333,"Approach275yardsRTP",2009
134,134,"Phil Mickelson",66,-0.333,"Approach275yardsRTP",2009
134,134,"Kevin Streelman",97,-0.333,"Approach275yardsRTP",2009
134,134,"Bubba Watson",73,-0.333,"Approach275yardsRTP",2009
141,141,"Jason Gore",74,-0.318,"Approach275yardsRTP",2009
142,142,"Chris DiMarco",97,-0.313,"Approach275yardsRTP",2009
143,143,"Kris Blanks",60,-0.308,"Approach275yardsRTP",2009
143,143,"Andres Romero",58,-0.308,"Approach275yardsRTP",2009
145,145,"John Rollins",92,-0.296,"Approach275yardsRTP",2009
146,146,"Joe Ogilvie",85,-0.294,"Approach275yardsRTP",2009
146,146,"Chez Reavie",81,-0.294,"Approach275yardsRTP",2009
146,146,"Nicholas Thompson",96,-0.294,"Approach275yardsRTP",2009
146,146,"Scott Verplank",88,-0.294,"Approach275yardsRTP",2009
150,150,"Brad Faxon",59,-0.286,"Approach275yardsRTP",2009
151,151,"Michael Letzig",96,-0.278,"Approach275yardsRTP",2009
151,151,"Jeff Maggert",79,-0.278,"Approach275yardsRTP",2009
153,153,"Robert Garrigus",83,-0.273,"Approach275yardsRTP",2009
153,153,"Carl Pettersson",86,-0.273,"Approach275yardsRTP",2009
155,155,"Hunter Mahan",94,-0.267,"Approach275yardsRTP",2009
155,155,"Aron Price",89,-0.267,"Approach275yardsRTP",2009
155,155,"Heath Slocum",95,-0.267,"Approach275yardsRTP",2009
158,158,"Charley Hoffman",97,-0.261,"Approach275yardsRTP",2009
159,159,"Stuart Appleby",79,-0.25,"Approach275yardsRTP",2009
159,159,"Cameron Beckman",87,-0.25,"Approach275yardsRTP",2009
159,159,"Greg Kraft",51,-0.25,"Approach275yardsRTP",2009
159,159,"Peter Lonard",86,-0.25,"Approach275yardsRTP",2009
159,159,"Will Ma Kenzie",69,-0.25,"Approach275yardsRTP",2009
159,159,"Leif Olson",51,-0.25,"Approach275yardsRTP",2009
159,159,"Tag Ridings",50,-0.25,"Approach275yardsRTP",2009
166,166,"Ted Purdy",101,-0.238,"Approach275yardsRTP",2009
166,166,"Kirk Triplett",60,-0.238,"Approach275yardsRTP",2009
168,168,"Sergio Garcia",59,-0.231,"Approach275yardsRTP",2009
169,169,"Richard Johnson",85,-0.222,"Approach275yardsRTP",2009
170,170,"Ryan Moore",89,-0.214,"Approach275yardsRTP",2009
171,171,"Aaron Baddeley",66,-0.2,"Approach275yardsRTP",2009
171,171,"David Duval",56,-0.2,"Approach275yardsRTP",2009
171,171,"Brian Gay",96,-0.2,"Approach275yardsRTP",2009
174,174,"Corey Pavin",73,-0.167,"Approach275yardsRTP",2009
175,175,"JB Holmes",74,-0.143,"Approach275yardsRTP",2009
175,175,"Rick Price",54,-0.143,"Approach275yardsRTP",2009
177,177,"James Nitties",86,-0.118,"Approach275yardsRTP",2009
178,178,"Pat Perez",74,-0.111,"Approach275yardsRTP",2009
179,179,"DA Points",99,-0.063,"Approach275yardsRTP",2009
180,180,"Stewart Cink",79,0,"Approach275yardsRTP",2009
180,180,"Derek Fathauer",63,0,"Approach275yardsRTP",2009
182,182,"Rich Beem",77,0.071,"Approach275yardsRTP",2009
183,183,"Brendon Todd",53,0.333,"Approach275yardsRTP",2009
183,183,"Gary Woodland",53,0.333,"Approach275yardsRTP",2009
