"Approachesfrom150175yards_RANKTHISWEEK_2010","Approachesfrom150175yards_RANKLASTWEEK_2010","Approachesfrom150175yards_PLAYERNAME_2010","Approachesfrom150175yards_ROUNDS_2010","Approachesfrom150175yards_AVG_2010","Approachesfrom150175yards_TOTALDISTANCEFEET_2010","Approachesfrom150175yards_OFATTEMPTS_2010","Approachesfrom150175yards_RELATIVETOPAR_2010","stat_name","year"
1,1,"Robert Garrigus",71,NA,3654.417,156,0,"Approachesfrom150175yards",2010
2,2,"Jeff Quinney",91,NA,5594.25,232,-33,"Approachesfrom150175yards",2010
3,3,"Paul Goydos",78,NA,4646.833,190,-12,"Approachesfrom150175yards",2010
4,4,"Kenny Perry",69,NA,3875.75,157,-11,"Approachesfrom150175yards",2010
5,5,"Sean OHair",84,NA,3956.167,160,-11,"Approachesfrom150175yards",2010
5,5,"Vijay Singh",75,NA,3886.917,157,-1,"Approachesfrom150175yards",2010
7,7,"Paul Casey",64,NA,2753.667,111,-14,"Approachesfrom150175yards",2010
7,7,"Tim Clark",88,NA,4771.5,192,-16,"Approachesfrom150175yards",2010
7,7,"Rocco Mediate",71,NA,4441.25,179,-17,"Approachesfrom150175yards",2010
10,10,"Robert Allenby",76,NA,4593.917,184,-21,"Approachesfrom150175yards",2010
10,10,"Ricky Barnes",103,NA,5753.583,230,-21,"Approachesfrom150175yards",2010
12,12,"Zach Johnson",93,NA,5474.333,218,-21,"Approachesfrom150175yards",2010
13,13,"Matt Kuchar",97,NA,5281.667,210,-21,"Approachesfrom150175yards",2010
14,14,"Chad Campbell",95,NA,6287.833,249,-7,"Approachesfrom150175yards",2010
14,14,"Spencer Levin",110,NA,7215.083,286,-36,"Approachesfrom150175yards",2010
14,14,"Ryan Palmer",84,NA,4469.667,177,-22,"Approachesfrom150175yards",2010
17,17,"KJ Choi",82,NA,4184.917,165,-17,"Approachesfrom150175yards",2010
17,17,"David Duval",71,NA,3956.583,156,-6,"Approachesfrom150175yards",2010
17,17,"Adam Scott",70,NA,3346.667,132,-7,"Approachesfrom150175yards",2010
20,20,"Charles Warren",64,NA,4047.333,159,-4,"Approachesfrom150175yards",2010
21,21,"Ryan Moore",80,NA,4303.833,169,-8,"Approachesfrom150175yards",2010
21,21,"Heath Slocum",97,NA,5510.833,216,-11,"Approachesfrom150175yards",2010
21,21,"Steve Stricker",73,NA,4287.167,168,-12,"Approachesfrom150175yards",2010
24,24,"Luke Donald",71,NA,3252.333,127,-20,"Approachesfrom150175yards",2010
24,24,"Kevin Na",94,NA,5959.167,233,-27,"Approachesfrom150175yards",2010
24,24,"Charlie Wi",95,NA,7215.25,282,-38,"Approachesfrom150175yards",2010
27,27,"Graham DeLaet",88,NA,5077.583,198,-7,"Approachesfrom150175yards",2010
28,28,"Stephen Ames",75,NA,5248.75,204,-20,"Approachesfrom150175yards",2010
28,28,"Garrett Willis",82,NA,5528.667,215,1,"Approachesfrom150175yards",2010
30,30,"Brendon de Jonge",114,NA,6815,264,-10,"Approachesfrom150175yards",2010
30,30,"Omar Uresti",74,NA,4934.917,191,3,"Approachesfrom150175yards",2010
32,32,"Trevor Immelman",55,NA,3588.5,138,-8,"Approachesfrom150175yards",2010
32,32,"Freddie Jacobson",83,NA,5858.5,225,-24,"Approachesfrom150175yards",2010
32,32,"Marc Leishman",87,NA,4916.167,189,-14,"Approachesfrom150175yards",2010
32,32,"Jimmy Walker",82,NA,4545,175,-13,"Approachesfrom150175yards",2010
36,36,"Garth Mulroy",53,NA,2872,110,-1,"Approachesfrom150175yards",2010
36,36,"Johnson Wagner",85,NA,6347.833,243,-11,"Approachesfrom150175yards",2010
36,36,"Boo Weekley",88,NA,5481.5,210,-2,"Approachesfrom150175yards",2010
39,39,"Jim Furyk",76,NA,4770.75,182,-18,"Approachesfrom150175yards",2010
39,39,"Charley Hoffman",85,NA,5455.667,208,-8,"Approachesfrom150175yards",2010
39,39,"Geoff Ogilvy",62,NA,3364.583,128,-21,"Approachesfrom150175yards",2010
39,39,"Greg Owen",69,NA,4937.083,188,0,"Approachesfrom150175yards",2010
39,39,"Tom Pernice Jr",74,NA,4594.25,175,-10,"Approachesfrom150175yards",2010
39,39,"Brett Quigley",96,NA,6976.583,266,-21,"Approachesfrom150175yards",2010
39,39,"Vaughn Taylor",87,NA,6483.417,247,-10,"Approachesfrom150175yards",2010
39,39,"DJ Trahan",92,NA,6248.333,238,-9,"Approachesfrom150175yards",2010
39,39,"Brett Wetterich",54,NA,4175.25,159,1,"Approachesfrom150175yards",2010
48,48,"Martin Laird",91,NA,5816.833,221,-4,"Approachesfrom150175yards",2010
49,49,"Mark Calcavecchia",50,NA,2269.583,86,4,"Approachesfrom150175yards",2010
49,49,"Joe Durant",67,NA,4826.833,183,-14,"Approachesfrom150175yards",2010
49,49,"Brian Gay",101,NA,6449.667,244,-4,"Approachesfrom150175yards",2010
49,49,"Brandt Snedeker",89,NA,5593,212,-3,"Approachesfrom150175yards",2010
49,49,"Camilo Villegas",78,NA,4255,161,-8,"Approachesfrom150175yards",2010
54,54,"John Mallinger",78,NA,4780.5,180,0,"Approachesfrom150175yards",2010
54,54,"Troy Matteson",84,NA,5232,197,-2,"Approachesfrom150175yards",2010
54,54,"Kevin Stadler",86,NA,5370.917,202,-7,"Approachesfrom150175yards",2010
54,54,"Chris Stroud",90,NA,5164.917,194,-6,"Approachesfrom150175yards",2010
58,58,"Michael Connell",89,NA,6525.5,245,-9,"Approachesfrom150175yards",2010
58,58,"Ben Curtis",78,NA,5299.083,199,-23,"Approachesfrom150175yards",2010
58,58,"Matt Every",60,NA,3016.917,113,2,"Approachesfrom150175yards",2010
58,58,"Michael Letzig",84,NA,6008.083,225,-14,"Approachesfrom150175yards",2010
62,62,"Jeff Gove",57,NA,3606.583,135,-3,"Approachesfrom150175yards",2010
62,62,"Steve Marino",81,NA,4735.833,177,-16,"Approachesfrom150175yards",2010
62,62,"Aron Price",70,NA,4706.917,176,-10,"Approachesfrom150175yards",2010
65,65,"Greg Chalmers",93,NA,6031.75,225,-21,"Approachesfrom150175yards",2010
65,65,"Scott Piercy",88,NA,5500.167,205,-6,"Approachesfrom150175yards",2010
65,65,"Mike Weir",59,NA,2679.75,100,-4,"Approachesfrom150175yards",2010
68,68,"John Senden",103,NA,6924,257,-12,"Approachesfrom150175yards",2010
69,69,"Brent Delahoussaye",57,NA,4181.583,155,0,"Approachesfrom150175yards",2010
69,69,"Hunter Mahan",85,NA,5000.5,185,-20,"Approachesfrom150175yards",2010
