"ApproachPuttPerformance_RANKTHISWEEK_2006","ApproachPuttPerformance_RANKLASTWEEK_2006","ApproachPuttPerformance_PLAYERNAME_2006","ApproachPuttPerformance_ROUNDS_2006","ApproachPuttPerformance_VALUE_2006","ApproachPuttPerformance_ATTEMPTS_2006","ApproachPuttPerformance_TOTALDISTANCEFEET_2006","stat_name","year"
19,19,"Tom Lehman",70,NA,539,1216.417,"ApproachPuttPerformance",2006
19,19,"Phil Mickelson",74,NA,494,1130.417,"ApproachPuttPerformance",2006
19,19,"Jon Mills",68,NA,608,1377.75,"ApproachPuttPerformance",2006
19,19,"Tim Petrovic",95,NA,884,2020.083,"ApproachPuttPerformance",2006
19,19,"Joey Sindelar",90,NA,867,1936.333,"ApproachPuttPerformance",2006
19,19,"Kirk Triplett",58,NA,510,1162,"ApproachPuttPerformance",2006
19,19,"Vance Veazey",59,NA,586,1324.667,"ApproachPuttPerformance",2006
19,19,"Scott Verplank",88,NA,710,1568.25,"ApproachPuttPerformance",2006
19,19,"Duffy Waldorf",96,NA,904,2050.833,"ApproachPuttPerformance",2006
47,47,"Stephen Ames",63,NA,466,1087.417,"ApproachPuttPerformance",2006
47,47,"Arjun Atwal",97,NA,862,2015,"ApproachPuttPerformance",2006
47,47,"Brian Bateman",69,NA,644,1525.083,"ApproachPuttPerformance",2006
47,47,"Rich Beem",85,NA,707,1658.833,"ApproachPuttPerformance",2006
47,47,"Jason Bohn",104,NA,966,2288,"ApproachPuttPerformance",2006
47,47,"David Branshaw",98,NA,975,2286.167,"ApproachPuttPerformance",2006
47,47,"Olin Browne",108,NA,902,2116.667,"ApproachPuttPerformance",2006
47,47,"Bart Bryant",87,NA,809,1917.333,"ApproachPuttPerformance",2006
47,47,"Alex Cejka",93,NA,887,2062.167,"ApproachPuttPerformance",2006
47,47,"Fred Couples",52,NA,354,838.583,"ApproachPuttPerformance",2006
47,47,"Bubba Dickerson",98,NA,950,2232.417,"ApproachPuttPerformance",2006
47,47,"Joe Durant",101,NA,1085,2544,"ApproachPuttPerformance",2006
47,47,"Bob Estes",85,NA,817,1924.833,"ApproachPuttPerformance",2006
47,47,"Todd Fischer",101,NA,938,2186.833,"ApproachPuttPerformance",2006
47,47,"Steve Flesch",119,NA,1091,2541.667,"ApproachPuttPerformance",2006
47,47,"Paul Goydos",72,NA,689,1595.333,"ApproachPuttPerformance",2006
47,47,"Ryan Hietala",61,NA,557,1316,"ApproachPuttPerformance",2006
47,47,"Charley Hoffman",100,NA,949,2214.917,"ApproachPuttPerformance",2006
47,47,"Trevor Immelman",86,NA,795,1873.917,"ApproachPuttPerformance",2006
47,47,"Lee Janzen",79,NA,725,1716.583,"ApproachPuttPerformance",2006
47,47,"Bernhard Langer",77,NA,623,1445.083,"ApproachPuttPerformance",2006
47,47,"Davis Love III",85,NA,606,1413.083,"ApproachPuttPerformance",2006
47,47,"Shigeki Maruyama",94,NA,822,1951.333,"ApproachPuttPerformance",2006
47,47,"Len Mattiace",59,NA,538,1246.75,"ApproachPuttPerformance",2006
47,47,"Corey Pavin",74,NA,617,1440.833,"ApproachPuttPerformance",2006
47,47,"Tag Ridings",103,NA,940,2211.667,"ApproachPuttPerformance",2006
47,47,"Adam Scott",70,NA,551,1264.917,"ApproachPuttPerformance",2006
47,47,"Patrick Sheehan",104,NA,937,2213.667,"ApproachPuttPerformance",2006
47,47,"Vijay Singh",103,NA,876,2070.167,"ApproachPuttPerformance",2006
47,47,"Paul Stankowski",70,NA,700,1633.083,"ApproachPuttPerformance",2006
47,47,"Hidemichi Tanaka",74,NA,712,1642.917,"ApproachPuttPerformance",2006
47,47,"David Toms",76,NA,652,1548.417,"ApproachPuttPerformance",2006
47,47,"DJ Trahan",92,NA,810,1899.25,"ApproachPuttPerformance",2006
47,47,"Omar Uresti",61,NA,562,1315.75,"ApproachPuttPerformance",2006
47,47,"Camilo Villegas",95,NA,883,2037.833,"ApproachPuttPerformance",2006
47,47,"Bubba Watson",83,NA,800,1878.917,"ApproachPuttPerformance",2006
47,47,"Mike Weir",88,NA,666,1530.583,"ApproachPuttPerformance",2006
47,47,"Brett Wetterich",82,NA,798,1865.25,"ApproachPuttPerformance",2006
47,47,"Ron Whittaker",81,NA,793,1866.833,"ApproachPuttPerformance",2006
47,47,"Dean Wilson",115,NA,967,2287,"ApproachPuttPerformance",2006
47,47,"Mark Wilson",79,NA,775,1810.083,"ApproachPuttPerformance",2006
88,88,"Robert Allenby",79,NA,637,1528.5,"ApproachPuttPerformance",2006
88,88,"Tommy Armour III",65,NA,564,1373.333,"ApproachPuttPerformance",2006
88,88,"Craig Barlow",77,NA,626,1516.917,"ApproachPuttPerformance",2006
88,88,"Jonathan Byrd",66,NA,572,1358.833,"ApproachPuttPerformance",2006
88,88,"Chad Campbell",91,NA,738,1783.75,"ApproachPuttPerformance",2006
88,88,"Greg Chalmers",71,NA,590,1413,"ApproachPuttPerformance",2006
88,88,"KJ Choi",93,NA,880,2132.833,"ApproachPuttPerformance",2006
88,88,"Daniel Chopra",110,NA,908,2182.917,"ApproachPuttPerformance",2006
88,88,"Chris Couch",75,NA,770,1891.083,"ApproachPuttPerformance",2006
88,88,"Ben Curtis",86,NA,738,1763,"ApproachPuttPerformance",2006
88,88,"Danny Ellis",68,NA,629,1509,"ApproachPuttPerformance",2006
88,88,"Brad Faxon",78,NA,752,1789.75,"ApproachPuttPerformance",2006
88,88,"Harrison Frazar",95,NA,768,1857.5,"ApproachPuttPerformance",2006
88,88,"Fred Funk",106,NA,923,2264.417,"ApproachPuttPerformance",2006
88,88,"Robert Gamez",94,NA,888,2181.75,"ApproachPuttPerformance",2006
88,88,"Lucas Glover",105,NA,926,2244,"ApproachPuttPerformance",2006
88,88,"Todd Hamilton",72,NA,585,1415.25,"ApproachPuttPerformance",2006
88,88,"Padraig Harrington",54,NA,397,949.667,"ApproachPuttPerformance",2006
88,88,"Dudley Hart",83,NA,756,1811.167,"ApproachPuttPerformance",2006
88,88,"Charles Howell III",96,NA,879,2108.167,"ApproachPuttPerformance",2006
88,88,"Brandt Jobe",91,NA,787,1888.833,"ApproachPuttPerformance",2006
88,88,"Richard Johnson",94,NA,919,2190,"ApproachPuttPerformance",2006
88,88,"Jonathan Kaye",95,NA,992,2385.5,"ApproachPuttPerformance",2006
88,88,"Thomas Levet",53,NA,547,1337.583,"ApproachPuttPerformance",2006
88,88,"Frank Lickliter II",99,NA,908,2199.333,"ApproachPuttPerformance",2006
88,88,"Daisuke Maruyama",83,NA,761,1860,"ApproachPuttPerformance",2006
88,88,"Troy Matteson",101,NA,978,2395.583,"ApproachPuttPerformance",2006
88,88,"Billy Mayfair",94,NA,860,2048.917,"ApproachPuttPerformance",2006
88,88,"David McKenzie",82,NA,751,1839.667,"ApproachPuttPerformance",2006
88,88,"Shaun Micheel",96,NA,872,2111.583,"ApproachPuttPerformance",2006
88,88,"Larry Mize",53,NA,452,1109.333,"ApproachPuttPerformance",2006
88,88,"Mark OMeara",52,NA,367,901.833,"ApproachPuttPerformance",2006
88,88,"Arron Oberholser",82,NA,678,1647.75,"ApproachPuttPerformance",2006
88,88,"Joe Ogilvie",95,NA,809,1978,"ApproachPuttPerformance",2006
88,88,"Rod Pampling",89,NA,637,1546.333,"ApproachPuttPerformance",2006
88,88,"Jesper Parnevik",84,NA,765,1824.5,"ApproachPuttPerformance",2006
88,88,"Tom Pernice Jr",108,NA,892,2189.083,"ApproachPuttPerformance",2006
88,88,"Kenny Perry",73,NA,697,1667.167,"ApproachPuttPerformance",2006
88,88,"DA Points",82,NA,746,1781.25,"ApproachPuttPerformance",2006
88,88,"Ted Purdy",103,NA,883,2124.167,"ApproachPuttPerformance",2006
88,88,"John Rollins",93,NA,840,2012.417,"ApproachPuttPerformance",2006
88,88,"Heath Slocum",96,NA,965,2328.917,"ApproachPuttPerformance",2006
88,88,"Jerry Smith",94,NA,910,2183.75,"ApproachPuttPerformance",2006
88,88,"Kevin Sutherland",100,NA,965,2369.917,"ApproachPuttPerformance",2006
88,88,"Vaughn Taylor",88,NA,786,1918.75,"ApproachPuttPerformance",2006
88,88,"Charles Warren",93,NA,910,2193.25,"ApproachPuttPerformance",2006
88,88,"Tiger Woods",55,NA,406,966.417,"ApproachPuttPerformance",2006
135,135,"Briny Baird",81,NA,787,1950.75,"ApproachPuttPerformance",2006
135,135,"Doug Barron",74,NA,683,1679.667,"ApproachPuttPerformance",2006
135,135,"Jeff Brehaut",100,NA,954,2349,"ApproachPuttPerformance",2006
135,135,"Tim Clark",80,NA,609,1523.083,"ApproachPuttPerformance",2006
135,135,"John Daly",51,NA,433,1090,"ApproachPuttPerformance",2006
135,135,"Luke Donald",66,NA,437,1089,"ApproachPuttPerformance",2006
135,135,"Steve Elkington",52,NA,521,1282.667,"ApproachPuttPerformance",2006
135,135,"John Engler Jr",69,NA,692,1730.75,"ApproachPuttPerformance",2006
135,135,"Robert Garrigus",85,NA,808,2024.083,"ApproachPuttPerformance",2006
135,135,"Nathan Green",108,NA,956,2374.667,"ApproachPuttPerformance",2006
135,135,"Mathias Gronberg",92,NA,862,2122,"ApproachPuttPerformance",2006
135,135,"Scott Gutschewski",53,NA,504,1259.417,"ApproachPuttPerformance",2006
135,135,"David Howell",52,NA,318,788.333,"ApproachPuttPerformance",2006
135,135,"John Huston",74,NA,680,1718.833,"ApproachPuttPerformance",2006
135,135,"Steve Jones",83,NA,752,1878.917,"ApproachPuttPerformance",2006
135,135,"Kent Jones",103,NA,939,2363.917,"ApproachPuttPerformance",2006
135,135,"Peter Lonard",77,NA,737,1819.083,"ApproachPuttPerformance",2006
135,135,"Steve Lowery",99,NA,897,2233.167,"ApproachPuttPerformance",2006
135,135,"Hunter Mahan",98,NA,983,2434.333,"ApproachPuttPerformance",2006
135,135,"Brett Quigley",109,NA,1002,2509.083,"ApproachPuttPerformance",2006
135,135,"Justin Rose",98,NA,928,2294.25,"ApproachPuttPerformance",2006
135,135,"Jason Schultz",77,NA,718,1808.75,"ApproachPuttPerformance",2006
135,135,"John Senden",96,NA,900,2238.667,"ApproachPuttPerformance",2006
135,135,"Tjaart van der Walt",60,NA,558,1409.25,"ApproachPuttPerformance",2006
135,135,"Nick Watney",97,NA,914,2267.75,"ApproachPuttPerformance",2006
160,160,"Stuart Appleby",83,NA,665,1739.083,"ApproachPuttPerformance",2006
160,160,"Woody Austin",107,NA,958,2449.75,"ApproachPuttPerformance",2006
160,160,"Mark Calcavecchia",94,NA,838,2192,"ApproachPuttPerformance",2006
160,160,"Kris Cox",83,NA,785,2014.083,"ApproachPuttPerformance",2006
160,160,"Brian Davis",92,NA,878,2238.75,"ApproachPuttPerformance",2006
160,160,"David Duval",71,NA,558,1445.333,"ApproachPuttPerformance",2006
160,160,"Freddie Jacobson",56,NA,574,1463.333,"ApproachPuttPerformance",2006
160,160,"JL Lewis",57,NA,533,1358.083,"ApproachPuttPerformance",2006
160,160,"Sean OHair",100,NA,829,2138.5,"ApproachPuttPerformance",2006
160,160,"Jeff Overton",95,NA,937,2388.75,"ApproachPuttPerformance",2006
160,160,"Greg Owen",79,NA,686,1768.25,"ApproachPuttPerformance",2006
160,160,"Ryan Palmer",101,NA,878,2263.917,"ApproachPuttPerformance",2006
160,160,"Pat Perez",50,NA,456,1168.083,"ApproachPuttPerformance",2006
160,160,"Mike Sposa",68,NA,619,1622.083,"ApproachPuttPerformance",2006
160,160,"Roger Tambellini",64,NA,608,1563.833,"ApproachPuttPerformance",2006
160,160,"Nicholas Thompson",96,NA,888,2276.75,"ApproachPuttPerformance",2006
160,160,"Bo Van Pelt",102,NA,975,2507.5,"ApproachPuttPerformance",2006
160,160,"Jimmy Walker",60,NA,602,1555.417,"ApproachPuttPerformance",2006
178,178,"Alex Aragon",63,NA,569,1524.583,"ApproachPuttPerformance",2006
178,178,"Henrik Bjornstad",97,NA,959,2559.333,"ApproachPuttPerformance",2006
178,178,"Michael Connell",51,NA,474,1257.417,"ApproachPuttPerformance",2006
178,178,"Ben Crane",85,NA,616,1629.417,"ApproachPuttPerformance",2006
178,178,"James Driscoll",80,NA,809,2135.083,"ApproachPuttPerformance",2006
178,178,"Mathew Goggin",72,NA,654,1733.75,"ApproachPuttPerformance",2006
178,178,"JP Hayes",55,NA,505,1364.167,"ApproachPuttPerformance",2006
178,178,"JB Holmes",81,NA,683,1806.75,"ApproachPuttPerformance",2006
178,178,"Will Ma Kenzie",91,NA,852,2237.25,"ApproachPuttPerformance",2006
178,178,"Jeff Maggert",81,NA,757,2013.083,"ApproachPuttPerformance",2006
178,178,"Geoff Ogilvy",76,NA,545,1433.667,"ApproachPuttPerformance",2006
178,178,"Carl Pettersson",95,NA,779,2055.75,"ApproachPuttPerformance",2006
178,178,"Rory Sabbatini",84,NA,679,1829.583,"ApproachPuttPerformance",2006
191,191,"Ryan Moore",68,NA,609,1684,"ApproachPuttPerformance",2006
191,191,"Ian Poulter",53,NA,438,1212.167,"ApproachPuttPerformance",2006
191,191,"Wes Short Jr",96,NA,928,2555.917,"ApproachPuttPerformance",2006
191,191,"Chris Smith",67,NA,685,1862.75,"ApproachPuttPerformance",2006
195,195,"Jason Gore",86,NA,784,2198.75,"ApproachPuttPerformance",2006
195,195,"Matt Hansen",68,NA,645,1813.583,"ApproachPuttPerformance",2006
