"ApproachPuttPerformance_RANKTHISWEEK_2006","ApproachPuttPerformance_RANKLASTWEEK_2006","ApproachPuttPerformance_PLAYERNAME_2006","ApproachPuttPerformance_ROUNDS_2006","ApproachPuttPerformance_VALUE_2006","ApproachPuttPerformance_ATTEMPTS_2006","ApproachPuttPerformance_TOTALDISTANCEFEET_2006","stat_name","year"
1,1,"Mark Brooks",90,NA,817,1735.667,"ApproachPuttPerformance",2006
1,1,"Ernie Els",69,NA,480,1005.083,"ApproachPuttPerformance",2006
1,1,"Jim Furyk",89,NA,720,1518.75,"ApproachPuttPerformance",2006
1,1,"Greg Kraft",79,NA,717,1508.25,"ApproachPuttPerformance",2006
5,5,"Sergio Garcia",59,NA,430,916.75,"ApproachPuttPerformance",2006
5,5,"Jeff Gove",91,NA,940,2038.5,"ApproachPuttPerformance",2006
5,5,"Bill Haas",99,NA,952,2049.083,"ApproachPuttPerformance",2006
5,5,"Tim Herron",82,NA,690,1489.667,"ApproachPuttPerformance",2006
5,5,"Zach Johnson",98,NA,842,1826.917,"ApproachPuttPerformance",2006
5,5,"Skip Kendall",72,NA,634,1385.333,"ApproachPuttPerformance",2006
5,5,"Stephen Leaney",84,NA,818,1740.167,"ApproachPuttPerformance",2006
5,5,"Justin Leonard",83,NA,700,1537.75,"ApproachPuttPerformance",2006
5,5,"Bob May",65,NA,597,1305.667,"ApproachPuttPerformance",2006
5,5,"Jose Maria Olazabal",62,NA,426,914.5,"ApproachPuttPerformance",2006
5,5,"Chris Riley",86,NA,698,1515.583,"ApproachPuttPerformance",2006
5,5,"Jeff Sluman",101,NA,884,1941.333,"ApproachPuttPerformance",2006
5,5,"Steve Stricker",64,NA,521,1125.25,"ApproachPuttPerformance",2006
5,5,"Bob Tway",81,NA,730,1599,"ApproachPuttPerformance",2006
19,19,"Michael Allen",84,NA,739,1641,"ApproachPuttPerformance",2006
19,19,"Billy Andrade",78,NA,654,1477.917,"ApproachPuttPerformance",2006
19,19,"Eric Axley",91,NA,832,1851.417,"ApproachPuttPerformance",2006
19,19,"Paul Azinger",87,NA,829,1841,"ApproachPuttPerformance",2006
19,19,"Aaron Baddeley",78,NA,672,1486.667,"ApproachPuttPerformance",2006
19,19,"Shane Bertsch",104,NA,947,2152.583,"ApproachPuttPerformance",2006
19,19,"Stewart Cink",93,NA,760,1683,"ApproachPuttPerformance",2006
19,19,"John Cook",67,NA,587,1317.083,"ApproachPuttPerformance",2006
19,19,"Robert Damron",91,NA,865,1911.833,"ApproachPuttPerformance",2006
19,19,"Marco Dawson",87,NA,803,1777.583,"ApproachPuttPerformance",2006
19,19,"Chris DiMarco",83,NA,659,1480.083,"ApproachPuttPerformance",2006
19,19,"Carlos Franco",86,NA,855,1940.25,"ApproachPuttPerformance",2006
19,19,"Brian Gay",107,NA,998,2262.25,"ApproachPuttPerformance",2006
19,19,"Brent Geiberger",99,NA,963,2180,"ApproachPuttPerformance",2006
19,19,"Retief Goosen",68,NA,484,1074.417,"ApproachPuttPerformance",2006
19,19,"JJ Henry",96,NA,865,1951.75,"ApproachPuttPerformance",2006
19,19,"Ryuji Imada",105,NA,924,2110.917,"ApproachPuttPerformance",2006
19,19,"Jerry Kelly",100,NA,910,2075.167,"ApproachPuttPerformance",2006
19,19,"Ian Leggatt",80,NA,762,1712.917,"ApproachPuttPerformance",2006
