"TenthTeeEarlyLowestRound_RANKTHISWEEK_2006","TenthTeeEarlyLowestRound_RANKLASTWEEK_2006","TenthTeeEarlyLowestRound_PLAYERNAME_2006","TenthTeeEarlyLowestRound_ROUNDS_2006","TenthTeeEarlyLowestRound_LOWRND_2006","stat_name","year"
1,1,"Pat Perez",50,60,"TenthTeeEarlyLowestRound",2006
2,2,"Luke Donald",66,62,"TenthTeeEarlyLowestRound",2006
3,3,"Jose Coceres",38,63,"TenthTeeEarlyLowestRound",2006
3,3,"Jim Furyk",89,63,"TenthTeeEarlyLowestRound",2006
3,3,"Lucas Glover",105,63,"TenthTeeEarlyLowestRound",2006
3,3,"Brett Quigley",109,63,"TenthTeeEarlyLowestRound",2006
3,3,"Adam Scott",70,63,"TenthTeeEarlyLowestRound",2006
3,3,"Vaughn Taylor",88,63,"TenthTeeEarlyLowestRound",2006
3,3,"Bob Tway",81,63,"TenthTeeEarlyLowestRound",2006
10,10,"Aaron Baddeley",78,64,"TenthTeeEarlyLowestRound",2006
10,10,"Cameron Beckman",48,64,"TenthTeeEarlyLowestRound",2006
10,10,"David Branshaw",98,64,"TenthTeeEarlyLowestRound",2006
10,10,"Daniel Chopra",110,64,"TenthTeeEarlyLowestRound",2006
10,10,"Gavin Coles",17,64,"TenthTeeEarlyLowestRound",2006
10,10,"John Cook",67,64,"TenthTeeEarlyLowestRound",2006
10,10,"Steve Elkington",52,64,"TenthTeeEarlyLowestRound",2006
10,10,"Dudley Hart",83,64,"TenthTeeEarlyLowestRound",2006
10,10,"Brandt Jobe",91,64,"TenthTeeEarlyLowestRound",2006
10,10,"Zach Johnson",98,64,"TenthTeeEarlyLowestRound",2006
10,10,"Jerry Kelly",100,64,"TenthTeeEarlyLowestRound",2006
10,10,"Hank Kuehne",25,64,"TenthTeeEarlyLowestRound",2006
10,10,"Jeff Maggert",81,64,"TenthTeeEarlyLowestRound",2006
10,10,"Troy Matteson",101,64,"TenthTeeEarlyLowestRound",2006
10,10,"David McKenzie",82,64,"TenthTeeEarlyLowestRound",2006
10,10,"Nick OHern",48,64,"TenthTeeEarlyLowestRound",2006
10,10,"Scott Piercy",20,64,"TenthTeeEarlyLowestRound",2006
10,10,"John Rollins",93,64,"TenthTeeEarlyLowestRound",2006
10,10,"Justin Rose",98,64,"TenthTeeEarlyLowestRound",2006
10,10,"Rory Sabbatini",84,64,"TenthTeeEarlyLowestRound",2006
10,10,"John Senden",96,64,"TenthTeeEarlyLowestRound",2006
10,10,"Vijay Singh",103,64,"TenthTeeEarlyLowestRound",2006
10,10,"Kirk Triplett",58,64,"TenthTeeEarlyLowestRound",2006
10,10,"Nick Watney",97,64,"TenthTeeEarlyLowestRound",2006
10,10,"Dean Wilson",115,64,"TenthTeeEarlyLowestRound",2006
10,10,"Mark Wilson",79,64,"TenthTeeEarlyLowestRound",2006
10,10,"Tiger Woods",55,64,"TenthTeeEarlyLowestRound",2006
37,37,"Eric Axley",91,65,"TenthTeeEarlyLowestRound",2006
37,37,"Mark Brooks",90,65,"TenthTeeEarlyLowestRound",2006
37,37,"Jonathan Byrd",66,65,"TenthTeeEarlyLowestRound",2006
37,37,"Stewart Cink",93,65,"TenthTeeEarlyLowestRound",2006
37,37,"Ben Crane",85,65,"TenthTeeEarlyLowestRound",2006
37,37,"Brian Davis",92,65,"TenthTeeEarlyLowestRound",2006
37,37,"Jay Delsing",39,65,"TenthTeeEarlyLowestRound",2006
37,37,"Bubba Dickerson",98,65,"TenthTeeEarlyLowestRound",2006
37,37,"Joe Durant",101,65,"TenthTeeEarlyLowestRound",2006
37,37,"Bob Estes",85,65,"TenthTeeEarlyLowestRound",2006
37,37,"Steve Flesch",119,65,"TenthTeeEarlyLowestRound",2006
37,37,"Harrison Frazar",95,65,"TenthTeeEarlyLowestRound",2006
37,37,"David Frost",23,65,"TenthTeeEarlyLowestRound",2006
37,37,"Brian Gay",107,65,"TenthTeeEarlyLowestRound",2006
37,37,"Mathew Goggin",72,65,"TenthTeeEarlyLowestRound",2006
37,37,"Jeff Gove",91,65,"TenthTeeEarlyLowestRound",2006
37,37,"Nathan Green",108,65,"TenthTeeEarlyLowestRound",2006
37,37,"Billy Hurley III",16,65,"TenthTeeEarlyLowestRound",2006
37,37,"John Huston",74,65,"TenthTeeEarlyLowestRound",2006
37,37,"Kent Jones",103,65,"TenthTeeEarlyLowestRound",2006
37,37,"Skip Kendall",72,65,"TenthTeeEarlyLowestRound",2006
37,37,"Peter Lonard",77,65,"TenthTeeEarlyLowestRound",2006
37,37,"Steve Lowery",99,65,"TenthTeeEarlyLowestRound",2006
37,37,"Will Ma Kenzie",91,65,"TenthTeeEarlyLowestRound",2006
37,37,"Shigeki Maruyama",94,65,"TenthTeeEarlyLowestRound",2006
37,37,"Phil Mickelson",74,65,"TenthTeeEarlyLowestRound",2006
37,37,"Ryan Moore",68,65,"TenthTeeEarlyLowestRound",2006
37,37,"Arron Oberholser",82,65,"TenthTeeEarlyLowestRound",2006
37,37,"Craig Parry",44,65,"TenthTeeEarlyLowestRound",2006
37,37,"Tom Pernice Jr",108,65,"TenthTeeEarlyLowestRound",2006
37,37,"Tag Ridings",103,65,"TenthTeeEarlyLowestRound",2006
37,37,"Heath Slocum",96,65,"TenthTeeEarlyLowestRound",2006
37,37,"Kevin Sutherland",100,65,"TenthTeeEarlyLowestRound",2006
37,37,"Scott Verplank",88,65,"TenthTeeEarlyLowestRound",2006
37,37,"Duffy Waldorf",96,65,"TenthTeeEarlyLowestRound",2006
37,37,"Casey Wittenberg",4,65,"TenthTeeEarlyLowestRound",2006
73,73,"Michael Allen",84,66,"TenthTeeEarlyLowestRound",2006
73,73,"Stuart Appleby",83,66,"TenthTeeEarlyLowestRound",2006
73,73,"Tommy Armour III",65,66,"TenthTeeEarlyLowestRound",2006
73,73,"Notah Begay III",31,66,"TenthTeeEarlyLowestRound",2006
73,73,"Shane Bertsch",104,66,"TenthTeeEarlyLowestRound",2006
73,73,"Jason Bohn",104,66,"TenthTeeEarlyLowestRound",2006
73,73,"Olin Browne",108,66,"TenthTeeEarlyLowestRound",2006
73,73,"Mark Calcavecchia",94,66,"TenthTeeEarlyLowestRound",2006
73,73,"Alex Cejka",93,66,"TenthTeeEarlyLowestRound",2006
73,73,"KJ Choi",93,66,"TenthTeeEarlyLowestRound",2006
73,73,"Michael Connell",51,66,"TenthTeeEarlyLowestRound",2006
73,73,"Fred Couples",52,66,"TenthTeeEarlyLowestRound",2006
73,73,"Robert Damron",91,66,"TenthTeeEarlyLowestRound",2006
73,73,"Marco Dawson",87,66,"TenthTeeEarlyLowestRound",2006
73,73,"Ernie Els",69,66,"TenthTeeEarlyLowestRound",2006
73,73,"Carlos Franco",86,66,"TenthTeeEarlyLowestRound",2006
73,73,"Robert Gamez",94,66,"TenthTeeEarlyLowestRound",2006
73,73,"Robert Garrigus",85,66,"TenthTeeEarlyLowestRound",2006
73,73,"Paul Goydos",72,66,"TenthTeeEarlyLowestRound",2006
73,73,"Scott Gump",28,66,"TenthTeeEarlyLowestRound",2006
73,73,"Bill Haas",99,66,"TenthTeeEarlyLowestRound",2006
73,73,"Matt Hansen",68,66,"TenthTeeEarlyLowestRound",2006
73,73,"Gabriel Hjertstedt",46,66,"TenthTeeEarlyLowestRound",2006
73,73,"Charley Hoffman",100,66,"TenthTeeEarlyLowestRound",2006
73,73,"JB Holmes",81,66,"TenthTeeEarlyLowestRound",2006
73,73,"David Howell",52,66,"TenthTeeEarlyLowestRound",2006
73,73,"Ryuji Imada",105,66,"TenthTeeEarlyLowestRound",2006
73,73,"Trevor Immelman",86,66,"TenthTeeEarlyLowestRound",2006
73,73,"Lee Janzen",79,66,"TenthTeeEarlyLowestRound",2006
73,73,"Steve Jones",83,66,"TenthTeeEarlyLowestRound",2006
73,73,"Jonathan Kaye",95,66,"TenthTeeEarlyLowestRound",2006
73,73,"Greg Kraft",79,66,"TenthTeeEarlyLowestRound",2006
73,73,"Frank Lickliter II",99,66,"TenthTeeEarlyLowestRound",2006
73,73,"Daisuke Maruyama",83,66,"TenthTeeEarlyLowestRound",2006
73,73,"Billy Mayfair",94,66,"TenthTeeEarlyLowestRound",2006
73,73,"Scott McCarron",47,66,"TenthTeeEarlyLowestRound",2006
73,73,"Shaun Micheel",96,66,"TenthTeeEarlyLowestRound",2006
73,73,"Sean OHair",100,66,"TenthTeeEarlyLowestRound",2006
73,73,"Jeff Overton",95,66,"TenthTeeEarlyLowestRound",2006
73,73,"Ryan Palmer",101,66,"TenthTeeEarlyLowestRound",2006
73,73,"Rod Pampling",89,66,"TenthTeeEarlyLowestRound",2006
73,73,"Jesper Parnevik",84,66,"TenthTeeEarlyLowestRound",2006
73,73,"DA Points",82,66,"TenthTeeEarlyLowestRound",2006
73,73,"Ted Purdy",103,66,"TenthTeeEarlyLowestRound",2006
73,73,"John Riegger",49,66,"TenthTeeEarlyLowestRound",2006
73,73,"Chris Riley",86,66,"TenthTeeEarlyLowestRound",2006
73,73,"Patrick Sheehan",104,66,"TenthTeeEarlyLowestRound",2006
73,73,"Wes Short Jr",96,66,"TenthTeeEarlyLowestRound",2006
73,73,"Jeff Sluman",101,66,"TenthTeeEarlyLowestRound",2006
73,73,"Mike Sposa",68,66,"TenthTeeEarlyLowestRound",2006
73,73,"Paul Stankowski",70,66,"TenthTeeEarlyLowestRound",2006
73,73,"Darron Stiles",44,66,"TenthTeeEarlyLowestRound",2006
73,73,"David Toms",76,66,"TenthTeeEarlyLowestRound",2006
73,73,"DJ Trahan",92,66,"TenthTeeEarlyLowestRound",2006
73,73,"Bo Van Pelt",102,66,"TenthTeeEarlyLowestRound",2006
73,73,"Vance Veazey",59,66,"TenthTeeEarlyLowestRound",2006
73,73,"Charles Warren",93,66,"TenthTeeEarlyLowestRound",2006
73,73,"Mike Weir",88,66,"TenthTeeEarlyLowestRound",2006
73,73,"Lee Westwood",42,66,"TenthTeeEarlyLowestRound",2006
73,73,"Garrett Willis",27,66,"TenthTeeEarlyLowestRound",2006
133,133,"Robert Allenby",79,67,"TenthTeeEarlyLowestRound",2006
133,133,"Stephen Ames",63,67,"TenthTeeEarlyLowestRound",2006
133,133,"Billy Andrade",78,67,"TenthTeeEarlyLowestRound",2006
133,133,"Arjun Atwal",97,67,"TenthTeeEarlyLowestRound",2006
133,133,"Briny Baird",81,67,"TenthTeeEarlyLowestRound",2006
133,133,"Craig Barlow",77,67,"TenthTeeEarlyLowestRound",2006
133,133,"Ricky Barnes",7,67,"TenthTeeEarlyLowestRound",2006
133,133,"Doug Barron",74,67,"TenthTeeEarlyLowestRound",2006
133,133,"Rich Beem",85,67,"TenthTeeEarlyLowestRound",2006
133,133,"Thomas Bjorn",26,67,"TenthTeeEarlyLowestRound",2006
