"CurrentStreakwithouta3Putt_RANKTHISWEEK_2010","CurrentStreakwithouta3Putt_RANKLASTWEEK_2010","CurrentStreakwithouta3Putt_PLAYERNAME_2010","CurrentStreakwithouta3Putt_EVENTS_2010","CurrentStreakwithouta3Putt_VALUE_2010","stat_name","year"
78,78,"Ted Purdy",30,21,"CurrentStreakwithouta3Putt",2010
78,78,"Webb Simpson",31,21,"CurrentStreakwithouta3Putt",2010
85,85,"Rich Barcelo",25,20,"CurrentStreakwithouta3Putt",2010
85,85,"Bob Estes",26,20,"CurrentStreakwithouta3Putt",2010
85,85,"Greg Kraft",22,20,"CurrentStreakwithouta3Putt",2010
88,88,"Matt Bettencourt",32,19,"CurrentStreakwithouta3Putt",2010
88,88,"Kris Blanks",30,19,"CurrentStreakwithouta3Putt",2010
88,88,"Kevin Johnson",26,19,"CurrentStreakwithouta3Putt",2010
88,88,"Troy Matteson",28,19,"CurrentStreakwithouta3Putt",2010
88,88,"Brian Stuard",28,19,"CurrentStreakwithouta3Putt",2010
88,88,"Camilo Villegas",20,19,"CurrentStreakwithouta3Putt",2010
88,88,"Dean Wilson",18,19,"CurrentStreakwithouta3Putt",2010
95,95,"Sergio Garcia",15,18,"CurrentStreakwithouta3Putt",2010
95,95,"Hunter Mahan",25,18,"CurrentStreakwithouta3Putt",2010
95,95,"Paul Stankowski",18,18,"CurrentStreakwithouta3Putt",2010
98,98,"Mark Calcavecchia",16,17,"CurrentStreakwithouta3Putt",2010
98,98,"Jim Furyk",21,17,"CurrentStreakwithouta3Putt",2010
98,98,"JJ Henry",27,17,"CurrentStreakwithouta3Putt",2010
98,98,"Cameron Percy",25,17,"CurrentStreakwithouta3Putt",2010
98,98,"Rory Sabbatini",26,17,"CurrentStreakwithouta3Putt",2010
98,98,"DJ Trahan",27,17,"CurrentStreakwithouta3Putt",2010
104,104,"David Duval",24,16,"CurrentStreakwithouta3Putt",2010
104,104,"Omar Uresti",27,16,"CurrentStreakwithouta3Putt",2010
104,104,"Jay Williamson",24,16,"CurrentStreakwithouta3Putt",2010
107,107,"Mathias Gronberg",22,15,"CurrentStreakwithouta3Putt",2010
107,107,"Tom Pernice Jr",22,15,"CurrentStreakwithouta3Putt",2010
109,109,"Greg Owen",27,14,"CurrentStreakwithouta3Putt",2010
109,109,"Alex Prugh",28,14,"CurrentStreakwithouta3Putt",2010
111,111,"Stewart Cink",23,13,"CurrentStreakwithouta3Putt",2010
111,111,"Retief Goosen",19,13,"CurrentStreakwithouta3Putt",2010
111,111,"Richard Johnson",27,13,"CurrentStreakwithouta3Putt",2010
111,111,"Martin Laird",26,13,"CurrentStreakwithouta3Putt",2010
111,111,"Ryan Moore",24,13,"CurrentStreakwithouta3Putt",2010
116,116,"Steve Elkington",22,12,"CurrentStreakwithouta3Putt",2010
116,116,"Mathew Goggin",28,12,"CurrentStreakwithouta3Putt",2010
116,116,"Rory McIlroy",16,12,"CurrentStreakwithouta3Putt",2010
116,116,"George McNeill",28,12,"CurrentStreakwithouta3Putt",2010
116,116,"Geoff Ogilvy",19,12,"CurrentStreakwithouta3Putt",2010
121,121,"Aaron Baddeley",26,11,"CurrentStreakwithouta3Putt",2010
121,121,"Jeff Gove",22,11,"CurrentStreakwithouta3Putt",2010
121,121,"Lee Janzen",26,11,"CurrentStreakwithouta3Putt",2010
121,121,"James Nitties",30,11,"CurrentStreakwithouta3Putt",2010
125,125,"Martin Flores",26,10,"CurrentStreakwithouta3Putt",2010
125,125,"Tom Gillis",27,10,"CurrentStreakwithouta3Putt",2010
125,125,"Michael Letzig",27,10,"CurrentStreakwithouta3Putt",2010
125,125,"Davis Love III",24,10,"CurrentStreakwithouta3Putt",2010
125,125,"Will Ma Kenzie",23,10,"CurrentStreakwithouta3Putt",2010
125,125,"Bryce Molder",26,10,"CurrentStreakwithouta3Putt",2010
125,125,"Cameron Tringale",22,10,"CurrentStreakwithouta3Putt",2010
132,132,"Cameron Beckman",25,9,"CurrentStreakwithouta3Putt",2010
132,132,"Tim Petrovic",32,9,"CurrentStreakwithouta3Putt",2010
132,132,"Charlie Wi",27,9,"CurrentStreakwithouta3Putt",2010
135,135,"Justin Rose",22,8,"CurrentStreakwithouta3Putt",2010
135,135,"Josh Teater",31,8,"CurrentStreakwithouta3Putt",2010
137,137,"Brian Davis",32,7,"CurrentStreakwithouta3Putt",2010
137,137,"Matt Jones",27,7,"CurrentStreakwithouta3Putt",2010
137,137,"Phil Mickelson",20,7,"CurrentStreakwithouta3Putt",2010
137,137,"Kevin Na",26,7,"CurrentStreakwithouta3Putt",2010
137,137,"Pat Perez",27,7,"CurrentStreakwithouta3Putt",2010
137,137,"Brandt Snedeker",26,7,"CurrentStreakwithouta3Putt",2010
137,137,"Vaughn Taylor",26,7,"CurrentStreakwithouta3Putt",2010
137,137,"Mike Weir",19,7,"CurrentStreakwithouta3Putt",2010
145,145,"Ricky Barnes",28,6,"CurrentStreakwithouta3Putt",2010
145,145,"Angel Cabrera",19,6,"CurrentStreakwithouta3Putt",2010
145,145,"Ben Curtis",24,6,"CurrentStreakwithouta3Putt",2010
145,145,"Vijay Singh",24,6,"CurrentStreakwithouta3Putt",2010
145,145,"Jeev Milkha Singh",19,6,"CurrentStreakwithouta3Putt",2010
145,145,"Heath Slocum",25,6,"CurrentStreakwithouta3Putt",2010
145,145,"Chris Stroud",27,6,"CurrentStreakwithouta3Putt",2010
145,145,"Kevin Sutherland",25,6,"CurrentStreakwithouta3Putt",2010
145,145,"Scott Verplank",22,6,"CurrentStreakwithouta3Putt",2010
145,145,"Jimmy Walker",27,6,"CurrentStreakwithouta3Putt",2010
155,155,"John Daly",20,5,"CurrentStreakwithouta3Putt",2010
155,155,"Freddie Jacobson",24,5,"CurrentStreakwithouta3Putt",2010
155,155,"Garrett Willis",24,5,"CurrentStreakwithouta3Putt",2010
158,158,"Craig Bowden",20,4,"CurrentStreakwithouta3Putt",2010
158,158,"Jason Day",24,4,"CurrentStreakwithouta3Putt",2010
158,158,"Robert Garrigus",22,4,"CurrentStreakwithouta3Putt",2010
158,158,"Bill Haas",25,4,"CurrentStreakwithouta3Putt",2010
158,158,"Ian Poulter",15,4,"CurrentStreakwithouta3Putt",2010
158,158,"Vance Veazey",23,4,"CurrentStreakwithouta3Putt",2010
164,164,"Brent Delahoussaye",21,3,"CurrentStreakwithouta3Putt",2010
164,164,"JB Holmes",26,3,"CurrentStreakwithouta3Putt",2010
164,164,"Jeff Overton",26,3,"CurrentStreakwithouta3Putt",2010
164,164,"Brett Quigley",29,3,"CurrentStreakwithouta3Putt",2010
164,164,"John Senden",30,3,"CurrentStreakwithouta3Putt",2010
169,169,"Michael Bradley",24,2,"CurrentStreakwithouta3Putt",2010
169,169,"Daniel Chopra",28,2,"CurrentStreakwithouta3Putt",2010
169,169,"Ben Crane",24,2,"CurrentStreakwithouta3Putt",2010
169,169,"Graham DeLaet",28,2,"CurrentStreakwithouta3Putt",2010
169,169,"Ryuji Imada",28,2,"CurrentStreakwithouta3Putt",2010
169,169,"Andrew McLardy",21,2,"CurrentStreakwithouta3Putt",2010
169,169,"Garth Mulroy",19,2,"CurrentStreakwithouta3Putt",2010
169,169,"Joe Ogilvie",32,2,"CurrentStreakwithouta3Putt",2010
169,169,"Roger Tambellini",26,2,"CurrentStreakwithouta3Putt",2010
169,169,"Roland Thatcher",26,2,"CurrentStreakwithouta3Putt",2010
169,169,"David Toms",25,2,"CurrentStreakwithouta3Putt",2010
180,180,"Justin Bolli",23,1,"CurrentStreakwithouta3Putt",2010
180,180,"Charley Hoffman",24,1,"CurrentStreakwithouta3Putt",2010
180,180,"John Merrick",31,1,"CurrentStreakwithouta3Putt",2010
180,180,"Aron Price",22,1,"CurrentStreakwithouta3Putt",2010
180,180,"Bo Van Pelt",28,1,"CurrentStreakwithouta3Putt",2010
