"BirdieorBetterPercentage125150ya_RANKTHISWEEK_2008","BirdieorBetterPercentage125150ya_RANKLASTWEEK_2008","BirdieorBetterPercentage125150ya_PLAYERNAME_2008","BirdieorBetterPercentage125150ya_ROUNDS_2008","BirdieorBetterPercentage125150ya_Pct_2008","BirdieorBetterPercentage125150ya_TOTALBIRDIES_2008","BirdieorBetterPercentage125150ya_TOTALHOLES_2008","stat_name","year"
1,1,"Gavin Coles",54,29.63,40,135,"BirdieorBetterPercentage125150ya",2008
2,2,"Scott Verplank",82,27.71,46,166,"BirdieorBetterPercentage125150ya",2008
3,3,"Tim Clark",90,25.98,53,204,"BirdieorBetterPercentage125150ya",2008
4,4,"Corey Pavin",69,25.66,29,113,"BirdieorBetterPercentage125150ya",2008
5,5,"Michael Allen",91,24.77,55,222,"BirdieorBetterPercentage125150ya",2008
5,5,"Ben Crane",86,24.77,55,222,"BirdieorBetterPercentage125150ya",2008
7,7,"Scott McCarron",63,24.4,41,168,"BirdieorBetterPercentage125150ya",2008
8,8,"Dean Wilson",109,24.28,67,276,"BirdieorBetterPercentage125150ya",2008
9,9,"Tim Wilkinson",95,24.06,51,212,"BirdieorBetterPercentage125150ya",2008
10,10,"Ryan Palmer",69,23.66,44,186,"BirdieorBetterPercentage125150ya",2008
11,11,"Ernie Els",51,23.58,29,123,"BirdieorBetterPercentage125150ya",2008
12,12,"Carl Pettersson",110,23.45,68,290,"BirdieorBetterPercentage125150ya",2008
13,13,"Paul Casey",55,23.42,26,111,"BirdieorBetterPercentage125150ya",2008
14,14,"Sergio Garcia",72,23.27,37,159,"BirdieorBetterPercentage125150ya",2008
15,15,"Jeff Maggert",86,23.18,51,220,"BirdieorBetterPercentage125150ya",2008
16,16,"Brian Gay",102,22.98,54,235,"BirdieorBetterPercentage125150ya",2008
17,17,"Vaughn Taylor",103,22.84,66,289,"BirdieorBetterPercentage125150ya",2008
18,18,"John Mallinger",95,22.71,52,229,"BirdieorBetterPercentage125150ya",2008
19,19,"Todd Hamilton",92,22.58,49,217,"BirdieorBetterPercentage125150ya",2008
20,20,"Mark Calcavecchia",67,21.95,36,164,"BirdieorBetterPercentage125150ya",2008
21,21,"Ken Duke",116,21.94,61,278,"BirdieorBetterPercentage125150ya",2008
22,22,"Lee Janzen",89,21.86,47,215,"BirdieorBetterPercentage125150ya",2008
23,23,"Dudley Hart",74,21.78,44,202,"BirdieorBetterPercentage125150ya",2008
24,24,"Jason Gore",94,21.71,61,281,"BirdieorBetterPercentage125150ya",2008
25,25,"Adam Scott",51,21.65,21,97,"BirdieorBetterPercentage125150ya",2008
26,26,"Paul Claxton",63,21.48,29,135,"BirdieorBetterPercentage125150ya",2008
