"ProximitytoHolefromRough_RANKTHISWEEK_2015","ProximitytoHolefromRough_RANKLASTWEEK_2015","ProximitytoHolefromRough_PLAYERNAME_2015","ProximitytoHolefromRough_ROUNDS_2015","ProximitytoHolefromRough_AVGDTP_2015","ProximitytoHolefromRough_TOTALDISTANCEFEET_2015","ProximitytoHolefromRough_OFSHOTS_2015","ProximitytoHolefromRough_SCRAMBLINGRANK_2015","stat_name","year"
1,1,"Francesco Molinari",56,NA,596.25,95,111,"ProximitytoHolefromRough",2015
2,2,"Jordan Spieth",91,NA,1258.917,195,4,"ProximitytoHolefromRough",2015
3,3,"Justin Leonard",61,NA,765,116,34,"ProximitytoHolefromRough",2015
4,4,"Jerry Kelly",79,NA,1095.083,165,7,"ProximitytoHolefromRough",2015
4,4,"Heath Slocum",57,NA,609.75,92,138,"ProximitytoHolefromRough",2015
6,6,"Jim Furyk",71,NA,794.667,118,18,"ProximitytoHolefromRough",2015
7,7,"Sergio Garcia",59,NA,734.917,107,109,"ProximitytoHolefromRough",2015
7,7,"Scott Langley",94,NA,1399.25,204,93,"ProximitytoHolefromRough",2015
7,7,"Webb Simpson",81,NA,1072,157,9,"ProximitytoHolefromRough",2015
7,7,"Tim Wilkinson",73,NA,1159.75,169,111,"ProximitytoHolefromRough",2015
11,11,"Jason Dufner",76,NA,645.5,93,162,"ProximitytoHolefromRough",2015
11,11,"Kevin Kisner",104,NA,1802.083,259,21,"ProximitytoHolefromRough",2015
11,11,"John Merrick",78,NA,887.25,128,134,"ProximitytoHolefromRough",2015
11,11,"Patrick Rodgers",57,NA,880.667,127,145,"ProximitytoHolefromRough",2015
11,11,"Brandt Snedeker",98,NA,1383.75,201,15,"ProximitytoHolefromRough",2015
11,11,"Justin Thomas",106,NA,1544.25,224,37,"ProximitytoHolefromRough",2015
11,11,"Brendon Todd",96,NA,1357.083,196,22,"ProximitytoHolefromRough",2015
18,18,"Chad Collins",79,NA,898.667,129,1,"ProximitytoHolefromRough",2015
18,18,"Kevin Na",98,NA,1371,197,19,"ProximitytoHolefromRough",2015
18,18,"Byron Smith",59,NA,665.583,95,172,"ProximitytoHolefromRough",2015
18,18,"Boo Weekley",79,NA,1140.75,163,73,"ProximitytoHolefromRough",2015
22,22,"Jason Bohn",95,NA,1376.25,194,51,"ProximitytoHolefromRough",2015
23,23,"Zac Blair",108,NA,1678.167,234,6,"ProximitytoHolefromRough",2015
23,23,"Kevin Chappell",86,NA,1466.083,204,87,"ProximitytoHolefromRough",2015
23,23,"Erik Compton",86,NA,1473.667,205,61,"ProximitytoHolefromRough",2015
26,26,"Ernie Els",57,NA,753.167,104,144,"ProximitytoHolefromRough",2015
26,26,"Rickie Fowler",76,NA,1093.667,151,47,"ProximitytoHolefromRough",2015
26,26,"Luke Guthrie",84,NA,1250,173,127,"ProximitytoHolefromRough",2015
26,26,"Hideki Matsuyama",95,NA,1362.667,189,30,"ProximitytoHolefromRough",2015
26,26,"Patrick Reed",103,NA,1631.917,224,28,"ProximitytoHolefromRough",2015
26,26,"Camilo Villegas",83,NA,1411,195,96,"ProximitytoHolefromRough",2015
32,32,"Zach Johnson",90,NA,1278.833,174,49,"ProximitytoHolefromRough",2015
32,32,"Cameron Tringale",96,NA,1519,207,27,"ProximitytoHolefromRough",2015
34,34,"Steven Alker",62,NA,849.667,114,39,"ProximitytoHolefromRough",2015
34,34,"Ben Crane",62,NA,966.75,130,29,"ProximitytoHolefromRough",2015
34,34,"Whee Kim",71,NA,793,107,123,"ProximitytoHolefromRough",2015
34,34,"Ian Poulter",68,NA,985.75,133,54,"ProximitytoHolefromRough",2015
34,34,"Jim Renner",68,NA,960.25,130,165,"ProximitytoHolefromRough",2015
34,34,"Rory Sabbatini",81,NA,1170.667,158,17,"ProximitytoHolefromRough",2015
34,34,"Adam Scott",51,NA,685,92,173,"ProximitytoHolefromRough",2015
41,41,"Aaron Baddeley",76,NA,1419,190,48,"ProximitytoHolefromRough",2015
41,41,"Greg Chalmers",58,NA,835.667,111,132,"ProximitytoHolefromRough",2015
41,41,"Tony Finau",106,NA,1784.25,238,149,"ProximitytoHolefromRough",2015
41,41,"Morgan Hoffmann",85,NA,1575.75,211,92,"ProximitytoHolefromRough",2015
41,41,"Billy Hurley III",83,NA,1246.583,166,10,"ProximitytoHolefromRough",2015
41,41,"Chris Kirk",76,NA,1066.417,142,64,"ProximitytoHolefromRough",2015
41,41,"Phil Mickelson",70,NA,1370.667,183,84,"ProximitytoHolefromRough",2015
41,41,"Seung Yul Noh",65,NA,1066.917,142,166,"ProximitytoHolefromRough",2015
41,41,"Mark Wilson",89,NA,1409.833,187,63,"ProximitytoHolefromRough",2015
50,50,"Alex Cejka",94,NA,1653.167,219,62,"ProximitytoHolefromRough",2015
50,50,"Gonzalo Fdez Castano",81,NA,1277.5,168,120,"ProximitytoHolefromRough",2015
50,50,"Padraig Harrington",60,NA,909.083,120,137,"ProximitytoHolefromRough",2015
50,50,"David Hearn",97,NA,1459.583,193,131,"ProximitytoHolefromRough",2015
50,50,"JB Holmes",89,NA,1455.917,192,85,"ProximitytoHolefromRough",2015
50,50,"Bryce Molder",91,NA,1351.5,179,20,"ProximitytoHolefromRough",2015
50,50,"Chez Reavie",56,NA,819.417,108,152,"ProximitytoHolefromRough",2015
50,50,"Justin Rose",69,NA,841.583,111,94,"ProximitytoHolefromRough",2015
58,58,"Steven Bowditch",103,NA,1859.417,242,3,"ProximitytoHolefromRough",2015
58,58,"Jason Kokrak",88,NA,1380.833,181,114,"ProximitytoHolefromRough",2015
58,58,"Matt Kuchar",97,NA,1756.5,229,13,"ProximitytoHolefromRough",2015
58,58,"Charl Schwartzel",67,NA,1001.833,131,168,"ProximitytoHolefromRough",2015
62,62,"Scott Brown",97,NA,1513.917,195,55,"ProximitytoHolefromRough",2015
62,62,"Jonathan Byrd",69,NA,801.083,103,5,"ProximitytoHolefromRough",2015
62,62,"Retief Goosen",81,NA,1456.417,188,85,"ProximitytoHolefromRough",2015
62,62,"David Lingmerth",90,NA,1432.917,185,42,"ProximitytoHolefromRough",2015
