"AveragePuttingDistanceAll2putts_RANKTHISWEEK_2010","AveragePuttingDistanceAll2putts_RANKLASTWEEK_2010","AveragePuttingDistanceAll2putts_PLAYERNAME_2010","AveragePuttingDistanceAll2putts_ROUNDS_2010","AveragePuttingDistanceAll2putts_AVG_2010","AveragePuttingDistanceAll2putts_DISTANCEFEET_2010","AveragePuttingDistanceAll2putts_TOTALPUTTS_2010","stat_name","year"
1,1,"Ian Poulter",55,NA,8264.417,336,"AveragePuttingDistanceAll2putts",2010
2,2,"Daniel Chopra",74,NA,16592.75,680,"AveragePuttingDistanceAll2putts",2010
2,2,"Scott McCarron",90,NA,20771.333,850,"AveragePuttingDistanceAll2putts",2010
4,4,"James Driscoll",78,NA,18910.25,778,"AveragePuttingDistanceAll2putts",2010
5,5,"Michael Sim",64,NA,12724.083,524,"AveragePuttingDistanceAll2putts",2010
6,6,"JJ Henry",92,NA,21102,874,"AveragePuttingDistanceAll2putts",2010
6,6,"Matt Jones",89,NA,19240.5,797,"AveragePuttingDistanceAll2putts",2010
8,8,"Paul Casey",64,NA,10842.667,450,"AveragePuttingDistanceAll2putts",2010
8,8,"Steve Elkington",74,NA,15125.583,629,"AveragePuttingDistanceAll2putts",2010
8,8,"Matt Kuchar",97,NA,17993.75,748,"AveragePuttingDistanceAll2putts",2010
8,8,"George McNeill",79,NA,16868.583,700,"AveragePuttingDistanceAll2putts",2010
12,12,"Blake Adams",84,NA,18762.25,781,"AveragePuttingDistanceAll2putts",2010
12,12,"Charles Howell III",103,NA,22820.333,950,"AveragePuttingDistanceAll2putts",2010
14,14,"Luke Donald",71,NA,12324.667,517,"AveragePuttingDistanceAll2putts",2010
14,14,"Ernie Els",72,NA,13245.417,555,"AveragePuttingDistanceAll2putts",2010
14,14,"Retief Goosen",75,NA,12862.333,539,"AveragePuttingDistanceAll2putts",2010
14,14,"Mathias Gronberg",61,NA,11898.333,500,"AveragePuttingDistanceAll2putts",2010
14,14,"John Merrick",109,NA,23978.75,1005,"AveragePuttingDistanceAll2putts",2010
14,14,"Alex Prugh",88,NA,20412.083,855,"AveragePuttingDistanceAll2putts",2010
14,14,"Mark Wilson",87,NA,20293.167,851,"AveragePuttingDistanceAll2putts",2010
21,21,"Greg Chalmers",93,NA,20460.083,861,"AveragePuttingDistanceAll2putts",2010
21,21,"Ben Curtis",78,NA,16959.667,714,"AveragePuttingDistanceAll2putts",2010
23,23,"Jim Furyk",76,NA,14266.75,603,"AveragePuttingDistanceAll2putts",2010
23,23,"Sean OHair",84,NA,16210.5,686,"AveragePuttingDistanceAll2putts",2010
23,23,"John Senden",103,NA,22619.667,956,"AveragePuttingDistanceAll2putts",2010
26,26,"Tim Herron",79,NA,16609.333,705,"AveragePuttingDistanceAll2putts",2010
26,26,"Bill Lunde",79,NA,16634,706,"AveragePuttingDistanceAll2putts",2010
26,26,"Brett Quigley",96,NA,22587.417,957,"AveragePuttingDistanceAll2putts",2010
26,26,"Kevin Sutherland",86,NA,20512.167,869,"AveragePuttingDistanceAll2putts",2010
30,30,"Aaron Baddeley",94,NA,20794.417,885,"AveragePuttingDistanceAll2putts",2010
30,30,"Briny Baird",87,NA,19935.583,847,"AveragePuttingDistanceAll2putts",2010
30,30,"Jonathan Byrd",85,NA,20096.917,854,"AveragePuttingDistanceAll2putts",2010
30,30,"Chad Collins",87,NA,17536.833,747,"AveragePuttingDistanceAll2putts",2010
30,30,"Richard Johnson",90,NA,18591.667,791,"AveragePuttingDistanceAll2putts",2010
30,30,"Chris Tidland",77,NA,16328.083,696,"AveragePuttingDistanceAll2putts",2010
36,36,"Graham DeLaet",88,NA,18387,786,"AveragePuttingDistanceAll2putts",2010
36,36,"Ted Purdy",86,NA,18548.75,793,"AveragePuttingDistanceAll2putts",2010
36,36,"Nick Watney",91,NA,16563.833,708,"AveragePuttingDistanceAll2putts",2010
39,39,"Kris Blanks",91,NA,19075.583,818,"AveragePuttingDistanceAll2putts",2010
39,39,"Michael Bradley",77,NA,16974.583,727,"AveragePuttingDistanceAll2putts",2010
39,39,"Nathan Green",86,NA,18896.25,810,"AveragePuttingDistanceAll2putts",2010
39,39,"Dean Wilson",54,NA,11238.25,481,"AveragePuttingDistanceAll2putts",2010
43,43,"Henrik Bjornstad",72,NA,15281.25,658,"AveragePuttingDistanceAll2putts",2010
43,43,"Stewart Cink",84,NA,15349.083,659,"AveragePuttingDistanceAll2putts",2010
43,43,"Hunter Mahan",85,NA,16157.917,695,"AveragePuttingDistanceAll2putts",2010
43,43,"John Rollins",81,NA,18153.917,781,"AveragePuttingDistanceAll2putts",2010
43,43,"Webb Simpson",98,NA,21726.167,935,"AveragePuttingDistanceAll2putts",2010
48,48,"Chris Couch",66,NA,13822.917,596,"AveragePuttingDistanceAll2putts",2010
48,48,"JB Holmes",100,NA,20083.75,867,"AveragePuttingDistanceAll2putts",2010
48,48,"Freddie Jacobson",83,NA,18004.5,777,"AveragePuttingDistanceAll2putts",2010
48,48,"Shaun Micheel",70,NA,12307.583,531,"AveragePuttingDistanceAll2putts",2010
48,48,"Ryan Moore",80,NA,14557.667,629,"AveragePuttingDistanceAll2putts",2010
48,48,"Joe Ogilvie",99,NA,20360.25,878,"AveragePuttingDistanceAll2putts",2010
48,48,"DA Points",90,NA,19533.083,843,"AveragePuttingDistanceAll2putts",2010
