"Approaches100yardsRghRTP_RANKTHISWEEK_2009","Approaches100yardsRghRTP_RANKLASTWEEK_2009","Approaches100yardsRghRTP_PLAYERNAME_2009","Approaches100yardsRghRTP_ROUNDS_2009","Approaches100yardsRghRTP_AVGRTP_2009","stat_name","year"
1,1,"Tiger Woods",64,-0.114,"Approaches100yardsRghRTP",2009
2,2,"Steve Stricker",81,-0.037,"Approaches100yardsRghRTP",2009
3,3,"Robert Garrigus",83,-0.004,"Approaches100yardsRghRTP",2009
4,4,"Matt Kuchar",82,0,"Approaches100yardsRghRTP",2009
5,5,"Fred Couples",54,0.014,"Approaches100yardsRghRTP",2009
6,6,"Rocco Mediate",79,0.015,"Approaches100yardsRghRTP",2009
7,7,"Jim Furyk",86,0.021,"Approaches100yardsRghRTP",2009
8,8,"Kevin Streelman",97,0.023,"Approaches100yardsRghRTP",2009
9,9,"Brandt Snedeker",81,0.026,"Approaches100yardsRghRTP",2009
10,10,"Greg Chalmers",85,0.028,"Approaches100yardsRghRTP",2009
10,10,"Anthony Kim",76,0.028,"Approaches100yardsRghRTP",2009
12,12,"Sergio Garcia",59,0.034,"Approaches100yardsRghRTP",2009
12,12,"Sean OHair",80,0.034,"Approaches100yardsRghRTP",2009
12,12,"Camilo Villegas",76,0.034,"Approaches100yardsRghRTP",2009
15,15,"Angel Cabrera",55,0.037,"Approaches100yardsRghRTP",2009
16,16,"Bill Haas",91,0.039,"Approaches100yardsRghRTP",2009
17,17,"Robert Allenby",71,0.042,"Approaches100yardsRghRTP",2009
17,17,"Troy Matteson",95,0.042,"Approaches100yardsRghRTP",2009
19,19,"Ben Crane",93,0.044,"Approaches100yardsRghRTP",2009
20,20,"Harrison Frazar",93,0.045,"Approaches100yardsRghRTP",2009
21,21,"Dustin Johnson",85,0.047,"Approaches100yardsRghRTP",2009
21,21,"Michael Letzig",96,0.047,"Approaches100yardsRghRTP",2009
23,23,"Geoff Ogilvy",78,0.051,"Approaches100yardsRghRTP",2009
24,24,"Bubba Watson",73,0.053,"Approaches100yardsRghRTP",2009
25,25,"Luke Donald",79,0.054,"Approaches100yardsRghRTP",2009
26,26,"Andres Romero",58,0.06,"Approaches100yardsRghRTP",2009
27,27,"Nick Watney",86,0.061,"Approaches100yardsRghRTP",2009
28,28,"Tim Petrovic",97,0.064,"Approaches100yardsRghRTP",2009
29,29,"Jason Dufner",90,0.065,"Approaches100yardsRghRTP",2009
29,29,"Retief Goosen",74,0.065,"Approaches100yardsRghRTP",2009
29,29,"Jarrod Lyle",65,0.065,"Approaches100yardsRghRTP",2009
29,29,"David Toms",98,0.065,"Approaches100yardsRghRTP",2009
33,33,"Tommy Armour III",58,0.066,"Approaches100yardsRghRTP",2009
33,33,"Briny Baird",89,0.066,"Approaches100yardsRghRTP",2009
33,33,"Steve Marino",98,0.066,"Approaches100yardsRghRTP",2009
36,36,"Lucas Glover",93,0.07,"Approaches100yardsRghRTP",2009
36,36,"Chris Riley",77,0.07,"Approaches100yardsRghRTP",2009
38,38,"Parker McLachlin",71,0.071,"Approaches100yardsRghRTP",2009
38,38,"Scott Piercy",85,0.071,"Approaches100yardsRghRTP",2009
40,40,"Ben Curtis",63,0.073,"Approaches100yardsRghRTP",2009
41,41,"Ted Purdy",101,0.075,"Approaches100yardsRghRTP",2009
42,42,"DA Points",99,0.076,"Approaches100yardsRghRTP",2009
43,43,"Nathan Green",104,0.077,"Approaches100yardsRghRTP",2009
43,43,"Kevin Stadler",65,0.077,"Approaches100yardsRghRTP",2009
45,45,"Charles Howell III",99,0.078,"Approaches100yardsRghRTP",2009
46,46,"Kris Blanks",60,0.079,"Approaches100yardsRghRTP",2009
46,46,"Jimmy Walker",74,0.079,"Approaches100yardsRghRTP",2009
48,48,"Justin Leonard",95,0.081,"Approaches100yardsRghRTP",2009
49,49,"Spencer Levin",75,0.082,"Approaches100yardsRghRTP",2009
49,49,"Kevin Na",91,0.082,"Approaches100yardsRghRTP",2009
51,51,"Cameron Beckman",87,0.083,"Approaches100yardsRghRTP",2009
52,52,"Greg Owen",97,0.084,"Approaches100yardsRghRTP",2009
53,53,"Zach Johnson",94,0.086,"Approaches100yardsRghRTP",2009
54,54,"Jonathan Byrd",89,0.087,"Approaches100yardsRghRTP",2009
54,54,"Jason Day",61,0.087,"Approaches100yardsRghRTP",2009
54,54,"Charley Hoffman",97,0.087,"Approaches100yardsRghRTP",2009
54,54,"Adam Scott",53,0.087,"Approaches100yardsRghRTP",2009
58,58,"Joe Ogilvie",85,0.088,"Approaches100yardsRghRTP",2009
59,59,"Tom Lehman",55,0.091,"Approaches100yardsRghRTP",2009
60,60,"Phil Mickelson",66,0.092,"Approaches100yardsRghRTP",2009
61,61,"George McNeill",82,0.093,"Approaches100yardsRghRTP",2009
62,62,"Martin Laird",72,0.095,"Approaches100yardsRghRTP",2009
62,62,"Hunter Mahan",94,0.095,"Approaches100yardsRghRTP",2009
62,62,"Rory Sabbatini",81,0.095,"Approaches100yardsRghRTP",2009
65,65,"Jerry Kelly",90,0.096,"Approaches100yardsRghRTP",2009
65,65,"John Rollins",92,0.096,"Approaches100yardsRghRTP",2009
67,67,"Aron Price",89,0.099,"Approaches100yardsRghRTP",2009
68,68,"Aaron Baddeley",66,0.1,"Approaches100yardsRghRTP",2009
68,68,"Daniel Chopra",89,0.1,"Approaches100yardsRghRTP",2009
70,70,"Charlie Wi",92,0.101,"Approaches100yardsRghRTP",2009
71,71,"Padraig Harrington",66,0.102,"Approaches100yardsRghRTP",2009
71,71,"Marc Leishman",91,0.102,"Approaches100yardsRghRTP",2009
71,71,"Kenny Perry",92,0.102,"Approaches100yardsRghRTP",2009
71,71,"Carl Pettersson",86,0.102,"Approaches100yardsRghRTP",2009
75,75,"Brian Vranesh",51,0.103,"Approaches100yardsRghRTP",2009
76,76,"Glen Day",79,0.104,"Approaches100yardsRghRTP",2009
76,76,"Brian Gay",96,0.104,"Approaches100yardsRghRTP",2009
78,78,"Tom Pernice Jr",82,0.107,"Approaches100yardsRghRTP",2009
78,78,"YE Yang",83,0.107,"Approaches100yardsRghRTP",2009
80,80,"Jason Bohn",88,0.108,"Approaches100yardsRghRTP",2009
80,80,"Scott McCarron",91,0.108,"Approaches100yardsRghRTP",2009
80,80,"Scott Sterling",51,0.108,"Approaches100yardsRghRTP",2009
83,83,"Mark Brooks",55,0.109,"Approaches100yardsRghRTP",2009
84,84,"Stephen Ames",77,0.111,"Approaches100yardsRghRTP",2009
84,84,"Bryce Molder",69,0.111,"Approaches100yardsRghRTP",2009
86,86,"Brian Davis",103,0.112,"Approaches100yardsRghRTP",2009
86,86,"Matt Jones",56,0.112,"Approaches100yardsRghRTP",2009
86,86,"Webb Simpson",94,0.112,"Approaches100yardsRghRTP",2009
89,89,"Brad Adamonis",70,0.113,"Approaches100yardsRghRTP",2009
89,89,"Ken Duke",87,0.113,"Approaches100yardsRghRTP",2009
91,91,"Alex Cejka",82,0.114,"Approaches100yardsRghRTP",2009
91,91,"David Mathis",82,0.114,"Approaches100yardsRghRTP",2009
91,91,"Nick OHern",90,0.114,"Approaches100yardsRghRTP",2009
91,91,"Charles Warren",63,0.114,"Approaches100yardsRghRTP",2009
95,95,"Chad Campbell",90,0.115,"Approaches100yardsRghRTP",2009
95,95,"Boo Weekley",79,0.115,"Approaches100yardsRghRTP",2009
97,97,"Kevin Sutherland",96,0.117,"Approaches100yardsRghRTP",2009
98,98,"Jeff Klauk",97,0.118,"Approaches100yardsRghRTP",2009
98,98,"John Merrick",91,0.118,"Approaches100yardsRghRTP",2009
