"TotalMoneyOfficialandUnofficial_RANKTHISWEEK_2013","TotalMoneyOfficialandUnofficial_RANKLASTWEEK_2013","TotalMoneyOfficialandUnofficial_PLAYERNAME_2013","TotalMoneyOfficialandUnofficial_EVENTS_2013","TotalMoneyOfficialandUnofficial_MONEY_2013","stat_name","year"
1,1,"Tiger Woods",18,8703439,"TotalMoneyOfficialandUnofficial",2013
2,2,"Henrik Stenson",19,6488230,"TotalMoneyOfficialandUnofficial",2013
3,3,"Matt Kuchar",24,5616808,"TotalMoneyOfficialandUnofficial",2013
4,4,"Phil Mickelson",22,5495793,"TotalMoneyOfficialandUnofficial",2013
5,5,"Brandt Snedeker",24,5318087,"TotalMoneyOfficialandUnofficial",2013
6,6,"Adam Scott",18,4967611,"TotalMoneyOfficialandUnofficial",2013
7,7,"Steve Stricker",15,4590532,"TotalMoneyOfficialandUnofficial",2013
8,8,"Justin Rose",18,4296148,"TotalMoneyOfficialandUnofficial",2013
9,9,"Zach Johnson",25,4044509,"TotalMoneyOfficialandUnofficial",2013
10,10,"Jordan Spieth",24,3879820,"TotalMoneyOfficialandUnofficial",2013
11,11,"Bill Haas",28,3650563,"TotalMoneyOfficialandUnofficial",2013
12,12,"Keegan Bradley",26,3636813,"TotalMoneyOfficialandUnofficial",2013
13,13,"Jason Day",22,3625030,"TotalMoneyOfficialandUnofficial",2013
14,14,"Billy Horschel",27,3551703,"TotalMoneyOfficialandUnofficial",2013
15,15,"Jim Furyk",22,3204779,"TotalMoneyOfficialandUnofficial",2013
16,16,"Webb Simpson",27,3132582,"TotalMoneyOfficialandUnofficial",2013
17,17,"Jason Dufner",23,3132268,"TotalMoneyOfficialandUnofficial",2013
18,18,"Kevin Streelman",25,3088284,"TotalMoneyOfficialandUnofficial",2013
19,19,"Hunter Mahan",26,3036164,"TotalMoneyOfficialandUnofficial",2013
20,20,"Dustin Johnson",22,2963214,"TotalMoneyOfficialandUnofficial",2013
21,21,"Graham DeLaet",27,2834900,"TotalMoneyOfficialandUnofficial",2013
22,22,"Boo Weekley",27,2786662,"TotalMoneyOfficialandUnofficial",2013
23,23,"DA Points",29,2708887,"TotalMoneyOfficialandUnofficial",2013
24,24,"Nick Watney",26,2477639,"TotalMoneyOfficialandUnofficial",2013
25,25,"Graeme McDowell",17,2337095,"TotalMoneyOfficialandUnofficial",2013
26,26,"Charl Schwartzel",20,2256723,"TotalMoneyOfficialandUnofficial",2013
27,27,"Sergio Garcia",17,2251139,"TotalMoneyOfficialandUnofficial",2013
28,28,"Harris English",26,2201167,"TotalMoneyOfficialandUnofficial",2013
29,29,"Roberto Castro",29,2154898,"TotalMoneyOfficialandUnofficial",2013
30,30,"Jimmy Walker",24,2117570,"TotalMoneyOfficialandUnofficial",2013
31,31,"Lee Westwood",19,2081731,"TotalMoneyOfficialandUnofficial",2013
32,32,"Russell Henley",25,2070526,"TotalMoneyOfficialandUnofficial",2013
33,33,"Jonas Blixt",24,2027517,"TotalMoneyOfficialandUnofficial",2013
34,34,"John Merrick",23,1969478,"TotalMoneyOfficialandUnofficial",2013
35,35,"Patrick Reed",26,1961519,"TotalMoneyOfficialandUnofficial",2013
36,36,"Rickie Fowler",24,1941742,"TotalMoneyOfficialandUnofficial",2013
37,37,"Luke Donald",17,1930646,"TotalMoneyOfficialandUnofficial",2013
38,38,"Charles Howell III",27,1927389,"TotalMoneyOfficialandUnofficial",2013
39,39,"Gary Woodland",26,1915732,"TotalMoneyOfficialandUnofficial",2013
40,40,"Bubba Watson",23,1890526,"TotalMoneyOfficialandUnofficial",2013
41,41,"Ian Poulter",17,1879713,"TotalMoneyOfficialandUnofficial",2013
42,42,"Scott Piercy",24,1830084,"TotalMoneyOfficialandUnofficial",2013
43,43,"Martin Laird",22,1805393,"TotalMoneyOfficialandUnofficial",2013
44,44,"Rory McIlroy",16,1802443,"TotalMoneyOfficialandUnofficial",2013
45,45,"Brendon de Jonge",31,1795244,"TotalMoneyOfficialandUnofficial",2013
46,46,"Angel Cabrera",22,1791183,"TotalMoneyOfficialandUnofficial",2013
47,47,"Michael Thompson",23,1763887,"TotalMoneyOfficialandUnofficial",2013
48,48,"David Lingmerth",23,1748109,"TotalMoneyOfficialandUnofficial",2013
49,49,"Chris Kirk",24,1728616,"TotalMoneyOfficialandUnofficial",2013
50,50,"Matt Jones",24,1724707,"TotalMoneyOfficialandUnofficial",2013
51,51,"Ken Duke",28,1722583,"TotalMoneyOfficialandUnofficial",2013
